,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,new_addition
18,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2024-01-30 01:06:20,2022-09-09 23:13:40,70.0,40.0,81.0,478.0,604.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,16382.0,16382.0,26.0,22,False,1.0,,,
19,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2024-02-01 08:05:14,2024-01-31 21:55:41,3110.0,597.0,2612.0,10851.0,,2024-01-19 00:56:20,0.15.0,3357.0,45.0,17.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,982.0,21,True,1.0,,['binding'],
20,rerun,rerun-io/rerun,image,https://github.com/rerun-io/rerun,https://github.com/rerun-io/rerun,,Apache-2.0,2022-04-08 07:30:05,2024-02-01 08:26:27,2024-01-31 17:11:36,182.0,695.0,1287.0,3932.0,,2024-01-19 10:06:19,0.12.1,3060.0,255.0,21.0,"Visualize streams of multimodal data. Fast, easy to use, and simple to integrate. Built in Rust using egui.",28.0,28.0,37.0,21,True,1.0,,,
21,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2024-01-18 10:45:42,2023-10-06 01:38:53,105.0,24.0,60.0,1681.0,270.0,,,,,,Represent large sets and maps compactly with finite state transducers.,10410.0,10410.0,25.0,21,True,2.0,,,
22,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2024-01-19 14:23:02,2024-01-19 14:07:43,127.0,34.0,419.0,1662.0,1382.0,,,,,,Rust bindings for OpenCV 3 & 4.,1269.0,1269.0,41.0,21,True,1.0,,['binding'],
23,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2023-08-29 16:57:10,2023-08-29 16:57:10,95.0,80.0,79.0,1277.0,345.0,2022-11-20 18:01:03,0.6.9,9702.0,269.0,35.0,The Declarative Data Generator.,112.0,112.0,31.0,21,True,2.0,,,
24,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-10-23 17:42:47,2022-04-16 17:32:31,153.0,54.0,123.0,1083.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,14694.0,14694.0,98.0,21,False,1.0,,,
25,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2024-01-04 10:49:11,2024-01-04 10:28:00,57.0,8.0,47.0,930.0,566.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1467.0,1467.0,24.0,21,True,1.0,,,
26,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2024-01-24 20:05:36,2023-12-22 12:35:44,34.0,10.0,29.0,375.0,,2023-12-22 12:38:29,0.13.0,,,5.0,Rust library for regular expressions using fancy features like look-around and backreferences.,8842.0,8842.0,23.0,21,True,1.0,,,
27,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2024-02-01 08:36:42,2024-02-01 08:36:41,1381.0,1246.0,5121.0,23977.0,,2024-01-26 20:08:46,py-0.20.6,196.0,14.0,100.0,"Dataframes powered by a multithreaded, vectorized query engine, written in Rust.",3.0,3.0,355.0,20,True,2.0,-3.0,,
28,burn,burn-rs/burn,ml-frameworks,https://github.com/tracel-ai/burn,https://github.com/tracel-ai/burn,tracel-ai/burn,Apache-2.0,2022-07-18 23:11:45,2024-02-01 05:51:22,2024-01-31 21:01:20,242.0,134.0,245.0,5962.0,,2024-01-31 20:05:05,0.12.0,,,11.0,"Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute..",177.0,177.0,73.0,20,True,1.0,,,
29,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2023-12-12 15:46:26,2023-12-01 14:46:14,296.0,74.0,150.0,5569.0,,2023-05-08 19:23:10,0.1.1,986.0,109.0,1.0,An ecosystem of Rust libraries for working with large language models.,202.0,202.0,54.0,20,True,2.0,,,
30,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2024-01-31 14:11:15,2024-01-30 22:16:21,282.0,115.0,410.0,3593.0,,,,1370.0,62.0,1.0,Rust bindings for the C++ api of PyTorch.,1420.0,1420.0,72.0,20,True,1.0,5.0,['binding'],
31,lance,eto-ai/lance,data-loading,https://github.com/lancedb/lance,https://github.com/lancedb/lance,lancedb/lance,Apache-2.0,2022-07-07 22:29:29,2024-02-01 06:07:17,2024-01-31 20:53:24,134.0,229.0,433.0,3023.0,,2024-01-30 23:54:31,0.9.11,,,100.0,Modern columnar data format for ML and LLMs implemented in Rust. Convert from parquet in 2 lines of code for 100x..,744.0,744.0,41.0,20,True,2.0,,,
32,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,,Apache-2.0,2020-04-26 03:48:06,2024-02-01 09:15:47,2024-02-01 08:53:04,307.0,199.0,607.0,1649.0,,2024-01-07 21:53:21,python-v0.15.1,,,53.0,"A native Rust library for Delta Lake, with bindings into Python.",396.0,396.0,135.0,20,True,2.0,,,
33,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2023-12-19 07:31:34,2023-12-19 07:31:33,42.0,44.0,106.0,370.0,1123.0,,,,,,sparse linear algebra library for rust.,1132.0,1132.0,34.0,20,True,1.0,,,
34,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,,Apache-2.0,2016-02-17 08:00:23,2024-02-01 09:16:17,2024-01-31 18:38:54,3051.0,3940.0,19074.0,13093.0,,,,,,,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,7.0,7.0,1190.0,19,True,3.0,-2.0,,
35,candle,huggingface/candle,ml-frameworks,https://github.com/huggingface/candle,https://github.com/huggingface/candle,,Apache-2.0,2023-06-19 16:06:31,2024-01-31 17:57:50,2024-01-31 17:57:38,584.0,155.0,217.0,11834.0,,,,,,,Minimalist ML framework for Rust.,396.0,396.0,80.0,19,True,1.0,,,True
36,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,,,2022-12-10 14:04:30,2024-02-01 04:06:55,2024-01-31 21:12:58,484.0,28.0,77.0,8274.0,,2023-12-15 15:12:09,0.5.11,43897.0,3135.0,44.0,bloop is a fast code search engine written in Rust.,,,25.0,19,False,2.0,,,
37,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2024-01-30 18:52:19,2024-01-30 18:52:18,147.0,7.0,43.0,6420.0,,2023-08-24 10:41:38,1.4.4,35625.0,685.0,14.0,A command-line tool and Rust library with Python bindings for generating regular expressions from user-provided test..,158.0,158.0,10.0,19,True,2.0,-2.0,,
38,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2024-02-01 07:49:41,2024-02-01 07:49:40,246.0,476.0,1449.0,5310.0,,2024-01-24 14:02:13,0.7.1,3986.0,128.0,19.0,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",77.0,77.0,63.0,19,False,2.0,,,
39,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,evcxr/evcxr,,2018-09-25 10:19:22,2024-01-17 05:44:36,2024-01-17 05:43:36,206.0,96.0,143.0,5024.0,,2023-12-17 00:16:37,0.17.0,3749.0,220.0,7.0,,160.0,160.0,49.0,19,False,1.0,,,
40,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2024-01-26 15:30:54,2024-01-26 15:27:22,206.0,12.0,654.0,4552.0,1622.0,2024-01-26 15:30:02,3000.2.3,8708.0,102.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,33.0,19,False,2.0,,,
41,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2024-01-31 18:50:14,2024-01-31 12:08:08,187.0,33.0,188.0,1963.0,,2024-01-16 15:30:38,0.21.0,7096.0,168.0,78.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",28.0,28.0,69.0,19,False,1.0,,,
42,chat-ai-desktop,sonnylazuardi/chat-ai-desktop,apps,https://github.com/sonnylazuardi/chat-ai-desktop,https://github.com/sonnylazuardi/chat-ai-desktop,,MIT,2022-12-04 07:57:40,2023-12-23 19:38:01,2023-03-20 10:17:05,181.0,33.0,18.0,1906.0,76.0,2023-03-20 02:13:27,0.5.0,22058.0,2005.0,3.0,Unofficial ChatGPT desktop app for Mac & Windows menubar using Tauri & Rust.,,,6.0,19,True,2.0,,,
43,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2023-11-11 17:57:23,2023-11-11 17:56:39,89.0,5.0,111.0,952.0,,2023-10-12 08:10:44,0.20.0,,,25.0,PyO3-based Rust bindings of the NumPy C-API.,2855.0,2855.0,42.0,19,True,1.0,,,
44,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2023-12-04 01:42:39,2023-05-30 07:27:34,131.0,80.0,111.0,653.0,672.0,,,,,,Image processing operations.,3602.0,3602.0,63.0,19,True,2.0,,,
45,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2024-01-31 03:33:55,2024-01-31 03:33:48,35.0,11.0,70.0,327.0,,2024-01-02 11:39:45,0.27.2,1092.0,22.0,62.0,A morphological analysis library.,739.0,739.0,16.0,19,True,2.0,,,
46,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,,2020-10-10 06:04:42,2024-02-01 09:16:51,2024-02-01 08:55:43,666.0,623.0,4263.0,6941.0,,2024-01-25 00:36:55,1.2.307,2848.0,949.0,100.0,Modern alternative to Snowflake. Cost-effective and simple for massive-scale analytics. Cloud: https://databend.com.,,,207.0,18,False,3.0,,,
47,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,,Apache-2.0,2023-03-31 17:41:56,2024-02-01 00:04:48,2024-01-18 17:32:57,152.0,36.0,65.0,2953.0,434.0,2024-01-17 16:47:19,0.9.0,,,12.0,Distributed stream processing engine in Rust.,,,13.0,18,True,3.0,,,
48,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2024-01-20 09:42:53,2024-01-20 09:42:49,187.0,41.0,154.0,2318.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",515.0,515.0,40.0,18,True,2.0,,,
49,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,150.0,33.0,67.0,1246.0,532.0,,,,,,Machine Learning library for Rust.,441.0,441.0,20.0,18,False,2.0,,,
50,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2024-01-27 12:00:15,2024-01-25 08:13:15,70.0,20.0,86.0,829.0,,2024-01-06 11:50:59,argmin-v0.9.0,,,26.0,Numerical optimization in pure Rust.,360.0,360.0,37.0,18,True,2.0,,,
51,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2023-05-23 00:44:59,2022-02-04 11:05:28,40.0,20.0,29.0,558.0,,2021-04-24 09:12:56,0.6.4,55448.0,1459.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",59.0,59.0,7.0,18,False,2.0,,,
52,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2024-01-25 05:28:19,2024-01-24 01:05:17,27.0,28.0,104.0,254.0,,2023-12-14 01:45:09,0.6.8,164.0,5.0,10.0,Sudachi in Rust and new generation of SudachiPy.,834.0,834.0,8.0,18,True,2.0,,,
53,Raphtory,Pometry/Raphtory,graph,https://github.com/Pometry/Raphtory,https://github.com/Pometry/Raphtory,,GPL-3.0,2017-05-30 13:15:18,2024-01-31 15:52:10,2024-01-31 11:08:29,50.0,98.0,276.0,240.0,1288.0,2023-12-21 17:32:48,0.7.0,227.0,5.0,30.0,"Blazingly fast, vectorised, parallel, and scalable temporal graph engine for Rust, Python and JavaScript.",5.0,5.0,26.0,18,True,2.0,,,True
54,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,26.0,5.0,27.0,195.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,False,2.0,,,
55,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,milesgranger/cramjam,MIT,2020-03-08 07:46:33,2024-01-26 16:00:57,2024-01-26 15:59:11,4.0,7.0,34.0,70.0,101.0,2024-01-26 16:00:57,2.8.1,,,39.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",2370.0,2370.0,7.0,18,False,2.0,,,
56,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,257.0,72.0,96.0,2977.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,5.0,5.0,37.0,17,False,2.0,,,
57,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2023-11-09 11:25:37,2022-07-01 21:05:30,104.0,53.0,20.0,2706.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,98.0,98.0,11.0,17,False,1.0,,,
58,redb,cberner/redb,data-loading,https://github.com/cberner/redb,https://github.com/cberner/redb,,Apache-2.0,2018-09-23 18:30:14,2024-01-21 22:28:05,2024-01-21 22:28:04,113.0,4.0,247.0,2658.0,1058.0,2024-01-15 22:30:13,1.5.0,,,38.0,An embedded key-value database in pure Rust.,,,19.0,17,True,3.0,,,
59,weggli,googleprojectzero/weggli,apps,https://github.com/weggli-rs/weggli,https://github.com/weggli-rs/weggli,weggli-rs/weggli,Apache-2.0,2021-09-30 16:06:12,2024-01-16 14:12:00,2024-01-16 14:12:00,123.0,36.0,28.0,2225.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,86.0,86.0,10.0,17,True,3.0,,,
60,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,77.0,11.0,38.0,1736.0,,2021-03-26 11:26:35,0.8.2,4224.0,78.0,14.0,Example-based texture synthesis written in Rust.,117.0,117.0,19.0,17,False,2.0,,,
61,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2024-01-30 18:52:41,2024-01-30 18:52:40,30.0,9.0,40.0,778.0,,2023-12-12 20:45:20,1.6.2,,,17.0,"The most accurate natural language detection library for Rust, suitable for short text and mixed-language text.",151.0,151.0,6.0,17,True,2.0,,,
62,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,42.0,4.0,6.0,768.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5603.0,5603.0,13.0,17,False,3.0,,,
63,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2024-01-10 18:59:11,2024-01-10 18:59:10,72.0,65.0,48.0,611.0,,2023-03-20 14:57:05,0.3.1,,,2.0,A comprehensive library for machine learning and numerical computing. The library provides a set of tools for linear..,181.0,181.0,27.0,17,True,2.0,,,
64,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2023-04-04 11:21:46,2023-04-04 11:21:46,84.0,,159.0,458.0,,2023-02-22 15:13:18,0.41.3,,,86.0,Search engine library for Meilisearch.,523.0,523.0,41.0,17,True,3.0,,,
65,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2024-01-28 08:42:53,2024-01-28 08:42:03,28.0,10.0,19.0,429.0,1427.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",147.0,147.0,17.0,17,True,2.0,,,
66,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2023-12-18 04:17:51,2023-08-26 11:05:00,27.0,6.0,25.0,172.0,299.0,2023-08-26 11:09:33,0.12.1,,,12.0,Rust language bindings for Faiss.,20.0,20.0,8.0,17,True,2.0,,['binding'],
67,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs-sdk,https://github.com/sreeise/graph-rs-sdk,sreeise/graph-rs-sdk,MIT,2018-12-18 13:17:11,2024-02-01 07:09:45,2024-02-01 06:36:10,21.0,24.0,228.0,95.0,810.0,2023-12-08 03:16:08,1.1.3,,,17.0,Microsoft Graph API client writen in Rust.,33.0,33.0,15.0,17,False,2.0,,,
68,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2023-12-03 02:53:33,2023-12-03 01:03:41,404.0,57.0,126.0,4840.0,883.0,,,,,,Rust language bindings for TensorFlow.,,,48.0,16,True,2.0,,['binding'],
