,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,new_addition,trending,labels
62,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,,2018-09-25 10:19:22,2025-12-31 00:47:34,2025-12-31 00:47:34,232.0,119.0,162.0,6309.0,,2025-07-23 00:01:07,0.21.1,9857.0,246.0,11.0,,174.0,174.0,53.0,18,False,2.0,evcxr/evcxr,,,
63,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/rust-cuda,https://github.com/Rust-GPU/rust-cuda,Apache-2.0,2021-10-17 23:37:05,2025-12-16 18:50:06,2025-12-16 18:49:49,217.0,58.0,78.0,4949.0,,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,112.0,112.0,39.0,18,True,1.0,Rust-GPU/rust-cuda,,,
64,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,Apache-2.0,2020-10-28 03:19:33,2025-12-19 23:26:24,2025-09-17 08:00:36,424.0,420.0,1298.0,3511.0,,2025-01-27 09:56:20,0.31.0,338.0,5.0,35.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba |.,10.0,10.0,72.0,18,True,2.0,,,,
65,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,Apache-2.0,2020-01-25 09:40:07,2025-12-16 21:58:09,2025-05-26 16:24:16,233.0,63.0,161.0,3018.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",802.0,802.0,48.0,18,True,2.0,,,,
66,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/segment-any-text/wtpsplit,https://github.com/segment-any-text/wtpsplit,MIT,2020-01-31 10:34:17,2025-12-05 14:02:59,2025-11-19 08:32:55,73.0,5.0,91.0,1215.0,,2025-11-19 08:41:18,2.1.7,,,33.0,"Toolkit to segment text into sentences or other semantic units in a robust, efficient and adaptable way.",120.0,120.0,15.0,18,True,2.0,segment-any-text/wtpsplit,,,
67,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,Apache-2.0,2018-05-16 13:37:32,2025-12-14 11:07:08,2025-12-14 11:07:08,40.0,7.0,6.0,850.0,146.0,,,,,,A lightweight Datalog engine in Rust.,5860.0,5860.0,14.0,18,True,3.0,,,,
68,text-splitter,benbrandt/text-splitter,nlp,https://github.com/benbrandt/text-splitter,https://github.com/benbrandt/text-splitter,MIT,2023-04-07 11:54:39,2025-12-31 11:52:07,2025-12-31 11:52:06,26.0,7.0,25.0,532.0,,2025-12-30 22:55:55,0.29.3,,,73.0,"Split text into semantic chunks, up to a desired chunk size. Supports calculating length by characters and tokens, and..",473.0,473.0,7.0,18,True,2.0,,,,
69,kwaak,bosun-ai/kwaak,apps,https://github.com/bosun-ai/kwaak,https://github.com/bosun-ai/kwaak,MIT,2024-09-14 13:52:01,2025-12-30 21:24:33,2025-09-23 12:12:53,34.0,30.0,46.0,321.0,524.0,2025-08-16 18:52:17,0.19.0,2996.0,230.0,35.0,Burn through tech debt with AI agents!.,2.0,2.0,10.0,18,True,3.0,,True,,
70,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,Apache-2.0,2018-01-27 21:50:14,2025-11-15 11:56:20,2025-11-15 11:47:27,43.0,13.0,29.0,244.0,355.0,2023-08-26 11:09:33,0.12.1,,,12.0,Rust language bindings for Faiss.,77.0,77.0,12.0,18,True,2.0,,,,['binding']
71,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,25.0,5.0,27.0,202.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,False,2.0,,,,
72,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,MIT,2020-03-08 07:46:33,2025-09-28 16:55:28,2025-09-28 16:55:28,9.0,8.0,68.0,122.0,168.0,2025-07-29 17:54:38,2.11.0.post1,2270.0,32.0,58.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",8211.0,8211.0,11.0,18,True,2.0,milesgranger/cramjam,,,
73,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,2015-07-17 16:53:20,2025-03-01 19:28:06,2025-03-01 19:27:39,213.0,13.0,677.0,4744.0,1653.0,2025-03-01 19:24:43,3000.2.8,9851.0,92.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,35.0,17,False,3.0,,,-2.0,
74,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,251.0,72.0,96.0,3003.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,5.0,5.0,37.0,17,False,2.0,,,,
75,pgvectorscale,timescale/pgvectorscale,ml-frameworks,https://github.com/timescale/pgvectorscale,https://github.com/timescale/pgvectorscale,PostgreSQL,2023-07-01 01:05:05,2025-12-11 07:25:03,2025-12-11 07:25:01,115.0,12.0,79.0,2731.0,,2025-11-04 16:30:12,0.9.0,144065.0,5145.0,13.0,"Postgres extension for vector search (DiskANN), complements pgvector for performance and scale. Postgres OSS licensed.",,,15.0,17,False,2.0,,True,,
76,chat-ai-desktop,sonnylazuardi/chat-ai-desktop,apps,https://github.com/sonnylazuardi/chat-ai-desktop,https://github.com/sonnylazuardi/chat-ai-desktop,MIT,2022-12-04 07:57:40,2023-12-23 19:38:01,2023-03-20 10:17:05,190.0,38.0,19.0,2013.0,76.0,2023-03-20 02:13:27,0.5.0,28262.0,831.0,3.0,Unofficial ChatGPT desktop app for Mac & Windows menubar using Tauri & Rust.,,,6.0,17,False,3.0,,,,
77,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,80.0,11.0,38.0,1800.0,,2021-03-26 11:26:35,0.8.2,5728.0,74.0,14.0,Example-based texture synthesis written in Rust.,118.0,118.0,19.0,17,False,2.0,,,,
78,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,144.0,33.0,67.0,1265.0,532.0,,,,,,Machine Learning library for Rust.,463.0,463.0,20.0,17,False,2.0,,,,
79,Oxen,Oxen-AI/Oxen,data-loading,https://github.com/Oxen-AI/Oxen,https://github.com/Oxen-AI/Oxen,Apache-2.0,2022-08-01 21:57:25,2026-01-01 00:13:22,2025-12-31 00:47:38,21.0,16.0,12.0,1070.0,,2025-12-31 06:32:13,0.42.3,7402.0,180.0,89.0,Lightning fast data version control system for structured and unstructured machine learning datasets. We aim to make..,2.0,2.0,28.0,17,True,3.0,,,,
80,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,Apache-2.0,2020-06-17 10:47:30,2025-12-22 16:03:57,2025-12-19 08:37:51,50.0,25.0,57.0,1035.0,,2025-05-27 20:49:38,1.7.2,,,20.0,"The most accurate natural language detection library for Rust, suitable for short text and mixed-language text.",254.0,254.0,7.0,17,True,2.0,,,,
81,mosec,mosecorg/mosec,mlops,https://github.com/mosecorg/mosec,https://github.com/mosecorg/mosec,Apache-2.0,2021-03-13 04:07:20,2026-01-01 02:02:32,2025-12-22 13:49:19,67.0,13.0,93.0,886.0,,2025-11-25 06:52:31,0.9.6,,,52.0,"A high-performance ML model serving framework, offers dynamic batching and CPU/GPU pipelines to fully exploit your..",64.0,64.0,15.0,17,True,3.0,,,,
82,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,Apache-2.0,2020-07-19 16:24:54,2023-05-23 00:44:59,2022-02-04 11:05:28,41.0,22.0,30.0,650.0,,2021-04-24 09:12:56,0.6.4,57710.0,946.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",73.0,73.0,7.0,17,False,2.0,,,,
83,kornia-rs,kornia/kornia-rs,image,https://github.com/kornia/kornia-rs,https://github.com/kornia/kornia-rs,Apache-2.0,2022-03-05 16:55:17,2025-12-31 17:14:28,2025-12-31 17:14:25,99.0,22.0,133.0,509.0,,2025-11-08 11:34:50,0.1.10,,,10.0,Low-level 3D Computer Vision library in Rust.,13.0,13.0,31.0,17,True,2.0,,,,
84,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,MIT,2020-05-31 12:21:55,2023-04-04 11:21:46,2023-04-04 11:21:46,83.0,,159.0,468.0,,2023-02-22 15:13:18,0.41.3,,,86.0,Search engine library for Meilisearch.,527.0,527.0,41.0,17,False,3.0,,,,
85,outlines-core,dottxt-ai/outlines-core,nlp,https://github.com/dottxt-ai/outlines-core,https://github.com/dottxt-ai/outlines-core,Apache-2.0,2024-08-13 20:21:41,2025-12-10 13:53:29,2025-12-10 13:53:29,53.0,42.0,69.0,265.0,,2025-10-15 12:02:17,0.2.13,,,40.0,Faster structured generation.,16.0,16.0,24.0,17,True,2.0,,,6.0,
86,luminal,jafioti/luminal,ml-frameworks,https://github.com/luminal-ai/luminal,https://github.com/luminal-ai/luminal,Apache-2.0,2023-07-18 22:02:51,2026-01-01 01:41:26,2026-01-01 01:41:22,179.0,27.0,47.0,2662.0,,2024-03-01 23:10:25,0.2,,,2.0,Deep learning at the speed of light.,6.0,6.0,22.0,16,True,2.0,luminal-ai/luminal,,,
87,weggli,googleprojectzero/weggli,apps,https://github.com/weggli-rs/weggli,https://github.com/weggli-rs/weggli,Apache-2.0,2021-09-30 16:06:12,2024-07-12 16:50:14,2024-01-16 14:12:00,138.0,37.0,29.0,2470.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,86.0,86.0,10.0,16,False,3.0,weggli-rs/weggli,,,
88,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,202.0,34.0,31.0,2239.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,5.0,5.0,22.0,16,False,1.0,,,,
89,RustQuant,avhz/RustQuant,apps,https://github.com/avhz/RustQuant,https://github.com/avhz/RustQuant,Apache-2.0,2022-08-31 10:03:24,2025-09-01 22:31:56,2025-09-01 22:27:17,178.0,25.0,102.0,1607.0,,2024-11-23 00:15:01,RustQuant_stochastics-v0.4.0,,,100.0,Rust library for quantitative finance.,25.0,25.0,45.0,16,True,3.0,,,,
90,juice,spearow/juice,ml-frameworks,https://github.com/fff-rs/juice,https://github.com/fff-rs/juice,,2017-01-14 21:27:49,2024-07-22 18:07:55,2024-04-25 07:43:59,75.0,31.0,55.0,1126.0,1438.0,,,,,,The Hacker's Machine Learning Engine.,57.0,57.0,48.0,16,False,2.0,fff-rs/juice,,,
91,sail,lakehq/sail,data-loading,https://github.com/lakehq/sail,https://github.com/lakehq/sail,Apache-2.0,2023-12-21 03:43:49,2025-12-31 04:28:40,2025-12-31 03:46:40,71.0,123.0,126.0,1105.0,,2025-12-22 15:01:30,0.4.5,,,14.0,"LakeSail's computation framework with a mission to unify batch processing, stream processing, and compute-intensive AI..",3.0,3.0,16.0,16,True,3.0,,,6.0,
92,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,MIT,2016-11-05 21:26:51,2025-12-24 21:40:48,2025-12-24 21:40:37,64.0,10.0,48.0,1057.0,585.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,,,26.0,16,True,2.0,,,,
93,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,56.0,11.0,6.0,637.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,144.0,144.0,9.0,16,False,2.0,,,,
94,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,2017-12-21 20:24:40,2024-04-04 09:23:25,2024-04-04 09:23:22,37.0,5.0,17.0,430.0,183.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,256.0,256.0,7.0,16,False,3.0,,,,
95,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,MIT,2019-12-06 09:12:47,2024-07-08 15:36:08,2021-05-19 16:09:39,23.0,9.0,9.0,320.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,16.0,16.0,6.0,16,False,2.0,,,,
96,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,Apache-2.0,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,74.0,31.0,20.0,317.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,221.0,221.0,9.0,16,False,2.0,,,,['binding']
97,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,Unlicense,2016-04-25 11:22:18,2024-07-31 13:08:38,2023-07-31 04:15:48,50.0,6.0,33.0,226.0,135.0,2023-07-31 04:21:35,2.0.3,712.0,7.0,15.0,Dynamically get the suggested clusters in the data for unsupervised learning.,70.0,70.0,6.0,16,False,2.0,,,,
98,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,MIT,2019-03-14 12:52:32,2023-01-14 18:45:42,2021-11-09 12:03:42,13.0,7.0,23.0,194.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,51.0,51.0,12.0,16,False,3.0,,,,
99,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs-sdk,https://github.com/sreeise/graph-rs-sdk,MIT,2018-12-18 13:17:11,2025-08-28 08:19:56,2025-08-28 08:19:56,35.0,22.0,256.0,140.0,970.0,2025-04-20 06:56:46,3.0.1,,,22.0,Microsoft Graph API Client And Identity Platform Client in Rust.,87.0,87.0,18.0,16,True,3.0,sreeise/graph-rs-sdk,,,
100,rust-stemmers,CurrySoftware/rust-stemmers,nlp,https://github.com/CurrySoftware/rust-stemmers,https://github.com/CurrySoftware/rust-stemmers,MIT,2017-02-07 13:00:30,2024-04-27 21:45:49,2021-05-13 07:18:43,24.0,2.0,3.0,129.0,51.0,,,,,,A rust implementation of some popular snowball stemming algorithms.,5123.0,5123.0,5.0,16,False,2.0,,,,
101,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,Apache-2.0,2016-02-05 00:32:17,2025-01-12 17:43:04,2025-01-12 17:43:04,429.0,64.0,127.0,5450.0,898.0,,,,,,Rust language bindings for TensorFlow.,,,49.0,15,True,2.0,,,,['binding']
102,lsp-ai,SilasMarvin/lsp-ai,apps,https://github.com/SilasMarvin/lsp-ai,https://github.com/SilasMarvin/lsp-ai,MIT,2023-11-24 17:08:42,2025-01-07 22:17:38,2025-01-07 22:17:34,113.0,38.0,35.0,3091.0,,2024-09-24 14:49:55,0.7.1,4616.0,242.0,12.0,"LSP-AI is an open-source language server that serves as a backend for AI-powered functionality, designed to assist and..",,,8.0,15,True,3.0,,,,
103,dfdx,coreylowman/dfdx,ml-frameworks,https://github.com/chelsea0x3b/dfdx,https://github.com/chelsea0x3b/dfdx,,2021-10-12 02:58:54,2024-07-23 02:05:58,2024-01-25 19:46:50,104.0,68.0,389.0,1881.0,,2023-07-27 13:15:10,0.13.0,,,8.0,"Deep learning in Rust, with shape checked tensors and neural networks.",99.0,99.0,40.0,15,False,2.0,chelsea0x3b/dfdx,,,
104,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,MIT,2019-11-01 09:54:55,2023-03-06 15:17:06,2022-10-11 12:50:46,74.0,7.0,40.0,1875.0,,2022-08-03 06:37:23,0.9.0,48.0,0.0,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,15,False,3.0,mosuka/bayard,,,
105,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,MIT,2021-08-13 15:05:22,2025-10-14 23:51:26,2025-10-14 23:51:24,50.0,43.0,54.0,1419.0,510.0,2022-10-05 16:57:07,0.9.0-master,,,18.0,"A flexible, performant and reliable search database without the AI bullshit.",,,4.0,15,True,3.0,,,,
106,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2023-02-11 03:58:48,2020-02-13 07:12:11,31.0,2.0,7.0,234.0,97.0,,,,,,Natural Language Processing for Rust.,327.0,327.0,14.0,15,False,2.0,lexi-sh/rs-natural,,,
107,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,Apache-2.0,2018-11-05 20:19:05,2022-08-27 19:25:37,2022-08-27 19:25:37,44.0,12.0,32.0,208.0,536.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,17.0,17.0,10.0,15,False,3.0,,,,
108,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,Apache-2.0,2015-10-26 08:20:56,2024-03-20 09:51:14,2018-01-14 18:40:04,264.0,26.0,24.0,5549.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,,,15.0,14,False,2.0,,,,
109,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,74.0,20.0,10.0,2654.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,52.0,52.0,6.0,14,False,2.0,,,,
110,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,74.0,20.0,10.0,2654.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,52.0,52.0,6.0,14,False,3.0,,,,
111,trieve,devflowinc/trieve,apps,https://github.com/devflowinc/trieve,https://github.com/devflowinc/trieve,MIT,2023-03-26 19:45:53,2025-10-10 01:26:51,2025-10-10 00:14:01,234.0,1.0,1343.0,2590.0,,2025-03-07 21:55:14,trieve-helm-0.2.2,15.0,0.0,7.0,"All-in-one platform for search, recommendations, RAG, and analytics offered via API.",,,60.0,14,True,3.0,,True,,
112,aici,microsoft/aici,nlp,https://github.com/microsoft/aici,https://github.com/microsoft/aici,MIT,2023-09-26 21:33:16,2025-01-22 21:14:57,2025-01-22 21:14:56,82.0,34.0,42.0,2059.0,,2024-04-29 20:31:19,0.2.1,706.0,29.0,12.0,AICI: Prompts as (Wasm) Programs.,,,10.0,14,True,2.0,,,,
113,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,,2019-02-27 03:27:23,2025-12-30 23:57:49,2025-12-25 08:12:02,145.0,151.0,334.0,1520.0,,2025-12-25 08:12:25,0.0.232,,,100.0,High-performance automatic differentiation of LLVM and MLIR.,,,72.0,14,False,2.0,EnzymeAD/Enzyme,,,
114,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,MIT,2018-02-13 17:04:46,2023-03-04 01:27:07,2018-12-16 16:29:10,52.0,11.0,21.0,755.0,738.0,2018-09-05 14:54:26,0.4.0,995.0,10.0,10.0,Framework for large distributed pipelines.,,,10.0,14,False,2.0,,,,
115,ratchet,huggingface/ratchet,ml-frameworks,https://github.com/huggingface/ratchet,https://github.com/huggingface/ratchet,MIT,2024-01-11 15:00:17,2024-11-23 21:02:58,2024-11-23 08:30:22,40.0,28.0,68.0,736.0,1254.0,,,,,,A cross-platform browser ML framework.,5.0,5.0,14.0,14,False,2.0,,,,
116,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,2018-02-21 09:29:02,2022-12-26 20:39:00,2020-01-28 16:19:54,53.0,5.0,15.0,342.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,,,23.0,14,False,2.0,,,,
117,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,Apache-2.0,2019-11-09 16:14:11,2023-10-01 08:37:10,2023-10-01 08:36:57,33.0,5.0,7.0,330.0,,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",742.0,742.0,8.0,14,False,2.0,,,,
118,voicetypr,moinulmoin/voicetypr,ml-frameworks,https://github.com/moinulmoin/voicetypr,https://github.com/moinulmoin/voicetypr,,2025-07-06 18:32:58,2025-12-16 19:15:55,2025-12-16 19:15:49,33.0,4.0,18.0,202.0,,2025-12-17 06:49:55,1.11.2,4269.0,711.0,17.0,"VoiceTypr - AI powered offline voice to text dictation tool for busy founders, vibe coders, AI power users on macos,..",,,,14,False,2.0,,True,,
119,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,MIT,2017-03-29 15:18:20,2021-11-16 10:40:23,2020-06-18 11:31:52,14.0,21.0,17.0,200.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",29.0,29.0,4.0,14,False,2.0,,,,
120,levenshtein-automata,tantivy-search/levenshtein-automata,nlp,https://github.com/quickwit-oss/levenshtein-automata,https://github.com/quickwit-oss/levenshtein-automata,MIT,2017-11-16 00:26:08,2023-02-28 04:00:01,2021-10-19 02:30:27,15.0,1.0,4.0,68.0,27.0,2020-03-30 00:38:52,0.2.0,,,1.0,,3740.0,3740.0,4.0,14,False,2.0,quickwit-oss/levenshtein-automata,,,
121,rust-stop-words,cmccomb/rust-stop-words,nlp,https://github.com/cmccomb/rust-stop-words,https://github.com/cmccomb/rust-stop-words,MIT,2020-08-22 03:59:58,2025-08-22 22:42:39,2025-08-22 22:38:08,5.0,,3.0,24.0,,2025-08-22 22:42:39,0.9.0,,,11.0,Common stop words in a variety of languages.,220.0,220.0,2.0,14,False,2.0,,,,
122,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,MIT,2018-06-28 13:23:45,2024-01-19 16:11:06,2023-10-12 05:03:13,135.0,14.0,109.0,4251.0,456.0,,,,,,A full-text search engine in rust.,,,20.0,13,False,3.0,,,,
123,chunkr,lumina-ai-inc/chunkr,nlp,https://github.com/lumina-ai-inc/chunkr,https://github.com/lumina-ai-inc/chunkr,AGPL-3.0,2024-08-24 19:32:47,2025-09-24 21:36:30,2025-09-24 21:36:29,186.0,10.0,93.0,2927.0,,2025-07-31 20:29:25,2.2.1,,,100.0,Vision infrastructure to turn complex documents into RAG/LLM-ready data.,,,19.0,13,True,2.0,,True,,
124,extractous,yobix-ai/extractous,data-loading,https://github.com/yobix-ai/extractous,https://github.com/yobix-ai/extractous,Apache-2.0,2024-06-04 08:24:18,2024-12-21 10:13:30,2024-12-21 10:13:30,81.0,25.0,24.0,1660.0,,,,,,,Fast and efficient unstructured data extraction. Written in Rust with bindings for many languages.,23.0,23.0,7.0,13,False,3.0,,,,
125,candle-vllm,EricLBuehler/candle-vllm,mlops,https://github.com/EricLBuehler/candle-vllm,https://github.com/EricLBuehler/candle-vllm,MIT,2023-10-29 11:21:48,2025-12-31 10:47:36,2025-12-31 10:47:36,63.0,33.0,93.0,555.0,507.0,,,,,,Efficent platform for inference and serving local LLMs including an OpenAI compatible API server.,,,8.0,13,True,3.0,,,,
126,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-project/ungoliant,https://github.com/oscar-project/ungoliant,Apache-2.0,2021-02-15 03:19:32,2025-11-09 16:01:33,2023-11-09 14:19:54,17.0,18.0,25.0,174.0,,2023-02-24 12:20:48,2.0.0,,,6.0,The pipeline for the OSCAR corpus.,7.0,7.0,7.0,13,False,2.0,oscar-project/ungoliant,,,
127,NeuroFlow,MikhailKravets/NeuroFlow,ml-frameworks,https://github.com/MikhailKravets/NeuroFlow,https://github.com/MikhailKravets/NeuroFlow,MIT,2017-06-22 18:45:50,2023-08-18 07:34:39,2023-08-18 07:32:27,19.0,,5.0,121.0,203.0,2023-08-18 07:34:40,0.2.0,,,1.0,Awesome deep learning crate.,27.0,27.0,3.0,13,False,3.0,,,,
128,kodama,diffeo/kodama,ml-frameworks,https://github.com/diffeo/kodama,https://github.com/diffeo/kodama,MIT,2017-08-07 00:12:06,2025-04-09 23:22:34,2025-04-09 23:22:30,10.0,3.0,2.0,104.0,52.0,,,,,,Fast hierarchical agglomerative clustering in Rust.,227.0,227.0,5.0,13,True,3.0,,,,
129,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,MIT,2019-08-20 23:26:06,2022-11-16 19:03:18,2022-11-16 19:03:15,6.0,5.0,6.0,69.0,187.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,13.0,13.0,4.0,13,False,3.0,,,,['binding']
130,rust-cv-convert,jerry73204/rust-cv-convert,image,https://github.com/jerry73204/rust-cv-convert,https://github.com/jerry73204/rust-cv-convert,MIT,2021-01-12 12:43:12,2025-05-20 07:10:40,2025-05-20 07:10:17,27.0,8.0,7.0,54.0,191.0,,,,,,Type conversion among popular Rust computer vision libraries.,31.0,31.0,7.0,13,False,3.0,,,,
131,rust-tfrecord,jerry73204/rust-tfrecord,data-loading,https://github.com/jerry73204/rust-tfrecord,https://github.com/jerry73204/rust-tfrecord,MIT,2019-11-06 17:35:02,2024-04-11 19:02:16,2023-09-09 01:35:25,9.0,1.0,2.0,25.0,236.0,,,,,,A Rust crate that reads and writes tfrecord files.,54.0,54.0,4.0,13,False,3.0,,,,
