,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending,labels,new_addition
0,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01,2025-04-01 09:03:33,2025-03-31 19:30:28,1553.0,322.0,1105.0,22809.0,4120.0,2025-03-31 23:28:22,1.13.6,370108.0,7710.0,97.0,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also..",117.0,117.0,132.0,28,True,1.0,,,,
1,vector,timberio/vector,data-loading,https://github.com/vectordotdev/vector,https://github.com/vectordotdev/vector,MPL-2.0,2018-08-27 16:57:34,2025-03-31 21:56:13,2025-03-31 20:15:11,1670.0,1872.0,6001.0,19060.0,12428.0,2025-02-24 15:58:27,0.45.0,3104149.0,44987.0,89.0,A high-performance observability data pipeline.,,,516.0,28,True,1.0,vectordotdev/vector,,,
2,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,,2020-05-13 19:45:33,2025-04-01 09:14:28,2025-04-01 09:14:28,2127.0,2306.0,7907.0,32741.0,,2025-03-23 11:54:11,py-1.26.0,3575.0,210.0,100.0,"Dataframes powered by a multithreaded, vectorized query engine, written in Rust.",21189.0,21189.0,557.0,26,False,1.0,pola-rs/polars,,,
3,tiktoken,openai/tiktoken,nlp,https://github.com/openai/tiktoken,https://github.com/openai/tiktoken,MIT,2022-12-01 23:22:11,2025-03-17 23:47:14,2025-03-09 07:26:44,904.0,37.0,220.0,13988.0,,2025-02-14 20:14:03,0.9.0,,,11.0,tiktoken is a fast BPE tokeniser for use with OpenAI's models.,139803.0,139803.0,18.0,25,True,1.0,,,,
4,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20,2025-03-18 16:33:44,2025-03-18 16:33:44,848.0,65.0,978.0,9547.0,,2025-03-13 10:44:52,0.21.1,74.0,1.0,94.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,151922.0,151922.0,106.0,25,True,1.0,,,,
5,redb,cberner/redb,data-loading,https://github.com/cberner/redb,https://github.com/cberner/redb,Apache-2.0,2018-09-23 18:30:14,2025-03-29 20:00:56,2025-03-29 20:00:56,163.0,16.0,327.0,3599.0,1243.0,2024-12-30 20:42:21,2.4.0,,,49.0,An embedded key-value database in pure Rust.,1027.0,1027.0,29.0,25,True,1.0,,,,
6,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,Apache-2.0,2014-12-22 08:15:12,2025-03-31 19:21:29,2025-03-31 18:59:37,358.0,158.0,178.0,3222.0,1341.0,,,,,,Graph data structure library for Rust.,134945.0,134945.0,120.0,25,True,1.0,,,,
7,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,MIT,2018-04-23 11:45:28,2025-04-01 08:55:44,2025-03-27 10:52:23,1937.0,192.0,1987.0,50038.0,,2025-03-05 08:47:03,1.13.3,229135.0,10911.0,100.0,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.,,,212.0,24,True,1.0,,,,
8,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,Apache-2.0,2021-04-17 15:40:05,2025-03-31 14:30:54,2025-03-31 14:28:20,881.0,357.0,2356.0,2866.0,,2025-03-26 16:02:35,54.3.1,,,11.0,Official Rust implementation of Apache Arrow.,7824.0,7824.0,667.0,24,True,2.0,,3.0,,
9,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,Unlicense,2014-03-22 06:58:51,2025-03-18 18:09:43,2025-03-18 18:09:43,223.0,58.0,180.0,1792.0,465.0,,,,,,"A CSV parser for Rust, with Serde support.",89749.0,89749.0,56.0,24,True,2.0,,,,
10,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23,2025-04-01 02:37:59,2025-04-01 02:37:52,3531.0,4251.0,21855.0,15170.0,,2025-02-16 19:12:47,apache-arrow-19.0.1,5295.0,588.0,15.0,Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory..,8.0,8.0,1367.0,23,True,2.0,,,,
11,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2025-04-01 08:45:59,2025-04-01 08:45:58,707.0,288.0,753.0,12918.0,,2024-04-12 05:05:18,0.22.0,,,46.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,1863.0,1863.0,160.0,23,True,1.0,quickwit-oss/tantivy,,,
12,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,Apache-2.0,2014-10-02 15:38:05,2024-12-03 00:09:51,2024-12-03 00:06:18,494.0,184.0,402.0,11609.0,,,,,,,Rayon: A data parallelism library for Rust.,266517.0,266517.0,153.0,23,True,2.0,,-1.0,,
13,burn,burn-rs/burn,ml-frameworks,https://github.com/tracel-ai/burn,https://github.com/tracel-ai/burn,Apache-2.0,2022-07-18 23:11:45,2025-03-31 23:00:52,2025-03-31 23:00:50,526.0,234.0,601.0,10148.0,,2025-01-14 21:16:27,0.16.0,,,18.0,"Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute..",768.0,768.0,174.0,23,True,1.0,tracel-ai/burn,,,
14,rerun,rerun-io/rerun,image,https://github.com/rerun-io/rerun,https://github.com/rerun-io/rerun,Apache-2.0,2022-04-08 07:30:05,2025-04-01 09:23:42,2025-04-01 09:18:38,426.0,1213.0,2441.0,8079.0,,2025-02-20 14:15:56,0.22.1,101706.0,3911.0,42.0,"Visualize streams of multimodal data. Free, fast, easy to use, and simple to integrate. Built in Rust.",164.0,164.0,85.0,23,True,1.0,,,,
15,lance,eto-ai/lance,data-loading,https://github.com/lancedb/lance,https://github.com/lancedb/lance,Apache-2.0,2022-07-07 22:29:29,2025-04-01 01:16:14,2025-04-01 01:16:14,270.0,537.0,693.0,4336.0,,2025-03-31 20:18:36,0.25.2,,,100.0,Modern columnar data format for ML and LLMs implemented in Rust. Convert from parquet in 2 lines of code for 100x..,4870.0,4870.0,86.0,23,True,2.0,lancedb/lance,,,
16,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,Apache-2.0,2018-04-05 07:03:30,2025-03-28 09:45:30,2025-03-28 09:44:25,260.0,54.0,112.0,4048.0,343.0,2025-01-17 10:36:13,0.7.1,,,10.0,A Rust machine learning framework.,625.0,625.0,52.0,23,True,1.0,,2.0,,
17,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,Unlicense,2015-06-11 23:01:31,2025-03-21 21:01:16,2025-03-21 21:00:21,105.0,8.0,63.0,1048.0,255.0,,,,,,Optimized string search routines for Rust.,720274.0,720274.0,44.0,23,True,1.0,,,,
18,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,MIT,2016-03-11 06:38:50,2025-02-24 17:36:57,2025-02-24 17:36:57,90.0,42.0,116.0,665.0,869.0,2024-06-08 05:11:13,0.17.1,,,3.0,Statistical computation library for Rust.,17503.0,17503.0,51.0,23,True,1.0,statrs-dev/statrs,,,
19,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,Apache-2.0,2013-05-14 19:10:06,2025-03-28 15:03:55,2025-03-28 15:03:55,497.0,340.0,403.0,4234.0,,,,,,,Linear algebra library for Rust.,45908.0,45908.0,221.0,22,True,1.0,,,,
20,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,MIT,2015-07-15 00:22:17,2023-12-11 09:58:15,2022-04-25 02:35:58,420.0,224.0,689.0,2736.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,310.0,310.0,189.0,22,False,1.0,,,,
21,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,Apache-2.0,2020-04-26 03:48:06,2025-04-01 06:57:12,2025-04-01 06:32:25,452.0,137.0,1123.0,2654.0,,2025-03-02 16:46:58,python-v0.25.4,,,88.0,"A native Rust library for Delta Lake, with bindings into Python.",1170.0,1170.0,223.0,22,True,2.0,,,,
22,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,MIT,2015-04-14 06:32:54,2025-03-31 07:03:57,2025-03-30 16:50:16,163.0,26.0,525.0,2138.0,1598.0,,,,,,Rust bindings for OpenCV.,1943.0,1943.0,52.0,22,True,1.0,,5.0,['binding'],
23,LlamaEdge,LlamaEdge/LlamaEdge,apps,https://github.com/LlamaEdge/LlamaEdge,https://github.com/LlamaEdge/LlamaEdge,Apache-2.0,2023-10-09 03:30:44,2025-03-31 13:39:34,2025-03-26 07:03:45,111.0,1.0,117.0,1325.0,,2025-03-26 07:09:15,0.16.14,1683716.0,105232.0,95.0,The easiest & fastest way to run customized and fine-tuned LLMs locally or on the edge.,23.0,23.0,11.0,22,True,2.0,,,,
24,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,Apache-2.0,2013-08-26 05:16:44,2024-12-07 19:29:05,2024-12-07 19:29:05,154.0,57.0,124.0,1166.0,1587.0,,,,,,A linear algebra and mathematics library for computer graphics.,16020.0,16020.0,99.0,22,True,1.0,,-1.0,,
25,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,Unlicense,2015-06-11 23:02:10,2024-09-25 20:44:36,2024-09-25 20:44:34,95.0,4.0,69.0,1087.0,293.0,,,,,,A fast implementation of Aho-Corasick in Rust.,554203.0,554203.0,32.0,22,True,1.0,,,,
26,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,Apache-2.0,2018-04-20 18:38:06,2025-03-13 01:33:31,2025-03-13 01:31:01,31.0,9.0,29.0,599.0,1758.0,2025-03-13 01:34:48,0.39.3,,,19.0,Rust numeric library with high performance and friendly syntax.,234.0,234.0,25.0,22,True,1.0,,,,
27,candle,huggingface/candle,ml-frameworks,https://github.com/huggingface/candle,https://github.com/huggingface/candle,Apache-2.0,2023-06-19 16:06:31,2025-04-01 09:12:26,2025-04-01 07:07:16,1046.0,400.0,414.0,16914.0,,,,,,,Minimalist ML framework for Rust.,1745.0,1745.0,190.0,21,True,1.0,,,,
28,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,Apache-2.0,2016-10-12 22:20:28,2025-04-01 05:03:36,2025-04-01 02:15:38,3375.0,52.0,3416.0,12168.0,,2025-01-24 02:05:29,0.19.0,5034.0,57.0,21.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,1051.0,21,True,1.0,,,['binding'],
29,goose,block/goose,apps,https://github.com/block/goose,https://github.com/block/goose,Apache-2.0,2024-08-23 19:03:36,2025-04-01 05:49:13,2025-04-01 01:45:10,790.0,136.0,274.0,11122.0,,2025-03-26 22:34:48,1.0.16,11575.0,1653.0,35.0,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM.",,,96.0,21,True,2.0,,,,True
30,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/datafusion,https://github.com/apache/datafusion,Apache-2.0,2021-04-17 15:40:23,2025-04-01 08:55:14,2025-04-01 05:38:06,1394.0,1238.0,4868.0,6970.0,,,,,,,Apache DataFusion SQL Query Engine.,3024.0,3024.0,831.0,21,True,2.0,apache/datafusion,,,
31,mistral.rs,EricLBuehler/mistral.rs,ml-frameworks,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,MIT,2024-02-26 22:30:06,2025-03-30 01:33:26,2025-03-30 01:24:49,388.0,109.0,259.0,5386.0,2725.0,2025-03-24 04:16:15,0.5.0,1775.0,147.0,38.0,Blazingly fast LLM inference.,,,48.0,21,True,1.0,,,,
32,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2024-09-27 15:51:09,2024-09-27 15:51:09,107.0,82.0,79.0,1411.0,350.0,2022-11-20 18:01:03,0.6.9,16874.0,337.0,35.0,The Declarative Data Generator.,112.0,112.0,32.0,21,True,2.0,shuttle-hq/synth,,,
33,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,BSD-2-Clause,2017-04-21 06:36:48,2025-03-25 17:56:16,2025-03-25 17:55:48,116.0,14.0,128.0,1212.0,,2025-03-13 21:52:09,0.24.0,,,30.0,PyO3-based Rust bindings of the NumPy C-API.,3737.0,3737.0,55.0,21,True,1.0,,,,
34,ollama-rs,pepperoni21/ollama-rs,nlp,https://github.com/pepperoni21/ollama-rs,https://github.com/pepperoni21/ollama-rs,MIT,2023-11-02 16:16:33,2025-03-31 21:12:16,2025-03-30 08:38:07,111.0,3.0,58.0,765.0,422.0,2025-03-30 08:43:24,0.3.0,,,18.0,A simple and easy-to-use library for interacting with the Ollama API.,465.0,465.0,42.0,21,True,1.0,,,,
35,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,MIT,2020-03-08 07:46:33,2025-03-01 14:42:26,2025-03-01 14:41:50,9.0,13.0,58.0,101.0,151.0,2024-12-12 12:26:31,2.9.1,1330.0,21.0,51.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",5971.0,5971.0,11.0,21,True,1.0,milesgranger/cramjam,,,
36,ChatGPT,lencx/ChatGPT,apps,https://github.com/lencx/ChatGPT,https://github.com/lencx/ChatGPT,,2022-12-07 09:43:02,2024-08-29 17:58:11,2024-08-29 17:58:11,5986.0,784.0,353.0,53659.0,,2023-08-03 13:51:20,1.1.0,5837224.0,208472.0,34.0,"ChatGPT Desktop Application (Mac, Windows and Linux).",,,31.0,20,False,2.0,,,,
37,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,MPL-2.0,2019-02-26 13:16:58,2025-01-06 21:19:17,2025-01-06 21:19:14,595.0,64.0,203.0,20635.0,730.0,2024-06-16 20:28:51,1.4.9,532.0,7.0,34.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",21.0,21.0,44.0,20,True,2.0,,,,
38,screenpipe,mediar-ai/screenpipe,apps,https://github.com/mediar-ai/screenpipe,https://github.com/mediar-ai/screenpipe,MIT,2024-06-19 13:23:56,2025-03-29 22:37:49,2025-03-29 22:37:49,921.0,205.0,674.0,12889.0,,2025-03-28 17:12:29,0.2.74,8629.0,958.0,100.0,"AI app store powered by 24/7 desktop history. open source | 100% local | dev friendly | 24/7 screen, mic recording.",,,72.0,20,True,2.0,,,,
39,datafuse,datafuselabs/datafuse,data-loading,https://github.com/databendlabs/databend,https://github.com/databendlabs/databend,,2020-10-10 06:04:42,2025-04-01 09:03:16,2025-04-01 07:56:41,764.0,532.0,5144.0,8308.0,,2025-03-31 07:45:34,1.2.697-p1,8585.0,1073.0,100.0,", & . Modern alternative to Snowflake. Cost-effective and simple for massive-scale analytics. https://databend.com.",6.0,6.0,241.0,20,False,3.0,databendlabs/databend,,,
40,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,Apache-2.0,2019-10-05 17:38:23,2025-02-25 17:09:15,2024-12-04 20:13:39,171.0,9.0,46.0,7438.0,,2024-03-06 10:49:19,1.4.5,51819.0,785.0,15.0,A command-line tool and Rust library with Python bindings for generating regular expressions from user-provided test..,164.0,164.0,10.0,20,True,1.0,,,,
41,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,Apache-2.0,2019-02-16 21:08:44,2025-03-15 16:37:30,2025-03-15 09:41:09,365.0,155.0,431.0,4695.0,,,,2251.0,62.0,1.0,Rust bindings for the C++ api of PyTorch.,2417.0,2417.0,81.0,20,True,2.0,,,['binding'],
42,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,Apache-2.0,2023-03-31 17:41:56,2025-04-01 05:29:45,2025-04-01 05:29:45,243.0,59.0,118.0,4132.0,712.0,2025-03-26 15:37:31,0.14.0,1078.0,46.0,26.0,Distributed stream processing engine in Rust.,,,28.0,20,True,3.0,,,,
43,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,Unlicense,2015-09-05 00:25:46,2024-09-25 20:46:04,2024-09-25 20:46:03,118.0,26.0,62.0,1846.0,271.0,,,,,,Represent large sets and maps compactly with finite state transducers.,11715.0,11715.0,25.0,20,True,3.0,,,,
44,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,MIT,2015-09-27 18:11:32,2025-01-19 19:25:55,2025-01-19 19:25:55,152.0,71.0,177.0,831.0,772.0,,,,,,Image processing operations.,6224.0,6224.0,80.0,20,True,2.0,,,,
45,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,MIT,2020-09-15 18:05:06,2025-04-01 06:16:29,2025-03-31 23:57:04,265.0,127.0,639.0,798.0,,,,,,67.0,This repository is for the active development of the Azure SDK for Rust. For consumers of the SDK we recommend..,1273.0,1273.0,164.0,20,True,2.0,,,['binding'],
46,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2025-03-11 07:09:55,2025-03-11 07:09:53,45.0,46.0,111.0,479.0,1180.0,,,,,,sparse linear algebra library for rust.,1566.0,1566.0,37.0,20,True,2.0,sparsemat/sprs,,,
47,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,MIT,2018-10-02 17:55:03,2025-03-17 18:35:09,2025-03-17 18:35:08,37.0,13.0,36.0,467.0,,2024-10-24 08:54:21,0.14.0,,,6.0,Rust library for regular expressions using fancy features like look-around and backreferences.,13088.0,13088.0,27.0,20,True,1.0,,,,
48,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera/lindera,https://github.com/lindera/lindera,MIT,2020-01-22 14:27:57,2025-03-27 01:28:22,2025-03-27 01:11:49,41.0,21.0,78.0,441.0,,2025-03-27 01:40:24,0.40.1,3314.0,53.0,79.0,A multilingual morphological analysis library.,840.0,840.0,21.0,20,True,1.0,lindera/lindera,,,
49,tabby,TabbyML/tabby,apps,https://github.com/TabbyML/tabby,https://github.com/TabbyML/tabby,,2023-03-16 09:18:01,2025-04-01 09:05:49,2025-03-31 17:25:44,1420.0,174.0,696.0,30630.0,,2025-03-31 16:08:47,intellij@1.13.0,30568.0,1608.0,100.0,Self-hosted AI coding assistant.,,,108.0,19,False,2.0,,,,True
50,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,Apache-2.0,2021-04-13 22:45:40,2025-03-31 22:56:19,2025-03-27 08:07:17,444.0,622.0,1740.0,9845.0,,2024-06-17 17:20:56,0.8.2,15007.0,333.0,25.0,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",,,86.0,19,True,2.0,quickwit-oss/quickwit,,,
51,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,Apache-2.0,2022-12-10 14:04:30,2024-12-04 17:39:21,2024-12-04 17:39:21,583.0,43.0,101.0,9472.0,,2024-04-23 16:43:29,0.6.5,54357.0,1941.0,48.0,bloop is a fast code search engine written in Rust.,,,30.0,19,True,2.0,,,,
52,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2024-06-24 16:29:01,2024-06-24 16:28:50,357.0,81.0,150.0,6102.0,,2023-05-08 19:23:10,0.1.1,1275.0,55.0,1.0,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models.",318.0,318.0,53.0,19,True,2.0,rustformers/llm,,,
53,lancedb,lancedb/lancedb,mlops,https://github.com/lancedb/lancedb,https://github.com/lancedb/lancedb,Apache-2.0,2023-02-28 01:15:17,2025-03-31 19:03:05,2025-03-31 19:03:04,427.0,363.0,573.0,6006.0,,2025-03-30 18:05:03,0.19.0-beta.0,,,100.0,"Developer-friendly, embedded retrieval engine for multimodal AI. Search More; Manage Less.",11.0,11.0,124.0,19,True,1.0,,,,
54,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,,2018-09-25 10:19:22,2025-03-20 01:47:51,2025-03-20 01:47:51,224.0,115.0,153.0,5901.0,,2025-03-01 22:08:02,0.19.0,6664.0,214.0,8.0,,168.0,168.0,51.0,19,False,2.0,evcxr/evcxr,,,
55,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,2015-07-17 16:53:20,2025-03-01 19:28:06,2025-03-01 19:27:39,212.0,9.0,677.0,4721.0,1653.0,2025-03-01 19:24:43,3000.2.8,8553.0,88.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,35.0,19,False,2.0,,,,
56,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,2017-08-07 09:31:26,2025-03-31 16:00:50,2025-03-31 16:00:49,213.0,54.0,204.0,2384.0,,2025-03-19 14:54:39,0.21.11,19072.0,340.0,89.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",38.0,38.0,76.0,19,False,2.0,,,,
57,dora,dora-rs/dora,mlops,https://github.com/dora-rs/dora,https://github.com/dora-rs/dora,Apache-2.0,2022-02-17 21:33:07,2025-04-01 07:45:39,2025-04-01 07:45:37,148.0,59.0,129.0,1988.0,,2025-03-04 19:29:04,0.3.10,3282.0,113.0,56.0,DORA (Dataflow-Oriented Robotic Architecture) is middleware designed to streamline and simplify the creation of AI-..,32.0,32.0,44.0,19,True,1.0,,,,
58,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,Apache-2.0,2019-05-08 05:14:51,2025-03-11 15:47:45,2025-02-04 14:26:53,80.0,67.0,53.0,772.0,,2024-11-26 02:50:51,0.4.0,,,3.0,A comprehensive library for machine learning and numerical computing. Apply Machine Learning with Rust leveraging..,274.0,274.0,29.0,19,True,2.0,,,,
59,Raphtory,Pometry/Raphtory,graph,https://github.com/Pometry/Raphtory,https://github.com/Pometry/Raphtory,GPL-3.0,2017-05-30 13:15:18,2025-03-31 15:49:50,2025-03-31 15:00:58,58.0,105.0,441.0,462.0,1589.0,2024-12-02 17:33:35,0.14.0,413.0,7.0,45.0,"Scalable graph analytics database powered by a multithreaded, vectorized temporal engine, written in Rust.",20.0,20.0,32.0,19,True,2.0,,,,
60,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2025-03-24 21:41:52,2025-03-24 21:41:51,159.0,57.0,39.0,3972.0,,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,104.0,104.0,28.0,18,True,1.0,Rust-GPU/Rust-CUDA,,,
61,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,Apache-2.0,2020-10-28 03:19:33,2025-03-31 07:54:08,2025-03-31 07:34:58,415.0,413.0,1296.0,3423.0,,2025-01-27 09:56:20,0.31.0,261.0,5.0,35.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba |.,4.0,4.0,72.0,18,True,2.0,,,,
62,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,Apache-2.0,2020-01-25 09:40:07,2025-03-06 03:47:39,2024-09-29 14:12:54,217.0,60.0,160.0,2799.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",737.0,737.0,48.0,18,True,2.0,,,,
63,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,Apache-2.0,2020-06-17 10:47:30,2025-03-27 16:14:29,2025-03-21 09:00:21,45.0,12.0,52.0,946.0,,2025-03-21 09:25:44,1.7.1,,,19.0,"The most accurate natural language detection library for Rust, suitable for short text and mixed-language text.",224.0,224.0,7.0,18,True,2.0,,,,
64,swiftide,bosun-ai/swiftide,mlops,https://github.com/bosun-ai/swiftide,https://github.com/bosun-ai/swiftide,MIT,2024-06-09 20:07:06,2025-03-30 17:07:36,2025-03-30 16:59:01,30.0,12.0,54.0,432.0,616.0,2025-03-30 17:02:57,0.22.7,,,74.0,"Fast, streaming indexing, query, and agentic LLM applications in Rust.",22.0,22.0,19.0,18,True,2.0,,,,True
65,text-splitter,benbrandt/text-splitter,nlp,https://github.com/benbrandt/text-splitter,https://github.com/benbrandt/text-splitter,MIT,2023-04-07 11:54:39,2025-03-31 11:36:34,2025-03-31 11:36:32,25.0,5.0,22.0,387.0,,2025-03-25 21:59:51,0.25.1,,,66.0,"Split text into semantic chunks, up to a desired chunk size. Supports calculating length by characters and tokens, and..",297.0,297.0,7.0,18,True,2.0,,,,
66,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,Apache-2.0,2019-11-23 12:04:58,2025-01-10 07:07:43,2025-01-10 07:00:55,36.0,29.0,129.0,347.0,,2025-01-10 07:26:45,0.6.10,386.0,9.0,12.0,Sudachi in Rust and new generation of SudachiPy.,1928.0,1928.0,15.0,18,True,2.0,,,,
67,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,Apache-2.0,2018-01-27 21:50:14,2025-03-03 10:50:27,2025-03-03 10:50:26,35.0,11.0,27.0,213.0,319.0,2023-08-26 11:09:33,0.12.1,,,12.0,Rust language bindings for Faiss.,43.0,43.0,12.0,18,True,2.0,,,['binding'],
68,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,25.0,5.0,27.0,199.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,False,2.0,,,,
