,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending,new_addition,labels
15,lance,eto-ai/lance,data-loading,https://github.com/lancedb/lance,https://github.com/lancedb/lance,Apache-2.0,2022-07-07 22:29:29,2025-09-01 06:31:56,2025-09-01 06:31:34,418.0,703.0,887.0,5305.0,,2025-08-26 18:27:34,0.34.0,,,100.0,Modern columnar data format for ML and LLMs implemented in Rust. Convert from parquet in 2 lines of code for 100x..,5690.0,5690.0,122.0,23,True,2.0,lancedb/lance,,,
16,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,Unlicense,2015-06-11 23:01:31,2025-06-11 13:30:26,2025-06-11 13:30:16,116.0,9.0,64.0,1190.0,257.0,,,,,,Optimized string search routines for Rust.,770172.0,770172.0,45.0,23,True,1.0,,,,
17,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,Unlicense,2015-06-11 23:02:10,2024-09-25 20:44:36,2024-09-25 20:44:34,97.0,4.0,73.0,1137.0,293.0,,,,,,A fast implementation of Aho-Corasick in Rust.,590115.0,590115.0,32.0,23,True,1.0,,,,
18,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,MIT,2016-03-11 06:38:50,2025-07-25 12:45:08,2025-07-25 12:45:08,97.0,47.0,121.0,728.0,907.0,2024-06-08 05:11:13,0.17.1,,,3.0,Statistical computation library for Rust.,18040.0,18040.0,53.0,23,True,1.0,statrs-dev/statrs,,,
19,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,,2018-04-23 11:45:28,2025-08-29 20:54:31,2025-08-28 17:53:59,2122.0,208.0,2101.0,53003.0,,2025-08-26 14:14:20,1.19.1,207835.0,9896.0,100.0,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.,,,228.0,22,False,2.0,,-2.0,,
20,candle,huggingface/candle,ml-frameworks,https://github.com/huggingface/candle,https://github.com/huggingface/candle,Apache-2.0,2023-06-19 16:06:31,2025-08-30 08:25:34,2025-08-30 08:25:34,1169.0,446.0,439.0,17985.0,,,,,,,Minimalist ML framework for Rust.,2297.0,2297.0,211.0,22,True,1.0,,,,
21,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,Apache-2.0,2013-05-14 19:10:06,2025-07-31 12:35:05,2025-07-31 12:35:03,508.0,351.0,412.0,4427.0,,,,,,,Linear algebra library for Rust.,47993.0,47993.0,228.0,22,True,1.0,,,,
22,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,Apache-2.0,2018-04-05 07:03:30,2025-07-09 07:18:09,2025-07-09 07:17:01,286.0,56.0,116.0,4290.0,347.0,2025-01-17 10:36:13,0.7.1,,,10.0,A Rust machine learning framework.,779.0,779.0,53.0,22,True,1.0,,,,
23,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,Apache-2.0,2020-04-26 03:48:06,2025-09-01 02:25:21,2025-08-30 15:42:05,501.0,138.0,1212.0,2922.0,,2025-08-08 09:54:57,python-v1.1.4,,,96.0,"A native Rust library for Delta Lake, with bindings into Python.",1480.0,1480.0,235.0,22,True,2.0,,,,
24,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,MIT,2015-07-15 00:22:17,2023-12-11 09:58:15,2022-04-25 02:35:58,422.0,224.0,689.0,2733.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,312.0,312.0,189.0,22,False,1.0,,,,
25,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,MIT,2015-04-14 06:32:54,2025-08-15 12:35:52,2025-08-15 18:34:15,166.0,40.0,533.0,2251.0,1629.0,,,,,,Rust bindings for OpenCV.,2103.0,2103.0,53.0,22,True,1.0,,5.0,,['binding']
26,LlamaEdge,LlamaEdge/LlamaEdge,apps,https://github.com/LlamaEdge/LlamaEdge,https://github.com/LlamaEdge/LlamaEdge,Apache-2.0,2023-10-09 03:30:44,2025-08-27 07:42:43,2025-08-27 07:30:33,127.0,,120.0,1485.0,,2025-08-27 07:37:50,0.26.1,2048125.0,107796.0,100.0,The easiest & fastest way to run customized and fine-tuned LLMs locally or on the edge.,25.0,25.0,11.0,22,True,2.0,,,,
27,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,BSD-2-Clause,2017-04-21 06:36:48,2025-08-31 11:08:26,2025-08-31 11:08:26,120.0,18.0,130.0,1268.0,,2025-08-30 09:18:29,0.26.0,,,32.0,PyO3-based Rust bindings of the NumPy C-API.,4344.0,4344.0,57.0,22,True,1.0,,,,
28,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,Apache-2.0,2013-08-26 05:16:44,2024-12-07 19:29:05,2024-12-07 19:29:05,155.0,58.0,125.0,1181.0,1587.0,,,,,,A linear algebra and mathematics library for computer graphics.,16281.0,16281.0,99.0,22,True,1.0,,-1.0,,
29,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,Apache-2.0,2018-04-20 18:38:06,2025-07-24 01:24:47,2025-07-24 01:23:41,32.0,11.0,29.0,649.0,1821.0,2025-07-24 03:35:27,0.40.0,,,25.0,Rust numeric library with high performance and friendly syntax.,248.0,248.0,25.0,22,True,1.0,,,,
30,screenpipe,mediar-ai/screenpipe,apps,https://github.com/mediar-ai/screenpipe,https://github.com/mediar-ai/screenpipe,MIT,2024-06-19 13:23:56,2025-08-13 16:12:05,2025-08-13 16:12:05,1188.0,182.0,806.0,15535.0,,2025-03-28 17:12:29,0.2.74,16341.0,1167.0,100.0,"AI app store powered by 24/7 desktop history. open source | 100% local | dev friendly | 24/7 screen, mic recording.",,,80.0,21,True,2.0,,,,
31,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,Apache-2.0,2016-10-12 22:20:28,2025-09-01 05:03:39,2025-08-31 13:58:26,3468.0,92.0,3484.0,12572.0,,2025-07-17 02:12:22,0.21.0,5865.0,63.0,23.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,1076.0,21,True,1.0,,,,['binding']
32,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/datafusion,https://github.com/apache/datafusion,Apache-2.0,2021-04-17 15:40:23,2025-08-31 14:08:19,2025-08-31 14:08:12,1585.0,1391.0,5366.0,7670.0,,,,,,,Apache DataFusion SQL Query Engine.,3347.0,3347.0,914.0,21,True,2.0,apache/datafusion,,,
33,mistral.rs,EricLBuehler/mistral.rs,ml-frameworks,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,MIT,2024-02-26 22:30:06,2025-09-01 00:56:46,2025-09-01 00:40:27,439.0,147.0,342.0,6046.0,2997.0,2025-06-10 23:28:29,0.6.0,2216.0,130.0,39.0,Blazingly fast LLM inference.,,,61.0,21,True,1.0,,,,
34,dora,dora-rs/dora,mlops,https://github.com/dora-rs/dora,https://github.com/dora-rs/dora,Apache-2.0,2022-02-17 21:33:07,2025-09-01 08:54:14,2025-08-27 17:37:08,211.0,74.0,153.0,2440.0,,2025-06-30 14:19:38,0.3.12,4583.0,134.0,62.0,DORA (Dataflow-Oriented Robotic Architecture) is middleware designed to streamline and simplify the creation of AI-..,44.0,44.0,57.0,21,True,1.0,,,,
35,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2024-09-27 15:51:09,2024-09-27 15:51:09,107.0,82.0,79.0,1443.0,350.0,2022-11-20 18:01:03,0.6.9,18926.0,344.0,35.0,The Declarative Data Generator.,112.0,112.0,31.0,21,True,2.0,shuttle-hq/synth,,,
36,ollama-rs,pepperoni21/ollama-rs,nlp,https://github.com/pepperoni21/ollama-rs,https://github.com/pepperoni21/ollama-rs,MIT,2023-11-02 16:16:33,2025-08-26 12:50:23,2025-08-24 15:15:47,133.0,5.0,67.0,894.0,529.0,2025-06-24 11:38:00,0.3.2,,,20.0,A simple and easy-to-use library for interacting with the Ollama API.,637.0,637.0,51.0,21,True,1.0,,,,
37,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera/lindera,https://github.com/lindera/lindera,MIT,2020-01-22 14:27:57,2025-08-31 12:22:40,2025-08-31 12:22:32,49.0,17.0,88.0,530.0,,2025-08-30 14:45:13,1.1.0,4093.0,61.0,96.0,A multilingual morphological analysis library.,885.0,885.0,26.0,21,True,1.0,lindera/lindera,,,
38,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,MIT,2018-10-02 17:55:03,2025-08-31 11:13:34,2025-08-30 16:40:42,41.0,15.0,44.0,506.0,,2025-08-02 02:54:39,0.16.1,,,9.0,Rust library for regular expressions using fancy features like look-around and backreferences.,14851.0,14851.0,29.0,21,True,1.0,,,,
39,ChatGPT,lencx/ChatGPT,apps,https://github.com/lencx/ChatGPT,https://github.com/lencx/ChatGPT,,2022-12-07 09:43:02,2024-08-29 17:58:11,2024-08-29 17:58:11,6071.0,844.0,361.0,54064.0,,2023-08-03 13:51:20,1.1.0,6022378.0,182496.0,34.0,"ChatGPT Desktop Application (Mac, Windows and Linux).",,,31.0,20,False,2.0,,,,
40,tabby,TabbyML/tabby,apps,https://github.com/TabbyML/tabby,https://github.com/TabbyML/tabby,,2023-03-16 09:18:01,2025-08-26 20:03:41,2025-08-26 16:19:53,1570.0,209.0,735.0,32018.0,,2025-08-26 17:58:14,0.31.1,41270.0,1719.0,100.0,Self-hosted AI coding assistant.,,,113.0,20,False,2.0,,,True,
41,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,MPL-2.0,2019-02-26 13:16:58,2025-01-06 21:19:17,2025-01-06 21:19:14,602.0,64.0,204.0,20955.0,730.0,2024-06-16 20:28:51,1.4.9,635.0,8.0,34.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",21.0,21.0,44.0,20,True,2.0,,,,
42,datafuse,datafuselabs/datafuse,data-loading,https://github.com/databendlabs/databend,https://github.com/databendlabs/databend,,2020-10-10 06:04:42,2025-09-01 09:23:59,2025-09-01 07:57:47,802.0,536.0,5331.0,8767.0,,2025-08-27 09:05:54,1.2.802-nightly,4183.0,697.0,100.0,- . Open-source Snowflake alternative. Proven at petabyte scale with enterprise performance. Built for multimodal..,6.0,6.0,245.0,20,False,3.0,databendlabs/databend,,,
43,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,Apache-2.0,2019-10-05 17:38:23,2025-08-28 17:19:34,2025-08-27 11:56:37,174.0,11.0,46.0,7571.0,,2024-03-06 10:49:19,1.4.5,58243.0,820.0,15.0,A command-line tool and Rust library with Python bindings for generating regular expressions from user-provided test..,166.0,166.0,10.0,20,True,2.0,,,,
44,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,Apache-2.0,2019-02-16 21:08:44,2025-08-09 08:36:28,2025-08-09 08:36:28,387.0,175.0,436.0,4980.0,,,,2524.0,61.0,1.0,Rust bindings for the C++ api of PyTorch.,2702.0,2702.0,81.0,20,True,2.0,,,,['binding']
45,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,Apache-2.0,2023-03-31 17:41:56,2025-08-20 19:07:14,2025-08-20 19:07:14,298.0,76.0,123.0,4496.0,749.0,2025-06-23 22:52:11,0.14.1,1956.0,69.0,27.0,Distributed stream processing engine in Rust.,,,35.0,20,True,3.0,,,,
46,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,Unlicense,2015-09-05 00:25:46,2024-09-25 20:46:04,2024-09-25 20:46:03,121.0,26.0,63.0,1950.0,271.0,,,,,,Represent large sets and maps compactly with finite state transducers.,12150.0,12150.0,25.0,20,True,3.0,,,,
47,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,MIT,2015-09-27 18:11:32,2025-01-19 19:25:55,2025-01-19 19:25:55,160.0,78.0,177.0,873.0,772.0,,,,,,Image processing operations.,6982.0,6982.0,80.0,20,True,2.0,,,,
48,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,MIT,2020-09-15 18:05:06,2025-08-29 23:43:12,2025-08-29 23:43:12,292.0,135.0,768.0,842.0,,,,,,98.0,This repository is for the active development of the Azure SDK for Rust. For consumers of the SDK we recommend..,1277.0,1277.0,177.0,20,True,2.0,,,,['binding']
49,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2025-08-26 16:56:49,2025-08-26 16:56:48,46.0,46.0,111.0,529.0,1191.0,,,,,,sparse linear algebra library for rust.,1754.0,1754.0,37.0,20,True,2.0,sparsemat/sprs,,,
50,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,MIT,2020-03-08 07:46:33,2025-07-31 05:39:35,2025-07-31 05:39:31,9.0,8.0,68.0,117.0,167.0,2025-07-29 17:54:38,2.11.0.post1,2324.0,35.0,58.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",7841.0,7841.0,12.0,20,True,2.0,milesgranger/cramjam,,,
51,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,Apache-2.0,2021-04-13 22:45:40,2025-08-28 17:52:43,2025-08-12 19:14:54,482.0,629.0,1774.0,10373.0,,2024-06-17 17:20:56,0.8.2,18793.0,375.0,25.0,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",,,95.0,19,True,2.0,quickwit-oss/quickwit,,,
52,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,Apache-2.0,2022-12-10 14:04:30,2024-12-04 17:39:21,2024-12-04 17:39:21,593.0,43.0,101.0,9485.0,,2024-04-23 16:43:29,0.6.5,55602.0,1684.0,48.0,bloop is a fast code search engine written in Rust.,,,29.0,19,True,2.0,,,,
53,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,,2018-09-25 10:19:22,2025-09-01 06:29:40,2025-09-01 06:29:40,231.0,115.0,159.0,6163.0,,2025-07-23 00:01:07,0.21.1,8598.0,238.0,11.0,,173.0,173.0,52.0,19,False,2.0,evcxr/evcxr,,,
54,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2024-06-24 16:29:01,2024-06-24 16:28:50,362.0,81.0,150.0,6128.0,,2023-05-08 19:23:10,0.1.1,1366.0,48.0,1.0,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models.",326.0,326.0,53.0,19,False,2.0,rustformers/llm,,,
55,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,2017-08-07 09:31:26,2025-08-29 15:16:12,2025-08-29 14:01:14,225.0,53.0,212.0,2560.0,,2025-08-26 15:14:54,0.22.0,25690.0,421.0,93.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",41.0,41.0,77.0,19,False,2.0,,,,
56,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,Apache-2.0,2019-05-08 05:14:51,2025-07-15 15:14:42,2025-07-12 17:37:11,84.0,51.0,77.0,817.0,,2025-07-15 15:16:26,0.4.2,,,5.0,A comprehensive library for machine learning and numerical computing. Apply Machine Learning with Rust leveraging..,327.0,327.0,30.0,19,True,2.0,,,,
57,Raphtory,Pometry/Raphtory,graph,https://github.com/Pometry/Raphtory,https://github.com/Pometry/Raphtory,GPL-3.0,2017-05-30 13:15:18,2025-08-29 21:19:50,2025-08-26 14:52:15,63.0,171.0,496.0,519.0,1691.0,2025-08-14 15:15:47,0.16.1,450.0,7.0,49.0,"Scalable graph analytics database powered by a multithreaded, vectorized temporal engine, written in Rust.",24.0,24.0,35.0,19,True,2.0,,,,
58,TensorZero,tensorzero/tensorzero,mlops,https://github.com/tensorzero/tensorzero,https://github.com/tensorzero/tensorzero,Apache-2.0,2024-07-16 21:00:53,2025-09-01 06:08:34,2025-08-31 14:20:24,655.0,290.0,804.0,9884.0,,2025-08-29 01:14:48,2025.8.5,,,72.0,"TensorZero is an open-source stack for industrial-grade LLM applications. It unifies an LLM gateway, observability,..",,,82.0,18,True,2.0,,5.0,,
59,lancedb,lancedb/lancedb,mlops,https://github.com/lancedb/lancedb,https://github.com/lancedb/lancedb,Apache-2.0,2023-02-28 01:15:17,2025-08-29 21:20:59,2025-08-29 21:20:57,581.0,418.0,633.0,7415.0,,2025-08-29 21:21:16,python-v0.25.0-beta.0,,,100.0,"Developer-friendly, embedded retrieval engine for multimodal AI. Search More; Manage Less.",11.0,11.0,147.0,18,True,2.0,,,,
60,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2025-08-24 05:48:59,2025-08-24 05:48:59,198.0,54.0,72.0,4656.0,,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,111.0,111.0,31.0,18,True,1.0,Rust-GPU/Rust-CUDA,,,
61,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,Apache-2.0,2020-10-28 03:19:33,2025-08-13 14:58:16,2025-06-25 04:09:07,420.0,418.0,1297.0,3478.0,,2025-01-27 09:56:20,0.31.0,312.0,5.0,35.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba |.,10.0,10.0,72.0,18,True,2.0,,,,
62,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,Apache-2.0,2018-07-22 10:09:33,2025-07-14 05:23:33,2025-07-12 09:57:04,94.0,45.0,106.0,1157.0,,2024-02-27 15:15:01,argmin-v0.10.0,,,33.0,Numerical optimization in pure Rust.,789.0,789.0,45.0,18,True,2.0,,,,
63,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,Apache-2.0,2020-06-17 10:47:30,2025-08-27 06:06:43,2025-07-08 19:23:39,46.0,15.0,52.0,988.0,,2025-05-27 20:49:38,1.7.2,,,20.0,"The most accurate natural language detection library for Rust, suitable for short text and mixed-language text.",242.0,242.0,7.0,18,True,2.0,,,,
64,swiftide,bosun-ai/swiftide,mlops,https://github.com/bosun-ai/swiftide,https://github.com/bosun-ai/swiftide,MIT,2024-06-09 20:07:06,2025-09-01 09:21:15,2025-09-01 07:45:41,39.0,13.0,58.0,545.0,764.0,2025-08-19 17:20:20,0.30.1,,,88.0,"Fast, streaming indexing, query, and agentic LLM applications in Rust.",37.0,37.0,20.0,18,True,2.0,,,True,
65,text-splitter,benbrandt/text-splitter,nlp,https://github.com/benbrandt/text-splitter,https://github.com/benbrandt/text-splitter,MIT,2023-04-07 11:54:39,2025-08-29 14:01:00,2025-08-29 14:00:57,26.0,7.0,25.0,473.0,,2025-05-28 07:58:49,0.27.0,,,68.0,"Split text into semantic chunks, up to a desired chunk size. Supports calculating length by characters and tokens, and..",429.0,429.0,7.0,18,True,2.0,,,,
66,kwaak,bosun-ai/kwaak,apps,https://github.com/bosun-ai/kwaak,https://github.com/bosun-ai/kwaak,MIT,2024-09-14 13:52:01,2025-08-31 15:47:07,2025-08-16 18:06:11,30.0,30.0,46.0,285.0,523.0,2025-08-16 18:52:17,0.19.0,2612.0,290.0,35.0,Burn through tech debt with AI agents!.,2.0,2.0,9.0,18,True,3.0,,,True,
67,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,Apache-2.0,2018-01-27 21:50:14,2025-08-29 20:49:57,2025-08-29 20:49:54,41.0,12.0,28.0,227.0,325.0,2023-08-26 11:09:33,0.12.1,,,12.0,Rust language bindings for Faiss.,62.0,62.0,11.0,18,True,2.0,,,,['binding']
