,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels,new_addition
90,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2024-05-28 23:02:48,2024-05-28 23:02:47,216.0,136.0,408.0,664.0,,2024-04-24 16:24:33,2024-04-24,,,23.0,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,137.0,15,True,2.0,1.0,1.0,,['binding'],
91,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,Apache-2.0,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,69.0,30.0,20.0,262.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,9.0,15,False,2.0,161.0,161.0,,['binding'],
92,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2023-02-11 03:58:48,2020-02-13 07:12:11,31.0,2.0,7.0,225.0,97.0,,,,,,Natural Language Processing for Rust.,14.0,15,False,2.0,315.0,315.0,,,
93,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-08-27 19:25:37,2022-08-27 19:25:37,39.0,12.0,31.0,195.0,536.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,10.0,15,False,3.0,12.0,12.0,,,
94,Oxen,Oxen-AI/Oxen,others,https://github.com/Oxen-AI/Oxen,https://github.com/Oxen-AI/Oxen,,Apache-2.0,2022-04-21 04:26:22,2024-05-30 21:48:37,2024-05-30 21:48:37,11.0,7.0,16.0,166.0,,2024-05-29 20:53:43,0.15.12,2885.0,320.0,100.0,"Oxen.ai's core rust library, server, and CLI.",15.0,15,True,1.0,1.0,1.0,,,
95,rust-stemmers,CurrySoftware/rust-stemmers,nlp,https://github.com/CurrySoftware/rust-stemmers,https://github.com/CurrySoftware/rust-stemmers,,MIT,2017-02-07 13:00:30,2024-04-27 21:45:49,2021-05-13 07:18:43,16.0,2.0,3.0,103.0,51.0,,,,,,A rust implementation of some popular snowball stemming algorithms.,5.0,15,False,2.0,3036.0,3036.0,,,
96,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,Apache-2.0,2015-10-26 08:20:56,2024-03-20 09:51:14,2018-01-14 18:40:04,267.0,26.0,24.0,5554.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,14,False,2.0,,,,,
97,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,EnzymeAD/Enzyme,,2019-02-27 03:27:23,2024-05-31 11:15:47,2024-05-28 12:04:19,93.0,90.0,266.0,1174.0,,2024-05-27 14:59:22,0.0.117,,,100.0,High-performance automatic differentiation of LLVM and MLIR.,45.0,14,False,2.0,,,,,
98,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2023-03-04 01:27:07,2018-12-16 16:29:10,51.0,11.0,21.0,739.0,738.0,2018-09-05 14:54:26,0.4.0,890.0,11.0,10.0,Framework for large distributed pipelines.,10.0,14,False,2.0,,,,,
99,cleora,Synerise/cleora,ml-frameworks,https://github.com/BaseModelAI/cleora,https://github.com/BaseModelAI/cleora,BaseModelAI/cleora,,2020-11-05 17:16:06,2023-10-29 22:10:17,2023-04-27 21:18:11,51.0,8.0,15.0,478.0,95.0,2022-06-29 14:56:24,1.2.3,2716.0,63.0,8.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",13.0,14,False,2.0,39.0,39.0,,,
100,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2022-12-26 20:39:00,2020-01-28 16:19:54,57.0,5.0,15.0,338.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,23.0,14,False,2.0,,,,,
101,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2023-10-01 08:37:10,2023-10-01 08:36:57,26.0,4.0,7.0,275.0,,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",8.0,14,True,2.0,570.0,570.0,,,
102,hnsw,rust-cv/hnsw,ml-frameworks,https://github.com/rust-cv/hnsw,https://github.com/rust-cv/hnsw,,MIT,2019-07-21 03:52:31,2023-12-12 09:51:05,2023-06-04 12:22:41,11.0,15.0,11.0,202.0,152.0,,,,,,HNSW ANN from the paper Efficient and robust approximate nearest neighbor search using Hierarchical Navigable Small..,5.0,14,True,2.0,131.0,131.0,,,
103,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,,MIT,2017-03-29 15:18:20,2021-11-16 10:40:23,2020-06-18 11:31:52,14.0,21.0,17.0,172.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",4.0,14,False,2.0,24.0,24.0,,,
104,kornia-rs,kornia/kornia-rs,image,https://github.com/kornia/kornia-rs,https://github.com/kornia/kornia-rs,,Apache-2.0,2022-03-05 16:55:17,2024-05-31 11:56:01,2024-05-31 11:54:38,6.0,13.0,13.0,124.0,,2024-04-03 16:00:26,0.1.3,,,4.0,Low-level Computer Vision library in Rust.,3.0,14,True,3.0,11.0,11.0,,,
105,levenshtein-automata,tantivy-search/levenshtein-automata,nlp,https://github.com/quickwit-oss/levenshtein-automata,https://github.com/quickwit-oss/levenshtein-automata,quickwit-oss/levenshtein-automata,MIT,2017-11-16 00:26:08,2023-02-28 04:00:01,2021-10-19 02:30:27,12.0,1.0,4.0,60.0,27.0,2020-03-30 00:38:52,0.2.0,,,1.0,,4.0,14,False,2.0,2705.0,2705.0,,,
106,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2024-01-19 16:11:06,2023-10-12 05:03:13,128.0,13.0,109.0,4138.0,456.0,,,,,,A full-text search engine in rust.,19.0,13,True,3.0,,,,,
107,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,70.0,20.0,10.0,2562.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,13,False,3.0,37.0,37.0,,,
108,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,70.0,20.0,10.0,2562.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,13,False,3.0,37.0,37.0,,,
109,RustNN,jackm321/RustNN,ml-frameworks,https://github.com/jackm321/RustNN,https://github.com/jackm321/RustNN,,Apache-2.0,2015-03-27 08:34:35,2017-12-21 15:19:41,2015-05-08 02:34:16,33.0,1.0,2.0,333.0,41.0,,,,,,A neural network crate.,2.0,13,False,3.0,167.0,167.0,,,
110,autograph,charles-r-earp/autograph,ml-frameworks,https://github.com/charles-r-earp/autograph,https://github.com/charles-r-earp/autograph,,Apache-2.0,2019-06-17 23:43:49,2024-05-28 03:07:40,2024-05-28 02:08:30,16.0,1.0,7.0,302.0,,2024-03-30 03:38:36,0.2.0,,,3.0,Machine Learning Library for Rust.,4.0,13,True,3.0,2.0,2.0,,,
111,NeuroFlow,MikhailKravets/NeuroFlow,ml-frameworks,https://github.com/MikhailKravets/NeuroFlow,https://github.com/MikhailKravets/NeuroFlow,,MIT,2017-06-22 18:45:50,2023-08-18 07:34:39,2023-08-18 07:32:27,19.0,1.0,4.0,108.0,203.0,2023-08-18 07:34:40,0.2.0,,,1.0,Awesome deep learning crate.,3.0,13,True,3.0,23.0,23.0,,,
112,kodama,diffeo/kodama,ml-frameworks,https://github.com/diffeo/kodama,https://github.com/diffeo/kodama,,MIT,2017-08-07 00:12:06,2024-01-17 22:32:30,2024-01-17 22:32:29,10.0,3.0,2.0,88.0,50.0,,,,,,Fast hierarchical agglomerative clustering in Rust.,5.0,13,False,3.0,206.0,206.0,,,
113,rustling,snipsco/rustling,nlp,https://github.com/sonos/rustling,https://github.com/sonos/rustling,sonos/rustling,,2017-04-10 08:50:12,2021-07-23 15:25:44,2019-09-11 16:12:55,21.0,1.0,2.0,74.0,193.0,2019-09-11 16:13:12,0.9.1,,,12.0,Rust implementation of Duckling.,8.0,13,False,2.0,19.0,19.0,,['binding'],
114,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,,MIT,2019-08-20 23:26:06,2022-11-16 19:03:18,2022-11-16 19:03:15,4.0,5.0,6.0,60.0,187.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,4.0,13,False,3.0,10.0,10.0,,['binding'],
115,rust-tfrecord,jerry73204/rust-tfrecord,data-loading,https://github.com/jerry73204/rust-tfrecord,https://github.com/jerry73204/rust-tfrecord,,MIT,2019-11-06 17:35:02,2024-04-11 19:02:16,2023-09-09 01:35:25,8.0,,2.0,25.0,236.0,,,,,,A Rust crate that reads and writes tfrecord files.,4.0,13,False,3.0,23.0,23.0,,,
116,voy,tantaraio/voy,apps,https://github.com/tantaraio/voy,https://github.com/tantaraio/voy,,Apache-2.0,2023-01-27 08:48:18,2023-09-20 18:14:53,2023-09-20 18:14:52,27.0,21.0,21.0,747.0,,,,,,,A WASM vector similarity search written in Rust.,2.0,12,True,3.0,78.0,78.0,,,
117,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2023-02-11 06:38:39,2023-02-11 06:38:32,36.0,4.0,33.0,482.0,386.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,15.0,12,False,3.0,,,,,
118,ratchet,huggingface/ratchet,ml-frameworks,https://github.com/huggingface/ratchet,https://github.com/huggingface/ratchet,,MIT,2024-01-11 15:00:17,2024-05-31 17:01:25,2024-05-18 15:50:57,18.0,24.0,53.0,382.0,839.0,,,,,,A cross-platform browser ML framework.,7.0,12,True,3.0,3.0,3.0,,,True
119,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2023-10-04 15:52:19,2022-07-18 03:30:54,19.0,,11.0,179.0,292.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,4.0,12,False,2.0,,,,,
120,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-project/ungoliant,https://github.com/oscar-project/ungoliant,oscar-project/ungoliant,Apache-2.0,2021-02-15 03:19:32,2023-12-18 16:31:48,2023-11-09 14:19:54,14.0,18.0,25.0,152.0,,2023-02-24 12:20:48,2.0.0,,,6.0,The pipeline for the OSCAR corpus.,7.0,12,True,2.0,7.0,7.0,,,
121,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/sonos/rustling-ontology,https://github.com/sonos/rustling-ontology,sonos/rustling-ontology,,2017-04-24 15:08:48,2022-01-02 15:33:15,2020-10-07 11:29:08,46.0,28.0,26.0,127.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,22.0,12,False,2.0,,,,,
122,bhtsne,frjnn/bhtsne,ml-frameworks,https://github.com/frjnn/bhtsne,https://github.com/frjnn/bhtsne,,MIT,2020-08-21 15:39:47,2022-07-29 19:45:09,2022-07-29 19:45:07,8.0,,6.0,62.0,38.0,,,,,,Parallel Barnes-Hut t-SNE implementation written in Rust.,3.0,12,False,3.0,102.0,102.0,,,
123,rust-cv-convert,jerry73204/rust-cv-convert,image,https://github.com/jerry73204/rust-cv-convert,https://github.com/jerry73204/rust-cv-convert,,MIT,2021-01-12 12:43:12,2024-01-24 23:35:36,2023-10-15 13:56:42,15.0,3.0,7.0,39.0,172.0,,,,,,Type conversion among popular Rust computer vision libraries.,7.0,12,False,3.0,25.0,25.0,,,
124,rstats,liborty/rstats,ml-frameworks,https://github.com/liborty/rstats,https://github.com/liborty/rstats,,Apache-2.0,2020-08-30 04:06:51,2024-05-14 03:55:10,2024-05-14 03:54:54,1.0,,1.0,38.0,582.0,,,,,,"Statistics, Information Measures, Linear Algebra, Cholesky Matrix Decomposition, Mahalanobis Distance, Householder QR..",3.0,12,False,3.0,21.0,21.0,,,
125,spm_precompiled,huggingface/spm_precompiled,nlp,https://github.com/huggingface/spm_precompiled,https://github.com/huggingface/spm_precompiled,,Apache-2.0,2020-09-15 19:11:01,2022-05-30 12:07:25,2022-05-30 12:07:22,10.0,,,18.0,12.0,,,,,,Highly specialized crate to parse and use `google/sentencepiece` 's precompiled_charsmap in `tokenizers`.,,12,False,2.0,1114.0,1114.0,,,
126,rust-stop-words,cmccomb/rust-stop-words,nlp,https://github.com/cmccomb/rust-stop-words,https://github.com/cmccomb/rust-stop-words,,MIT,2020-08-22 03:59:58,2023-10-10 20:43:28,2023-10-10 20:43:28,5.0,1.0,1.0,16.0,120.0,2023-10-08 13:56:19,0.8.0,,,9.0,Common stop words in a variety of languages.,2.0,12,False,2.0,63.0,63.0,,,
127,srx,bminixhofer/srx,nlp,https://github.com/bminixhofer/srx,https://github.com/bminixhofer/srx,,Apache-2.0,2021-02-03 11:09:47,2023-07-17 15:21:49,2023-07-17 15:19:23,5.0,1.0,4.0,7.0,18.0,2023-07-17 15:21:49,0.1.4,,,2.0,A mostly compliant Rust implementation of the Segmentation Rules eXchange (SRX) 2.0 standard for text segmentation.,4.0,12,False,2.0,58.0,58.0,,,
128,deduplicate-text-datasets,google-research/deduplicate-text-datasets,nlp,https://github.com/google-research/deduplicate-text-datasets,https://github.com/google-research/deduplicate-text-datasets,,Apache-2.0,2021-07-16 00:24:25,2024-05-21 17:47:38,2024-05-21 17:47:37,99.0,8.0,32.0,1020.0,54.0,,,,,,,5.0,11,False,3.0,,,,,
129,cv,rust-cv/cv,image,https://github.com/rust-cv/cv,https://github.com/rust-cv/cv,,,2020-04-04 17:46:04,2023-07-20 13:13:00,2023-07-20 12:23:27,61.0,37.0,13.0,774.0,,,,,,,"Rust CV mono-repo. Contains pure-Rust dependencies which attempt to encapsulate the capability of OpenCV, OpenMVG, and..",11.0,11,False,3.0,70.0,70.0,,,
130,kafka-delta-ingest,delta-io/kafka-delta-ingest,data-loading,https://github.com/delta-io/kafka-delta-ingest,https://github.com/delta-io/kafka-delta-ingest,,Apache-2.0,2021-02-05 05:13:20,2024-05-25 21:59:12,2024-05-25 21:59:12,66.0,21.0,37.0,330.0,,,,,,,A highly efficient daemon for streaming data from Kafka into Delta Lake.,13.0,11,True,3.0,,,,,
131,instant-distance,InstantDomain/instant-distance,ml-frameworks,https://github.com/instant-labs/instant-distance,https://github.com/instant-labs/instant-distance,instant-labs/instant-distance,Apache-2.0,2020-12-14 15:15:27,2024-05-28 22:30:59,2024-05-28 22:30:59,22.0,2.0,5.0,286.0,,,,,,,"Fast approximate nearest neighbor searching in Rust, based on HNSW index.",8.0,11,True,3.0,1.0,1.0,,,
132,rust-dataframe,nevi-me/rust-dataframe,data-loading,https://github.com/nevi-me/rust-dataframe,https://github.com/nevi-me/rust-dataframe,,Apache-2.0,2019-01-09 02:52:48,2020-10-26 17:05:17,2020-10-26 17:05:04,21.0,12.0,26.0,280.0,119.0,,,,,,"A Rust DataFrame implementation, built on Apache Arrow.",4.0,11,False,3.0,,,,,
133,L2,bilal2vec/L2,ml-frameworks,https://github.com/bilal2vec/L2,https://github.com/bilal2vec/L2,,MIT,2019-06-22 20:37:19,2022-12-25 15:16:55,2022-02-19 15:52:39,17.0,,1.0,186.0,165.0,2019-09-04 00:34:56,1.0,,,1.0,"l2 is a fast, Pytorch-style Tensor+Autograd library written in Rust.",,11,False,3.0,,,,,
134,rustfst,Garvys/rustfst,nlp,https://github.com/Garvys/rustfst,https://github.com/Garvys/rustfst,,,2018-09-13 21:21:45,2024-05-23 17:57:31,2024-05-23 17:52:50,16.0,18.0,25.0,139.0,,2024-05-02 11:50:22,rustfst-v1.0.1,,,25.0,"Rust re-implementation of OpenFST - library for constructing, combining, optimizing, and searching weighted finite-..",20.0,11,False,3.0,18.0,18.0,,,
135,rurel,milanboers/rurel,ml-frameworks,https://github.com/milanboers/rurel,https://github.com/milanboers/rurel,,MPL-2.0,2017-03-05 09:40:12,2024-01-23 15:58:22,2024-01-23 15:58:11,16.0,2.0,8.0,127.0,56.0,,,,,,"Flexible, reusable reinforcement learning (Q learning) implementation in Rust.",8.0,11,True,3.0,16.0,16.0,,,
136,finalfusion-rust,finalfusion/finalfusion-rust,nlp,https://github.com/finalfusion/finalfusion-rust,https://github.com/finalfusion/finalfusion-rust,,,2019-03-19 18:18:31,2023-10-10 10:16:46,2023-10-10 09:46:19,10.0,6.0,37.0,88.0,,2023-10-10 10:18:49,0.18.0,,,11.0,finalfusion embeddings in Rust.,5.0,11,False,3.0,48.0,48.0,,,
137,finalfrontier,finalfusion/finalfrontier,nlp,https://github.com/finalfusion/finalfrontier,https://github.com/finalfusion/finalfrontier,,,2018-06-02 08:47:45,2023-10-20 13:06:26,2023-10-20 13:06:22,4.0,3.0,29.0,85.0,313.0,2020-07-27 09:03:36,0.9.4,57.0,0.0,12.0,Context-sensitive word embeddings with subwords. In Rust.,6.0,11,False,3.0,5.0,5.0,,,
138,rustml,daniel-e/rustml,ml-frameworks,https://github.com/daniel-e/rustml,https://github.com/daniel-e/rustml,,,2015-06-23 13:59:00,2022-06-15 06:08:17,2022-06-15 06:08:14,7.0,2.0,3.0,66.0,333.0,2015-10-07 20:05:27,0.0.5,,,4.0,Machine learning in Rust.,2.0,11,False,3.0,15.0,15.0,,,
139,ffsvm-rust,ralfbiedert/ffsvm-rust,ml-frameworks,https://github.com/ralfbiedert/ffsvm,https://github.com/ralfbiedert/ffsvm,ralfbiedert/ffsvm,MIT,2017-12-10 16:52:20,2023-03-10 15:18:07,2023-03-10 15:18:02,8.0,2.0,7.0,61.0,323.0,,,,,,FFSVM stands for Really Fast Support Vector Machine.,,11,False,3.0,4.0,4.0,,,
140,snips-nlu-ontology,snipsco/snips-nlu-ontology,nlp,https://github.com/snipsco/snips-nlu-ontology,https://github.com/snipsco/snips-nlu-ontology,,,2018-02-14 14:19:29,2020-03-08 14:16:49,2019-09-06 13:58:18,28.0,3.0,7.0,57.0,505.0,2019-09-06 13:58:41,0.67.2,,,35.0,Ontology of Snips NLU.,12.0,11,False,3.0,,,,,
141,black-jack,milesgranger/black-jack,ml-frameworks,https://github.com/milesgranger/black-jack,https://github.com/milesgranger/black-jack,,GPL-3.0,2018-08-18 14:31:48,2022-12-28 04:22:08,2021-04-29 19:39:04,4.0,8.0,42.0,30.0,217.0,2019-04-28 11:10:27,0.1.0,,,2.0,DataFrame / Series data processing in Rust.,3.0,11,False,3.0,1.0,1.0,,,
142,word2vec,dimakudosh/word2vec,nlp,https://github.com/DimaKudosh/word2vec,https://github.com/DimaKudosh/word2vec,,MIT,2016-01-28 19:57:43,2019-11-04 15:30:36,2019-11-04 15:29:26,6.0,2.0,,27.0,63.0,,,,,,Rust interface to word2vec.,5.0,11,False,3.0,14.0,14.0,,,
143,unda,unda-ai/unda,ml-frameworks,https://github.com/unda-ml/unda,https://github.com/unda-ml/unda,unda-ml/unda,Apache-2.0,2023-10-17 17:40:04,2024-05-30 00:54:36,2024-04-17 22:49:05,4.0,12.0,23.0,14.0,513.0,,,,,,General purpose machine learning crate.,4.0,11,False,3.0,4.0,4.0,,,
144,neuronika,neuronika/neuronika,ml-frameworks,https://github.com/neuronika/neuronika,https://github.com/neuronika/neuronika,,Apache-2.0,2021-02-13 17:04:39,2022-10-10 07:02:35,2022-10-10 07:02:09,52.0,12.0,33.0,1041.0,,,,,,,Tensors and dynamic neural networks in pure Rust.,2.0,10,False,3.0,5.0,5.0,,,
145,rllama,Noeda/rllama,nlp,https://github.com/Noeda/rllama,https://github.com/Noeda/rllama,,AGPL-3.0,2023-03-11 08:41:15,2024-02-12 00:45:39,2023-04-09 00:49:44,27.0,9.0,3.0,522.0,90.0,,,,,,Rust+OpenCL+AVX2 implementation of LLaMA inference code.,3.0,10,False,3.0,2.0,2.0,,,
146,deeplearn-rs,tedsta/deeplearn-rs,ml-frameworks,https://github.com/tedsta/deeplearn-rs,https://github.com/tedsta/deeplearn-rs,,MIT,2015-10-27 02:51:50,2019-10-30 04:18:48,2017-08-20 03:30:59,23.0,1.0,4.0,210.0,78.0,,,,,,Neural networks in Rust.,2.0,10,False,3.0,,,,,
147,vtext,rth/vtext,nlp,https://github.com/rth/vtext,https://github.com/rth/vtext,,Apache-2.0,2018-11-05 09:02:15,2023-07-06 21:58:30,2020-06-18 21:00:31,11.0,11.0,7.0,147.0,,,,,,,Simple NLP in Rust with Python bindings.,3.0,10,False,3.0,39.0,39.0,,,
148,orkhon,vertexclique/orkhon,ml-frameworks,https://github.com/vertexclique/orkhon,https://github.com/vertexclique/orkhon,,MIT,2019-05-18 23:24:53,2021-02-01 15:23:47,2021-02-01 15:23:39,5.0,3.0,4.0,145.0,102.0,2020-11-17 23:04:49,0.2.0,,,1.0,Orkhon: ML Inference Framework and Server Runtime.,,10,False,3.0,,,,,
149,gamma,metamolecular/gamma,ml-frameworks,https://github.com/metamolecular/gamma,https://github.com/metamolecular/gamma,,,2020-02-14 14:48:02,2021-01-25 18:43:42,2021-01-25 18:42:39,6.0,,6.0,123.0,50.0,,,,,,A graph library for Rust.,3.0,10,False,3.0,44.0,44.0,,,
150,tflite-rs,boncheolgu/tflite-rs,ml-frameworks,https://github.com/boncheolgu/tflite-rs,https://github.com/boncheolgu/tflite-rs,,Apache-2.0,2018-10-23 13:13:57,2023-06-26 07:07:52,2023-06-26 07:01:51,40.0,22.0,10.0,106.0,156.0,,,,,,,11.0,10,False,3.0,,,,,
151,rust-sbert,cpcdoy/rust-sbert,nlp,https://github.com/cpcdoy/rust-sbert,https://github.com/cpcdoy/rust-sbert,,Apache-2.0,2020-04-19 14:27:46,2023-12-20 21:09:54,2023-09-23 15:06:59,12.0,1.0,4.0,102.0,69.0,,,,,,Rust port of sentence-transformers (https://github.com/UKPLab/sentence-transformers).,6.0,10,True,3.0,6.0,6.0,,,
152,alumina,millardjn/alumina,ml-frameworks,https://github.com/millardjn/alumina,https://github.com/millardjn/alumina,,,2017-02-06 15:57:08,2022-10-23 07:44:15,2022-10-23 07:44:08,10.0,3.0,,100.0,245.0,,,,,,A deep learning library for rust.,,10,False,3.0,26.0,26.0,,,
153,torchrs,torchrs/torchrs,ml-frameworks,https://github.com/torchrs/torchrs,https://github.com/torchrs/torchrs,,BSD-2-Clause,2017-05-27 21:57:45,2017-07-16 00:27:45,2017-07-16 00:27:34,8.0,1.0,,75.0,532.0,,,,,,Deep Learning in Rust with the PyTorch API.,,10,False,3.0,,,,['binding'],
154,chr,pemistahl/chr,nlp,https://github.com/pemistahl/chr,https://github.com/pemistahl/chr,,Apache-2.0,2020-06-22 07:50:18,2021-01-14 10:14:41,2021-01-05 20:35:25,3.0,2.0,,39.0,35.0,2021-01-05 20:46:19,1.0.0,83.0,2.0,1.0,A command-line tool that gives information about Unicode characters.,,10,False,3.0,4.0,4.0,,,
155,ngt-rs,lerouxrgd/ngt-rs,ml-frameworks,https://github.com/lerouxrgd/ngt-rs,https://github.com/lerouxrgd/ngt-rs,,Apache-2.0,2020-04-26 21:45:05,2024-05-18 11:41:53,2024-05-18 11:41:50,6.0,1.0,9.0,36.0,70.0,,,,,,Rust wrappers for NGT approximate nearest neighbor search.,3.0,10,False,3.0,2.0,2.0,,['binding'],
156,petal-clustering,petabi/petal-clustering,ml-frameworks,https://github.com/petabi/petal-clustering,https://github.com/petabi/petal-clustering,,Apache-2.0,2019-06-06 18:31:20,2024-02-21 23:16:14,2024-02-21 22:01:57,4.0,4.0,5.0,24.0,,,,,,,DBSCAN and OPTICS clustering algorithms.,4.0,10,False,3.0,11.0,11.0,,,
157,batched-fn,epwalsh/batched-fn,ml-frameworks,https://github.com/epwalsh/batched-fn,https://github.com/epwalsh/batched-fn,,Apache-2.0,2020-03-20 22:06:11,2024-03-10 23:17:46,2024-03-10 23:17:44,2.0,4.0,3.0,17.0,,2024-03-10 23:18:08,0.2.5,,,2.0,Rust server plugin for deploying deep learning models with batched prediction.,3.0,10,False,3.0,8.0,8.0,,,
158,reductive,finalfusion/reductive,ml-frameworks,https://github.com/finalfusion/reductive,https://github.com/finalfusion/reductive,,Apache-2.0,2019-09-04 09:48:00,2021-12-03 11:08:21,2021-12-03 11:07:27,1.0,1.0,2.0,6.0,87.0,,,,,,Vector quantization.,3.0,10,False,3.0,49.0,49.0,,,
159,zkml,ddkang/zkml,other,https://github.com/ddkang/zkml,https://github.com/ddkang/zkml,,Apache-2.0,2023-02-01 17:25:08,2024-05-17 04:41:17,2023-08-10 20:58:59,35.0,3.0,2.0,333.0,,,,,,,,2.0,9,False,3.0,,,,,
160,hal,jramapuram/hal,ml-frameworks,https://github.com/jramapuram/hal,https://github.com/jramapuram/hal,,MIT,2015-07-22 20:11:09,2016-10-22 00:27:46,2016-10-22 00:24:58,10.0,5.0,,88.0,52.0,,,,,,Rust based Cross-GPU Machine Learning.,3.0,9,False,3.0,,,,,
161,tractjs,bminixhofer/tractjs,ml-frameworks,https://github.com/bminixhofer/tractjs,https://github.com/bminixhofer/tractjs,,,2020-05-24 07:46:54,2023-01-20 23:13:21,2021-07-23 10:51:13,7.0,3.0,11.0,76.0,,2021-07-23 11:17:36,0.4.0,14.0,0.0,11.0,Run ONNX and TensorFlow inference in the browser.,2.0,9,False,3.0,14.0,14.0,,,
162,visionmagic,visioncortex/visionmagic,image,https://github.com/visioncortex/visionmagic,https://github.com/visioncortex/visionmagic,,,2020-12-16 15:07:32,2024-03-30 14:48:44,2024-03-30 14:48:44,7.0,,,55.0,40.0,2021-07-23 10:16:58,0.2.0,,,4.0,Collection of vision & graphics algorithms.,3.0,9,False,3.0,,,,,
163,visual-odometry-rs,mpizenberg/visual-odometry-rs,image,https://github.com/mpizenberg/visual-odometry-rs,https://github.com/mpizenberg/visual-odometry-rs,,MPL-2.0,2018-03-26 08:10:34,2020-01-17 19:04:01,2019-03-25 14:16:01,2.0,6.0,2.0,52.0,299.0,,,,,,Visual Odometry in Rust (vors).,,9,False,3.0,,,,,
164,dpar,danieldk/dpar,nlp,https://github.com/danieldk/dpar,https://github.com/danieldk/dpar,,Apache-2.0,2015-03-18 10:17:41,2020-09-14 12:16:26,2020-09-14 12:16:07,3.0,5.0,6.0,42.0,58.0,,,,,,Neural network transition-based dependency parser (in Rust).,3.0,9,False,3.0,,,,,
