,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels,new_addition
69,mosec,mosecorg/mosec,mlops,https://github.com/mosecorg/mosec,https://github.com/mosecorg/mosec,,Apache-2.0,2021-03-13 04:07:20,2024-04-27 02:11:06,2024-04-20 11:56:39,48.0,13.0,81.0,705.0,,2024-02-27 07:58:38,0.8.4,,,41.0,"A high-performance ML model serving framework, offers dynamic batching and CPU/GPU pipelines to fully exploit your..",10.0,17,True,1.0,43.0,43.0,,,
70,LlamaEdge,LlamaEdge/LlamaEdge,apps,https://github.com/LlamaEdge/LlamaEdge,https://github.com/LlamaEdge/LlamaEdge,,Apache-2.0,2023-10-09 03:30:44,2024-04-30 11:13:16,2024-04-30 10:59:42,57.0,27.0,52.0,626.0,,2024-04-30 11:11:48,0.9.0,5415.0,1083.0,42.0,The easiest & fastest way to run customized and fine-tuned LLMs locally or on the edge.,8.0,17,True,3.0,9.0,9.0,,,
71,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2023-04-04 11:21:46,2023-04-04 11:21:46,82.0,,159.0,461.0,,2023-02-22 15:13:18,0.41.3,,,86.0,Search engine library for Meilisearch.,41.0,17,False,3.0,524.0,524.0,,,
72,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2024-04-04 09:23:25,2024-04-04 09:23:22,31.0,4.0,17.0,376.0,183.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,7.0,17,False,2.0,231.0,231.0,,,
73,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2024-04-01 16:37:55,2024-04-01 16:37:55,30.0,7.0,25.0,185.0,310.0,2023-08-26 11:09:33,0.12.1,,,12.0,Rust language bindings for Faiss.,10.0,17,True,2.0,24.0,24.0,,['binding'],
74,weggli,googleprojectzero/weggli,apps,https://github.com/weggli-rs/weggli,https://github.com/weggli-rs/weggli,weggli-rs/weggli,Apache-2.0,2021-09-30 16:06:12,2024-02-06 19:02:36,2024-01-16 14:12:00,125.0,37.0,28.0,2270.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,10.0,16,True,3.0,86.0,86.0,-1.0,,
75,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,205.0,33.0,31.0,2224.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,22.0,16,False,1.0,5.0,5.0,,,
76,aici,microsoft/aici,nlp,https://github.com/microsoft/aici,https://github.com/microsoft/aici,,MIT,2023-09-26 21:33:16,2024-04-30 22:57:15,2024-04-30 22:57:11,71.0,33.0,40.0,1740.0,,2024-04-29 20:31:19,0.2.1,161.0,40.0,12.0,AICI: Prompts as (Wasm) Programs.,8.0,16,True,2.0,,,,,
77,dfdx,coreylowman/dfdx,ml-frameworks,https://github.com/coreylowman/dfdx,https://github.com/coreylowman/dfdx,,,2021-10-12 02:58:54,2024-03-02 18:51:07,2024-01-25 19:46:50,96.0,64.0,389.0,1611.0,,2023-07-27 13:15:10,0.13.0,,,8.0,"Deep learning in Rust, with shape checked tensors and neural networks.",39.0,16,False,2.0,80.0,80.0,,,
78,juice,spearow/juice,ml-frameworks,https://github.com/fff-rs/juice,https://github.com/fff-rs/juice,fff-rs/juice,,2017-01-14 21:27:49,2024-04-30 07:32:55,2024-04-25 07:43:59,76.0,31.0,54.0,1087.0,1438.0,,,,,,The Hacker's Machine Learning Engine.,48.0,16,False,2.0,57.0,57.0,,,
79,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,53.0,10.0,6.0,608.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,9.0,16,False,2.0,131.0,131.0,,,
80,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/wtpsplit,https://github.com/bminixhofer/wtpsplit,bminixhofer/wtpsplit,MIT,2020-01-31 10:34:17,2024-04-30 14:37:00,2024-03-08 16:32:19,33.0,6.0,50.0,495.0,,2024-01-22 15:30:25,1.3.0,,,21.0,Code for Where's the Point? Self-Supervised Multilingual Punctuation-Agnostic Sentence Segmentation.,6.0,16,True,2.0,22.0,22.0,,,
81,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2023-11-01 10:17:37,2021-05-19 16:09:39,26.0,8.0,9.0,312.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,16,False,2.0,16.0,16.0,,,
82,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,Apache-2.0,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,69.0,30.0,20.0,260.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,9.0,16,False,2.0,155.0,155.0,,['binding'],
83,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,Unlicense,2016-04-25 11:22:18,2023-07-31 04:21:34,2023-07-31 04:15:48,47.0,4.0,33.0,211.0,135.0,2023-07-31 04:21:35,2.0.3,440.0,6.0,15.0,Dynamically get the suggested clusters in the data for unsupervised learning.,6.0,16,True,2.0,56.0,56.0,,,
84,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2023-01-14 18:45:42,2021-11-09 12:03:42,14.0,7.0,23.0,192.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,12.0,16,False,3.0,45.0,45.0,,,
85,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,Apache-2.0,2015-10-26 08:20:56,2024-03-20 09:51:14,2018-01-14 18:40:04,266.0,26.0,24.0,5552.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,15,False,2.0,,,,,
86,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2023-12-03 02:53:33,2023-12-03 01:03:41,415.0,59.0,127.0,4995.0,883.0,,,,,,Rust language bindings for TensorFlow.,48.0,15,True,2.0,,,,['binding'],
87,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2023-03-06 15:17:06,2022-10-11 12:50:46,69.0,7.0,40.0,1845.0,,2022-08-03 06:37:23,0.9.0,21.0,0.0,18.0,A full-text search and indexing server written in Rust.,13.0,15,False,3.0,18.0,18.0,,,
88,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2024-01-30 13:39:16,2024-01-30 13:39:16,44.0,34.0,40.0,1147.0,510.0,2022-10-05 16:57:07,0.9.0-master,,,18.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine.",8.0,15,True,3.0,,,,,
89,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2024-04-30 11:56:19,2024-04-24 16:19:40,210.0,132.0,406.0,650.0,,2024-04-24 16:24:33,2024-04-24,,,23.0,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,135.0,15,True,2.0,1.0,1.0,,['binding'],
90,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2023-02-11 03:58:48,2020-02-13 07:12:11,31.0,2.0,7.0,223.0,97.0,,,,,,Natural Language Processing for Rust.,14.0,15,False,2.0,315.0,315.0,,,
91,kdtree-rs,mrhooray/kdtree-rs,ml-frameworks,https://github.com/mrhooray/kdtree-rs,https://github.com/mrhooray/kdtree-rs,,Apache-2.0,2015-07-29 05:20:17,2024-02-02 20:44:49,2024-02-02 20:44:48,42.0,1.0,18.0,214.0,96.0,,,,,,K-dimensional tree in Rust for fast geospatial indexing and lookup.,16.0,15,True,2.0,600.0,600.0,,,
92,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-08-27 19:25:37,2022-08-27 19:25:37,40.0,12.0,31.0,191.0,536.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,10.0,15,False,3.0,12.0,12.0,,,
93,Oxen,Oxen-AI/Oxen,others,https://github.com/Oxen-AI/Oxen,https://github.com/Oxen-AI/Oxen,,Apache-2.0,2022-04-21 04:26:22,2024-04-30 18:30:52,2024-04-30 18:30:35,9.0,5.0,15.0,157.0,,2024-04-30 18:55:37,0.15.4,2762.0,306.0,100.0,"Oxen.ai's core rust library, server, and CLI.",11.0,15,True,1.0,1.0,1.0,,,
94,text-splitter,benbrandt/text-splitter,nlp,https://github.com/benbrandt/text-splitter,https://github.com/benbrandt/text-splitter,,MIT,2023-04-07 11:54:39,2024-05-01 00:58:35,2024-05-01 00:58:35,9.0,5.0,13.0,134.0,,2024-04-28 21:02:59,0.12.2,,,40.0,"Split text into semantic chunks, up to a desired chunk size. Supports calculating length by characters and tokens, and..",6.0,15,True,2.0,53.0,53.0,,,
95,rust-stemmers,CurrySoftware/rust-stemmers,nlp,https://github.com/CurrySoftware/rust-stemmers,https://github.com/CurrySoftware/rust-stemmers,,MIT,2017-02-07 13:00:30,2024-04-27 21:45:49,2021-05-13 07:18:43,16.0,2.0,3.0,99.0,51.0,,,,,,A rust implementation of some popular snowball stemming algorithms.,5.0,15,False,2.0,2962.0,2962.0,,,
96,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,145.0,,251.0,2334.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",38.0,14,False,2.0,,,,,
97,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,EnzymeAD/Enzyme,,2019-02-27 03:27:23,2024-04-28 20:19:30,2024-04-28 20:19:27,92.0,93.0,255.0,1158.0,,2024-04-04 16:57:41,0.0.104,,,98.0,High-performance automatic differentiation of LLVM and MLIR.,45.0,14,False,2.0,,,,,
98,luminal,jafioti/luminal,ml-frameworks,https://github.com/jafioti/luminal,https://github.com/jafioti/luminal,,Apache-2.0,2023-07-18 22:02:51,2024-04-30 17:10:15,2024-04-30 16:23:26,73.0,23.0,11.0,1147.0,,2024-03-01 23:10:25,0.2,,,2.0,Deep learning at the speed of light.,6.0,14,True,2.0,2.0,2.0,,,True
99,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2023-03-04 01:27:07,2018-12-16 16:29:10,51.0,11.0,21.0,738.0,738.0,2018-09-05 14:54:26,0.4.0,888.0,12.0,10.0,Framework for large distributed pipelines.,10.0,14,False,2.0,,,,,
100,cleora,Synerise/cleora,ml-frameworks,https://github.com/BaseModelAI/cleora,https://github.com/BaseModelAI/cleora,BaseModelAI/cleora,,2020-11-05 17:16:06,2023-10-29 22:10:17,2023-04-27 21:18:11,50.0,8.0,15.0,473.0,95.0,2022-06-29 14:56:24,1.2.3,2664.0,63.0,8.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",13.0,14,False,2.0,39.0,39.0,,,
101,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2022-12-26 20:39:00,2020-01-28 16:19:54,58.0,5.0,15.0,337.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,23.0,14,False,2.0,,,,,
102,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2023-10-01 08:37:10,2023-10-01 08:36:57,26.0,4.0,7.0,273.0,,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",8.0,14,True,2.0,562.0,562.0,,,
103,hnsw,rust-cv/hnsw,ml-frameworks,https://github.com/rust-cv/hnsw,https://github.com/rust-cv/hnsw,,MIT,2019-07-21 03:52:31,2023-12-12 09:51:05,2023-06-04 12:22:41,11.0,15.0,11.0,200.0,152.0,,,,,,HNSW ANN from the paper Efficient and robust approximate nearest neighbor search using Hierarchical Navigable Small..,5.0,14,True,2.0,130.0,130.0,,,
104,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,,MIT,2017-03-29 15:18:20,2021-11-16 10:40:23,2020-06-18 11:31:52,14.0,21.0,17.0,168.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",4.0,14,False,2.0,24.0,24.0,,,
105,levenshtein-automata,tantivy-search/levenshtein-automata,nlp,https://github.com/quickwit-oss/levenshtein-automata,https://github.com/quickwit-oss/levenshtein-automata,quickwit-oss/levenshtein-automata,MIT,2017-11-16 00:26:08,2023-02-28 04:00:01,2021-10-19 02:30:27,12.0,1.0,4.0,58.0,27.0,2020-03-30 00:38:52,0.2.0,,,1.0,,4.0,14,False,2.0,2683.0,2683.0,,,
106,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2024-01-19 16:11:06,2023-10-12 05:03:13,128.0,13.0,109.0,4118.0,456.0,,,,,,A full-text search engine in rust.,19.0,13,True,3.0,,,,,
107,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,70.0,20.0,10.0,2558.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,13,False,3.0,35.0,35.0,,,
108,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2024-01-31 01:18:35,2021-10-23 16:20:43,70.0,20.0,10.0,2558.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,13,False,3.0,35.0,35.0,,,
109,RustNN,jackm321/RustNN,ml-frameworks,https://github.com/jackm321/RustNN,https://github.com/jackm321/RustNN,,Apache-2.0,2015-03-27 08:34:35,2017-12-21 15:19:41,2015-05-08 02:34:16,33.0,1.0,2.0,333.0,41.0,,,,,,A neural network crate.,2.0,13,False,3.0,167.0,167.0,,,
110,autograph,charles-r-earp/autograph,ml-frameworks,https://github.com/charles-r-earp/autograph,https://github.com/charles-r-earp/autograph,,Apache-2.0,2019-06-17 23:43:49,2024-03-30 04:11:22,2024-03-30 04:10:22,16.0,1.0,7.0,299.0,,2024-03-30 03:38:36,0.2.0,,,3.0,Machine Learning Library for Rust.,4.0,13,True,3.0,2.0,2.0,,,
111,kornia-rs,kornia/kornia-rs,image,https://github.com/kornia/kornia-rs,https://github.com/kornia/kornia-rs,,Apache-2.0,2022-03-05 16:55:17,2024-04-21 22:03:19,2024-04-21 22:03:19,6.0,13.0,13.0,123.0,,2024-04-03 16:00:26,0.1.3,,,4.0,Low-level Computer Vision library in Rust.,3.0,13,True,3.0,5.0,5.0,,,
112,NeuroFlow,MikhailKravets/NeuroFlow,ml-frameworks,https://github.com/MikhailKravets/NeuroFlow,https://github.com/MikhailKravets/NeuroFlow,,MIT,2017-06-22 18:45:50,2023-08-18 07:34:39,2023-08-18 07:32:27,18.0,1.0,4.0,107.0,203.0,2023-08-18 07:34:40,0.2.0,,,1.0,Awesome deep learning crate.,3.0,13,True,3.0,20.0,20.0,,,
113,kodama,diffeo/kodama,ml-frameworks,https://github.com/diffeo/kodama,https://github.com/diffeo/kodama,,MIT,2017-08-07 00:12:06,2024-01-17 22:32:30,2024-01-17 22:32:29,10.0,,1.0,84.0,50.0,,,,,,Fast hierarchical agglomerative clustering in Rust.,5.0,13,False,3.0,205.0,205.0,,,
114,rustling,snipsco/rustling,nlp,https://github.com/sonos/rustling,https://github.com/sonos/rustling,sonos/rustling,,2017-04-10 08:50:12,2021-07-23 15:25:44,2019-09-11 16:12:55,22.0,1.0,2.0,73.0,193.0,2019-09-11 16:13:12,0.9.1,,,12.0,Rust implementation of Duckling.,8.0,13,False,2.0,18.0,18.0,,['binding'],
115,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,,MIT,2019-08-20 23:26:06,2022-11-16 19:03:18,2022-11-16 19:03:15,4.0,5.0,6.0,60.0,187.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,4.0,13,False,3.0,10.0,10.0,,['binding'],
116,rust-tfrecord,jerry73204/rust-tfrecord,data-loading,https://github.com/jerry73204/rust-tfrecord,https://github.com/jerry73204/rust-tfrecord,,MIT,2019-11-06 17:35:02,2024-04-11 19:02:16,2023-09-09 01:35:25,8.0,,2.0,25.0,236.0,,,,,,A Rust crate that reads and writes tfrecord files.,4.0,13,False,3.0,23.0,23.0,,,
117,voy,tantaraio/voy,apps,https://github.com/tantaraio/voy,https://github.com/tantaraio/voy,,Apache-2.0,2023-01-27 08:48:18,2023-09-20 18:14:53,2023-09-20 18:14:52,27.0,20.0,21.0,710.0,,,,,,,A WASM vector similarity search written in Rust.,2.0,12,True,3.0,75.0,75.0,,,
118,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2023-02-11 06:38:39,2023-02-11 06:38:32,36.0,4.0,33.0,480.0,386.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,15.0,12,False,3.0,,,,,
119,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2023-10-04 15:52:19,2022-07-18 03:30:54,19.0,,11.0,179.0,292.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,4.0,12,False,2.0,,,,,
120,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-project/ungoliant,https://github.com/oscar-project/ungoliant,oscar-project/ungoliant,Apache-2.0,2021-02-15 03:19:32,2023-12-18 16:31:48,2023-11-09 14:19:54,14.0,18.0,25.0,149.0,,2023-02-24 12:20:48,2.0.0,,,6.0,The pipeline for the OSCAR corpus.,7.0,12,True,2.0,7.0,7.0,,,
121,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/sonos/rustling-ontology,https://github.com/sonos/rustling-ontology,sonos/rustling-ontology,,2017-04-24 15:08:48,2022-01-02 15:33:15,2020-10-07 11:29:08,47.0,28.0,26.0,127.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,22.0,12,False,2.0,,,,,
122,bhtsne,frjnn/bhtsne,ml-frameworks,https://github.com/frjnn/bhtsne,https://github.com/frjnn/bhtsne,,MIT,2020-08-21 15:39:47,2022-07-29 19:45:09,2022-07-29 19:45:07,9.0,,6.0,60.0,38.0,,,,,,Parallel Barnes-Hut t-SNE implementation written in Rust.,3.0,12,False,3.0,100.0,100.0,,,
123,rust-cv-convert,jerry73204/rust-cv-convert,image,https://github.com/jerry73204/rust-cv-convert,https://github.com/jerry73204/rust-cv-convert,,MIT,2021-01-12 12:43:12,2024-01-24 23:35:36,2023-10-15 13:56:42,14.0,3.0,7.0,38.0,172.0,,,,,,Type conversion among popular Rust computer vision libraries.,7.0,12,False,3.0,23.0,23.0,,,
124,rstats,liborty/rstats,ml-frameworks,https://github.com/liborty/rstats,https://github.com/liborty/rstats,,Apache-2.0,2020-08-30 04:06:51,2024-04-28 09:04:15,2024-04-28 09:04:03,1.0,,1.0,36.0,569.0,,,,,,"Statistics, Information Measures, Linear Algebra, Cholesky Matrix Decomposition, PCA, Mahalanobis Distance,..",3.0,12,False,3.0,20.0,20.0,,,
125,spm_precompiled,huggingface/spm_precompiled,nlp,https://github.com/huggingface/spm_precompiled,https://github.com/huggingface/spm_precompiled,,Apache-2.0,2020-09-15 19:11:01,2022-05-30 12:07:25,2022-05-30 12:07:22,10.0,,,16.0,12.0,,,,,,Highly specialized crate to parse and use `google/sentencepiece` 's precompiled_charsmap in `tokenizers`.,,12,False,2.0,1039.0,1039.0,,,
126,rust-stop-words,cmccomb/rust-stop-words,nlp,https://github.com/cmccomb/rust-stop-words,https://github.com/cmccomb/rust-stop-words,,MIT,2020-08-22 03:59:58,2023-10-10 20:43:28,2023-10-10 20:43:28,5.0,1.0,1.0,14.0,120.0,2023-10-08 13:56:19,0.8.0,,,9.0,Common stop words in a variety of languages.,2.0,12,False,2.0,61.0,61.0,,,
127,srx,bminixhofer/srx,nlp,https://github.com/bminixhofer/srx,https://github.com/bminixhofer/srx,,Apache-2.0,2021-02-03 11:09:47,2023-07-17 15:21:49,2023-07-17 15:19:23,4.0,1.0,4.0,7.0,18.0,2023-07-17 15:21:49,0.1.4,,,2.0,A mostly compliant Rust implementation of the Segmentation Rules eXchange (SRX) 2.0 standard for text segmentation.,4.0,12,False,2.0,57.0,57.0,,,
128,cv,rust-cv/cv,image,https://github.com/rust-cv/cv,https://github.com/rust-cv/cv,,,2020-04-04 17:46:04,2023-07-20 13:13:00,2023-07-20 12:23:27,62.0,36.0,13.0,758.0,,,,,,,"Rust CV mono-repo. Contains pure-Rust dependencies which attempt to encapsulate the capability of OpenCV, OpenMVG, and..",11.0,11,False,3.0,68.0,68.0,,,
129,kafka-delta-ingest,delta-io/kafka-delta-ingest,data-loading,https://github.com/delta-io/kafka-delta-ingest,https://github.com/delta-io/kafka-delta-ingest,,Apache-2.0,2021-02-05 05:13:20,2024-04-16 01:35:14,2024-04-12 21:19:46,65.0,22.0,36.0,325.0,,,,,,,A highly efficient daemon for streaming data from Kafka into Delta Lake.,12.0,11,True,3.0,,,,,
130,instant-distance,InstantDomain/instant-distance,ml-frameworks,https://github.com/instant-labs/instant-distance,https://github.com/instant-labs/instant-distance,instant-labs/instant-distance,Apache-2.0,2020-12-14 15:15:27,2024-04-02 11:15:44,2024-04-02 11:14:19,22.0,2.0,5.0,282.0,,,,,,,"Fast approximate nearest neighbor searching in Rust, based on HNSW index.",8.0,11,True,3.0,1.0,1.0,,,
131,rust-dataframe,nevi-me/rust-dataframe,data-loading,https://github.com/nevi-me/rust-dataframe,https://github.com/nevi-me/rust-dataframe,,Apache-2.0,2019-01-09 02:52:48,2020-10-26 17:05:17,2020-10-26 17:05:04,21.0,12.0,26.0,280.0,119.0,,,,,,"A Rust DataFrame implementation, built on Apache Arrow.",4.0,11,False,3.0,,,,,
132,ratchet,huggingface/ratchet,ml-frameworks,https://github.com/huggingface/ratchet,https://github.com/huggingface/ratchet,,MIT,2024-01-11 15:00:17,2024-04-29 21:37:27,2024-04-29 21:37:27,12.0,31.0,40.0,264.0,819.0,,,,,,A cross-platform browser ML framework.,6.0,11,True,3.0,1.0,1.0,,,True
133,L2,bilal2vec/L2,ml-frameworks,https://github.com/bilal2vec/L2,https://github.com/bilal2vec/L2,,MIT,2019-06-22 20:37:19,2022-12-25 15:16:55,2022-02-19 15:52:39,17.0,,1.0,186.0,165.0,2019-09-04 00:34:56,1.0,,,1.0,"l2 is a fast, Pytorch-style Tensor+Autograd library written in Rust.",,11,False,3.0,,,,,
134,rustfst,Garvys/rustfst,nlp,https://github.com/Garvys/rustfst,https://github.com/Garvys/rustfst,,,2018-09-13 21:21:45,2024-04-30 16:41:10,2024-04-27 17:58:39,16.0,18.0,25.0,138.0,,2024-04-27 14:40:23,rustfst-v1.0.0,,,24.0,"Rust re-implementation of OpenFST - library for constructing, combining, optimizing, and searching weighted finite-..",17.0,11,False,3.0,18.0,18.0,,,
135,rurel,milanboers/rurel,ml-frameworks,https://github.com/milanboers/rurel,https://github.com/milanboers/rurel,,MPL-2.0,2017-03-05 09:40:12,2024-01-23 15:58:22,2024-01-23 15:58:11,16.0,2.0,8.0,127.0,56.0,,,,,,"Flexible, reusable reinforcement learning (Q learning) implementation in Rust.",8.0,11,True,3.0,15.0,15.0,,,
136,finalfusion-rust,finalfusion/finalfusion-rust,nlp,https://github.com/finalfusion/finalfusion-rust,https://github.com/finalfusion/finalfusion-rust,,,2019-03-19 18:18:31,2023-10-10 10:16:46,2023-10-10 09:46:19,10.0,6.0,37.0,86.0,,2023-10-10 10:18:49,0.18.0,,,11.0,finalfusion embeddings in Rust.,5.0,11,False,3.0,47.0,47.0,,,
137,finalfrontier,finalfusion/finalfrontier,nlp,https://github.com/finalfusion/finalfrontier,https://github.com/finalfusion/finalfrontier,,,2018-06-02 08:47:45,2023-10-20 13:06:26,2023-10-20 13:06:22,4.0,3.0,29.0,85.0,313.0,2020-07-27 09:03:36,0.9.4,57.0,0.0,12.0,Context-sensitive word embeddings with subwords. In Rust.,6.0,11,False,3.0,5.0,5.0,,,
138,rustml,daniel-e/rustml,ml-frameworks,https://github.com/daniel-e/rustml,https://github.com/daniel-e/rustml,,,2015-06-23 13:59:00,2022-06-15 06:08:17,2022-06-15 06:08:14,7.0,2.0,3.0,66.0,333.0,2015-10-07 20:05:27,0.0.5,,,4.0,Machine learning in Rust.,2.0,11,False,3.0,15.0,15.0,,,
139,ffsvm-rust,ralfbiedert/ffsvm-rust,ml-frameworks,https://github.com/ralfbiedert/ffsvm,https://github.com/ralfbiedert/ffsvm,ralfbiedert/ffsvm,MIT,2017-12-10 16:52:20,2023-03-10 15:18:07,2023-03-10 15:18:02,8.0,2.0,7.0,61.0,323.0,,,,,,FFSVM stands for Really Fast Support Vector Machine.,,11,False,3.0,4.0,4.0,,,
140,snips-nlu-ontology,snipsco/snips-nlu-ontology,nlp,https://github.com/snipsco/snips-nlu-ontology,https://github.com/snipsco/snips-nlu-ontology,,,2018-02-14 14:19:29,2020-03-08 14:16:49,2019-09-06 13:58:18,29.0,3.0,7.0,57.0,505.0,2019-09-06 13:58:41,0.67.2,,,35.0,Ontology of Snips NLU.,12.0,11,False,3.0,,,,,
