,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels,new_addition
10,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2024-04-30 08:23:50,2024-04-26 04:03:28,562.0,262.0,697.0,9933.0,,2024-04-12 05:05:18,0.22.0,,,46.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,141.0,23,True,1.0,1438.0,1438.0,2.0,,
11,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/datafusion,https://github.com/apache/datafusion,apache/datafusion,Apache-2.0,2021-04-17 15:40:23,2024-05-01 08:10:44,2024-04-30 22:49:39,905.0,925.0,3295.0,5077.0,6083.0,,,,,,Apache DataFusion SQL Query Engine.,573.0,23,True,2.0,2407.0,2407.0,,,
12,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2024-03-27 20:37:31,2024-03-27 20:37:31,85.0,3.0,62.0,954.0,291.0,,,,,,A fast implementation of Aho-Corasick in Rust.,32.0,23,True,1.0,439745.0,439745.0,,,
13,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2024-03-27 20:35:13,2024-03-27 20:35:07,92.0,1.0,60.0,758.0,233.0,,,,,,Optimized string search routines for Rust.,42.0,23,True,1.0,561654.0,561654.0,,,
14,ChatGPT,lencx/ChatGPT,apps,https://github.com/lencx/ChatGPT,https://github.com/lencx/ChatGPT,,AGPL-3.0,2022-12-07 09:43:02,2024-04-11 04:55:01,2024-03-11 11:13:34,5335.0,598.0,330.0,46979.0,,2023-08-03 13:51:20,1.1.0,4873917.0,286701.0,34.0,"ChatGPT Desktop Application (Mac, Windows and Linux).",32.0,22,True,2.0,,,,,
15,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2024-04-03 09:31:49,2023-12-14 18:12:45,547.0,59.0,202.0,19441.0,718.0,2023-12-14 18:20:01,1.4.8,285.0,4.0,33.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",41.0,22,True,2.0,21.0,21.0,,,
16,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2024-03-30 18:10:17,2024-03-30 18:09:10,222.0,52.0,95.0,3408.0,323.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,43.0,22,True,1.0,428.0,428.0,,,
17,lance,eto-ai/lance,data-loading,https://github.com/lancedb/lance,https://github.com/lancedb/lance,lancedb/lance,Apache-2.0,2022-07-07 22:29:29,2024-05-01 08:06:12,2024-05-01 04:28:12,167.0,293.0,478.0,3271.0,,2024-04-26 21:06:14,0.10.16,,,100.0,Modern columnar data format for ML and LLMs implemented in Rust. Convert from parquet in 2 lines of code for 100x..,51.0,22,True,2.0,1178.0,1178.0,,,
18,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,,MIT,2015-07-15 00:22:17,2023-12-11 09:58:15,2022-04-25 02:35:58,421.0,222.0,688.0,2712.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,189.0,22,False,1.0,308.0,308.0,,,
19,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-10-23 17:42:47,2022-04-16 17:32:31,155.0,55.0,123.0,1102.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,98.0,22,False,1.0,15007.0,15007.0,,,
20,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2024-04-30 01:54:16,2024-04-29 10:44:01,75.0,49.0,84.0,503.0,632.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,34.0,22,True,1.0,16586.0,16586.0,,,
21,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2024-05-01 08:35:37,2024-04-30 18:44:49,3172.0,633.0,2642.0,11194.0,,2024-04-28 07:18:29,0.16.0,3634.0,47.0,18.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",999.0,21,True,1.0,,,,['binding'],
22,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,,Apache-2.0,2022-12-10 14:04:30,2024-04-29 10:15:06,2024-04-29 10:15:05,513.0,25.0,99.0,8583.0,,2024-04-23 16:43:29,0.6.5,48186.0,2834.0,48.0,bloop is a fast code search engine written in Rust.,26.0,21,True,2.0,,,2.0,,
23,burn,burn-rs/burn,ml-frameworks,https://github.com/tracel-ai/burn,https://github.com/tracel-ai/burn,tracel-ai/burn,Apache-2.0,2022-07-18 23:11:45,2024-05-01 01:59:04,2024-04-30 21:36:55,317.0,170.0,355.0,7079.0,,2024-04-26 20:01:22,0.13.1,,,14.0,"Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute..",95.0,21,True,1.0,268.0,268.0,,,
24,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2024-04-18 12:19:27,2024-04-18 12:19:27,153.0,6.0,44.0,6708.0,,2024-03-06 10:49:19,1.4.5,39265.0,713.0,15.0,A command-line tool and Rust library with Python bindings for generating regular expressions from user-provided test..,10.0,21,True,1.0,158.0,158.0,1.0,,
25,rerun,rerun-io/rerun,image,https://github.com/rerun-io/rerun,https://github.com/rerun-io/rerun,,Apache-2.0,2022-04-08 07:30:05,2024-05-01 06:55:21,2024-04-30 21:17:31,234.0,836.0,1604.0,5185.0,,2024-04-11 15:28:09,0.15.1,13541.0,902.0,26.0,"Visualize streams of multimodal data. Fast, easy to use, and simple to integrate. Built in Rust using egui.",47.0,21,True,1.0,42.0,42.0,,,
26,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,,Apache-2.0,2020-04-26 03:48:06,2024-05-01 08:19:16,2024-05-01 01:15:39,344.0,215.0,714.0,1834.0,,2024-04-25 13:48:39,python-v0.17.2,,,64.0,"A native Rust library for Delta Lake, with bindings into Python.",155.0,21,True,2.0,492.0,492.0,,,
27,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2024-04-26 12:30:16,2024-04-26 19:49:59,132.0,22.0,459.0,1794.0,1445.0,,,,,,Rust bindings for OpenCV 3 & 4.,47.0,21,True,1.0,1381.0,1381.0,,['binding'],
28,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2024-02-25 08:05:47,2024-02-25 08:05:47,97.0,81.0,79.0,1327.0,346.0,2022-11-20 18:01:03,0.6.9,10482.0,268.0,35.0,The Declarative Data Generator.,31.0,21,True,2.0,112.0,112.0,-1.0,,
29,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2024-03-16 15:51:08,2024-03-16 15:51:07,55.0,8.0,47.0,952.0,569.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,24.0,21,True,1.0,1494.0,1494.0,,,
30,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2024-03-23 15:25:45,2023-12-01 14:46:14,324.0,81.0,150.0,5914.0,,2023-05-08 19:23:10,0.1.1,1076.0,89.0,1.0,An ecosystem of Rust libraries for working with large language models.,54.0,20,True,1.0,260.0,260.0,,,
31,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2024-04-27 16:52:30,2024-04-27 16:52:30,307.0,128.0,416.0,3855.0,,,,1590.0,63.0,1.0,Rust bindings for the C++ api of PyTorch.,74.0,20,True,1.0,1600.0,1600.0,,['binding'],
32,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2024-01-18 10:45:42,2023-10-06 01:38:53,106.0,25.0,60.0,1712.0,270.0,,,,,,Represent large sets and maps compactly with finite state transducers.,25.0,20,True,2.0,10710.0,10710.0,,,
33,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2024-04-17 19:04:35,2024-04-17 19:04:09,93.0,7.0,114.0,1019.0,,2024-03-31 17:58:48,0.21.0,,,26.0,PyO3-based Rust bindings of the NumPy C-API.,43.0,20,True,1.0,3019.0,3019.0,,,
34,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2024-04-30 20:09:52,2024-04-30 04:41:19,137.0,68.0,131.0,690.0,708.0,,,,,,Image processing operations.,72.0,20,True,2.0,4044.0,4044.0,,,
35,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2024-05-01 09:17:06,2024-05-01 09:14:16,27.0,8.0,21.0,443.0,1581.0,2024-04-16 05:37:00,0.37.2,,,9.0,"Rust numeric library with R, MATLAB & Python syntax.",18.0,20,True,1.0,173.0,173.0,,,
36,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2024-01-24 20:05:36,2023-12-22 12:35:44,33.0,14.0,29.0,387.0,,2023-12-22 12:38:29,0.13.0,,,5.0,Rust library for regular expressions using fancy features like look-around and backreferences.,23.0,20,True,1.0,9619.0,9619.0,,,
37,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,,2020-05-13 19:45:33,2024-05-01 09:01:24,2024-05-01 08:21:11,1592.0,1517.0,5749.0,26297.0,,2024-04-28 16:26:26,py-0.20.23,610.0,46.0,100.0,"Dataframes powered by a multithreaded, vectorized query engine, written in Rust.",399.0,19,False,3.0,4.0,4.0,-2.0,,
38,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,,Apache-2.0,2016-02-17 08:00:23,2024-05-01 09:18:00,2024-05-01 08:12:37,3171.0,4239.0,19674.0,13544.0,,,,,,,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,1234.0,19,True,3.0,7.0,7.0,,,
39,candle,huggingface/candle,ml-frameworks,https://github.com/huggingface/candle,https://github.com/huggingface/candle,,Apache-2.0,2023-06-19 16:06:31,2024-04-30 18:05:25,2024-04-29 12:08:44,722.0,223.0,311.0,13515.0,,,,,,,Minimalist ML framework for Rust.,113.0,19,True,2.0,668.0,668.0,,,
40,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2024-05-01 07:13:34,2024-04-30 16:36:11,273.0,539.0,1556.0,6138.0,,2024-03-29 18:01:54,0.8.1,5004.0,147.0,23.0,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",69.0,19,False,2.0,77.0,77.0,,,
41,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,evcxr/evcxr,,2018-09-25 10:19:22,2024-04-18 07:01:18,2024-04-18 05:11:54,210.0,101.0,145.0,5214.0,,2023-12-17 00:16:37,0.17.0,4131.0,206.0,7.0,,49.0,19,False,2.0,161.0,161.0,,,
42,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2024-04-11 17:21:20,2024-04-11 17:21:18,208.0,12.0,659.0,4609.0,1632.0,2024-04-11 16:16:47,3000.2.4,8479.0,96.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,33.0,19,False,2.0,,,1.0,,
43,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2024-04-27 13:29:09,2024-04-27 13:29:09,196.0,43.0,193.0,2057.0,,2024-04-23 11:20:38,0.21.4,8753.0,194.0,82.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",70.0,19,False,2.0,29.0,29.0,,,
44,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2024-02-27 09:32:37,2023-12-19 07:31:33,43.0,45.0,107.0,377.0,1123.0,,,,,,sparse linear algebra library for rust.,34.0,19,True,2.0,1223.0,1223.0,-1.0,,
45,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2024-04-27 07:07:01,2024-04-26 00:11:46,36.0,11.0,71.0,351.0,,2024-04-13 13:20:53,0.30.0,1249.0,24.0,65.0,A multilingual morphological analysis library.,16.0,19,True,2.0,745.0,745.0,,,
46,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2024-03-27 07:23:54,2024-03-27 04:17:48,28.0,27.0,107.0,267.0,,2023-12-14 01:45:09,0.6.8,171.0,5.0,10.0,Sudachi in Rust and new generation of SudachiPy.,11.0,19,True,2.0,992.0,992.0,,,
47,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,,2020-10-10 06:04:42,2024-05-01 08:04:27,2024-05-01 08:04:27,688.0,639.0,4456.0,7218.0,,2024-04-08 12:15:10,1.2.410,1520.0,506.0,100.0,", & . Modern alternative to Snowflake. Cost-effective and simple for massive-scale analytics. https://databend.com.",219.0,18,False,3.0,,,-1.0,,
48,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,,Apache-2.0,2023-03-31 17:41:56,2024-05-01 05:06:08,2024-05-01 00:02:22,177.0,37.0,72.0,3295.0,553.0,2024-04-25 17:18:31,0.10.0,4.0,0.0,14.0,Distributed stream processing engine in Rust.,17.0,18,True,3.0,,,,,
49,redb,cberner/redb,data-loading,https://github.com/cberner/redb,https://github.com/cberner/redb,,Apache-2.0,2018-09-23 18:30:14,2024-04-28 00:58:54,2024-04-28 00:58:54,123.0,4.0,268.0,2922.0,1106.0,2024-04-20 17:18:04,2.1.0,,,42.0,An embedded key-value database in pure Rust.,20.0,18,True,3.0,,,,,
50,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2024-03-07 15:46:07,2024-02-11 17:29:50,194.0,49.0,157.0,2423.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",41.0,18,True,2.0,560.0,560.0,,,
51,chat-ai-desktop,sonnylazuardi/chat-ai-desktop,apps,https://github.com/sonnylazuardi/chat-ai-desktop,https://github.com/sonnylazuardi/chat-ai-desktop,,MIT,2022-12-04 07:57:40,2023-12-23 19:38:01,2023-03-20 10:17:05,186.0,38.0,18.0,1952.0,76.0,2023-03-20 02:13:27,0.5.0,23310.0,1665.0,3.0,Unofficial ChatGPT desktop app for Mac & Windows menubar using Tauri & Rust.,6.0,18,False,2.0,,,,,
52,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,149.0,33.0,67.0,1244.0,532.0,,,,,,Machine Learning library for Rust.,20.0,18,False,2.0,446.0,446.0,,,
53,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2024-04-17 04:27:13,2024-03-30 06:52:09,72.0,28.0,90.0,889.0,,2024-02-27 15:15:01,argmin-v0.10.0,,,33.0,Numerical optimization in pure Rust.,38.0,18,True,2.0,414.0,414.0,,,
54,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2024-04-08 07:56:26,2024-03-04 13:51:27,72.0,65.0,50.0,649.0,,2023-03-20 14:57:05,0.3.1,,,2.0,A comprehensive library for machine learning and numerical computing. The library provides a set of tools for linear..,28.0,18,True,2.0,199.0,199.0,,,
55,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2023-05-23 00:44:59,2022-02-04 11:05:28,40.0,21.0,30.0,572.0,,2021-04-24 09:12:56,0.6.4,55511.0,1353.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",7.0,18,False,2.0,61.0,61.0,,,
56,Raphtory,Pometry/Raphtory,graph,https://github.com/Pometry/Raphtory,https://github.com/Pometry/Raphtory,,GPL-3.0,2017-05-30 13:15:18,2024-04-30 17:08:43,2024-04-30 16:19:09,53.0,83.0,327.0,281.0,1350.0,2024-04-15 20:04:33,0.8.0,238.0,5.0,31.0,"Blazingly fast, vectorised, parallel, and scalable temporal graph engine for Rust, Python and JavaScript.",28.0,18,True,2.0,8.0,8.0,,,
57,ollama-rs,pepperoni21/ollama-rs,nlp,https://github.com/pepperoni21/ollama-rs,https://github.com/pepperoni21/ollama-rs,,MIT,2023-11-02 16:16:33,2024-04-27 11:18:41,2024-04-27 11:18:41,38.0,2.0,17.0,271.0,137.0,2024-04-17 13:37:06,0.1.9,,,10.0,A Rust library allowing to interact with the Ollama API.,17.0,18,True,2.0,102.0,102.0,,,
58,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,26.0,5.0,27.0,199.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,28.0,18,False,2.0,14.0,14.0,,,
59,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs-sdk,https://github.com/sreeise/graph-rs-sdk,sreeise/graph-rs-sdk,MIT,2018-12-18 13:17:11,2024-04-23 10:18:42,2024-03-22 06:42:31,22.0,26.0,230.0,98.0,814.0,2024-02-03 14:16:13,1.1.4,,,18.0,Microsoft Graph API client writen in Rust.,15.0,18,False,2.0,51.0,51.0,,,
60,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,milesgranger/cramjam,MIT,2020-03-08 07:46:33,2024-04-30 03:56:52,2024-04-30 03:56:52,5.0,5.0,46.0,78.0,124.0,2024-03-21 11:37:50,2.8.3,,,43.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",9.0,18,False,2.0,2934.0,2934.0,,,
61,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2024-04-30 10:00:24,2024-04-30 09:52:39,375.0,325.0,1089.0,3107.0,,2024-03-29 13:46:15,0.27.0,143.0,3.0,31.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba |.,62.0,17,True,3.0,,,,,
62,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,256.0,72.0,96.0,2985.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,37.0,17,False,2.0,5.0,5.0,,,
63,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2023-11-09 11:25:37,2022-07-01 21:05:30,106.0,52.0,21.0,2881.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,11.0,17,False,1.0,100.0,100.0,,,
64,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,77.0,11.0,38.0,1738.0,,2021-03-26 11:26:35,0.8.2,4322.0,75.0,14.0,Example-based texture synthesis written in Rust.,19.0,17,False,2.0,117.0,117.0,,,
65,mistral.rs,EricLBuehler/mistral.rs,ml-frameworks,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,,MIT,2024-02-26 22:30:06,2024-04-30 22:53:35,2024-04-30 19:45:45,110.0,9.0,72.0,1229.0,1760.0,2024-04-30 09:52:58,0.1.2,,,2.0,Blazingly fast LLM inference.,9.0,17,True,2.0,,,,,True
66,RustQuant,avhz/RustQuant,apps,https://github.com/avhz/RustQuant,https://github.com/avhz/RustQuant,,Apache-2.0,2022-08-31 10:03:24,2024-04-29 21:28:05,2024-04-25 21:16:48,94.0,30.0,82.0,863.0,,2024-04-24 20:33:02,0.2.4,,,26.0,Rust library for quantitative finance.,34.0,17,True,3.0,14.0,14.0,,,True
67,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2024-04-29 17:04:51,2024-04-18 12:19:43,33.0,12.0,41.0,821.0,,2023-12-12 20:45:20,1.6.2,,,17.0,"The most accurate natural language detection library for Rust, suitable for short text and mixed-language text.",6.0,17,True,2.0,169.0,169.0,,,
68,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,43.0,5.0,6.0,782.0,136.0,,,,,,A lightweight Datalog engine in Rust.,13.0,17,False,3.0,5623.0,5623.0,,,
