,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,new_addition
15,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2022-07-14 17:19:52,2022-07-14 17:19:37,67.0,6.0,42.0,434.0,181.0,,,,,,Optimized string search routines for Rust.,382662.0,382662.0,34.0,22,True,1,10.0,,
16,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-12-31 11:04:54,2022-09-09 23:13:40,56.0,24.0,81.0,384.0,604.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,14920.0,14920.0,26.0,22,True,1,,,
17,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2023-01-01 05:02:25,2022-12-31 23:18:22,2680.0,410.0,2390.0,8909.0,,2022-10-17 17:44:22,0.10.0,1980.0,31.0,12.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,851.0,21,True,1,,['binding'],
18,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2022-12-07 03:50:11,2022-12-07 03:46:49,144.0,37.0,74.0,2208.0,299.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,198.0,198.0,31.0,21,True,1,,,
19,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-10-23 17:42:47,2022-04-16 17:32:31,150.0,54.0,121.0,997.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,13106.0,13106.0,98.0,21,True,1,,,
20,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2022-11-13 07:52:23,2022-10-20 08:46:54,505.0,58.0,196.0,17356.0,677.0,2022-10-20 08:47:16,1.4.0,,,25.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",,,36.0,20,True,2,,,
21,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2022-12-27 10:13:53,2022-12-27 10:13:52,510.0,215.0,483.0,6189.0,,2022-11-07 08:42:58,0.13.2,,,67.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,54.0,54.0,65.0,20,True,1,-1.0,,
22,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2022-12-29 17:04:16,2022-12-27 10:49:37,143.0,6.0,38.0,5801.0,,2022-10-21 11:37:01,1.4.1,20208.0,518.0,11.0,A command-line tool and Rust library for generating regular expressions from user-provided test cases.,153.0,153.0,9.0,20,True,1,,,
23,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2022-12-24 01:26:13,2022-12-24 01:14:15,192.0,11.0,605.0,4226.0,1454.0,2022-12-24 01:26:13,3000.1.8,15340.0,189.0,100.0,Making Postgres and Elasticsearch work together like it's 2022.,,,31.0,20,False,2,,,
24,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-12-16 12:36:27,2022-12-10 07:07:04,167.0,71.0,106.0,3874.0,,2022-10-29 06:35:14,0.14.1,404.0,101.0,2.0,,149.0,149.0,34.0,20,False,1,,,
25,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2022-10-28 04:51:53,2022-07-14 17:22:01,94.0,19.0,57.0,1509.0,262.0,,,,,,Represent large sets and maps compactly with finite state transducers.,9742.0,9742.0,25.0,20,True,3,,,
26,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-12-31 17:20:16,2022-12-31 17:19:14,72.0,3.0,103.0,757.0,,2022-09-16 18:00:36,0.17.2,,,22.0,PyO3-based Rust bindings of the NumPy C-API.,2289.0,2289.0,36.0,20,True,1,,,
27,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-12-27 12:07:17,2022-12-27 12:06:48,155.0,20.0,320.0,3538.0,1070.0,2022-12-27 14:35:27,0.11.6,,,36.0,Qdrant - Vector Search Engine and Database for the next generation of AI applications. Also available in the cloud..,,,28.0,19,True,2,,,
28,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2023-01-01 08:19:50,2022-12-22 08:51:43,107.0,20.0,109.0,1322.0,1053.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",206.0,206.0,22.0,19,True,1,,,
29,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-12-30 03:11:22,2022-11-20 08:35:31,104.0,25.0,316.0,1173.0,1094.0,,,,,,Rust bindings for OpenCV 3 & 4.,807.0,807.0,34.0,19,True,2,,['binding'],
30,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-12-24 22:55:27,2022-12-21 12:18:49,84.0,22.0,153.0,435.0,,2022-12-21 10:20:24,0.37.5,,,78.0,Search engine library for Meilisearch.,489.0,489.0,39.0,19,True,2,,,
31,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2023-01-01 09:03:24,2023-01-01 09:03:24,508.0,563.0,3026.0,4964.0,,,,1160.0,386.0,100.0,A powerful cloud data warehouse. Built for elasticity and efficiency. Open source alternative to Snowflake. Also..,,,165.0,18,True,3,,,
32,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-12-30 14:17:04,2022-12-30 14:17:02,144.0,214.0,906.0,2857.0,,2022-12-03 00:39:25,0.4.0,1672.0,92.0,6.0,Cloud-native search engine for log management & analytics.,61.0,61.0,36.0,18,False,3,,,
33,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2022-12-19 18:56:40,2022-07-01 21:05:30,76.0,38.0,18.0,2084.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,81.0,81.0,11.0,18,True,1,,,
34,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2022-12-25 09:08:10,2022-12-25 09:06:07,52.0,13.0,63.0,546.0,,2022-09-09 10:10:24,argmin-math-v0.2.1,,,22.0,Mathematical optimization in pure Rust.,204.0,204.0,24.0,18,True,1,,,
35,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-10-05 08:27:43,2022-07-02 08:26:54,112.0,64.0,109.0,508.0,670.0,,,,,,Image processing operations.,2680.0,2680.0,61.0,18,True,2,,,
36,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-09-30 13:22:50,2022-09-30 13:22:46,25.0,8.0,22.0,301.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,6575.0,6575.0,18.0,18,True,2,,,
37,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-12-30 14:17:19,2022-12-30 14:17:15,30.0,8.0,61.0,240.0,,2022-12-27 13:25:41,0.19.4,265.0,7.0,48.0,A morphological analysis library.,676.0,676.0,13.0,18,True,2,,,
38,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,23.0,5.0,27.0,196.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,True,1,,,
39,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-11-23 10:51:28,2022-11-21 06:12:02,15.0,23.0,191.0,55.0,745.0,2022-08-23 04:45:09,0.3.0,,,9.0,Microsoft Graph API client writen in Rust.,614.0,614.0,8.0,18,False,2,,,
40,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,249.0,72.0,96.0,2870.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,4.0,4.0,36.0,17,False,2,,,
41,weggli,googleprojectzero/weggli,apps,https://github.com/weggli-rs/weggli,https://github.com/weggli-rs/weggli,weggli-rs/weggli,Apache-2.0,2021-09-30 16:06:12,2022-12-06 13:49:54,2022-12-06 13:49:53,104.0,24.0,27.0,1993.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,83.0,83.0,9.0,17,True,3,,,
42,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2022-12-19 14:14:59,2022-10-11 12:50:46,68.0,6.0,40.0,1755.0,,2022-08-03 06:37:23,0.9.0,6.0,0.0,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,17,True,3,,,
43,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2022-08-26 19:06:48,2022-08-26 19:06:48,69.0,11.0,38.0,1666.0,,2021-03-26 11:26:35,0.8.2,3276.0,79.0,14.0,Example-based texture synthesis written in Rust.,102.0,102.0,18.0,17,True,2,,,
44,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-12-31 16:49:21,2022-12-30 17:12:56,138.0,14.0,124.0,1479.0,,2022-12-19 09:39:57,0.19.0-alpha.19,4175.0,143.0,53.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",22.0,22.0,49.0,17,False,2,,,
45,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,145.0,33.0,67.0,1211.0,532.0,,,,,,Machine Learning library for Rust.,412.0,412.0,20.0,17,False,2,,,
46,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,37.0,4.0,6.0,692.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5520.0,5520.0,13.0,17,True,3,,,
47,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2022-07-06 20:57:31,2022-02-04 11:05:28,38.0,19.0,29.0,495.0,,2021-04-24 09:12:56,0.6.4,26404.0,1056.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",45.0,45.0,7.0,17,True,2,,,
48,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2022-11-22 01:47:37,2022-11-10 14:09:55,52.0,60.0,45.0,427.0,,2022-11-08 16:38:05,0.3.0,,,1.0,A comprehensive library for machine learning and numerical computing. The library provides a set of tools for linear..,86.0,86.0,24.0,17,True,2,,,
49,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2022-11-04 01:21:10,2022-11-04 01:19:49,22.0,11.0,17.0,351.0,1322.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",85.0,85.0,11.0,17,True,2,,,
50,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-11-01 07:30:11,2022-11-01 07:27:25,21.0,28.0,97.0,175.0,,2022-07-25 05:50:58,0.6.6,96.0,6.0,8.0,Sudachi in Rust and new generation of SudachiPy.,440.0,440.0,7.0,17,True,2,,,
51,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-12-28 05:49:56,2022-12-28 02:13:40,354.0,51.0,117.0,4110.0,836.0,,,,,,Rust language bindings for TensorFlow.,,,46.0,16,True,2,,['binding'],
52,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-12-30 04:33:30,2022-12-30 04:27:45,247.0,195.0,771.0,2183.0,,2022-12-02 02:28:16,0.18.0,34.0,1.0,22.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,,,47.0,16,True,3,,,
53,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,193.0,32.0,31.0,2117.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,4.0,4.0,22.0,16,False,1,,,
54,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-12-24 15:48:36,2022-12-06 07:58:33,74.0,29.0,53.0,982.0,1429.0,,,,,,The Hacker's Machine Learning Engine.,55.0,55.0,46.0,16,False,2,,,
55,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-11-05 00:46:53,2022-11-05 00:46:52,29.0,29.0,39.0,679.0,510.0,2022-10-05 16:57:07,0.9.0-master,,,18.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",,,5.0,16,True,3,,,
56,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,49.0,10.0,5.0,547.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,113.0,113.0,9.0,16,False,2,,,
57,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,27.0,4.0,17.0,323.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,214.0,214.0,7.0,16,False,3,,,
58,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2022-12-28 18:15:11,2022-09-15 18:12:30,35.0,42.0,101.0,312.0,1085.0,,,,,,sparse linear algebra library for rust.,11.0,11.0,27.0,16,True,2,,,
59,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2022-06-29 10:07:08,2021-05-19 16:09:39,24.0,7.0,9.0,283.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,15.0,15.0,6.0,16,False,2,,,
60,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2022-12-22 02:16:00,2021-11-09 12:03:42,13.0,7.0,23.0,177.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,34.0,34.0,12.0,16,False,3,,,
61,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,Apache-2.0,2020-08-04 03:04:15,2022-12-29 18:09:28,2022-07-19 00:34:22,59.0,29.0,19.0,173.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,48.0,48.0,9.0,16,True,2,,['binding'],
62,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2022-12-21 16:49:35,2022-10-19 18:18:36,15.0,1.0,6.0,165.0,428.0,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",289.0,289.0,5.0,16,True,2,,,
63,kdtree-rs,mrhooray/kdtree-rs,ml-frameworks,https://github.com/mrhooray/kdtree-rs,https://github.com/mrhooray/kdtree-rs,,Apache-2.0,2015-07-29 05:20:17,2022-12-17 01:03:34,2022-12-17 01:03:34,33.0,,18.0,151.0,94.0,,,,,,K-dimensional tree in Rust for fast geospatial indexing and lookup.,416.0,416.0,15.0,16,True,2,,,
64,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2022-12-31 16:42:05,2022-12-31 16:42:05,186.0,111.0,275.0,2262.0,,,,366.0,40.0,1.0,Rust bindings for the C++ api of PyTorch.,,,55.0,15,True,2,,['binding'],
65,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-12-12 12:32:32,2018-12-16 16:29:10,50.0,11.0,21.0,705.0,738.0,2018-09-05 14:54:26,0.4.0,827.0,14.0,10.0,Framework for large distributed pipelines.,,,10.0,15,False,2,,,
66,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-12-30 16:05:23,2022-12-27 16:56:31,20.0,8.0,20.0,567.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",52.0,52.0,6.0,15,True,2,,,
67,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2022-12-26 20:39:00,2020-01-28 16:19:54,55.0,5.0,15.0,327.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,,,22.0,15,False,2,,,
68,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2020-10-17 18:22:37,2020-02-13 07:12:11,28.0,2.0,7.0,211.0,97.0,,,,,,Natural Language Processing for Rust.,309.0,309.0,14.0,15,False,2,,,
69,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,Unlicense,2016-04-25 11:22:18,2022-05-25 08:01:31,2022-05-25 08:01:31,40.0,2.0,30.0,163.0,132.0,2020-04-20 04:05:53,2.0.1,331.0,5.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,28.0,28.0,4.0,15,True,2,,,
70,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2022-12-14 21:23:24,2022-12-14 21:23:24,15.0,4.0,23.0,81.0,263.0,2022-03-28 17:06:25,0.11.0,,,10.0,Rust language bindings for Faiss.,10.0,10.0,7.0,15,False,2,,['binding'],
