,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,new_addition
0,vector,timberio/vector,data-loading,https://github.com/vectordotdev/vector,https://github.com/vectordotdev/vector,vectordotdev/vector,MPL-2.0,2018-08-27 16:57:34,2023-03-31 22:51:57,2023-03-31 18:02:54,1007.0,1494.0,5070.0,13096.0,9519.0,2023-03-06 15:25:27,0.28.1,413730.0,9194.0,58.0,A high-performance observability data pipeline.,1011.0,1011.0,317.0,32,True,1.0,,,
1,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2023-04-01 08:26:14,2023-04-01 06:40:11,796.0,582.0,2779.0,15860.0,5876.0,2023-03-31 16:41:24,py-0.16.17,,,55.0,"Fast multi-threaded, hybrid-out-of-core DataFrame library in Rust | Python | Node.js.",1316.0,1316.0,199.0,26,True,1.0,,,
2,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,Apache-2.0,2014-10-02 15:38:05,2023-03-16 04:41:08,2023-03-14 21:43:32,399.0,139.0,344.0,8388.0,1993.0,,,,,,Rayon: A data parallelism library for Rust.,173646.0,173646.0,136.0,26,True,1.0,,,
3,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2023-03-16 02:32:10,2023-03-07 09:13:14,376.0,248.0,358.0,3136.0,2635.0,,,,,,Linear algebra library for Rust.,32007.0,32007.0,191.0,25,True,1.0,,,
4,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,Apache-2.0,2014-12-22 08:15:12,2023-03-29 19:58:40,2023-03-03 13:16:51,238.0,113.0,136.0,2082.0,1267.0,,,,,,Graph data structure library for Rust.,83255.0,83255.0,97.0,25,True,1.0,,,
5,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2023-04-01 08:04:33,2023-03-31 18:10:45,383.0,258.0,1444.0,1498.0,4783.0,,,,,,Official Rust implementation of Apache Arrow.,5649.0,5649.0,396.0,24,True,2.0,,,
6,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,,MIT,2018-04-23 11:45:28,2023-03-31 07:20:25,2023-03-29 13:40:25,1232.0,116.0,1326.0,35237.0,,2023-02-23 15:48:18,1.0.2,82873.0,3069.0,100.0,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",,,152.0,23,True,1.0,,,
7,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,Unlicense,2014-03-22 06:58:51,2023-03-24 18:15:53,2023-03-13 13:26:29,189.0,46.0,148.0,1386.0,448.0,,,,,,"A CSV parser for Rust, with Serde support.",67861.0,67861.0,51.0,23,True,2.0,,,
8,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2023-02-13 14:17:44,2022-07-14 17:19:37,69.0,9.0,42.0,477.0,181.0,,,,,,Optimized string search routines for Rust.,409047.0,409047.0,34.0,23,True,1.0,,,
9,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2023-03-31 08:03:39,2023-03-31 08:03:38,458.0,224.0,604.0,7905.0,,2023-02-10 04:26:52,0.19.2,,,42.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,1125.0,1125.0,123.0,22,True,1.0,,,
10,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,,MIT,2015-07-15 00:22:17,2022-12-20 23:02:57,2022-04-25 02:35:58,408.0,219.0,685.0,2622.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,297.0,297.0,189.0,22,True,1.0,,,
11,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2023-03-29 04:06:41,2023-03-29 04:04:36,162.0,37.0,84.0,2480.0,305.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,265.0,265.0,34.0,22,True,1.0,,,
12,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2023-03-11 20:53:30,2023-03-11 20:53:30,79.0,69.0,76.0,1096.0,339.0,2022-11-20 18:01:03,0.6.9,5818.0,223.0,35.0,The Declarative Data Generator.,106.0,106.0,29.0,22,True,2.0,,,
13,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2023-03-28 11:38:55,2023-03-28 11:38:41,74.0,2.0,51.0,727.0,235.0,,,,,,A fast implementation of Aho-Corasick in Rust.,324399.0,324399.0,29.0,22,True,1.0,,,
14,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2023-03-28 09:11:52,2022-09-09 23:13:40,59.0,31.0,81.0,415.0,604.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,15434.0,15434.0,26.0,22,True,1.0,,,
15,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2023-04-01 09:07:00,2023-04-01 01:45:50,2804.0,430.0,2455.0,9249.0,,2023-03-09 19:47:03,0.11.1,2201.0,34.0,13.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,879.0,21,True,1.0,['binding'],,
16,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2023-03-12 23:44:34,2023-03-12 23:42:48,96.0,20.0,58.0,1549.0,268.0,,,,,,Represent large sets and maps compactly with finite state transducers.,9831.0,9831.0,25.0,21,True,2.0,,,
17,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2023-03-25 16:52:39,2023-03-25 16:50:31,114.0,24.0,349.0,1333.0,1165.0,,,,,,Rust bindings for OpenCV 3 & 4.,920.0,920.0,37.0,21,True,1.0,['binding'],,
18,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-10-23 17:42:47,2022-04-16 17:32:31,150.0,55.0,121.0,1027.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,13464.0,13464.0,98.0,21,True,1.0,,,
19,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,,Apache-2.0,2016-02-17 08:00:23,2023-04-01 08:35:53,2023-03-31 22:20:54,2671.0,3197.0,17029.0,11416.0,,,,,,,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,99.0,99.0,1036.0,20,True,3.0,,,
20,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2023-03-24 09:14:51,2023-03-24 09:14:49,548.0,229.0,505.0,6657.0,,2022-11-07 08:42:58,0.13.2,,,67.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,56.0,56.0,67.0,20,True,1.0,,,
21,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2023-04-01 08:38:12,2023-04-01 08:27:11,561.0,619.0,3355.0,5684.0,,2023-03-28 23:31:19,1.0.38-nightly,2697.0,899.0,100.0,A modern cloud data warehouse focusing on reducing cost and complexity for your massive-scale analytics needs. Open..,,,179.0,20,True,3.0,,2.0,
22,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2023-04-01 08:53:41,2023-03-30 19:58:09,245.0,43.0,374.0,5376.0,1242.0,2023-03-17 19:58:47,1.1.0,,,42.0,Qdrant - Vector Search Engine and Database for the next generation of AI applications. Also available in the cloud..,,,36.0,20,True,2.0,,,
23,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2023-03-30 17:26:10,2023-03-30 17:24:07,195.0,11.0,622.0,4309.0,1517.0,2023-03-30 17:26:10,3000.1.12,15064.0,181.0,100.0,Making Postgres and Elasticsearch work together like it's 2022.,,,31.0,20,False,2.0,,,
24,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2023-04-01 09:05:34,2023-03-31 19:23:02,566.0,663.0,1898.0,3429.0,,,,,,,Apache Arrow DataFusion SQL Query Engine.,2037.0,2037.0,408.0,20,True,3.0,,,
25,tiktoken,openai/tiktoken,nlp,https://github.com/openai/tiktoken,https://github.com/openai/tiktoken,,MIT,2022-12-01 23:22:11,2023-03-30 17:18:35,2023-03-28 20:45:26,158.0,17.0,51.0,3253.0,,2023-03-28 23:39:02,0.3.3,,,3.0,tiktoken is a fast BPE tokeniser for use with OpenAI's models.,2430.0,2430.0,8.0,20,True,1.0,,5.0,
26,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-12-10 11:48:25,2022-12-10 11:48:25,57.0,7.0,45.0,832.0,557.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1356.0,1356.0,23.0,20,True,1.0,,-1.0,
27,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2023-03-30 07:58:01,2023-03-30 07:55:04,78.0,3.0,103.0,819.0,,2023-01-18 16:54:09,0.18.0,,,23.0,PyO3-based Rust bindings of the NumPy C-API.,2400.0,2400.0,38.0,20,True,1.0,,,
28,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2023-03-10 20:37:20,2023-01-08 19:14:11,514.0,59.0,197.0,17999.0,678.0,2022-10-20 08:47:16,1.4.0,,,25.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",,,36.0,19,True,2.0,,-1.0,
29,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2023-03-27 18:02:49,2023-01-03 06:57:11,144.0,7.0,39.0,5979.0,,2022-10-21 11:37:01,1.4.1,23776.0,566.0,11.0,A command-line tool and Rust library for generating regular expressions from user-provided test cases.,154.0,154.0,9.0,19,True,1.0,,-1.0,
30,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,evcxr/evcxr,,2018-09-25 10:19:22,2023-03-25 09:42:27,2023-03-25 09:39:03,180.0,76.0,115.0,4320.0,,2023-01-02 08:34:18,0.14.2,1381.0,197.0,3.0,,151.0,151.0,38.0,19,False,1.0,,,
31,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2023-04-01 01:31:19,2023-04-01 01:28:43,162.0,311.0,1040.0,3180.0,,2023-03-17 10:37:36,0.5.0,1989.0,94.0,7.0,Sub-second search & analytics engine on cloud storage.,62.0,62.0,42.0,19,False,2.0,,,
32,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2023-04-01 08:55:48,2023-04-01 08:26:19,125.0,22.0,121.0,1614.0,1067.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",304.0,304.0,28.0,19,True,1.0,,,
33,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2023-02-26 17:00:03,2023-02-22 03:35:57,118.0,65.0,109.0,547.0,671.0,,,,,,Image processing operations.,2840.0,2840.0,62.0,19,True,2.0,,,
34,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2023-03-01 23:04:48,2023-02-22 12:37:25,87.0,,159.0,463.0,,2023-02-22 15:13:18,0.41.3,,,86.0,Search engine library for Meilisearch.,503.0,503.0,40.0,19,True,2.0,,,
35,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2023-03-30 01:11:09,2022-07-01 21:05:30,81.0,43.0,18.0,2262.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,82.0,82.0,11.0,18,True,1.0,,,
36,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2023-03-31 16:37:12,2023-03-31 08:02:30,145.0,16.0,136.0,1617.0,,2023-03-27 13:40:42,0.19.8,4850.0,151.0,58.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",22.0,22.0,53.0,18,False,1.0,,,
37,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2023-03-31 16:25:10,2023-03-19 20:49:02,54.0,14.0,69.0,624.0,,2023-02-20 20:18:55,argmin-v0.8.1,,,25.0,Mathematical optimization in pure Rust.,227.0,227.0,28.0,18,True,1.0,,,
38,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2023-03-24 03:10:15,2023-03-23 23:15:54,56.0,61.0,45.0,486.0,,2023-03-20 14:57:05,0.3.1,,,2.0,A comprehensive library for machine learning and numerical computing. The library provides a set of tools for linear..,114.0,114.0,25.0,18,True,1.0,,,
39,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2023-01-20 03:25:59,2023-01-20 03:25:54,27.0,7.0,24.0,319.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,6966.0,6966.0,18.0,18,True,2.0,,-1.0,
40,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2023-02-23 12:51:52,2023-02-23 12:50:44,31.0,8.0,63.0,271.0,,2023-02-23 13:05:52,0.23.0,503.0,13.0,55.0,A morphological analysis library.,701.0,701.0,13.0,18,True,2.0,,,
41,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,23.0,5.0,27.0,193.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,True,1.0,,,
42,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2023-02-15 07:38:03,2023-02-15 07:30:32,22.0,27.0,100.0,187.0,,2023-02-15 07:32:48,0.6.7,119.0,6.0,9.0,Sudachi in Rust and new generation of SudachiPy.,528.0,528.0,7.0,18,True,2.0,,,
43,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2023-03-31 07:05:33,2023-03-19 05:05:49,16.0,28.0,192.0,66.0,767.0,2023-03-19 05:14:30,0.3.1,,,10.0,Microsoft Graph API client writen in Rust.,624.0,624.0,10.0,18,False,2.0,,,
44,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,255.0,72.0,96.0,2914.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,4.0,4.0,36.0,17,False,2.0,,,
45,rerun,rerun-io/rerun,image,https://github.com/rerun-io/rerun,https://github.com/rerun-io/rerun,,Apache-2.0,2022-04-08 07:30:05,2023-04-01 09:07:26,2023-04-01 08:57:19,66.0,231.0,341.0,1763.0,,2023-03-28 13:56:14,0.4.0,133.0,66.0,5.0,"Log images, point clouds, etc, and visualize them effortlessly. Built in Rust using egui.",7.0,7.0,14.0,17,True,2.0,,,
46,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,74.0,11.0,38.0,1692.0,,2021-03-26 11:26:35,0.8.2,3437.0,78.0,14.0,Example-based texture synthesis written in Rust.,111.0,111.0,19.0,17,True,2.0,,-1.0,
47,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,147.0,33.0,67.0,1225.0,532.0,,,,,,Machine Learning library for Rust.,422.0,422.0,20.0,17,False,2.0,,,
48,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,37.0,4.0,6.0,712.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5544.0,5544.0,13.0,17,False,3.0,,,
49,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2022-07-06 20:57:31,2022-02-04 11:05:28,38.0,20.0,29.0,517.0,,2021-04-24 09:12:56,0.6.4,28026.0,1000.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",48.0,48.0,7.0,17,False,2.0,,,
50,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2023-03-14 06:38:47,2023-03-14 06:12:16,25.0,11.0,18.0,370.0,1339.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",100.0,100.0,11.0,17,True,2.0,,,
51,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2023-02-13 14:53:00,2021-05-19 16:09:39,24.0,7.0,9.0,290.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,16.0,16.0,6.0,17,False,2.0,,,
52,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2023-03-28 03:55:31,2023-02-14 05:11:28,367.0,51.0,121.0,4323.0,853.0,,,,,,Rust language bindings for TensorFlow.,,,46.0,16,True,2.0,['binding'],,
53,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2023-04-01 09:12:27,2023-04-01 09:04:13,261.0,195.0,829.0,2334.0,,2023-03-16 07:07:44,0.20.0,53.0,1.0,24.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,,,51.0,16,True,3.0,,,
54,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,195.0,32.0,31.0,2148.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,5.0,5.0,22.0,16,False,1.0,,,
55,weggli,googleprojectzero/weggli,apps,https://github.com/weggli-rs/weggli,https://github.com/weggli-rs/weggli,weggli-rs/weggli,Apache-2.0,2021-09-30 16:06:12,2022-12-06 13:49:54,2022-12-06 13:49:53,110.0,26.0,27.0,2050.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,83.0,83.0,9.0,16,True,3.0,,,
56,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2023-03-06 15:17:06,2022-10-11 12:50:46,65.0,6.0,40.0,1785.0,,2022-08-03 06:37:23,0.9.0,7.0,0.0,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,16,True,3.0,,,
57,lance,eto-ai/lance,data-loading,https://github.com/eto-ai/lance,https://github.com/eto-ai/lance,,Apache-2.0,2022-07-07 22:29:29,2023-04-01 05:05:39,2023-03-30 22:39:17,48.0,55.0,183.0,1365.0,,2023-03-30 22:22:42,0.4.0,,,38.0,Modern columnar data format for ML implemented in Rust. Convert from parquet in 2 lines of code for 100x faster random..,5.0,5.0,15.0,16,True,3.0,,,
58,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2023-03-25 05:50:42,2023-03-25 05:50:40,75.0,31.0,54.0,1018.0,1434.0,,,,,,The Hacker's Machine Learning Engine.,57.0,57.0,47.0,16,False,2.0,,,
59,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2023-03-29 17:03:51,2023-03-06 19:46:03,22.0,6.0,24.0,607.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",64.0,64.0,6.0,16,True,2.0,,,
60,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,50.0,10.0,5.0,565.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,116.0,116.0,9.0,16,False,2.0,,,
61,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,28.0,4.0,17.0,335.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,219.0,219.0,7.0,16,False,3.0,,,
62,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2023-02-11 03:58:48,2020-02-13 07:12:11,29.0,2.0,7.0,215.0,97.0,,,,,,Natural Language Processing for Rust.,310.0,310.0,14.0,16,False,2.0,,,
63,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2023-03-25 08:34:29,2023-03-25 08:34:23,16.0,1.0,6.0,186.0,433.0,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",330.0,330.0,5.0,16,True,2.0,,,
64,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,Unlicense,2016-04-25 11:22:18,2023-01-21 10:38:59,2023-01-21 10:35:45,42.0,3.0,33.0,170.0,134.0,2023-01-21 10:38:59,2.0.2,358.0,6.0,14.0,Dynamically get the suggested clusters in the data for unsupervised learning.,30.0,30.0,5.0,16,True,2.0,,,
65,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2023-02-28 13:44:37,2023-02-28 13:44:36,15.0,4.0,23.0,106.0,269.0,2023-01-29 13:38:38,0.12.0,,,11.0,Rust language bindings for Faiss.,12.0,12.0,7.0,16,True,2.0,['binding'],,
66,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2023-03-30 15:09:12,2023-01-11 05:28:35,2.0,4.0,26.0,52.0,76.0,2022-11-27 12:14:58,2.6.2.post1,,,31.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,1034.0,1034.0,4.0,16,False,2.0,,,
67,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2023-04-01 06:26:20,2023-03-31 12:01:31,207.0,134.0,293.0,2605.0,,,,644.0,53.0,1.0,Rust bindings for the C++ api of PyTorch.,,,60.0,15,True,2.0,['binding'],,
68,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2023-03-04 01:27:07,2018-12-16 16:29:10,50.0,11.0,21.0,715.0,738.0,2018-09-05 14:54:26,0.4.0,838.0,13.0,10.0,Framework for large distributed pipelines.,,,10.0,15,False,2.0,,,
69,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2023-01-24 18:57:10,2023-01-24 18:57:10,35.0,43.0,102.0,325.0,1096.0,,,,,,sparse linear algebra library for rust.,12.0,12.0,29.0,15,True,2.0,,,
70,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,Apache-2.0,2020-08-04 03:04:15,2023-01-09 21:05:10,2022-07-19 00:34:22,62.0,30.0,20.0,208.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,96.0,96.0,9.0,15,True,2.0,['binding'],,
