,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,labels,trending
10,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2022-04-22 18:17:25,2022-04-18 08:45:38,324.0,211.0,335.0,2622.0,2264.0,,,,,,Linear algebra library for Rust.,170.0,18,True,1,,,,
11,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2022-04-25 12:03:29,2022-04-25 11:13:43,315.0,409.0,737.0,1912.0,3812.0,,,,,,Apache Arrow DataFusion and Ballista query engines.,299.0,18,True,2,,,,
12,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-04-25 12:30:10,2022-04-25 09:14:01,78.0,29.0,125.0,1326.0,517.0,2022-04-13 08:43:53,0.7.0,,,14.0,Qdrant - vector similarity search engine with extended filtering support.,23.0,18,True,2,,,,2.0
13,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2022-04-25 12:35:59,2022-04-25 12:32:35,372.0,337.0,1617.0,3764.0,,,,820.0,273.0,100.0,"A modern Elasticity and Performance cloud data warehouse, activate your object storage for real-time analytics.",121.0,17,True,2,,,,
14,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2021-03-01 08:58:21,2020-04-04 20:50:54,245.0,69.0,95.0,2755.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,36.0,17,False,1,4.0,4.0,,
15,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2022-04-25 11:18:21,2022-04-25 11:18:21,202.0,300.0,462.0,844.0,3515.0,,,,,,Official Rust implementation of Apache Arrow.,300.0,17,True,2,,,,
16,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-04-25 06:03:16,2022-04-21 12:50:08,22.0,5.0,27.0,177.0,2696.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,28.0,17,True,1,,,,
17,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2022-04-22 08:11:51,2022-04-22 01:02:24,357.0,146.0,482.0,6201.0,,2022-03-09 01:02:29,0.17,,,37.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,103.0,16,True,2,,,,-1.0
18,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2022-04-21 17:44:53,2022-04-12 19:55:03,132.0,4.0,36.0,5258.0,,2021-09-15 11:49:24,1.3.0,10088.0,336.0,9.0,A command-line tool and library for generating regular expressions from user-provided test cases.,8.0,16,True,1,,,,-1.0
19,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-04-25 05:02:24,2022-04-20 02:44:45,304.0,42.0,112.0,3596.0,787.0,,,,,,Rust language bindings for TensorFlow.,42.0,16,True,1,,,['binding'],
20,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,179.0,32.0,31.0,2036.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,22.0,16,True,1,,,,
21,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-04-25 08:25:36,2022-04-25 06:16:24,166.0,83.0,480.0,1502.0,,2022-04-02 04:47:21,0.12.0,31.0,1.0,16.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,28.0,16,True,1,,,,
22,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-04-25 12:25:17,2022-04-22 15:21:30,123.0,8.0,90.0,1257.0,,2022-04-14 07:06:39,0.16.4,3388.0,169.0,31.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",36.0,16,False,1,,,,
23,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-02-02 17:17:13,2022-01-28 10:32:17,48.0,23.0,79.0,329.0,599.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,24.0,16,True,1,,,,
24,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-03-01 08:03:06,2022-03-01 08:03:06,16.0,21.0,95.0,145.0,,2022-02-10 05:22:02,0.6.3,80.0,13.0,5.0,An official Sudachi clone in Rust.,6.0,16,True,1,313.0,313.0,,-1.0
25,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,,2014-10-02 15:38:05,2022-04-24 09:13:25,2022-04-14 00:37:18,331.0,142.0,292.0,6507.0,1811.0,,,,,,Rayon: A data parallelism library for Rust.,121.0,15,False,3,,,,
26,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,,2014-12-22 08:15:12,2022-04-20 01:09:28,2021-08-31 14:29:45,210.0,96.0,124.0,1673.0,1244.0,,,,,,Graph data structure library for Rust.,84.0,15,False,2,,,,
27,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-04-12 15:22:42,2022-04-12 15:22:42,78.0,20.0,19.0,1640.0,,2021-11-11 18:11:02,0.2.3,,,2.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,7.0,15,True,3,,,,2.0
28,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,,2018-04-05 07:03:30,2022-04-23 19:05:35,2022-03-31 02:49:47,115.0,29.0,51.0,1639.0,263.0,2022-03-01 04:01:59,0.5.1,,,7.0,A Rust machine learning framework.,20.0,15,False,2,,,,
29,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2021-02-22 14:54:54,2021-02-22 14:53:53,60.0,12.0,28.0,1588.0,222.0,2021-02-22 14:55:12,0.8.7,,,17.0,A full-text search and indexing server written in Rust.,12.0,15,False,3,,,,
30,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-04-16 17:32:31,2022-04-16 17:32:31,148.0,54.0,119.0,929.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,98.0,15,True,1,,,,
31,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-04-24 17:37:12,2022-04-24 16:05:07,45.0,7.0,39.0,714.0,525.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,18.0,15,True,1,,,,
32,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-04-13 00:10:29,2018-12-16 16:29:10,49.0,11.0,21.0,686.0,738.0,2018-09-05 14:54:26,0.4.0,809.0,16.0,10.0,Framework for large distributed pipelines.,10.0,15,False,2,,,,
33,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-04-25 10:20:43,2022-04-21 19:25:46,67.0,4.0,92.0,624.0,,2022-03-18 08:24:11,0.16.2,,,19.0,PyO3-based Rust bindings of the NumPy C-API.,34.0,15,True,2,,,,
34,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-04-08 15:24:56,2022-03-01 19:32:34,15.0,20.0,32.0,392.0,502.0,2022-01-18 09:34:00,0.8.1,,,16.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",3.0,15,True,3,,,,2.0
35,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-04-25 04:14:57,2021-11-25 23:06:23,106.0,14.0,105.0,3504.0,440.0,,,,,,A full-text search engine in rust.,17.0,14,True,3,,,,
36,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,145.0,,251.0,2290.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",37.0,14,True,2,,,,
37,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,,2021-10-17 23:37:05,2022-04-10 19:16:07,2022-04-10 19:16:04,58.0,25.0,13.0,1623.0,194.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,9.0,14,False,1,,,,
38,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-04-25 07:10:13,2022-04-22 12:49:01,72.0,127.0,471.0,1530.0,,2022-02-28 18:39:25,0.2.1,681.0,75.0,3.0,Open-source & cloud-native log management & analytics.,20.0,14,False,3,,,,
39,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,,2014-03-22 06:58:51,2022-02-25 17:05:57,2021-12-16 12:50:09,150.0,42.0,136.0,1173.0,432.0,,,,,,"A CSV parser for Rust, with Serde support.",49.0,14,False,3,,,,
40,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-03-30 17:17:14,2022-03-25 13:31:07,80.0,30.0,250.0,922.0,1001.0,,,,,,Rust bindings for OpenCV 3 & 4.,31.0,14,True,2,,,['binding'],
41,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-04-10 13:14:08,2022-04-10 13:14:03,99.0,56.0,105.0,445.0,667.0,,,,,,Image processing operations.,58.0,14,True,2,,,,
42,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,,2020-07-19 16:24:54,2022-02-04 11:05:28,2022-02-04 11:05:28,32.0,14.0,28.0,401.0,,2021-04-24 09:12:56,0.6.4,19455.0,1215.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",7.0,14,False,1,,,,
43,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2022-04-21 15:55:27,2022-04-13 10:11:48,36.0,5.0,13.0,368.0,72.0,2022-04-13 10:04:48,1.2.1,937.0,55.0,6.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",11.0,14,False,2,,,,
44,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2020-01-28 16:20:20,2020-01-28 16:19:54,55.0,5.0,15.0,322.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,21.0,14,False,1,,,,
45,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2021-06-06 12:58:39,2021-05-19 16:09:39,24.0,5.0,9.0,267.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,14,True,2,,,,
46,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-04-25 12:05:51,2022-04-25 11:45:37,34.0,19.0,118.0,267.0,,2022-04-19 15:56:53,0.27.0,,,47.0,Search through millions of documents in milliseconds.,20.0,14,True,3,,,,
47,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,12.0,6.0,23.0,166.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,12.0,14,True,3,,,,
48,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-04-23 18:40:51,2022-04-22 21:33:25,10.0,24.0,177.0,32.0,659.0,2022-04-22 21:42:43,0.2.0,,,8.0,Graph API client writen in Rust.,6.0,14,False,3,,,,
49,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,,2019-08-26 08:06:48,2022-02-25 10:14:41,2022-02-25 10:14:40,61.0,12.0,36.0,1564.0,,2021-03-26 11:26:35,0.8.2,2776.0,86.0,14.0,Example-based texture synthesis written in Rust.,18.0,13,False,2,,,,
50,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,,2015-09-05 00:25:46,2022-03-22 20:35:10,2021-06-06 11:00:42,83.0,13.0,54.0,1378.0,258.0,,,,,,Represent large sets and maps compactly with finite state transducers.,25.0,13,False,3,,,,
51,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,145.0,33.0,67.0,1187.0,532.0,,,,,,Machine Learning library for Rust.,20.0,13,False,2,,,,
52,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-04-24 20:58:06,2022-04-21 17:39:16,78.0,12.0,81.0,905.0,1025.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",19.0,13,True,2,,,,
53,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-04-21 08:38:30,2022-02-05 10:46:14,71.0,27.0,51.0,880.0,1419.0,,,,,,The Hacker's Machine Learning Engine.,44.0,13,False,2,,,,
54,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,47.0,10.0,5.0,521.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,9.0,13,False,2,,,,
55,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-04-19 08:26:03,2022-04-19 08:26:02,15.0,4.0,17.0,506.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",6.0,13,True,2,,,,
56,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,,2018-07-22 10:09:33,2022-04-22 10:03:19,2022-04-13 19:48:37,41.0,9.0,50.0,426.0,,2022-02-16 17:06:12,0.5.1,,,15.0,Mathematical optimization in pure Rust.,22.0,13,False,2,,,,
57,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2022-02-06 10:12:56,2022-02-06 10:08:07,29.0,1.0,32.0,371.0,379.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,14.0,13,True,2,,,,
58,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-04-25 03:44:12,2022-04-25 03:44:12,23.0,5.0,18.0,257.0,,2022-04-21 05:48:35,0.9.0,,,1.0,Rust library for regular expressions using fancy features like look-around and backreferences.,18.0,13,True,2,,,,3.0
59,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/nnsplit,https://github.com/bminixhofer/nnsplit,,MIT,2020-01-31 10:34:17,2022-03-29 22:51:56,2022-01-26 10:19:16,16.0,10.0,19.0,239.0,,2021-07-23 13:24:47,0.5.8,,,13.0,"Semantic text segmentation. For sentence boundary detection, compound splitting and more.",5.0,13,True,2,3.0,3.0,,
60,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-04-08 08:47:26,2022-04-08 08:47:18,29.0,12.0,30.0,142.0,524.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,9.0,13,True,3,,,,
61,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2022-04-07 15:29:44,2022-03-03 15:26:38,5.0,4.0,14.0,43.0,293.0,2022-03-03 15:35:00,1.2.1,,,4.0,The pipeline for the OSCAR corpus.,2.0,13,False,2,,,,
62,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,264.0,26.0,24.0,5475.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,12,False,2,,,,
63,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-04-16 22:34:57,2022-04-16 22:34:52,134.0,56.0,92.0,3042.0,,,,,,,,29.0,12,False,2,,,,
64,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,,2019-02-16 21:08:44,2022-04-23 17:11:37,2022-04-12 21:40:04,135.0,64.0,238.0,1564.0,,,,35.0,35.0,1.0,Rust bindings for the C++ api of PyTorch.,46.0,12,False,2,,,['binding'],
65,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,EnzymeAD/Enzyme,,2019-02-27 03:27:23,2022-04-25 02:45:58,2022-04-25 00:21:45,50.0,39.0,84.0,708.0,,2022-04-24 04:10:03,0.0.30,,,24.0,High-performance automatic differentiation of LLVM.,20.0,12,False,2,,,,
66,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,,2015-06-11 23:02:10,2022-02-22 09:39:07,2021-07-03 11:52:44,63.0,4.0,41.0,559.0,182.0,,,,,,A fast implementation of Aho-Corasick in Rust.,26.0,12,False,2,,,,
67,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,,2015-06-11 23:01:31,2022-04-08 02:48:49,2021-12-22 18:59:57,58.0,9.0,37.0,383.0,170.0,,,,,,Optimized string search routines for Rust.,31.0,12,False,2,,,,
68,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,24.0,4.0,17.0,297.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,7.0,12,False,3,,,,
69,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/vbarrielle/sprs,https://github.com/vbarrielle/sprs,,,2015-05-17 19:01:01,2022-02-22 20:24:15,2022-02-22 20:24:15,31.0,42.0,96.0,276.0,1041.0,,,,,,sparse linear algebra library for rust.,23.0,12,False,2,,,,
70,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2022-04-23 12:52:49,2022-04-20 19:43:51,105.0,109.0,160.0,269.0,,,,,,,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,84.0,12,True,2,,,['binding'],
71,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-04-12 03:33:56,2022-04-08 04:33:40,20.0,5.0,38.0,155.0,,2022-04-08 04:50:36,0.13.2,60.0,2.0,32.0,A morphological analysis library.,11.0,12,True,2,,,,-2.0
72,L2,bilal2vec/L2,ml-frameworks,https://github.com/bilal2vec/L2,https://github.com/bilal2vec/L2,,MIT,2019-06-22 20:37:19,2022-02-19 15:52:39,2022-02-19 15:52:39,16.0,,1.0,152.0,165.0,2019-09-04 00:34:56,1.0,,,1.0,"l2 is a fast, Pytorch-style Tensor+Autograd library written in Rust.",,12,True,2,,,,
73,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2022-02-19 06:42:14,2021-11-30 13:26:36,15.0,,10.0,134.0,291.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,4.0,12,True,2,,,,
74,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,,2016-04-25 11:22:18,2021-03-09 19:49:09,2021-03-09 19:49:09,35.0,2.0,30.0,130.0,131.0,2020-04-20 04:05:53,2.0.1,327.0,6.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,4.0,12,False,2,27.0,27.0,,
75,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,,2018-01-27 21:50:14,2022-03-28 17:04:08,2022-03-28 17:04:04,11.0,6.0,18.0,61.0,240.0,2022-03-28 17:06:25,0.11.0,,,10.0,Rust language bindings for Faiss.,6.0,12,False,2,,,['binding'],
76,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2022-03-19 11:23:30,2022-03-19 11:23:30,3.0,3.0,21.0,42.0,64.0,2021-12-08 19:32:12,2.5.0.post3,,,27.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,3.0,12,False,2,,,,
77,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,,MIT,2019-08-20 23:26:06,2022-03-18 16:54:26,2022-03-18 16:54:23,4.0,3.0,6.0,40.0,160.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,3.0,12,False,2,,,['binding'],
78,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2021-10-23 16:20:43,2021-10-23 16:20:43,44.0,17.0,9.0,2163.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,11,True,2,,,,
79,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2021-10-23 16:20:43,2021-10-23 16:20:43,44.0,17.0,9.0,2163.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,11,True,3,,,,
80,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,,2018-04-20 18:38:06,2022-03-22 02:38:11,2022-03-22 02:36:08,19.0,12.0,14.0,286.0,1223.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",9.0,11,False,2,,,,
81,autograph,charles-r-earp/autograph,ml-frameworks,https://github.com/charles-r-earp/autograph,https://github.com/charles-r-earp/autograph,,,2019-06-17 23:43:49,2022-04-15 02:16:32,2022-04-15 02:16:32,8.0,1.0,5.0,201.0,,2021-12-12 03:24:46,0.1.1,,,2.0,Machine Learning Library for Rust.,4.0,11,False,2,,,,
82,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lst-codes/rs-natural,https://github.com/lst-codes/rs-natural,lst-codes/rs-natural,MIT,2014-07-27 22:26:18,2020-10-17 18:22:37,2020-02-13 07:12:11,28.0,2.0,7.0,200.0,97.0,,,,,,Natural Language Processing for Rust.,14.0,11,False,2,,,,
83,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,,MIT,2017-03-29 15:18:20,2021-11-16 10:40:23,2020-06-18 11:31:52,11.0,19.0,17.0,121.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",4.0,11,False,2,,,,
84,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2022-04-01 17:55:26,2022-04-01 17:55:25,13.0,1.0,5.0,120.0,406.0,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",3.0,11,True,2,,,,
85,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/sonos/rustling-ontology,https://github.com/sonos/rustling-ontology,sonos/rustling-ontology,,2017-04-24 15:08:48,2022-01-02 15:33:15,2020-10-07 11:29:08,46.0,28.0,26.0,118.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,19.0,11,False,2,,,,
86,snips-nlu-ontology,snipsco/snips-nlu-ontology,nlp,https://github.com/snipsco/snips-nlu-ontology,https://github.com/snipsco/snips-nlu-ontology,,,2018-02-14 14:19:29,2020-03-08 14:16:49,2019-09-06 13:58:18,27.0,4.0,6.0,56.0,505.0,2019-09-06 13:58:41,0.67.2,,,35.0,Ontology of Snips NLU.,12.0,11,False,2,,,,
