,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels
10,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2022-01-17 12:25:38,2022-01-17 01:41:58,238.0,352.0,486.0,1559.0,3458.0,,,,,,Apache Arrow DataFusion and Ballista query engines.,272.0,18,True,2,,,,
11,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-inc/tantivy,https://github.com/quickwit-inc/tantivy,quickwit-inc/tantivy,MIT,2016-01-11 08:32:16,2022-01-13 22:56:50,2022-01-07 11:49:00,338.0,148.0,449.0,5782.0,,2021-09-10 14:07:33,0.16.1,,,36.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,99.0,17,True,2,,,,
12,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2022-01-17 09:19:46,2022-01-17 09:11:08,232.0,77.0,810.0,4233.0,2994.0,,,,,,Fast multi-threaded DataFrame library in Rust | Python | Node.js.,65.0,17,True,2,,,-1.0,
13,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2022-01-17 12:15:59,2022-01-17 10:36:44,298.0,345.0,1172.0,3102.0,,,,640.0,213.0,100.0,"An elastic and reliable Serverless Data Warehouse, offers Blazing Fast Query and combines Elasticity, Simplicity, Low..",95.0,17,True,2,,,,
14,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2021-03-01 08:58:21,2020-04-04 20:50:54,241.0,69.0,95.0,2719.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,36.0,17,False,1,4.0,4.0,,
15,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2022-01-17 11:34:43,2022-01-16 12:08:35,160.0,266.0,295.0,702.0,3314.0,,,,,,Official Rust implementation of Apache Arrow.,284.0,17,True,2,,,,
16,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2021-09-15 13:10:49,2021-09-15 11:37:42,118.0,3.0,34.0,4972.0,,2021-09-15 11:49:24,1.3.0,7704.0,285.0,9.0,A command-line tool and library for generating regular expressions from user-provided test cases.,6.0,16,True,1,,,,
17,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-01-16 08:26:53,2022-01-10 03:44:11,287.0,40.0,108.0,3449.0,747.0,,,,,,Rust language bindings for TensorFlow.,42.0,16,True,1,,,,['binding']
18,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-01-17 12:17:37,2022-01-14 07:55:02,113.0,13.0,78.0,1180.0,,2021-11-18 18:42:43,0.15.8,3152.0,185.0,26.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",31.0,16,False,1,,,,
19,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-01-17 00:04:09,2022-01-11 14:49:28,65.0,30.0,44.0,980.0,281.0,2021-10-27 21:50:11,0.4.2,,,10.0,Qdrant - vector similarity search engine with extended filtering support.,19.0,16,True,2,,,,
20,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-01-16 03:00:21,2021-09-01 09:15:53,40.0,23.0,77.0,305.0,589.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,22.0,16,True,1,,,,
21,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-01-17 10:57:14,2022-01-17 10:57:12,20.0,4.0,27.0,165.0,2636.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,28.0,16,True,1,,,,
22,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2021-12-21 05:39:17,2021-12-21 05:36:41,16.0,18.0,93.0,127.0,,2021-12-09 05:41:00,0.6.2,52.0,17.0,4.0,An official Sudachi clone in Rust.,6.0,16,True,1,262.0,262.0,1.0,
23,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,,2014-10-02 15:38:05,2022-01-08 17:07:44,2021-10-28 22:33:07,314.0,135.0,286.0,6077.0,1785.0,,,,,,Rayon: A data parallelism library for Rust.,120.0,15,False,3,,,,
24,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2021-06-29 20:02:50,2021-06-29 20:02:50,176.0,32.0,31.0,2014.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,22.0,15,True,1,,,,
25,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,,2014-12-22 08:15:12,2022-01-16 20:33:30,2021-08-31 14:29:45,200.0,92.0,124.0,1578.0,1244.0,,,,,,Graph data structure library for Rust.,84.0,15,False,1,,,,
26,bayard,bayard-search/bayard,apps,https://github.com/bayard-search/bayard,https://github.com/bayard-search/bayard,,MIT,2019-11-01 09:54:55,2021-02-22 14:54:54,2021-02-22 14:53:53,59.0,12.0,28.0,1562.0,222.0,2021-02-22 14:55:12,0.8.7,,,17.0,A full-text search and indexing server written in Rust.,12.0,15,True,3,,,,
27,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,,2018-04-05 07:03:30,2022-01-11 23:04:20,2022-01-09 02:34:22,97.0,25.0,46.0,1394.0,255.0,2021-10-21 15:07:49,0.5.0,,,6.0,A Rust machine learning framework.,19.0,15,False,2,,,,
28,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-01-17 12:16:34,2022-01-17 11:58:24,140.0,77.0,412.0,1272.0,,2022-01-05 11:37:50,0.10.0,24.0,1.0,13.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,26.0,15,True,1,,,,
29,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2021-11-26 14:11:33,2021-11-26 14:11:33,143.0,53.0,116.0,896.0,1576.0,,,,,,A linear algebra and mathematics library for computer graphics.,96.0,15,True,1,,,,
30,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-01-02 21:41:46,2022-01-02 21:39:57,38.0,3.0,39.0,674.0,503.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,17.0,15,True,1,,,,
31,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-01-15 20:11:13,2018-12-16 16:29:10,47.0,11.0,21.0,672.0,738.0,2018-09-05 14:54:26,0.4.0,806.0,17.0,10.0,Framework for large distributed pipelines.,10.0,15,False,2,,,,
32,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-01-15 18:48:48,2022-01-15 12:51:13,66.0,15.0,72.0,568.0,,2022-01-09 04:17:17,0.15.1,,,16.0,PyO3-based Rust binding of NumPy C-API.,34.0,15,True,2,,,,
33,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,13.0,6.0,23.0,163.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,12.0,15,True,1,,,,
34,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-01-13 04:10:00,2021-11-25 23:06:23,102.0,11.0,105.0,3422.0,440.0,,,,,,A full-text search engine in rust.,17.0,14,True,3,,,,
35,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,145.0,,251.0,2284.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",37.0,14,True,2,,,,
36,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-inc/quickwit,https://github.com/quickwit-inc/quickwit,,,2021-04-13 22:45:40,2022-01-16 00:10:01,2022-01-14 10:17:25,51.0,116.0,392.0,1097.0,,2022-01-12 09:48:13,0.2.0,436.0,72.0,2.0,"Quickwit is a fast and cost-efficient distributed search engine for large-scale, immutable data.",12.0,14,False,3,,,2.0,
37,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-01-07 20:58:34,2022-01-07 20:57:12,76.0,21.0,240.0,829.0,986.0,,,,,,Rust bindings for OpenCV 3 & 4.,31.0,14,True,2,,,,['binding']
38,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-01-09 14:34:03,2022-01-09 14:34:03,90.0,56.0,101.0,406.0,662.0,,,,,,Image processing operations.,55.0,14,True,2,,,,
39,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2020-01-28 16:20:20,2020-01-28 16:19:54,55.0,5.0,15.0,319.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,21.0,14,False,1,,,,
40,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2021-06-06 12:58:39,2021-05-19 16:09:39,22.0,5.0,9.0,261.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,14,True,2,,,,
41,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-01-17 07:46:03,2022-01-10 15:23:43,26.0,9.0,117.0,214.0,,2021-12-02 16:20:01,0.21.0,,,36.0,Search through millions of documents in milliseconds.,16.0,14,True,3,,,,
42,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-01-03 02:22:45,2021-12-28 06:47:34,15.0,2.0,32.0,136.0,176.0,2021-11-13 12:15:40,0.8.1,9.0,0.0,18.0,A morphological analysis library.,9.0,14,True,1,,,,
43,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-01-17 06:36:14,2021-03-11 23:07:07,27.0,10.0,28.0,130.0,324.0,,,,,3.0,Dataflow system for building self-driving car and robotics applications.,7.0,14,True,3,5.0,5.0,,
44,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-01-15 06:23:16,2022-01-15 06:18:57,7.0,23.0,172.0,28.0,600.0,2022-01-15 06:23:16,0.1.3,,,6.0,Graph API client writen in Rust.,5.0,14,False,3,,,,
45,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-01-10 15:22:22,2022-01-10 15:22:16,63.0,9.0,17.0,1299.0,,2021-11-11 18:11:02,0.2.3,,,2.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,2.0,13,True,3,,,,
46,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,143.0,33.0,67.0,1183.0,532.0,,,,,,Machine Learning library for Rust.,20.0,13,False,2,,,,
47,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,,2014-03-22 06:58:51,2022-01-05 22:14:13,2021-12-16 12:50:09,144.0,36.0,128.0,1114.0,432.0,,,,,,"A CSV parser for Rust, with Serde support.",49.0,13,False,3,,,,
48,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-01-09 20:57:52,2022-01-05 21:45:58,69.0,27.0,50.0,868.0,1418.0,,,,,,The Hacker's Machine Learning Engine.,44.0,13,False,2,,,,
49,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2021-12-29 15:54:32,2021-12-29 15:54:32,63.0,11.0,60.0,823.0,985.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",14.0,13,True,2,,,,
50,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,44.0,10.0,5.0,512.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,9.0,13,False,2,,,,
51,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-01-12 16:13:55,2022-01-12 16:13:54,10.0,5.0,11.0,382.0,,2021-10-19 22:48:20,1.3.2,,,11.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",4.0,13,True,2,,,,
52,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,,2020-07-19 16:24:54,2021-12-13 20:50:27,2021-06-07 06:26:50,31.0,14.0,27.0,363.0,,2021-04-24 09:12:56,0.6.4,8416.0,647.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",7.0,13,False,2,,,,
53,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2021-11-28 13:39:57,2021-11-27 11:26:56,26.0,,31.0,359.0,378.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,14.0,13,True,2,,,,
54,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,24.0,4.0,17.0,291.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,7.0,13,False,2,,,,
55,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/nnsplit,https://github.com/bminixhofer/nnsplit,,MIT,2020-01-31 10:34:17,2022-01-15 20:30:37,2021-07-23 13:41:28,14.0,11.0,16.0,224.0,,2021-07-23 13:24:47,0.5.8,,,13.0,"Semantic text segmentation. For sentence boundary detection, compound splitting and more.",4.0,13,True,2,3.0,3.0,-1.0,
56,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,263.0,26.0,24.0,5477.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,12,False,2,,,,
57,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-01-16 00:41:13,2022-01-16 00:29:02,131.0,52.0,88.0,2900.0,,,,,,,,29.0,12,False,2,,,,
58,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,,2019-08-26 08:06:48,2021-08-31 07:48:39,2021-08-31 07:48:38,54.0,10.0,35.0,1524.0,,2021-03-26 11:26:35,0.8.2,2588.0,89.0,14.0,Example-based texture synthesis written in Rust.,18.0,12,False,3,,,,
59,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,,2015-09-05 00:25:46,2021-06-06 11:01:26,2021-06-06 11:00:42,76.0,12.0,52.0,1320.0,258.0,,,,,,Represent large sets and maps compactly with finite state transducers.,25.0,12,False,3,,,,
60,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/wsmoses/Enzyme,https://github.com/wsmoses/Enzyme,,,2019-02-27 03:27:23,2022-01-17 00:03:58,2022-01-16 18:35:55,42.0,28.0,50.0,650.0,,2021-12-24 18:00:12,0.0.26,,,20.0,High-performance automatic differentiation of LLVM.,19.0,12,False,2,,,,
61,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,,2018-07-22 10:09:33,2022-01-17 11:10:16,2022-01-17 10:55:32,34.0,11.0,44.0,378.0,,2022-01-10 07:43:58,0.5.0,,,14.0,Mathematical optimization in pure Rust.,19.0,12,False,2,,,,
62,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,,2015-06-11 23:01:31,2022-01-10 06:12:06,2021-12-22 18:59:57,57.0,8.0,37.0,363.0,170.0,,,,,,Optimized string search routines for Rust.,31.0,12,False,2,,,,
63,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2021-09-13 19:22:40,2021-07-24 16:30:27,29.0,6.0,11.0,358.0,51.0,2021-05-14 12:58:11,1.1.1,766.0,54.0,4.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",9.0,12,False,2,,,,
64,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2022-01-17 12:03:46,2022-01-15 07:18:02,94.0,95.0,139.0,218.0,,,,,,,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,79.0,12,True,2,,,,['binding']
65,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2022-01-15 00:27:35,2021-11-30 13:26:36,13.0,,10.0,123.0,291.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,4.0,12,True,2,,,-1.0,
66,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,,2016-04-25 11:22:18,2021-03-09 19:49:09,2021-03-09 19:49:09,31.0,1.0,27.0,119.0,131.0,2020-04-20 04:05:53,2.0.1,324.0,7.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,4.0,12,False,2,24.0,24.0,,
67,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/sonos/rustling-ontology,https://github.com/sonos/rustling-ontology,sonos/rustling-ontology,,2017-04-24 15:08:48,2022-01-02 15:33:15,2020-10-07 11:29:08,45.0,28.0,26.0,116.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,19.0,12,False,2,,,,
68,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,,MIT,2017-03-29 15:18:20,2021-11-16 10:40:23,2020-06-18 11:31:52,11.0,19.0,17.0,113.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",4.0,12,False,2,,,,
69,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,,MIT,2019-08-20 23:26:06,2022-01-13 01:43:07,2020-07-24 16:19:15,3.0,3.0,6.0,38.0,152.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,3.0,12,False,2,,,,['binding']
70,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2021-12-27 12:13:02,2021-11-10 10:36:05,3.0,10.0,2.0,35.0,213.0,2021-09-07 17:31:50,1.0.0,,,1.0,The pipeline for the OSCAR corpus.,2.0,12,False,2,,,,
71,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2021-12-08 19:32:12,2021-12-08 19:31:03,3.0,3.0,20.0,34.0,63.0,2021-12-08 19:32:12,2.5.0.post3,,,27.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,3.0,12,False,2,,,,
72,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2021-10-23 16:20:43,2021-10-23 16:20:43,41.0,14.0,9.0,2132.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,11,True,2,,,-1.0,
73,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2021-10-23 16:20:43,2021-10-23 16:20:43,41.0,14.0,9.0,2132.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,11,True,3,,,-1.0,
74,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,,2019-02-16 21:08:44,2022-01-17 01:53:25,2022-01-08 19:24:48,120.0,54.0,232.0,1396.0,,,,,,,Rust bindings for the C++ api of PyTorch.,38.0,11,False,2,,,,['binding']
