,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels
10,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2022-03-14 12:02:31,2022-03-12 12:44:06,292.0,376.0,629.0,1799.0,3665.0,,,,,,Apache Arrow DataFusion and Ballista query engines.,291.0,18,True,2,,,,
11,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-03-14 06:56:16,2022-03-11 16:26:09,74.0,30.0,88.0,1232.0,411.0,2022-03-04 11:34:19,0.6.0,,,13.0,Qdrant - vector similarity search engine with extended filtering support.,22.0,18,True,2,,,2.0,
12,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2022-03-14 10:43:46,2022-03-12 14:41:44,271.0,107.0,986.0,4905.0,3287.0,,,,,,Fast multi-threaded DataFrame library in Rust | Python | Node.js.,73.0,17,True,2,2.0,2.0,,
13,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2022-03-14 12:07:31,2022-03-14 09:24:02,331.0,351.0,1367.0,3494.0,,,,695.0,231.0,100.0,"An elastic and reliable Modern Cloud Data Warehouse, offers Blazing Fast Query and combines Elasticity, Simplicity,..",108.0,17,True,2,,,,
14,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2021-03-01 08:58:21,2020-04-04 20:50:54,245.0,69.0,95.0,2741.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,36.0,17,False,1,4.0,4.0,,
15,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2022-03-14 12:12:14,2022-03-14 12:12:14,183.0,284.0,389.0,804.0,3443.0,,,,,,Official Rust implementation of Apache Arrow.,295.0,17,True,2,,,,
16,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-03-14 12:32:04,2022-03-14 12:32:03,22.0,4.0,27.0,173.0,2676.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,28.0,17,True,1,,,,
17,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2022-03-14 09:05:04,2022-03-14 04:57:22,348.0,139.0,474.0,6023.0,,2022-03-09 01:02:29,0.17,,,37.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,101.0,16,True,2,,,-1.0,
18,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2022-03-09 21:33:04,2022-03-09 21:33:03,130.0,5.0,35.0,5150.0,,2021-09-15 11:49:24,1.3.0,8862.0,305.0,9.0,A command-line tool and library for generating regular expressions from user-provided test cases.,7.0,16,True,1,,,-1.0,
19,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-02-12 05:16:48,2022-02-12 05:16:47,294.0,41.0,108.0,3541.0,755.0,,,,,,Rust language bindings for TensorFlow.,42.0,16,True,1,,,,['binding']
20,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-03-14 11:50:05,2022-03-11 10:12:50,154.0,90.0,431.0,1390.0,,2022-03-02 05:12:29,0.11.0,28.0,1.0,15.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,27.0,16,True,1,,,,
21,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-03-12 05:48:22,2022-03-10 10:56:47,115.0,13.0,81.0,1226.0,,2022-03-02 16:20:22,0.16.1,3240.0,170.0,28.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",33.0,16,False,1,,,,
22,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-02-02 17:17:13,2022-01-28 10:32:17,46.0,22.0,79.0,323.0,599.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,24.0,16,True,1,,,,
23,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-03-01 08:03:06,2022-03-01 08:03:06,16.0,21.0,95.0,139.0,,2022-02-10 05:22:02,0.6.3,77.0,15.0,5.0,An official Sudachi clone in Rust.,6.0,16,True,1,291.0,291.0,-1.0,
24,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,,2014-10-02 15:38:05,2022-01-08 17:07:44,2021-10-28 22:33:07,325.0,143.0,288.0,6316.0,1785.0,,,,,,Rayon: A data parallelism library for Rust.,120.0,15,False,3,,,,
25,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2021-06-29 20:02:50,2021-06-29 20:02:50,178.0,32.0,31.0,2027.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,22.0,15,True,1,,,,
26,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,,2014-12-22 08:15:12,2022-02-25 10:22:44,2021-08-31 14:29:45,208.0,95.0,124.0,1642.0,1244.0,,,,,,Graph data structure library for Rust.,84.0,15,False,2,,,,
27,bayard,bayard-search/bayard,apps,https://github.com/bayard-search/bayard,https://github.com/bayard-search/bayard,,MIT,2019-11-01 09:54:55,2021-02-22 14:54:54,2021-02-22 14:53:53,61.0,12.0,28.0,1582.0,222.0,2021-02-22 14:55:12,0.8.7,,,17.0,A full-text search and indexing server written in Rust.,12.0,15,False,3,,,,
28,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,,2018-04-05 07:03:30,2022-03-14 06:38:50,2022-03-01 03:54:00,113.0,30.0,48.0,1563.0,261.0,2022-03-01 04:01:59,0.5.1,,,7.0,A Rust machine learning framework.,20.0,15,False,2,,,,
29,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-02-17 11:26:38,2022-01-31 09:11:17,65.0,14.0,18.0,1350.0,,2021-11-11 18:11:02,0.2.3,,,2.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,3.0,15,True,3,,,2.0,
30,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-03-13 00:38:26,2022-03-07 03:28:56,146.0,54.0,119.0,910.0,1578.0,,,,,,A linear algebra and mathematics library for computer graphics.,97.0,15,True,1,,,,
31,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-03-14 09:20:28,2022-01-02 21:39:57,43.0,3.0,39.0,696.0,503.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,17.0,15,True,1,,,,
32,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-03-08 23:38:23,2018-12-16 16:29:10,49.0,11.0,21.0,684.0,738.0,2018-09-05 14:54:26,0.4.0,807.0,16.0,10.0,Framework for large distributed pipelines.,10.0,15,False,2,,,,
33,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-03-14 11:55:48,2022-03-08 22:06:26,66.0,11.0,83.0,596.0,,2022-03-08 22:06:50,0.16.1,,,18.0,PyO3-based Rust binding of NumPy C-API.,34.0,15,True,2,,,,
34,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-03-12 11:22:29,2022-03-01 19:32:34,15.0,20.0,32.0,362.0,502.0,2022-01-18 09:34:00,0.8.1,,,16.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",3.0,15,True,3,,,2.0,
35,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-03-14 04:10:18,2021-11-25 23:06:23,106.0,13.0,105.0,3482.0,440.0,,,,,,A full-text search engine in rust.,17.0,14,True,3,,,,
36,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,147.0,,251.0,2285.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",37.0,14,True,2,,,,
37,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-03-14 10:52:45,2022-03-14 01:46:19,61.0,135.0,405.0,1262.0,,2022-02-28 18:39:25,0.2.1,556.0,69.0,3.0,"Quickwit is a fast and cost-efficient distributed search engine for large-scale, immutable data.",16.0,14,False,3,,,,
38,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-02-05 10:12:21,2022-02-05 08:17:31,79.0,26.0,246.0,892.0,998.0,,,,,,Rust bindings for OpenCV 3 & 4.,31.0,14,True,2,,,,['binding']
39,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-03-07 02:47:04,2022-03-01 16:02:35,97.0,57.0,102.0,430.0,666.0,,,,,,Image processing operations.,58.0,14,True,2,,,,
40,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,,2020-07-19 16:24:54,2022-02-04 11:05:28,2022-02-04 11:05:28,32.0,14.0,28.0,390.0,,2021-04-24 09:12:56,0.6.4,16612.0,1107.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",7.0,14,False,1,,,,
41,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2020-01-28 16:20:20,2020-01-28 16:19:54,55.0,5.0,15.0,320.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,21.0,14,False,1,,,,
42,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2021-06-06 12:58:39,2021-05-19 16:09:39,23.0,5.0,9.0,265.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,14,True,2,,,,
43,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-03-14 12:40:15,2022-03-09 16:46:34,33.0,11.0,117.0,243.0,,2022-02-16 14:47:52,0.22.2,,,40.0,Search through millions of documents in milliseconds.,19.0,14,True,3,,,,
44,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,12.0,6.0,23.0,165.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,12.0,14,True,3,,,,
45,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-03-10 22:42:39,2021-03-11 23:07:07,28.0,12.0,28.0,139.0,324.0,,,,,4.0,Dataflow system for building self-driving car and robotics applications.,7.0,14,True,3,5.0,5.0,,
46,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-03-09 11:23:16,2022-03-07 13:59:17,8.0,23.0,175.0,31.0,637.0,2022-01-31 11:20:59,0.1.4,,,7.0,Graph API client writen in Rust.,6.0,14,False,3,,,,
47,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,,2019-08-26 08:06:48,2022-02-25 10:14:41,2022-02-25 10:14:40,59.0,12.0,36.0,1555.0,,2021-03-26 11:26:35,0.8.2,2686.0,86.0,14.0,Example-based texture synthesis written in Rust.,18.0,13,False,2,,,,
48,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,,2021-10-17 23:37:05,2022-03-13 20:33:34,2022-03-13 18:19:43,52.0,23.0,13.0,1520.0,182.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,9.0,13,False,1,,,,
49,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,,2015-09-05 00:25:46,2022-02-19 13:15:31,2021-06-06 11:00:42,82.0,13.0,53.0,1363.0,258.0,,,,,,Represent large sets and maps compactly with finite state transducers.,25.0,13,False,3,,,,
50,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,143.0,33.0,67.0,1183.0,532.0,,,,,,Machine Learning library for Rust.,20.0,13,False,2,,,,
51,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,,2014-03-22 06:58:51,2022-02-25 17:05:57,2021-12-16 12:50:09,148.0,39.0,134.0,1142.0,432.0,,,,,,"A CSV parser for Rust, with Serde support.",49.0,13,False,3,,,,
52,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-03-13 16:21:58,2022-03-06 08:49:51,71.0,10.0,74.0,879.0,990.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",17.0,13,True,2,,,,
53,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-03-12 18:49:13,2022-02-05 10:46:14,70.0,27.0,50.0,871.0,1419.0,,,,,,The Hacker's Machine Learning Engine.,44.0,13,False,2,,,,
54,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,46.0,10.0,5.0,519.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,9.0,13,False,2,,,,
55,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,,2018-07-22 10:09:33,2022-03-13 11:43:04,2022-02-15 15:21:57,39.0,10.0,47.0,416.0,,2022-02-16 17:06:12,0.5.1,,,15.0,Mathematical optimization in pure Rust.,21.0,13,False,2,,,,
56,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-03-09 20:49:24,2022-03-09 20:49:23,11.0,4.0,15.0,397.0,,2022-02-22 09:56:47,1.3.3,,,12.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",5.0,13,True,2,,,,
57,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2022-02-06 10:12:56,2022-02-06 10:08:07,28.0,2.0,31.0,366.0,379.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,14.0,13,True,2,,,,
58,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/nnsplit,https://github.com/bminixhofer/nnsplit,,MIT,2020-01-31 10:34:17,2022-01-26 10:22:37,2022-01-26 10:19:16,16.0,10.0,19.0,235.0,,2021-07-23 13:24:47,0.5.8,,,13.0,"Semantic text segmentation. For sentence boundary detection, compound splitting and more.",5.0,13,True,2,3.0,3.0,,
59,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2022-03-03 15:51:41,2022-03-03 15:26:38,4.0,5.0,12.0,38.0,293.0,2022-03-03 15:35:00,1.2.1,,,4.0,The pipeline for the OSCAR corpus.,2.0,13,False,2,,,,
60,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,264.0,26.0,24.0,5476.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,12,False,2,,,,
61,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-02-27 04:43:27,2022-02-27 04:43:06,135.0,54.0,91.0,2982.0,,,,,,,,29.0,12,False,2,,,,
62,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,EnzymeAD/Enzyme,,2019-02-27 03:27:23,2022-03-14 07:25:24,2022-03-12 22:55:43,47.0,31.0,68.0,683.0,,2022-02-09 03:31:50,0.0.27,,,21.0,High-performance automatic differentiation of LLVM.,20.0,12,False,2,,,,
63,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,,2015-06-11 23:02:10,2022-02-22 09:39:07,2021-07-03 11:52:44,63.0,4.0,40.0,548.0,182.0,,,,,,A fast implementation of Aho-Corasick in Rust.,26.0,12,False,2,,,,
64,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,,2015-06-11 23:01:31,2022-01-10 06:12:06,2021-12-22 18:59:57,58.0,8.0,37.0,374.0,170.0,,,,,,Optimized string search routines for Rust.,31.0,12,False,2,,,,
65,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2021-09-13 19:22:40,2021-07-24 16:30:27,32.0,6.0,11.0,366.0,51.0,2021-05-14 12:58:11,1.1.1,864.0,54.0,4.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",9.0,12,False,2,,,,
66,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,24.0,4.0,17.0,295.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,7.0,12,False,3,,,,
67,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/vbarrielle/sprs,https://github.com/vbarrielle/sprs,,,2015-05-17 19:01:01,2022-02-22 20:24:15,2022-02-22 20:24:15,29.0,41.0,96.0,276.0,1041.0,,,,,,sparse linear algebra library for rust.,23.0,12,False,2,,,,
68,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2022-03-12 14:30:49,2022-03-11 18:45:00,100.0,106.0,151.0,250.0,,,,,,,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,81.0,12,True,2,,,,['binding']
69,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-03-09 04:47:03,2022-03-09 04:45:08,17.0,1.0,37.0,142.0,,2022-03-09 05:01:47,0.11.1,11.0,0.0,22.0,A morphological analysis library.,10.0,12,True,2,,,-2.0,
70,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2022-02-19 06:42:14,2021-11-30 13:26:36,15.0,,10.0,128.0,291.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,4.0,12,True,2,,,,
71,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,,2016-04-25 11:22:18,2021-03-09 19:49:09,2021-03-09 19:49:09,34.0,2.0,30.0,120.0,131.0,2020-04-20 04:05:53,2.0.1,325.0,7.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,4.0,12,False,2,27.0,27.0,,
72,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/sonos/rustling-ontology,https://github.com/sonos/rustling-ontology,sonos/rustling-ontology,,2017-04-24 15:08:48,2022-01-02 15:33:15,2020-10-07 11:29:08,45.0,28.0,26.0,116.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,19.0,12,False,2,,,,
73,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,,MIT,2019-08-20 23:26:06,2022-03-12 00:01:43,2020-07-24 16:19:15,3.0,3.0,6.0,40.0,152.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,3.0,12,False,2,,,,['binding']
74,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2021-10-23 16:20:43,2021-10-23 16:20:43,42.0,15.0,9.0,2152.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,6.0,11,True,2,,,,
