,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending,labels,new_addition
10,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,Unlicense,2014-03-22 06:58:51,2024-12-31 13:52:04,2024-12-31 13:51:51,221.0,57.0,174.0,1757.0,462.0,,,,,,"A CSV parser for Rust, with Serde support.",87485.0,87485.0,54.0,24,True,2.0,,,,
11,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,Apache-2.0,2016-02-17 08:00:23,2025-02-01 01:38:16,2025-01-30 23:59:00,3467.0,4149.0,21642.0,14932.0,,2025-01-15 20:04:41,apache-arrow-19.0.0,3276.0,468.0,12.0,Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory..,8.0,8.0,1342.0,23,True,2.0,,,,
12,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2025-01-28 20:13:05,2025-01-22 09:32:24,681.0,281.0,745.0,12608.0,,2024-04-12 05:05:18,0.22.0,,,46.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,1784.0,1784.0,158.0,23,True,1.0,quickwit-oss/tantivy,,,
13,burn,burn-rs/burn,ml-frameworks,https://github.com/tracel-ai/burn,https://github.com/tracel-ai/burn,Apache-2.0,2022-07-18 23:11:45,2025-01-31 14:18:53,2025-01-31 14:18:51,487.0,224.0,561.0,9594.0,,2025-01-14 21:16:27,0.16.0,,,18.0,"Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute..",604.0,604.0,155.0,23,True,1.0,tracel-ai/burn,,,
14,rerun,rerun-io/rerun,image,https://github.com/rerun-io/rerun,https://github.com/rerun-io/rerun,Apache-2.0,2022-04-08 07:30:05,2025-02-01 03:36:13,2025-01-31 17:42:05,392.0,1167.0,2308.0,7574.0,,2024-12-18 15:06:06,0.21.0,77873.0,3244.0,39.0,"Visualize streams of multimodal data. Free, fast, easy to use, and simple to integrate. Built in Rust.",139.0,139.0,78.0,23,True,1.0,,,,
15,lance,eto-ai/lance,data-loading,https://github.com/lancedb/lance,https://github.com/lancedb/lance,Apache-2.0,2022-07-07 22:29:29,2025-02-01 00:21:31,2025-02-01 00:20:39,249.0,502.0,665.0,4143.0,,2025-01-13 20:55:35,0.22.0,,,100.0,Modern columnar data format for ML and LLMs implemented in Rust. Convert from parquet in 2 lines of code for 100x..,4096.0,4096.0,79.0,23,True,2.0,lancedb/lance,,,
16,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,Apache-2.0,2018-04-05 07:03:30,2025-01-29 15:51:31,2025-01-29 15:50:32,252.0,55.0,108.0,3917.0,332.0,2025-01-17 10:36:13,0.7.1,,,10.0,A Rust machine learning framework.,588.0,588.0,48.0,23,True,1.0,,2.0,,
17,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,Apache-2.0,2013-08-26 05:16:44,2024-12-07 19:29:05,2024-12-07 19:29:05,154.0,57.0,123.0,1152.0,1587.0,,,,,,A linear algebra and mathematics library for computer graphics.,15845.0,15845.0,99.0,23,True,1.0,,,,
18,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,Unlicense,2015-06-11 23:01:31,2024-12-31 13:26:09,2024-12-31 13:25:21,104.0,7.0,62.0,977.0,249.0,,,,,,Optimized string search routines for Rust.,687525.0,687525.0,44.0,23,True,1.0,,,,
19,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,MIT,2016-03-11 06:38:50,2025-01-30 14:14:25,2025-01-30 14:14:23,86.0,39.0,116.0,635.0,863.0,2024-06-08 05:11:13,0.17.1,,,3.0,Statistical computation library for Rust.,17305.0,17305.0,50.0,23,True,1.0,statrs-dev/statrs,,,
20,mistral.rs,EricLBuehler/mistral.rs,ml-frameworks,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,MIT,2024-02-26 22:30:06,2025-02-01 03:20:13,2025-01-28 21:25:10,339.0,88.0,240.0,4920.0,2621.0,2025-01-22 19:39:46,0.4.0,1715.0,171.0,37.0,Blazingly fast LLM inference.,,,42.0,22,True,1.0,,,,
21,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,MIT,2015-07-15 00:22:17,2023-12-11 09:58:15,2022-04-25 02:35:58,422.0,224.0,689.0,2735.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,310.0,310.0,189.0,22,False,1.0,,,,
22,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,Apache-2.0,2020-04-26 03:48:06,2025-01-28 13:27:17,2025-01-26 10:12:30,425.0,183.0,1003.0,2526.0,,2025-01-15 07:26:37,python-v0.24.0,,,85.0,"A native Rust library for Delta Lake, with bindings into Python.",1031.0,1031.0,213.0,22,True,2.0,,,,
23,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,MIT,2015-04-14 06:32:54,2025-01-24 08:54:58,2025-01-24 08:53:02,155.0,22.0,522.0,2078.0,1580.0,,,,,,Rust bindings for OpenCV.,1844.0,1844.0,51.0,22,True,2.0,,5.0,['binding'],
24,LlamaEdge,LlamaEdge/LlamaEdge,apps,https://github.com/LlamaEdge/LlamaEdge,https://github.com/LlamaEdge/LlamaEdge,Apache-2.0,2023-10-09 03:30:44,2025-02-01 09:10:32,2025-01-25 11:48:42,104.0,4.0,107.0,1229.0,,2025-01-25 12:49:11,0.16.2,1390704.0,99336.0,83.0,The easiest & fastest way to run customized and fine-tuned LLMs locally or on the edge.,20.0,20.0,10.0,22,True,2.0,,,,
25,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,Unlicense,2015-06-11 23:02:10,2024-09-25 20:44:36,2024-09-25 20:44:34,94.0,5.0,66.0,1055.0,293.0,,,,,,A fast implementation of Aho-Corasick in Rust.,530690.0,530690.0,32.0,22,True,1.0,,,,
26,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,Apache-2.0,2018-04-20 18:38:06,2024-12-12 03:07:28,2024-11-22 08:20:07,31.0,9.0,29.0,567.0,1738.0,2024-11-28 04:52:52,0.39.0,,,16.0,Rust numeric library with high performance and friendly syntax.,225.0,225.0,24.0,22,True,1.0,,,,
27,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,MPL-2.0,2019-02-26 13:16:58,2025-01-06 21:19:17,2025-01-06 21:19:14,588.0,64.0,203.0,20395.0,730.0,2024-06-16 20:28:51,1.4.9,473.0,6.0,34.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",21.0,21.0,44.0,21,True,2.0,,,,
28,candle,huggingface/candle,ml-frameworks,https://github.com/huggingface/candle,https://github.com/huggingface/candle,Apache-2.0,2023-06-19 16:06:31,2025-01-29 07:59:41,2025-01-29 07:59:28,995.0,362.0,405.0,16431.0,,,,,,,Minimalist ML framework for Rust.,1482.0,1482.0,176.0,21,True,1.0,,,,
29,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,Apache-2.0,2016-10-12 22:20:28,2025-01-31 05:02:53,2025-01-31 01:00:22,3330.0,449.0,2988.0,11968.0,,2025-01-24 02:05:29,0.19.0,4806.0,56.0,21.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,1038.0,21,True,1.0,,,['binding'],
30,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/datafusion,https://github.com/apache/datafusion,Apache-2.0,2021-04-17 15:40:23,2025-02-01 01:02:25,2025-02-01 01:02:25,1266.0,1157.0,4544.0,6701.0,,,,,,,Apache DataFusion SQL Query Engine.,2899.0,2899.0,775.0,21,True,2.0,apache/datafusion,,,
31,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,Apache-2.0,2013-05-14 19:10:06,2024-10-31 03:54:30,2024-10-31 03:54:30,487.0,329.0,402.0,4146.0,,,,,,,Linear algebra library for Rust.,44769.0,44769.0,220.0,21,True,1.0,,-1.0,,
32,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2024-09-27 15:51:09,2024-09-27 15:51:09,106.0,82.0,79.0,1401.0,350.0,2022-11-20 18:01:03,0.6.9,16118.0,335.0,35.0,The Declarative Data Generator.,112.0,112.0,32.0,21,True,2.0,shuttle-hq/synth,,,
33,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,BSD-2-Clause,2017-04-21 06:36:48,2024-12-05 21:48:11,2024-12-05 21:47:41,112.0,14.0,126.0,1178.0,,2024-11-28 21:50:50,0.23.0,,,29.0,PyO3-based Rust bindings of the NumPy C-API.,3577.0,3577.0,53.0,21,True,1.0,,,,
34,ollama-rs,pepperoni21/ollama-rs,nlp,https://github.com/pepperoni21/ollama-rs,https://github.com/pepperoni21/ollama-rs,MIT,2023-11-02 16:16:33,2025-01-31 17:27:13,2025-01-31 17:26:48,94.0,3.0,47.0,661.0,305.0,2025-01-16 10:34:12,0.2.4,,,15.0,A simple and easy-to-use library for interacting with the Ollama API.,358.0,358.0,35.0,21,True,1.0,,,,
35,ChatGPT,lencx/ChatGPT,apps,https://github.com/lencx/ChatGPT,https://github.com/lencx/ChatGPT,,2022-12-07 09:43:02,2024-08-29 17:58:11,2024-08-29 17:58:11,5964.0,769.0,350.0,53519.0,,2023-08-03 13:51:20,1.1.0,5755024.0,221347.0,34.0,"ChatGPT Desktop Application (Mac, Windows and Linux).",,,31.0,20,False,2.0,,,,
36,tabby,TabbyML/tabby,apps,https://github.com/TabbyML/tabby,https://github.com/TabbyML/tabby,,2023-03-16 09:18:01,2025-01-31 20:03:09,2025-01-31 11:03:42,1326.0,159.0,649.0,29298.0,,2025-01-31 11:37:14,0.23.1,34831.0,2048.0,100.0,Self-hosted AI coding assistant.,,,104.0,20,False,2.0,,,,True
37,screenpipe,mediar-ai/screenpipe,apps,https://github.com/mediar-ai/screenpipe,https://github.com/mediar-ai/screenpipe,MIT,2024-06-19 13:23:56,2025-02-01 02:10:18,2025-02-01 02:10:14,785.0,130.0,525.0,11921.0,,2025-01-28 18:40:21,0.2.30,5816.0,727.0,88.0,"library & platform to build, distribute, monetize ai apps that have the full context (like rewind, granola, etc.),..",,,64.0,20,True,2.0,,,,
38,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,Apache-2.0,2022-12-10 14:04:30,2024-12-04 17:39:21,2024-12-04 17:39:21,576.0,43.0,101.0,9456.0,,2024-04-23 16:43:29,0.6.5,54013.0,2077.0,48.0,bloop is a fast code search engine written in Rust.,,,30.0,20,True,2.0,,,,
39,datafuse,datafuselabs/datafuse,data-loading,https://github.com/databendlabs/databend,https://github.com/databendlabs/databend,,2020-10-10 06:04:42,2025-02-01 01:07:42,2025-02-01 00:27:02,754.0,561.0,5039.0,8138.0,,2025-01-14 09:36:54,1.2.680-p3,2113.0,352.0,100.0,", & . Modern alternative to Snowflake. Cost-effective and simple for massive-scale analytics. https://databend.com.",4.0,4.0,239.0,20,False,3.0,databendlabs/databend,2.0,,
40,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,Apache-2.0,2019-10-05 17:38:23,2025-01-21 17:09:22,2024-12-04 20:13:39,171.0,9.0,46.0,7379.0,,2024-03-06 10:49:19,1.4.5,50416.0,787.0,15.0,A command-line tool and Rust library with Python bindings for generating regular expressions from user-provided test..,164.0,164.0,10.0,20,True,1.0,,,,
41,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,Apache-2.0,2019-02-16 21:08:44,2025-01-30 15:19:43,2025-01-30 15:19:43,350.0,151.0,428.0,4542.0,,,,2141.0,62.0,1.0,Rust bindings for the C++ api of PyTorch.,2161.0,2161.0,80.0,20,True,2.0,,,['binding'],
42,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,Apache-2.0,2023-03-31 17:41:56,2025-01-29 22:06:18,2025-01-29 22:06:18,232.0,55.0,112.0,3935.0,691.0,2025-01-08 20:20:05,0.13.1,888.0,42.0,25.0,Distributed stream processing engine in Rust.,,,26.0,20,True,3.0,,,,
43,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,Unlicense,2015-09-05 00:25:46,2024-09-25 20:46:04,2024-09-25 20:46:03,119.0,26.0,62.0,1819.0,271.0,,,,,,Represent large sets and maps compactly with finite state transducers.,11517.0,11517.0,25.0,20,True,3.0,,,,
44,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,MIT,2015-09-27 18:11:32,2025-01-19 19:25:55,2025-01-19 19:25:55,148.0,69.0,177.0,804.0,772.0,,,,,,Image processing operations.,5803.0,5803.0,80.0,20,True,2.0,,,,
45,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,MIT,2020-09-15 18:05:06,2025-02-01 01:22:06,2025-01-31 23:39:37,249.0,217.0,441.0,739.0,,,,,,24.0,This repository is for the active development of the Azure SDK for Rust. For consumers of the SDK we recommend..,1272.0,1272.0,157.0,20,True,2.0,,,['binding'],
46,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,MIT,2018-10-02 17:55:03,2024-10-24 10:27:21,2024-10-24 10:27:17,37.0,15.0,34.0,453.0,,2024-10-24 08:54:21,0.14.0,,,6.0,Rust library for regular expressions using fancy features like look-around and backreferences.,12360.0,12360.0,26.0,20,True,1.0,,-1.0,,
47,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2025-01-31 22:23:55,2025-01-31 22:18:48,45.0,46.0,110.0,447.0,1173.0,,,,,,sparse linear algebra library for rust.,1513.0,1513.0,37.0,20,True,2.0,sparsemat/sprs,,,
48,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,Apache-2.0,2021-04-13 22:45:40,2025-01-30 15:14:30,2025-01-29 19:41:07,418.0,620.0,1731.0,9580.0,,2024-06-17 17:20:56,0.8.2,11157.0,259.0,25.0,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",,,86.0,19,True,2.0,quickwit-oss/quickwit,,,
49,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2024-06-24 16:29:01,2024-06-24 16:28:50,356.0,81.0,150.0,6086.0,,2023-05-08 19:23:10,0.1.1,1247.0,59.0,1.0,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models.",315.0,315.0,53.0,19,True,2.0,rustformers/llm,,,
50,lancedb,lancedb/lancedb,mlops,https://github.com/lancedb/lancedb,https://github.com/lancedb/lancedb,Apache-2.0,2023-02-28 01:15:17,2025-02-01 02:27:45,2025-02-01 02:27:43,371.0,319.0,524.0,5382.0,,2025-02-01 01:22:18,0.15.1-beta.3,,,100.0,"Developer-friendly, serverless vector database for AI applications. Easily add long-term memory to your LLM apps!.",11.0,11.0,116.0,19,True,1.0,,,,
51,goose,block/goose,apps,https://github.com/block/goose,https://github.com/block/goose,Apache-2.0,2024-08-23 19:03:36,2025-02-01 08:33:23,2025-02-01 02:02:38,303.0,72.0,62.0,4741.0,,2025-01-31 21:31:15,1.0.4,3126.0,625.0,23.0,"an open-source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM.",,,41.0,19,True,2.0,,,,True
52,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,2017-08-07 09:31:26,2025-01-31 14:42:33,2025-01-31 08:26:22,208.0,47.0,203.0,2305.0,,2025-01-08 16:00:08,0.21.9,16742.0,310.0,87.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",37.0,37.0,76.0,19,False,2.0,,,,
53,dora,dora-rs/dora,mlops,https://github.com/dora-rs/dora,https://github.com/dora-rs/dora,Apache-2.0,2022-02-17 21:33:07,2025-01-31 12:50:05,2025-01-31 12:50:02,103.0,49.0,99.0,1702.0,,2024-12-11 16:40:10,0.3.8,2846.0,105.0,48.0,DORA (Dataflow-Oriented Robotic Architecture) is middleware designed to streamline and simplify the creation of AI-..,26.0,26.0,33.0,19,True,1.0,,,,
54,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,Apache-2.0,2019-05-08 05:14:51,2025-01-28 15:36:32,2025-01-28 00:48:08,77.0,67.0,53.0,749.0,,2024-11-26 02:50:51,0.4.0,,,3.0,A comprehensive library for machine learning and numerical computing. The library provides a set of tools for linear..,255.0,255.0,29.0,19,True,2.0,,,,
55,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera/lindera,https://github.com/lindera/lindera,MIT,2020-01-22 14:27:57,2025-01-28 02:52:48,2025-01-25 14:24:47,39.0,21.0,76.0,430.0,,2024-11-30 13:33:31,0.38.1,3002.0,50.0,75.0,A multilingual morphological analysis library.,820.0,820.0,20.0,19,True,2.0,lindera/lindera,,,
56,Raphtory,Pometry/Raphtory,graph,https://github.com/Pometry/Raphtory,https://github.com/Pometry/Raphtory,GPL-3.0,2017-05-30 13:15:18,2025-01-31 21:12:21,2025-01-31 13:54:32,57.0,98.0,431.0,418.0,1563.0,2024-12-02 17:33:35,0.14.0,409.0,8.0,44.0,"Scalable graph analytics database powered by a multithreaded, vectorized temporal engine, written in Rust.",19.0,19.0,31.0,19,True,2.0,,,,
57,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,Apache-2.0,2019-11-23 12:04:58,2025-01-10 07:07:43,2025-01-10 07:00:55,33.0,26.0,129.0,332.0,,2025-01-10 07:26:45,0.6.10,386.0,9.0,12.0,Sudachi in Rust and new generation of SudachiPy.,1634.0,1634.0,15.0,19,True,2.0,,,,
58,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,MIT,2020-03-08 07:46:33,2025-01-13 18:34:13,2025-01-04 06:10:13,9.0,10.0,58.0,100.0,147.0,2024-12-12 12:26:31,2.9.1,851.0,14.0,50.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",5001.0,5001.0,10.0,19,True,2.0,milesgranger/cramjam,,,
59,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,2015-07-17 16:53:20,2024-11-02 20:13:04,2024-11-02 19:37:33,212.0,10.0,674.0,4697.0,1644.0,2024-11-02 19:38:52,3000.2.7,8578.0,89.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,35.0,18,False,3.0,,-1.0,,
60,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,Apache-2.0,2020-10-28 03:19:33,2025-01-27 10:09:12,2025-01-24 10:04:02,412.0,396.0,1266.0,3350.0,,2025-01-27 09:56:20,0.31.0,220.0,4.0,35.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba |.,4.0,4.0,72.0,18,True,2.0,,,,
61,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,Apache-2.0,2020-01-25 09:40:07,2024-12-24 00:29:32,2024-09-29 14:12:54,213.0,60.0,160.0,2726.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",674.0,674.0,48.0,18,True,2.0,,,,
62,chat-ai-desktop,sonnylazuardi/chat-ai-desktop,apps,https://github.com/sonnylazuardi/chat-ai-desktop,https://github.com/sonnylazuardi/chat-ai-desktop,MIT,2022-12-04 07:57:40,2023-12-23 19:38:01,2023-03-20 10:17:05,192.0,38.0,19.0,2009.0,76.0,2023-03-20 02:13:27,0.5.0,26588.0,1156.0,3.0,Unofficial ChatGPT desktop app for Mac & Windows menubar using Tauri & Rust.,,,6.0,18,False,3.0,,,,
63,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,Apache-2.0,2020-07-19 16:24:54,2023-05-23 00:44:59,2022-02-04 11:05:28,39.0,22.0,30.0,611.0,,2021-04-24 09:12:56,0.6.4,56267.0,1125.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",65.0,65.0,7.0,18,False,2.0,,,,
64,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,25.0,5.0,27.0,201.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,False,2.0,,,,
65,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,,2018-09-25 10:19:22,2024-10-12 06:45:19,2024-10-11 06:10:34,219.0,113.0,151.0,5725.0,,2023-12-17 00:16:37,0.17.0,6074.0,209.0,7.0,,167.0,167.0,49.0,17,False,2.0,evcxr/evcxr,-1.0,,
66,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,251.0,72.0,96.0,2998.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,5.0,5.0,37.0,17,False,2.0,,,,
67,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,80.0,11.0,38.0,1768.0,,2021-03-26 11:26:35,0.8.2,5135.0,77.0,14.0,Example-based texture synthesis written in Rust.,117.0,117.0,19.0,17,False,2.0,,,,
