,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,new_addition
10,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,Unlicense,2014-03-22 06:58:51,2023-05-31 17:00:31,2023-05-31 17:00:08,193.0,48.0,155.0,1444.0,450.0,,,,,,"A CSV parser for Rust, with Serde support.",70476.0,70476.0,52.0,23,True,2.0,,,
11,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2023-06-04 13:44:32,2023-06-04 13:44:12,76.0,,57.0,791.0,252.0,,,,,,A fast implementation of Aho-Corasick in Rust.,346582.0,346582.0,29.0,23,True,1.0,,,
12,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2023-05-29 19:29:41,2023-05-24 11:59:35,72.0,10.0,42.0,516.0,182.0,,,,,,Optimized string search routines for Rust.,440294.0,440294.0,34.0,23,True,1.0,,,
13,tiktoken,openai/tiktoken,nlp,https://github.com/openai/tiktoken,https://github.com/openai/tiktoken,,MIT,2022-12-01 23:22:11,2023-06-27 13:39:32,2023-06-12 08:48:34,323.0,15.0,105.0,5591.0,,2023-05-07 21:39:10,0.4.0,,,4.0,tiktoken is a fast BPE tokeniser for use with OpenAI's models.,16051.0,16051.0,10.0,22,True,1.0,,,
14,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2023-06-21 09:31:09,2023-06-21 09:28:33,177.0,38.0,86.0,2724.0,308.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,304.0,304.0,34.0,22,True,1.0,,,
15,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2023-06-21 05:00:57,2023-06-21 05:00:56,86.0,74.0,79.0,1165.0,343.0,2022-11-20 18:01:03,0.6.9,7329.0,252.0,35.0,The Declarative Data Generator.,110.0,110.0,30.0,22,True,2.0,,,
16,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2023-06-08 07:33:37,2022-09-09 23:13:40,63.0,33.0,81.0,438.0,604.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,15831.0,15831.0,26.0,22,True,1.0,,,
17,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2023-07-01 08:27:33,2023-06-30 11:54:10,565.0,65.0,490.0,11348.0,1554.0,2023-06-23 18:25:55,1.3.0,288.0,10.0,49.0,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,,,57.0,21,True,2.0,,,
18,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2023-07-01 09:05:12,2023-07-01 03:18:34,2898.0,502.0,2497.0,9951.0,,2023-05-17 07:08:06,0.12.0,2615.0,39.0,14.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,906.0,21,True,1.0,['binding'],,
19,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2023-05-27 19:11:24,2023-05-23 16:47:03,100.0,22.0,58.0,1590.0,269.0,,,,,,Represent large sets and maps compactly with finite state transducers.,9937.0,9937.0,25.0,21,True,2.0,,,
20,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2023-06-29 09:37:27,2023-06-05 12:33:18,116.0,31.0,366.0,1418.0,1224.0,,,,,,Rust bindings for OpenCV 3 & 4.,1024.0,1024.0,37.0,21,True,1.0,['binding'],,
21,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-10-23 17:42:47,2022-04-16 17:32:31,153.0,54.0,123.0,1049.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,13848.0,13848.0,98.0,21,False,1.0,,,
22,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,,Apache-2.0,2016-02-17 08:00:23,2023-07-01 08:22:38,2023-06-30 12:55:30,2786.0,3457.0,17679.0,11938.0,,,,,,,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,109.0,109.0,1085.0,20,True,2.0,,,
23,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2023-06-26 08:47:00,2023-06-26 08:46:59,586.0,241.0,545.0,7197.0,,2023-04-05 08:02:19,0.13.3,13.0,0.0,73.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,63.0,63.0,71.0,20,True,1.0,,,
24,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2023-07-01 08:48:21,2023-07-01 07:21:39,633.0,679.0,2238.0,3804.0,,,,,,,Apache Arrow DataFusion SQL Query Engine.,2101.0,2101.0,441.0,20,True,2.0,,,
25,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,,Apache-2.0,2020-04-26 03:48:06,2023-07-01 05:03:34,2023-07-01 04:24:50,221.0,181.0,358.0,1216.0,,2023-06-09 18:54:29,python-v0.10.0,,,40.0,"A native Rust library for Delta Lake, with bindings into Python.",214.0,214.0,89.0,20,True,2.0,,2.0,
26,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-12-10 11:48:25,2022-12-10 11:48:25,58.0,7.0,46.0,874.0,557.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1393.0,1393.0,23.0,20,True,1.0,,,
27,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2023-06-22 11:05:57,2023-06-22 11:05:12,83.0,2.0,105.0,869.0,,2023-05-31 16:18:48,0.19.0,,,24.0,PyO3-based Rust bindings of the NumPy C-API.,2540.0,2540.0,40.0,20,True,1.0,,,
28,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2023-05-27 12:55:19,2023-05-27 12:54:26,38.0,43.0,102.0,342.0,1109.0,,,,,,sparse linear algebra library for rust.,914.0,914.0,32.0,20,True,1.0,,3.0,
29,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2023-06-26 09:03:36,2023-01-08 19:14:11,522.0,59.0,197.0,18320.0,678.0,2022-10-20 08:47:16,1.4.0,,,25.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",,,36.0,19,True,2.0,,,
30,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,,Apache-2.0,2022-12-10 14:04:30,2023-06-30 16:52:11,2023-06-30 16:52:10,378.0,20.0,45.0,7036.0,,2023-06-30 13:02:47,0.4.7,21035.0,3005.0,19.0,bloop is a fast code search engine written in Rust.,,,16.0,19,True,2.0,,,True
31,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,,2020-10-10 06:04:42,2023-07-01 08:50:45,2023-07-01 08:50:44,612.0,610.0,3587.0,6181.0,,2023-06-27 16:04:08,1.1.74-nightly,8511.0,2837.0,100.0,A modern cloud data warehouse focusing on reducing cost and complexity for your massive-scale analytics needs. Open..,,,193.0,19,False,3.0,,,
32,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2023-06-29 18:40:42,2023-06-29 18:33:14,201.0,10.0,638.0,4379.0,1569.0,2023-06-29 18:40:43,3000.1.21,11948.0,147.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,32.0,19,False,2.0,,-1.0,
33,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2023-06-30 20:01:55,2023-06-30 01:17:14,199.0,45.0,119.0,4112.0,,2023-05-08 19:23:10,0.1.1,431.0,215.0,1.0,An ecosystem of Rust libraries for working with large language models.,33.0,33.0,37.0,19,True,1.0,,7.0,
34,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2023-06-30 22:32:58,2023-06-30 21:38:14,182.0,361.0,1219.0,3863.0,,2023-06-12 08:45:34,0.6.1,2502.0,104.0,12.0,Sub-second search & analytics engine on cloud storage.,74.0,74.0,48.0,19,False,2.0,,,
35,chat-ai-desktop,sonnylazuardi/chat-ai-desktop,apps,https://github.com/sonnylazuardi/chat-ai-desktop,https://github.com/sonnylazuardi/chat-ai-desktop,,MIT,2022-12-04 07:57:40,2023-03-20 10:17:14,2023-03-20 10:17:05,169.0,30.0,18.0,1790.0,76.0,2023-03-20 02:13:27,0.5.0,16363.0,4090.0,3.0,Unofficial ChatGPT desktop app for Mac & Windows menubar using Tauri & Rust.,,,6.0,19,True,2.0,,,
36,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2023-06-30 13:14:28,2023-06-29 07:20:39,161.0,24.0,150.0,1731.0,,2023-06-14 15:00:01,0.20.7,5851.0,167.0,72.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",22.0,22.0,57.0,19,False,1.0,,,
37,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2023-06-06 13:52:57,2023-05-30 07:27:34,127.0,75.0,110.0,576.0,672.0,,,,,,Image processing operations.,3010.0,3010.0,63.0,19,True,2.0,,,
38,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2023-06-24 02:45:30,2023-06-24 02:45:25,28.0,7.0,24.0,333.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,7495.0,7495.0,18.0,19,True,1.0,,,
39,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2023-06-28 08:37:08,2023-06-28 08:37:07,33.0,10.0,64.0,290.0,,2023-05-25 01:13:21,0.25.0,883.0,21.0,58.0,A morphological analysis library.,726.0,726.0,14.0,19,True,1.0,,,
40,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2023-03-27 18:02:49,2023-01-03 06:57:11,147.0,7.0,39.0,6101.0,,2022-10-21 11:37:01,1.4.1,26976.0,599.0,11.0,A command-line tool and Rust library for generating regular expressions from user-provided test cases.,154.0,154.0,9.0,18,True,2.0,,-1.0,
41,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,evcxr/evcxr,,2018-09-25 10:19:22,2023-06-06 00:54:32,2023-06-06 00:44:30,190.0,81.0,122.0,4518.0,,2023-01-02 08:34:18,0.14.2,2511.0,251.0,3.0,,153.0,153.0,45.0,18,False,2.0,,-1.0,
42,rerun,rerun-io/rerun,image,https://github.com/rerun-io/rerun,https://github.com/rerun-io/rerun,,Apache-2.0,2022-04-08 07:30:05,2023-07-01 08:58:00,2023-06-30 13:57:15,103.0,407.0,539.0,2498.0,,2023-06-16 18:52:07,0.7.0,222.0,44.0,11.0,"Log images, point clouds, etc, and visualize them effortlessly. Built in Rust using egui.",11.0,11.0,20.0,18,True,2.0,,,
43,lance,eto-ai/lance,data-loading,https://github.com/lancedb/lance,https://github.com/lancedb/lance,lancedb/lance,Apache-2.0,2022-07-07 22:29:29,2023-06-30 23:07:43,2023-06-28 22:59:31,83.0,110.0,244.0,2304.0,,2023-06-28 23:03:03,0.5.2,,,62.0,Modern columnar data format for ML and LLMs implemented in Rust. Convert from parquet in 2 lines of code for 100x..,12.0,12.0,25.0,18,True,3.0,,2.0,
44,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2023-06-25 09:00:14,2023-06-25 08:21:52,160.0,33.0,138.0,1922.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",377.0,377.0,38.0,18,True,2.0,,-1.0,
45,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,149.0,33.0,67.0,1232.0,532.0,,,,,,Machine Learning library for Rust.,427.0,427.0,20.0,18,False,2.0,,,
46,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2023-06-21 20:20:34,2023-06-21 20:20:00,63.0,19.0,73.0,697.0,,2023-02-20 20:18:55,argmin-v0.8.1,,,25.0,Mathematical optimization in pure Rust.,262.0,262.0,32.0,18,True,2.0,,,
47,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2023-06-22 16:56:46,2023-06-22 16:56:42,64.0,64.0,45.0,547.0,,2023-03-20 14:57:05,0.3.1,,,2.0,A comprehensive library for machine learning and numerical computing. The library provides a set of tools for linear..,137.0,137.0,26.0,18,True,2.0,,,
48,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2023-05-23 00:44:59,2022-02-04 11:05:28,39.0,20.0,29.0,530.0,,2021-04-24 09:12:56,0.6.4,29165.0,940.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",50.0,50.0,7.0,18,False,2.0,,,
49,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2023-04-04 11:21:46,2023-04-04 11:21:46,86.0,,159.0,460.0,,2023-02-22 15:13:18,0.41.3,,,86.0,Search engine library for Meilisearch.,517.0,517.0,40.0,18,True,3.0,,,
50,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,24.0,5.0,27.0,195.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,True,2.0,,,
51,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,257.0,72.0,96.0,2940.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,4.0,4.0,37.0,17,False,2.0,,,
52,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2023-03-30 01:11:09,2022-07-01 21:05:30,86.0,47.0,19.0,2412.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,92.0,92.0,11.0,17,True,1.0,,,
53,redb,cberner/redb,data-loading,https://github.com/cberner/redb,https://github.com/cberner/redb,,Apache-2.0,2018-09-23 18:30:14,2023-06-30 23:09:42,2023-06-30 23:08:45,85.0,4.0,186.0,1995.0,949.0,2023-06-30 23:10:26,1.0.3,,,31.0,An embedded key-value database in pure Rust.,,,13.0,17,True,3.0,,,True
54,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,76.0,11.0,38.0,1717.0,,2021-03-26 11:26:35,0.8.2,3741.0,79.0,14.0,Example-based texture synthesis written in Rust.,115.0,115.0,19.0,17,True,2.0,,,
55,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,40.0,4.0,6.0,720.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5566.0,5566.0,13.0,17,False,3.0,,,
56,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2023-06-26 17:00:41,2023-06-13 17:52:30,26.0,7.0,32.0,691.0,,2023-06-13 17:47:59,1.5.0,,,14.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",79.0,79.0,6.0,17,True,2.0,,,
57,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2023-06-24 15:01:20,2023-06-24 15:01:06,26.0,11.0,18.0,394.0,1379.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",111.0,111.0,17.0,17,True,2.0,,,
58,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2023-02-15 07:38:03,2023-02-15 07:30:32,25.0,28.0,100.0,226.0,,2023-02-15 07:32:48,0.6.7,158.0,7.0,9.0,Sudachi in Rust and new generation of SudachiPy.,594.0,594.0,7.0,17,True,2.0,,,
59,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2023-05-31 14:06:38,2023-05-07 01:16:44,392.0,50.0,123.0,4532.0,873.0,,,,,,Rust language bindings for TensorFlow.,,,47.0,16,True,2.0,['binding'],,
60,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2023-07-01 03:04:37,2023-07-01 02:55:39,321.0,219.0,929.0,2503.0,,2023-06-06 10:08:28,0.22.0,80.0,2.0,26.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,,,52.0,16,True,2.0,,,
61,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,,Apache-2.0,2023-03-31 17:41:56,2023-07-01 04:11:17,2023-06-30 23:30:36,95.0,22.0,28.0,2170.0,176.0,2023-06-01 22:01:12,0.3.0,,,2.0,Distributed stream processing engine in Rust.,,,8.0,16,True,3.0,,4.0,
62,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,199.0,32.0,31.0,2167.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,5.0,5.0,22.0,16,False,1.0,,,
63,weggli,googleprojectzero/weggli,apps,https://github.com/weggli-rs/weggli,https://github.com/weggli-rs/weggli,weggli-rs/weggli,Apache-2.0,2021-09-30 16:06:12,2022-12-06 13:49:54,2022-12-06 13:49:53,114.0,28.0,27.0,2103.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,84.0,84.0,9.0,16,True,3.0,,,
64,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2023-06-21 22:54:43,2023-03-25 05:50:40,77.0,31.0,54.0,1042.0,1434.0,,,,,,The Hacker's Machine Learning Engine.,57.0,57.0,47.0,16,False,2.0,,,
65,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,52.0,10.0,5.0,585.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,120.0,120.0,9.0,16,False,2.0,,,
66,mosec,mosecorg/mosec,mlops,https://github.com/mosecorg/mosec,https://github.com/mosecorg/mosec,,Apache-2.0,2021-03-13 04:07:20,2023-07-01 04:02:31,2023-07-01 04:02:30,40.0,16.0,70.0,524.0,,2023-06-21 03:26:04,0.7.2,,,36.0,"A high-performance serving framework for ML models, offers dynamic batching and multi-stage pipeline to fully exploit..",20.0,20.0,10.0,16,True,1.0,,,
67,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,29.0,4.0,17.0,341.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,222.0,222.0,7.0,16,False,3.0,,,
68,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2023-02-13 14:53:00,2021-05-19 16:09:39,26.0,7.0,9.0,295.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,16.0,16.0,6.0,16,False,2.0,,,
69,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,Apache-2.0,2020-08-04 03:04:15,2023-06-08 13:37:16,2022-07-19 00:34:22,67.0,30.0,20.0,226.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,114.0,114.0,9.0,16,True,2.0,['binding'],,
