,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,new_addition
70,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs-sdk,https://github.com/sreeise/graph-rs-sdk,sreeise/graph-rs-sdk,MIT,2018-12-18 13:17:11,2023-06-04 23:41:42,2023-06-01 05:40:39,16.0,20.0,224.0,75.0,786.0,2023-04-15 21:33:59,1.1.1,,,14.0,Microsoft Graph API client writen in Rust.,11.0,11.0,11.0,16,False,2.0,,,
71,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2023-06-20 04:08:47,2023-06-18 13:44:18,230.0,80.0,380.0,2972.0,,,,972.0,64.0,1.0,Rust bindings for the C++ api of PyTorch.,,,67.0,15,True,2.0,['binding'],,
72,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2023-03-06 15:17:06,2022-10-11 12:50:46,68.0,7.0,40.0,1804.0,,2022-08-03 06:37:23,0.9.0,12.0,0.0,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,15,True,3.0,,,
73,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2023-06-21 16:59:07,2023-06-21 16:59:06,37.0,33.0,39.0,926.0,510.0,2022-10-05 16:57:07,0.9.0-master,,,18.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",,,6.0,15,True,3.0,,,
74,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2023-06-28 13:49:10,2023-06-27 21:23:03,161.0,129.0,301.0,505.0,,2023-06-28 13:49:11,2023-06-28,,,15.0,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,1.0,1.0,118.0,15,True,2.0,['binding'],,
75,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2023-02-11 03:58:48,2020-02-13 07:12:11,30.0,2.0,7.0,216.0,97.0,,,,,,Natural Language Processing for Rust.,310.0,310.0,14.0,15,False,2.0,,,
76,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,Unlicense,2016-04-25 11:22:18,2023-01-21 10:38:59,2023-01-21 10:35:45,44.0,3.0,33.0,186.0,134.0,2023-01-21 10:38:59,2.0.2,415.0,6.0,14.0,Dynamically get the suggested clusters in the data for unsupervised learning.,37.0,37.0,5.0,15,True,2.0,,,
77,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2023-01-14 18:45:42,2021-11-09 12:03:42,14.0,7.0,23.0,185.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,38.0,38.0,12.0,15,False,3.0,,,
78,kdtree-rs,mrhooray/kdtree-rs,ml-frameworks,https://github.com/mrhooray/kdtree-rs,https://github.com/mrhooray/kdtree-rs,,Apache-2.0,2015-07-29 05:20:17,2023-04-17 23:24:53,2022-12-17 01:03:34,41.0,1.0,18.0,175.0,94.0,,,,,,K-dimensional tree in Rust for fast geospatial indexing and lookup.,470.0,470.0,15.0,15,True,2.0,,,
79,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2023-04-30 11:12:16,2023-04-30 10:34:52,21.0,5.0,24.0,129.0,272.0,2023-01-29 13:38:38,0.12.0,,,11.0,Rust language bindings for Faiss.,15.0,15.0,7.0,15,True,2.0,['binding'],,
80,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2023-06-23 04:24:03,2023-05-15 06:21:31,2.0,2.0,32.0,58.0,85.0,2022-11-27 12:14:58,2.6.2.post1,,,34.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,1432.0,1432.0,4.0,15,False,2.0,,,
81,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,Apache-2.0,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,266.0,26.0,24.0,5519.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,,,15.0,14,False,2.0,,,
82,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2023-06-19 14:26:43,2021-10-23 16:20:43,63.0,19.0,10.0,2426.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,24.0,24.0,6.0,14,False,2.0,,,
83,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2023-06-19 14:26:43,2021-10-23 16:20:43,63.0,19.0,10.0,2426.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,24.0,24.0,6.0,14,False,3.0,,,
84,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,144.0,,251.0,2321.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",,,37.0,14,False,2.0,,,
85,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2023-03-04 01:27:07,2018-12-16 16:29:10,50.0,11.0,21.0,722.0,738.0,2018-09-05 14:54:26,0.4.0,867.0,13.0,10.0,Framework for large distributed pipelines.,,,10.0,14,False,2.0,,,
86,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2023-04-27 21:18:11,2023-04-27 21:18:11,49.0,8.0,15.0,441.0,95.0,2022-06-29 14:56:24,1.2.3,2091.0,65.0,8.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",39.0,39.0,13.0,14,False,2.0,,,
87,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/wtpsplit,https://github.com/bminixhofer/wtpsplit,bminixhofer/wtpsplit,MIT,2020-01-31 10:34:17,2023-06-17 09:58:18,2023-06-17 09:52:56,26.0,2.0,34.0,335.0,,2023-06-17 09:58:18,1.1.0,,,16.0,Code for Where's the Point? Self-Supervised Multilingual Punctuation-Agnostic Sentence Segmentation.,1.0,1.0,7.0,14,True,2.0,,,
88,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2022-12-26 20:39:00,2020-01-28 16:19:54,56.0,5.0,15.0,332.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,,,23.0,14,False,2.0,,,
89,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2023-06-23 21:43:39,2023-04-15 10:37:35,20.0,2.0,6.0,218.0,,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",405.0,405.0,5.0,14,True,2.0,,-2.0,
90,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-08-27 19:25:37,2022-08-27 19:25:37,37.0,12.0,31.0,174.0,536.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,9.0,9.0,10.0,14,True,3.0,,,
91,hnsw,rust-cv/hnsw,ml-frameworks,https://github.com/rust-cv/hnsw,https://github.com/rust-cv/hnsw,,MIT,2019-07-21 03:52:31,2023-06-04 12:22:44,2023-06-04 12:22:41,7.0,14.0,11.0,141.0,152.0,,,,,,HNSW ANN from the paper Efficient and robust approximate nearest neighbor search using Hierarchical Navigable Small..,124.0,124.0,5.0,14,True,2.0,,,
92,rust-stemmers,CurrySoftware/rust-stemmers,nlp,https://github.com/CurrySoftware/rust-stemmers,https://github.com/CurrySoftware/rust-stemmers,,MIT,2017-02-07 13:00:30,2022-04-25 00:22:42,2021-05-13 07:18:43,13.0,,3.0,89.0,51.0,,,,,,A rust implementation of some popular snowball stemming algorithms.,2244.0,2244.0,5.0,14,False,2.0,,,
93,levenshtein-automata,tantivy-search/levenshtein-automata,nlp,https://github.com/quickwit-oss/levenshtein-automata,https://github.com/quickwit-oss/levenshtein-automata,quickwit-oss/levenshtein-automata,MIT,2017-11-16 00:26:08,2023-02-28 04:00:01,2021-10-19 02:30:27,13.0,1.0,4.0,55.0,27.0,2020-03-30 00:38:52,0.2.0,,,1.0,,2475.0,2475.0,4.0,14,False,2.0,,,
94,rust-stop-words,cmccomb/rust-stop-words,nlp,https://github.com/cmccomb/rust-stop-words,https://github.com/cmccomb/rust-stop-words,,MIT,2020-08-22 03:59:58,2023-05-14 14:26:46,2023-05-14 14:25:17,3.0,,,12.0,112.0,2023-05-14 14:26:46,0.7.2,,,8.0,Common stop words in a variety of languages.,32.0,32.0,,14,False,2.0,,,
95,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2023-04-14 04:58:40,2023-01-04 14:30:07,120.0,13.0,106.0,3958.0,446.0,,,,,,A full-text search engine in rust.,,,19.0,13,True,3.0,,,
96,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,EnzymeAD/Enzyme,,2019-02-27 03:27:23,2023-07-01 08:21:07,2023-06-30 20:52:22,72.0,80.0,187.0,981.0,,2023-06-26 05:14:40,0.0.71,,,65.0,High-performance automatic differentiation of LLVM and MLIR.,,,31.0,13,False,3.0,,,
97,RustNN,jackm321/RustNN,ml-frameworks,https://github.com/jackm321/RustNN,https://github.com/jackm321/RustNN,,Apache-2.0,2015-03-27 08:34:35,2017-12-21 15:19:41,2015-05-08 02:34:16,34.0,1.0,2.0,327.0,41.0,,,,,,A neural network crate.,164.0,164.0,2.0,13,False,3.0,,,
98,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,,MIT,2017-03-29 15:18:20,2021-11-16 10:40:23,2020-06-18 11:31:52,13.0,21.0,17.0,147.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",22.0,22.0,4.0,13,False,3.0,,,
99,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-project/ungoliant,https://github.com/oscar-project/ungoliant,oscar-project/ungoliant,Apache-2.0,2021-02-15 03:19:32,2023-06-23 12:22:43,2023-04-26 20:03:06,11.0,14.0,23.0,111.0,,2023-02-24 12:20:48,2.0.0,,,6.0,The pipeline for the OSCAR corpus.,7.0,7.0,6.0,13,True,2.0,,,
100,tflite-rs,boncheolgu/tflite-rs,ml-frameworks,https://github.com/boncheolgu/tflite-rs,https://github.com/boncheolgu/tflite-rs,,Apache-2.0,2018-10-23 13:13:57,2023-06-26 07:07:52,2023-06-26 07:01:51,35.0,18.0,10.0,95.0,156.0,,,,,,,31.0,31.0,10.0,13,False,3.0,,,
101,rustling,snipsco/rustling,nlp,https://github.com/sonos/rustling,https://github.com/sonos/rustling,sonos/rustling,,2017-04-10 08:50:12,2021-07-23 15:25:44,2019-09-11 16:12:55,22.0,,2.0,74.0,193.0,2019-09-11 16:13:12,0.9.1,,,12.0,Rust implementation of Duckling.,18.0,18.0,8.0,13,False,2.0,['binding'],,
102,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,,MIT,2019-08-20 23:26:06,2022-11-16 19:03:18,2022-11-16 19:03:15,4.0,5.0,6.0,54.0,187.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,10.0,10.0,4.0,13,False,3.0,['binding'],,
103,cv,rust-cv/cv,image,https://github.com/rust-cv/cv,https://github.com/rust-cv/cv,,,2020-04-04 17:46:04,2023-06-26 05:29:03,2023-06-23 07:48:23,46.0,33.0,12.0,531.0,,,,,,,"Rust CV mono-repo. Contains pure-Rust dependencies which attempt to encapsulate the capability of OpenCV, OpenMVG, and..",63.0,63.0,11.0,12,False,3.0,,,
104,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2023-02-11 06:38:39,2023-02-11 06:38:32,36.0,4.0,33.0,446.0,386.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,,,15.0,12,True,3.0,,,
105,autograph,charles-r-earp/autograph,ml-frameworks,https://github.com/charles-r-earp/autograph,https://github.com/charles-r-earp/autograph,,Apache-2.0,2019-06-17 23:43:49,2023-06-19 18:00:11,2022-07-17 02:28:30,13.0,,7.0,239.0,,2021-12-12 03:24:46,0.1.1,,,2.0,Machine Learning Library for Rust.,2.0,2.0,4.0,12,True,3.0,,,
106,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2023-03-05 15:27:31,2022-07-18 03:30:54,18.0,,11.0,168.0,292.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,,,4.0,12,True,2.0,,,
107,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/sonos/rustling-ontology,https://github.com/sonos/rustling-ontology,sonos/rustling-ontology,,2017-04-24 15:08:48,2022-01-02 15:33:15,2020-10-07 11:29:08,46.0,28.0,26.0,125.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,,,22.0,12,False,2.0,,,
108,kodama,diffeo/kodama,ml-frameworks,https://github.com/diffeo/kodama,https://github.com/diffeo/kodama,,MIT,2017-08-07 00:12:06,2023-03-15 14:13:40,2023-01-04 17:01:45,7.0,,,65.0,49.0,,,,,,Fast hierarchical agglomerative clustering in Rust.,190.0,190.0,3.0,12,False,3.0,,,
109,bhtsne,frjnn/bhtsne,ml-frameworks,https://github.com/frjnn/bhtsne,https://github.com/frjnn/bhtsne,,MIT,2020-08-21 15:39:47,2022-07-29 19:45:09,2022-07-29 19:45:07,8.0,,6.0,53.0,38.0,,,,,,Parallel Barnes-Hut t-SNE implementation written in Rust.,93.0,93.0,3.0,12,False,3.0,,,
110,rust-cv-convert,jerry73204/rust-cv-convert,image,https://github.com/jerry73204/rust-cv-convert,https://github.com/jerry73204/rust-cv-convert,,MIT,2021-01-12 12:43:12,2023-02-07 08:19:00,2023-02-07 08:15:15,7.0,4.0,3.0,31.0,158.0,,,,,,Type conversion among popular Rust computer vision libraries.,16.0,16.0,7.0,12,False,3.0,,,
111,rstats,liborty/rstats,ml-frameworks,https://github.com/liborty/rstats,https://github.com/liborty/rstats,,Apache-2.0,2020-08-30 04:06:51,2023-06-16 02:52:09,2023-06-16 02:51:58,1.0,,,26.0,524.0,,,,,,"Statistics, Information Measures, Linear Algebra, Cholesky Matrix Decomposition, Mahalanobis Distance, Householder QR..",15.0,15.0,3.0,12,False,3.0,,,
112,rust-tfrecord,jerry73204/rust-tfrecord,data-loading,https://github.com/jerry73204/rust-tfrecord,https://github.com/jerry73204/rust-tfrecord,,MIT,2019-11-06 17:35:02,2022-09-13 02:15:35,2022-09-13 02:15:35,7.0,,2.0,24.0,223.0,,,,,,A Rust crate that reads and writes tfrecord files.,18.0,18.0,4.0,12,False,3.0,,,
113,rust-dataframe,nevi-me/rust-dataframe,data-loading,https://github.com/nevi-me/rust-dataframe,https://github.com/nevi-me/rust-dataframe,,Apache-2.0,2019-01-09 02:52:48,2020-10-26 17:05:17,2020-10-26 17:05:04,21.0,12.0,26.0,285.0,119.0,,,,,,"A Rust DataFrame implementation, built on Apache Arrow.",,,4.0,11,False,3.0,,,
114,kafka-delta-ingest,delta-io/kafka-delta-ingest,data-loading,https://github.com/delta-io/kafka-delta-ingest,https://github.com/delta-io/kafka-delta-ingest,,Apache-2.0,2021-02-05 05:13:20,2023-06-15 14:01:44,2023-05-22 12:57:55,41.0,18.0,24.0,232.0,,,,,,,A highly efficient daemon for streaming data from Kafka into Delta Lake.,,,7.0,11,True,3.0,,,
115,L2,bilal2vec/L2,ml-frameworks,https://github.com/bilal2vec/L2,https://github.com/bilal2vec/L2,,MIT,2019-06-22 20:37:19,2022-12-25 15:16:55,2022-02-19 15:52:39,16.0,,1.0,173.0,165.0,2019-09-04 00:34:56,1.0,,,1.0,"l2 is a fast, Pytorch-style Tensor+Autograd library written in Rust.",,,,11,False,3.0,,,
116,rurel,milanboers/rurel,ml-frameworks,https://github.com/milanboers/rurel,https://github.com/milanboers/rurel,,MPL-2.0,2017-03-05 09:40:12,2023-01-15 14:32:09,2023-01-15 14:31:37,11.0,1.0,7.0,94.0,47.0,,,,,,"Flexible, reusable reinforcement learning (Q learning) implementation in Rust.",10.0,10.0,6.0,11,False,3.0,,,
117,NeuroFlow,MikhailKravets/NeuroFlow,ml-frameworks,https://github.com/MikhailKravets/NeuroFlow,https://github.com/MikhailKravets/NeuroFlow,,MIT,2017-06-22 18:45:50,2021-01-29 17:43:28,2018-01-07 20:12:50,14.0,2.0,1.0,82.0,194.0,,,,,,Awesome deep learning crate.,16.0,16.0,2.0,11,False,3.0,,,
118,finalfrontier,finalfusion/finalfrontier,nlp,https://github.com/finalfusion/finalfrontier,https://github.com/finalfusion/finalfrontier,,,2018-06-02 08:47:45,2023-01-20 23:42:38,2022-01-06 08:15:06,4.0,3.0,29.0,82.0,302.0,2020-07-27 09:03:36,0.9.4,44.0,0.0,12.0,Context-sensitive word embeddings with subwords. In Rust.,5.0,5.0,6.0,11,False,3.0,,,
119,rustml,daniel-e/rustml,ml-frameworks,https://github.com/daniel-e/rustml,https://github.com/daniel-e/rustml,,,2015-06-23 13:59:00,2022-06-15 06:08:17,2022-06-15 06:08:14,7.0,2.0,3.0,60.0,333.0,2015-10-07 20:05:27,0.0.5,,,4.0,Machine learning in Rust.,15.0,15.0,2.0,11,False,3.0,,,
120,rust-sbert,cpcdoy/rust-sbert,nlp,https://github.com/cpcdoy/rust-sbert,https://github.com/cpcdoy/rust-sbert,,Apache-2.0,2020-04-19 14:27:46,2023-06-12 21:26:54,2022-12-13 17:27:41,7.0,2.0,1.0,59.0,64.0,,,,,,Rust port of sentence-transformers (https://github.com/UKPLab/sentence-transformers).,5.0,5.0,5.0,11,False,3.0,,,
121,snips-nlu-ontology,snipsco/snips-nlu-ontology,nlp,https://github.com/snipsco/snips-nlu-ontology,https://github.com/snipsco/snips-nlu-ontology,,,2018-02-14 14:19:29,2020-03-08 14:16:49,2019-09-06 13:58:18,29.0,4.0,6.0,59.0,505.0,2019-09-06 13:58:41,0.67.2,,,35.0,Ontology of Snips NLU.,,,12.0,11,False,3.0,,,
122,ffsvm-rust,ralfbiedert/ffsvm-rust,ml-frameworks,https://github.com/ralfbiedert/ffsvm,https://github.com/ralfbiedert/ffsvm,ralfbiedert/ffsvm,MIT,2017-12-10 16:52:20,2023-03-10 15:18:07,2023-03-10 15:18:02,9.0,2.0,7.0,57.0,323.0,,,,,,FFSVM stands for Really Fast Support Vector Machine.,4.0,4.0,,11,False,3.0,,,
123,black-jack,milesgranger/black-jack,ml-frameworks,https://github.com/milesgranger/black-jack,https://github.com/milesgranger/black-jack,,GPL-3.0,2018-08-18 14:31:48,2022-12-28 04:22:08,2021-04-29 19:39:04,4.0,8.0,42.0,30.0,217.0,2019-04-28 11:10:27,0.1.0,,,2.0,DataFrame / Series data processing in Rust.,1.0,1.0,3.0,11,False,3.0,,,
124,word2vec,dimakudosh/word2vec,nlp,https://github.com/DimaKudosh/word2vec,https://github.com/DimaKudosh/word2vec,,MIT,2016-01-28 19:57:43,2019-11-04 15:30:36,2019-11-04 15:29:26,6.0,2.0,,25.0,63.0,,,,,,Rust interface to word2vec.,11.0,11.0,5.0,11,False,3.0,,,
125,spm_precompiled,huggingface/spm_precompiled,nlp,https://github.com/huggingface/spm_precompiled,https://github.com/huggingface/spm_precompiled,,Apache-2.0,2020-09-15 19:11:01,2022-05-30 12:07:25,2022-05-30 12:07:22,9.0,,,14.0,12.0,,,,,,Highly specialized crate to parse and use `google/sentencepiece` 's precompiled_charsmap in `tokenizers`.,422.0,422.0,,11,False,3.0,,,
126,srx,bminixhofer/srx,nlp,https://github.com/bminixhofer/srx,https://github.com/bminixhofer/srx,,Apache-2.0,2021-02-03 11:09:47,2022-09-20 10:43:36,2021-03-27 11:38:49,3.0,2.0,3.0,4.0,16.0,2021-03-27 11:41:03,0.1.3,,,1.0,A mostly compliant Rust implementation of the Segmentation Rules eXchange (SRX) 2.0 standard for text segmentation.,46.0,46.0,3.0,11,False,3.0,,,
127,neuronika,neuronika/neuronika,ml-frameworks,https://github.com/neuronika/neuronika,https://github.com/neuronika/neuronika,,Apache-2.0,2021-02-13 17:04:39,2022-10-10 07:02:35,2022-10-10 07:02:09,48.0,12.0,32.0,974.0,,,,,,,Tensors and dynamic neural networks in pure Rust.,5.0,5.0,2.0,10,True,3.0,,,
128,deduplicate-text-datasets,google-research/deduplicate-text-datasets,nlp,https://github.com/google-research/deduplicate-text-datasets,https://github.com/google-research/deduplicate-text-datasets,,Apache-2.0,2021-07-16 00:24:25,2023-01-31 15:37:08,2022-06-06 22:29:08,59.0,5.0,16.0,607.0,49.0,,,,,,,,,3.0,10,False,3.0,,,
129,deeplearn-rs,tedsta/deeplearn-rs,ml-frameworks,https://github.com/tedsta/deeplearn-rs,https://github.com/tedsta/deeplearn-rs,,MIT,2015-10-27 02:51:50,2019-10-30 04:18:48,2017-08-20 03:30:59,24.0,1.0,4.0,206.0,78.0,,,,,,Neural networks in Rust.,,,2.0,10,False,3.0,,,
130,instant-distance,InstantDomain/instant-distance,ml-frameworks,https://github.com/instant-labs/instant-distance,https://github.com/instant-labs/instant-distance,instant-labs/instant-distance,Apache-2.0,2020-12-14 15:15:27,2023-06-26 07:49:12,2023-06-26 07:49:11,11.0,1.0,4.0,182.0,,,,,,,"Fast approximate nearest neighbor searching in Rust, based on HNSW index.",1.0,1.0,7.0,10,True,3.0,,,
131,vtext,rth/vtext,nlp,https://github.com/rth/vtext,https://github.com/rth/vtext,,Apache-2.0,2018-11-05 09:02:15,2022-06-22 01:57:06,2020-06-18 21:00:31,12.0,11.0,7.0,138.0,,,,,,,Simple NLP in Rust with Python bindings.,35.0,35.0,3.0,10,False,3.0,,,
132,orkhon,vertexclique/orkhon,ml-frameworks,https://github.com/vertexclique/orkhon,https://github.com/vertexclique/orkhon,,MIT,2019-05-18 23:24:53,2021-02-01 15:23:47,2021-02-01 15:23:39,5.0,3.0,4.0,131.0,102.0,2020-11-17 23:04:49,0.2.0,,,1.0,Orkhon: ML Inference Framework and Server Runtime.,,,,10,False,3.0,,,
133,rustfst,Garvys/rustfst,nlp,https://github.com/Garvys/rustfst,https://github.com/Garvys/rustfst,,,2018-09-13 21:21:45,2023-07-01 09:15:24,2023-02-23 14:09:38,14.0,18.0,23.0,119.0,,2022-12-06 12:45:59,rustfst-v0.13.1,,,21.0,"Rust re-implementation of OpenFST - library for constructing, combining, optimizing, and searching weighted finite-..",16.0,16.0,14.0,10,False,3.0,,,
134,alumina,millardjn/alumina,ml-frameworks,https://github.com/millardjn/alumina,https://github.com/millardjn/alumina,,,2017-02-06 15:57:08,2022-10-23 07:44:15,2022-10-23 07:44:08,10.0,3.0,,98.0,245.0,,,,,,A deep learning library for rust.,26.0,26.0,,10,False,3.0,,,
135,torchrs,torchrs/torchrs,ml-frameworks,https://github.com/torchrs/torchrs,https://github.com/torchrs/torchrs,,BSD-2-Clause,2017-05-27 21:57:45,2017-07-16 00:27:45,2017-07-16 00:27:34,9.0,1.0,,72.0,532.0,,,,,,Deep Learning in Rust with the PyTorch API.,,,,10,False,3.0,['binding'],,
136,finalfusion-rust,finalfusion/finalfusion-rust,nlp,https://github.com/finalfusion/finalfusion-rust,https://github.com/finalfusion/finalfusion-rust,,,2019-03-19 18:18:31,2021-12-18 19:41:53,2021-12-18 19:41:47,9.0,5.0,37.0,66.0,,2021-12-12 19:26:30,0.17.2,,,10.0,finalfusion embeddings in Rust.,39.0,39.0,5.0,10,False,3.0,,,
137,rust-tfidf,ferristseng/rust-tfidf,nlp,https://github.com/ferristseng/rust-tfidf,https://github.com/ferristseng/rust-tfidf,,Apache-2.0,2015-04-14 01:59:21,2023-06-15 14:33:59,2023-06-15 14:33:59,4.0,2.0,2.0,15.0,27.0,,,,,,,12.0,12.0,4.0,10,False,3.0,,,
138,rllama,Noeda/rllama,nlp,https://github.com/Noeda/rllama,https://github.com/Noeda/rllama,,AGPL-3.0,2023-03-11 08:41:15,2023-04-27 20:33:07,2023-04-09 00:49:44,22.0,6.0,2.0,419.0,90.0,,,,,,Rust+OpenCL+AVX2 implementation of LLaMA inference code.,1.0,1.0,3.0,9,False,3.0,,,
139,voy,tantaraio/voy,apps,https://github.com/tantaraio/voy,https://github.com/tantaraio/voy,,Apache-2.0,2023-01-27 08:48:18,2023-07-01 08:29:12,2023-07-01 08:29:10,7.0,20.0,8.0,197.0,,,,,,,A WASM vector similarity search written in Rust.,2.0,2.0,2.0,9,False,3.0,,,
140,gamma,metamolecular/gamma,ml-frameworks,https://github.com/metamolecular/gamma,https://github.com/metamolecular/gamma,,,2020-02-14 14:48:02,2021-01-25 18:43:42,2021-01-25 18:42:39,6.0,,6.0,122.0,50.0,,,,,,A graph library for Rust.,42.0,42.0,3.0,9,False,3.0,,,
141,syntaxdot,tensordot/syntaxdot,nlp,https://github.com/tensordot/syntaxdot,https://github.com/tensordot/syntaxdot,,,2020-10-07 17:49:05,2023-04-24 05:58:46,2023-04-24 05:51:57,2.0,6.0,13.0,56.0,,2023-04-24 06:00:44,0.5.0,29.0,0.0,11.0,"Neural syntax annotator, supporting sequence labeling, lemmatization, and dependency parsing.",4.0,4.0,4.0,9,False,3.0,,,
142,visual-odometry-rs,mpizenberg/visual-odometry-rs,image,https://github.com/mpizenberg/visual-odometry-rs,https://github.com/mpizenberg/visual-odometry-rs,,MPL-2.0,2018-03-26 08:10:34,2020-01-17 19:04:01,2019-03-25 14:16:01,2.0,6.0,2.0,46.0,299.0,,,,,,Visual Odometry in Rust (vors).,,,,9,False,3.0,,,
143,visionmagic,visioncortex/visionmagic,image,https://github.com/visioncortex/visionmagic,https://github.com/visioncortex/visionmagic,,,2020-12-16 15:07:32,2021-07-24 09:05:13,2021-07-24 09:05:06,7.0,,,46.0,39.0,2021-07-23 10:16:58,0.2.0,,,4.0,Collection of vision & graphics algorithms.,,,3.0,9,False,3.0,,,
