,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels
30,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-05-08 10:09:03,2022-05-07 12:29:42,45.0,6.0,41.0,730.0,536.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,18.0,15,True,1,,,,
31,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-04-13 00:10:29,2018-12-16 16:29:10,50.0,11.0,21.0,688.0,738.0,2018-09-05 14:54:26,0.4.0,811.0,16.0,10.0,Framework for large distributed pipelines.,10.0,15,False,2,,,,
32,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-05-06 06:52:49,2022-04-25 22:20:39,66.0,4.0,92.0,630.0,,2022-03-18 08:24:11,0.16.2,,,19.0,PyO3-based Rust bindings of the NumPy C-API.,34.0,15,True,2,,,,
33,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-04-08 15:24:56,2022-03-01 19:32:34,16.0,20.0,32.0,404.0,502.0,2022-01-18 09:34:00,0.8.1,,,16.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",3.0,15,True,3,,,2.0,
34,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-05-16 04:12:12,2022-04-26 15:32:03,108.0,13.0,106.0,3519.0,441.0,,,,,,A full-text search engine in rust.,18.0,14,True,3,,,,
35,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,145.0,,251.0,2296.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",37.0,14,False,2,,,,
36,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-05-16 12:05:25,2022-05-16 12:05:24,85.0,139.0,521.0,1727.0,,2022-02-28 18:39:25,0.2.1,740.0,74.0,3.0,Open-source & cloud-native log management & analytics.,20.0,14,False,3,,,,
37,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-04-12 15:22:42,2022-04-12 15:22:42,79.0,21.0,19.0,1680.0,,2021-11-11 18:11:02,0.2.3,,,2.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,7.0,14,True,3,,,,
38,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,,2021-10-17 23:37:05,2022-05-12 08:34:23,2022-05-12 01:38:18,61.0,26.0,13.0,1667.0,195.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,10.0,14,False,1,,,,
39,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,,2014-03-22 06:58:51,2022-05-11 04:36:03,2021-12-16 12:50:09,156.0,43.0,136.0,1186.0,432.0,,,,,,"A CSV parser for Rust, with Serde support.",49.0,14,False,3,,,,
40,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-05-16 12:21:06,2022-03-25 13:31:07,84.0,32.0,252.0,952.0,1001.0,,,,,,Rust bindings for OpenCV 3 & 4.,31.0,14,True,2,,,,['binding']
41,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-04-10 13:14:08,2022-04-10 13:14:03,102.0,59.0,105.0,449.0,667.0,,,,,,Image processing operations.,58.0,14,True,2,,,,
42,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2022-04-21 15:55:27,2022-04-13 10:11:48,35.0,5.0,13.0,373.0,72.0,2022-04-13 10:04:48,1.2.1,981.0,54.0,6.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",11.0,14,False,2,,,,
43,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2020-01-28 16:20:20,2020-01-28 16:19:54,54.0,5.0,15.0,324.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,21.0,14,False,1,,,,
44,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-05-16 10:47:31,2022-05-16 10:01:43,36.0,15.0,123.0,280.0,,2022-05-04 09:17:43,0.26.4,,,49.0,Search through millions of documents in milliseconds.,20.0,14,True,3,,,,
45,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2021-06-06 12:58:39,2021-05-19 16:09:39,24.0,5.0,9.0,269.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,14,True,2,,,,
46,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-05-14 22:19:08,2022-04-28 06:38:13,24.0,4.0,20.0,259.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,18.0,14,True,1,,,4.0,
47,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-05-14 04:52:38,2022-05-14 04:52:38,21.0,7.0,39.0,165.0,,2022-05-10 05:55:29,0.13.5,133.0,4.0,35.0,A morphological analysis library.,12.0,14,True,1,,,,
48,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2022-05-09 08:57:59,2022-05-09 08:48:35,6.0,5.0,14.0,45.0,295.0,2022-05-09 09:07:56,1.2.3,,,5.0,The pipeline for the OSCAR corpus.,3.0,14,False,1,,,,
49,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-04-23 18:40:51,2022-04-22 21:33:25,10.0,24.0,177.0,32.0,659.0,2022-04-22 21:42:43,0.2.0,,,8.0,Graph API client writen in Rust.,6.0,14,False,3,,,,
50,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,,2015-09-05 00:25:46,2022-03-22 20:35:10,2021-06-06 11:00:42,84.0,13.0,54.0,1382.0,258.0,,,,,,Represent large sets and maps compactly with finite state transducers.,25.0,13,False,3,,,,
51,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,145.0,33.0,67.0,1192.0,532.0,,,,,,Machine Learning library for Rust.,20.0,13,False,2,,,,
52,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-05-15 09:29:43,2022-05-12 17:00:38,80.0,11.0,82.0,922.0,1028.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",20.0,13,True,2,,,,
53,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-05-07 23:11:50,2022-05-01 08:15:24,72.0,26.0,52.0,891.0,1421.0,,,,,,The Hacker's Machine Learning Engine.,44.0,13,False,2,,,,
54,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,48.0,10.0,5.0,526.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,9.0,13,False,2,,,,
55,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-05-09 16:36:26,2022-04-19 08:26:02,15.0,4.0,17.0,515.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",6.0,13,True,2,,,,
56,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,,2018-07-22 10:09:33,2022-05-11 20:19:53,2022-05-06 15:08:05,43.0,9.0,52.0,432.0,,2022-02-16 17:06:12,0.5.1,,,15.0,Mathematical optimization in pure Rust.,22.0,13,False,2,,,,
57,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,,2020-07-19 16:24:54,2022-02-04 11:05:28,2022-02-04 11:05:28,32.0,15.0,28.0,407.0,,2021-04-24 09:12:56,0.6.4,20441.0,1202.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",7.0,13,False,2,,,,
58,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/nnsplit,https://github.com/bminixhofer/nnsplit,,MIT,2020-01-31 10:34:17,2022-03-29 22:51:56,2022-01-26 10:19:16,16.0,10.0,19.0,242.0,,2021-07-23 13:24:47,0.5.8,,,13.0,"Semantic text segmentation. For sentence boundary detection, compound splitting and more.",5.0,13,True,2,3.0,3.0,,
59,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,12.0,6.0,23.0,167.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,12.0,13,True,3,,,-2.0,
60,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-05-09 16:44:54,2022-05-09 16:44:54,30.0,11.0,31.0,144.0,529.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,9.0,13,True,3,,,,
61,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,263.0,26.0,24.0,5471.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,12,False,2,,,,
62,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-05-06 22:21:24,2022-05-06 22:20:37,137.0,55.0,95.0,3103.0,,,,,,,,29.0,12,False,2,,,,
63,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,,2019-02-16 21:08:44,2022-05-01 17:05:47,2022-05-01 17:05:44,139.0,65.0,239.0,1604.0,,,,75.0,75.0,1.0,Rust bindings for the C++ api of PyTorch.,47.0,12,False,2,,,,['binding']
64,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,,2019-08-26 08:06:48,2022-02-25 10:14:41,2022-02-25 10:14:40,61.0,12.0,36.0,1571.0,,2021-03-26 11:26:35,0.8.2,2813.0,85.0,14.0,Example-based texture synthesis written in Rust.,18.0,12,False,2,,,,
65,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,EnzymeAD/Enzyme,,2019-02-27 03:27:23,2022-05-13 15:34:27,2022-05-10 23:55:32,52.0,45.0,86.0,727.0,,2022-05-10 23:56:56,0.0.31,,,25.0,High-performance automatic differentiation of LLVM.,20.0,12,False,2,,,,
66,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,,2015-06-11 23:01:31,2022-05-15 19:07:48,2022-05-06 13:24:24,61.0,5.0,41.0,388.0,179.0,,,,,,Optimized string search routines for Rust.,34.0,12,False,2,,,,
67,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2022-02-06 10:12:56,2022-02-06 10:08:07,29.0,1.0,32.0,375.0,379.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,14.0,12,True,2,,,,
68,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,24.0,4.0,17.0,296.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,7.0,12,False,2,,,,
69,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/vbarrielle/sprs,https://github.com/vbarrielle/sprs,,,2015-05-17 19:01:01,2022-05-01 07:55:10,2022-02-22 20:24:15,31.0,42.0,96.0,284.0,1041.0,,,,,,sparse linear algebra library for rust.,23.0,12,False,2,,,,
70,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2022-05-16 09:29:44,2022-05-10 17:58:02,107.0,114.0,164.0,282.0,,,,,,,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,86.0,12,True,2,,,,['binding']
71,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2022-04-29 15:17:17,2021-11-30 13:26:36,15.0,,10.0,136.0,291.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,4.0,12,True,2,,,,
72,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,,2016-04-25 11:22:18,2021-03-09 19:49:09,2021-03-09 19:49:09,35.0,2.0,30.0,134.0,131.0,2020-04-20 04:05:53,2.0.1,327.0,6.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,4.0,12,False,2,27.0,27.0,,
73,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,,2018-01-27 21:50:14,2022-05-15 17:37:56,2022-03-28 17:04:04,11.0,6.0,18.0,64.0,240.0,2022-03-28 17:06:25,0.11.0,,,10.0,Rust language bindings for Faiss.,6.0,12,False,2,,,,['binding']
74,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2022-03-19 11:23:30,2022-03-19 11:23:30,3.0,3.0,21.0,42.0,64.0,2021-12-08 19:32:12,2.5.0.post3,,,27.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,3.0,12,False,2,,,,
