,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels,new_addition
10,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2021-10-18 09:02:48,2021-10-14 09:57:41,291.0,192.0,305.0,2341.0,2092.0,,,,,,Linear algebra library for Rust.,153.0,18,True,1,,,,,
11,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2021-10-18 11:22:57,2021-10-18 11:22:56,188.0,228.0,669.0,2256.0,,,,3439.0,1146.0,100.0,"An elastic and reliable Cloud Data Warehouse, offers Blazing Fast Query and combines Elasticity, Simplicity, Low cost..",56.0,18,True,2,,,-2.0,,
12,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2021-10-18 12:14:28,2021-10-17 19:18:16,171.0,260.0,354.0,1226.0,3272.0,,,,,,Apache Arrow DataFusion and Ballista query engines.,249.0,18,True,2,,,,,
13,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-inc/tantivy,https://github.com/quickwit-inc/tantivy,quickwit-inc/tantivy,MIT,2016-01-11 08:32:16,2021-10-18 11:45:41,2021-10-18 11:45:40,316.0,135.0,428.0,5381.0,,2021-09-10 14:07:33,0.16.1,,,36.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,93.0,17,True,2,,,,,
14,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2021-09-15 13:10:49,2021-09-15 11:37:42,103.0,3.0,33.0,4601.0,,2021-09-15 11:49:24,1.3.0,5612.0,233.0,9.0,A command-line tool and library for generating regular expressions from user-provided test cases.,6.0,17,True,1,,,,,
15,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2021-09-01 19:00:23,2021-09-01 09:15:53,38.0,20.0,77.0,281.0,589.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,22.0,17,True,1,,,,,
16,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2021-10-18 00:39:04,2021-10-17 22:33:24,272.0,36.0,103.0,3304.0,672.0,,,,,,Rust language bindings for TensorFlow.,42.0,16,True,1,,,,['binding'],
17,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2021-03-01 08:58:21,2020-04-04 20:50:54,239.0,69.0,95.0,2670.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,36.0,16,False,1,2.0,2.0,,,
18,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2021-10-17 18:29:18,2021-10-12 20:05:16,39.0,23.0,22.0,636.0,229.0,2021-08-29 22:27:57,0.3.6,,,8.0,Qdrant - vector similarity search engine with extended filtering support.,11.0,16,True,2,,,,,
19,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2021-10-18 11:09:59,2021-10-13 20:17:38,128.0,245.0,186.0,582.0,3176.0,,,,,,Official Rust implementation of Apache Arrow.,270.0,16,True,2,,,,,
20,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2021-10-18 09:12:45,2021-10-18 09:12:43,19.0,3.0,27.0,156.0,2582.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,28.0,16,True,1,,,,,
21,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,,2014-10-02 15:38:05,2021-10-08 16:42:55,2021-09-17 19:33:54,300.0,128.0,277.0,5675.0,1782.0,,,,,,Rayon: A data parallelism library for Rust.,119.0,15,False,3,,,,,
22,bayard,bayard-search/bayard,apps,https://github.com/bayard-search/bayard,https://github.com/bayard-search/bayard,,MIT,2019-11-01 09:54:55,2021-02-22 14:54:54,2021-02-22 14:53:53,59.0,12.0,28.0,1531.0,222.0,2021-02-22 14:55:12,0.8.7,,,17.0,A full-text search and indexing server written in Rust.,12.0,15,True,3,,,,,
23,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,,2014-12-22 08:15:12,2021-08-31 14:29:45,2021-08-31 14:29:45,197.0,88.0,123.0,1474.0,1244.0,,,,,,Graph data structure library for Rust.,84.0,15,False,1,,,,,
24,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2021-10-18 07:21:19,2021-10-17 16:30:02,106.0,23.0,57.0,1090.0,,2021-07-09 08:24:17,0.15.2,2988.0,213.0,22.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",27.0,15,False,1,,,,,
25,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2021-10-18 09:44:28,2021-10-18 09:34:19,114.0,96.0,250.0,1015.0,,2021-09-08 12:42:03,0.7.0,10.0,1.0,9.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,22.0,15,True,1,3.0,3.0,,,
26,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2021-08-11 16:07:57,2021-08-11 16:07:57,140.0,53.0,116.0,854.0,1574.0,,,,,,A linear algebra and mathematics library for computer graphics.,95.0,15,True,1,,,,,
27,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2021-08-18 13:28:15,2021-08-18 13:28:15,33.0,3.0,38.0,632.0,493.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,16.0,15,True,1,,,,,
28,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2021-10-09 02:41:52,2021-09-14 06:49:54,65.0,17.0,55.0,514.0,,2021-07-15 01:10:11,0.14.1,,,14.0,PyO3-based Rust binding of NumPy C-API.,30.0,15,True,1,,,,,
29,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2021-06-06 12:58:39,2021-05-19 16:09:39,22.0,6.0,8.0,253.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,15,True,1,,,,,
30,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2021-10-13 04:10:48,2021-09-14 22:04:38,96.0,10.0,105.0,3292.0,436.0,,,,,,A full-text search engine in rust.,16.0,14,True,3,,,,,
31,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,140.0,,251.0,2266.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",37.0,14,True,2,,,,,
32,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,,2018-04-05 07:03:30,2021-10-17 18:16:52,2021-10-13 17:40:22,82.0,22.0,41.0,1228.0,242.0,2021-04-28 20:49:00,0.4.0,,,5.0,A Rust machine learning framework.,18.0,14,False,2,,,,,
33,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2021-10-18 04:25:50,2021-10-06 19:43:01,72.0,24.0,206.0,744.0,921.0,,,,,,Rust bindings for OpenCV 3 & 4.,30.0,14,True,2,,,,['binding'],
34,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2018-12-16 16:29:51,2018-12-16 16:29:10,47.0,11.0,21.0,665.0,738.0,2018-09-05 14:54:26,0.4.0,799.0,18.0,10.0,Framework for large distributed pipelines.,10.0,14,False,2,,,,,
35,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2021-10-09 13:42:26,2021-10-03 08:10:35,88.0,56.0,94.0,390.0,658.0,,,,,,Image processing operations.,52.0,14,True,2,,,,,
36,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2021-09-13 19:22:40,2021-07-24 16:30:27,26.0,7.0,8.0,346.0,51.0,2021-05-14 12:58:11,1.1.1,638.0,58.0,4.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",9.0,14,False,2,,,,,
37,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2020-01-28 16:20:20,2020-01-28 16:19:54,54.0,5.0,15.0,316.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,21.0,14,False,1,,,,,
38,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/nnsplit,https://github.com/bminixhofer/nnsplit,,MIT,2020-01-31 10:34:17,2021-10-06 16:39:45,2021-07-23 13:41:28,12.0,9.0,16.0,204.0,,2021-07-23 13:24:47,0.5.8,,,13.0,"Semantic text segmentation. For sentence boundary detection, compound splitting and more.",4.0,14,True,1,3.0,3.0,,,
39,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2021-10-18 12:17:28,2021-10-18 11:59:48,22.0,11.0,115.0,170.0,,2021-10-18 12:17:29,0.18.0,,,31.0,Search through millions of documents in milliseconds.,15.0,14,True,3,,,1.0,,
40,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2021-09-30 13:45:04,2021-09-30 13:45:04,13.0,2.0,32.0,120.0,172.0,2021-08-22 12:54:53,0.8.0,5.0,0.0,17.0,A morphological analysis library.,7.0,14,True,1,,,,,
41,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2021-09-18 03:56:48,2021-08-19 13:16:57,6.0,31.0,162.0,26.0,549.0,2021-08-19 09:58:19,0.1.1,,,4.0,Graph API client writen in Rust.,3.0,14,False,3,,,,,
42,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,,2019-08-26 08:06:48,2021-08-31 07:48:39,2021-08-31 07:48:38,48.0,9.0,35.0,1473.0,,2021-03-26 11:26:35,0.8.2,2342.0,90.0,14.0,Example-based texture synthesis written in Rust.,18.0,13,False,2,,,,,
43,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,,2019-02-16 21:08:44,2021-10-17 12:36:29,2021-10-17 12:36:23,111.0,44.0,227.0,1255.0,591.0,,,,,,Rust bindings for the C++ api of PyTorch.,38.0,13,False,2,,,,['binding'],
44,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,144.0,33.0,67.0,1183.0,532.0,,,,,,Machine Learning library for Rust.,20.0,13,False,2,,,,,
45,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2021-09-27 08:51:16,2021-09-11 13:49:12,61.0,24.0,49.0,825.0,1415.0,,,,,,The Hacker's Machine Learning Engine.,42.0,13,False,2,,,,,
46,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2021-10-17 08:54:55,2021-09-14 15:37:49,52.0,10.0,48.0,735.0,897.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",12.0,13,True,2,,,,,
47,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,45.0,11.0,4.0,502.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,9.0,13,False,2,,,,,
48,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2021-08-07 13:17:15,2021-08-07 13:17:15,23.0,6.0,22.0,331.0,351.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,13.0,13,True,2,,,,,
49,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-03-14 20:25:32,2020-07-01 09:05:33,10.0,6.0,21.0,158.0,167.0,2020-04-14 14:23:06,0.6.2,,,18.0,Simple but powerful graph library for Rust.,11.0,13,False,3,,,,,
50,tokenizations,explosion/tokenizations,nlp,https://github.com/explosion/tokenizations,https://github.com/explosion/tokenizations,,MIT,2019-12-30 10:02:22,2021-10-06 22:16:35,2021-09-27 00:36:48,9.0,,9.0,109.0,279.0,2021-07-31 09:05:35,python/0.8.4,,,3.0,Robust and Fast tokenizations alignment library for Rust and Python https://tamuhey.github.io/tokenizations/.,3.0,13,True,2,,,,,
51,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,263.0,26.0,24.0,5479.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,12,False,2,,,,,
52,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2021-10-09 21:47:34,2021-10-09 21:41:27,122.0,54.0,80.0,2751.0,,,,,,,,27.0,12,False,2,,,,,
53,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,,2015-09-05 00:25:46,2021-06-06 11:01:26,2021-06-06 11:00:42,73.0,10.0,52.0,1239.0,258.0,,,,,,Represent large sets and maps compactly with finite state transducers.,25.0,12,False,3,,,,,
54,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2021-10-15 10:49:33,2021-10-15 10:49:18,42.0,7.0,6.0,1113.0,,2021-10-08 10:51:29,0.2.2,,,1.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,2.0,12,True,3,,,3.0,,
55,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,,2014-03-22 06:58:51,2021-10-02 20:50:07,2021-04-15 15:46:24,137.0,35.0,124.0,1060.0,431.0,,,,,,"A CSV parser for Rust, with Serde support.",48.0,12,False,3,,,,,
56,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-inc/quickwit,https://github.com/quickwit-inc/quickwit,,,2021-04-13 22:45:40,2021-10-18 10:24:22,2021-10-18 09:10:30,37.0,86.0,212.0,825.0,,2021-07-13 15:07:39,0.1.0,286.0,95.0,1.0,Quickwit is a fast and highly reliable distributed search engine designed from the ground up to index and query vast..,10.0,12,False,3,,,,,
57,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/wsmoses/Enzyme,https://github.com/wsmoses/Enzyme,,,2019-02-27 03:27:23,2021-10-17 23:04:06,2021-10-17 23:03:24,37.0,22.0,41.0,543.0,,2021-10-17 23:04:06,0.0.20,,,14.0,High-performance automatic differentiation of LLVM.,15.0,12,False,2,,,,,
58,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,,2015-06-11 23:02:10,2021-09-15 21:37:11,2021-07-03 11:52:44,59.0,4.0,39.0,496.0,182.0,,,,,,A fast implementation of Aho-Corasick in Rust.,26.0,12,False,2,,,,,
59,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,,2020-07-19 16:24:54,2021-06-07 06:26:50,2021-06-07 06:26:50,29.0,14.0,27.0,358.0,,2021-04-24 09:12:56,0.6.4,3196.0,319.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",7.0,12,False,2,,,,,
60,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,,2015-06-11 23:01:31,2021-09-22 13:18:21,2021-08-18 13:33:49,53.0,5.0,34.0,331.0,169.0,,,,,,Optimized string search routines for Rust.,31.0,12,False,2,,,,,
61,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2021-07-05 21:22:36,2021-07-05 21:22:33,7.0,6.0,9.0,299.0,,2021-06-02 21:24:47,1.2.2,,,8.0,"The most accurate natural language detection library in the Rust ecosystem, suitable for long and short text alike.",3.0,12,True,2,,,,,
62,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-06-25 12:28:57,2021-06-25 12:28:50,23.0,5.0,16.0,286.0,174.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,7.0,12,False,3,,,,,
63,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2021-10-18 04:24:16,2021-10-17 14:46:44,86.0,72.0,101.0,170.0,,,,,,,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,69.0,12,True,2,,,,['binding'],
64,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,,2016-04-25 11:22:18,2021-03-09 19:49:09,2021-03-09 19:49:09,30.0,1.0,27.0,111.0,131.0,2020-04-20 04:05:53,2.0.1,324.0,7.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,4.0,12,False,2,19.0,19.0,,,
65,gym-rs,mrrobb/gym-rs,ml-frameworks,https://github.com/MrRobb/gym-rs,https://github.com/MrRobb/gym-rs,,MIT,2019-08-20 23:26:06,2021-09-08 01:20:54,2020-07-24 16:19:15,3.0,3.0,6.0,36.0,152.0,2019-10-11 20:43:19,1.0.0,,,1.0,OpenAI Gym bindings for Rust.,3.0,12,False,2,,,,['binding'],
66,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2021-10-12 11:40:36,2021-09-14 18:56:36,2.0,3.0,19.0,30.0,58.0,2021-09-10 06:44:05,2.4.0,,,23.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,3.0,12,False,2,,,,,
67,hora,hora-search/hora,ml-frameworks,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2021-09-14 16:41:59,2021-09-14 16:41:56,35.0,12.0,9.0,2084.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,5.0,11,True,2,,,,,
68,hora-hora,hora-search/hora,apps,https://github.com/hora-search/hora,https://github.com/hora-search/hora,,Apache-2.0,2021-05-15 07:46:32,2021-09-14 16:41:59,2021-09-14 16:41:56,35.0,12.0,9.0,2084.0,,,,,,,efficient approximate nearest neighbor search algorithm collections library written in Rust .,5.0,11,True,3,,,,,
69,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,,2018-07-22 10:09:33,2021-09-22 14:19:16,2021-09-22 14:19:16,32.0,14.0,28.0,330.0,807.0,,,,,,Mathematical optimization in pure Rust.,16.0,11,False,2,,,,,
70,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/vbarrielle/sprs,https://github.com/vbarrielle/sprs,,,2015-05-17 19:01:01,2021-07-31 16:20:41,2021-07-22 16:02:18,27.0,40.0,96.0,251.0,1035.0,,,,,,sparse linear algebra library for rust.,22.0,11,False,2,,,,,
71,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,,2018-04-20 18:38:06,2021-08-15 21:48:40,2021-05-26 07:20:11,15.0,9.0,14.0,243.0,1192.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",9.0,11,False,2,,,,,
72,rs-natural,christophertrml/rs-natural,nlp,https://github.com/christophertrml/rs-natural,https://github.com/christophertrml/rs-natural,,MIT,2014-07-27 22:26:18,2020-10-17 18:22:37,2020-02-13 07:12:11,28.0,2.0,7.0,196.0,97.0,,,,,,Natural Language Processing for Rust.,14.0,11,False,2,,,,,
73,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2021-10-15 07:08:40,2021-04-29 16:40:54,22.0,27.0,19.0,183.0,,,,,,,SmartCore is a comprehensive library for machine learning and numerical computing. The library provides a set of tools..,14.0,11,True,2,,,,,
74,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/snipsco/rustling-ontology,https://github.com/snipsco/rustling-ontology,,,2017-04-24 15:08:48,2020-10-07 11:29:12,2020-10-07 11:29:08,45.0,28.0,26.0,115.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,19.0,11,False,2,,,,,
75,rsrl,tspooner/rsrl,ml-frameworks,https://github.com/tspooner/rsrl,https://github.com/tspooner/rsrl,,MIT,2017-03-29 15:18:20,2020-06-18 11:34:02,2020-06-18 11:31:52,11.0,19.0,15.0,111.0,545.0,,,,,7.0,"A fast, safe and easy to use reinforcement learning framework in Rust.",4.0,11,False,2,,,,,
