,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,labels,trending,new_addition
0,vector,timberio/vector,data-loading,https://github.com/vectordotdev/vector,https://github.com/vectordotdev/vector,vectordotdev/vector,MPL-2.0,2018-08-27 16:57:34,2021-12-13 12:28:35,2021-12-13 09:38:44,654.0,1652.0,3062.0,8683.0,5965.0,2021-11-30 20:18:48,0.18.1,90228.0,3111.0,33.0,"A reliable, high-performance tool for building observability data pipelines.",191.0,25,True,1,,,,,
1,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,,Apache-2.0,2016-02-17 08:00:23,2021-12-13 12:33:47,2021-12-13 12:28:21,2026.0,14.0,679.0,8805.0,10546.0,,,,,,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,779.0,24,True,1,57.0,57.0,,,
2,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2021-12-07 08:08:58,2021-10-07 14:56:48,407.0,146.0,383.0,5071.0,1493.0,2021-09-08 07:18:04,python-v0.11.0,,,43.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,46.0,21,True,1,38.0,38.0,,,
3,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/MeiliSearch,https://github.com/meilisearch/MeiliSearch,,MIT,2018-04-23 11:45:28,2021-12-09 14:57:50,2021-12-09 14:02:48,668.0,47.0,746.0,20008.0,,2021-11-16 09:52:53,0.24.0,24184.0,967.0,71.0,"Powerful, fast, and an easy to use search engine.",77.0,20,True,1,,,,,
4,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2021-12-01 08:01:35,2021-12-01 08:01:33,403.0,45.0,183.0,12276.0,634.0,2021-11-09 17:15:58,1.3.2,583.0,17.0,21.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",30.0,20,True,1,,,,,
5,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2021-11-23 18:46:52,2021-11-23 18:43:34,168.0,6.0,556.0,3778.0,1256.0,2021-11-23 18:46:52,3000.0.6,15951.0,224.0,100.0,Making Postgres and Elasticsearch work together like it's 2021.,24.0,20,False,1,,,,,
6,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2021-12-13 12:15:57,2021-12-13 11:51:11,2172.0,217.0,1856.0,7467.0,,2021-11-24 17:14:48,0.8.0,784.0,15.0,10.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",667.0,19,True,1,,,['binding'],,
7,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,,MIT,2015-07-15 00:22:17,2021-09-27 10:12:06,2021-07-26 14:25:10,388.0,208.0,678.0,2470.0,3167.0,2021-08-21 01:09:06,rusoto-v0.47.0,,,41.0,AWS SDK for Rust.,186.0,19,True,1,,,,,
8,synth,openquery-io/synth,data-loading,https://github.com/getsynth/synth,https://github.com/getsynth/synth,getsynth/synth,Apache-2.0,2020-08-09 08:51:34,2021-12-13 11:59:47,2021-12-13 11:59:47,51.0,34.0,40.0,701.0,265.0,2021-12-10 15:05:11,0.6.2,1506.0,150.0,27.0,The Declarative Data Generator.,24.0,19,True,2,,,,1.0,
9,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2021-12-13 11:21:10,2021-12-13 11:12:43,199.0,72.0,701.0,3400.0,2698.0,,,,,,Fast multi-threaded DataFrame library in Rust and Python.,59.0,18,True,2,5.0,5.0,,,
10,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2021-12-13 08:28:56,2021-12-09 13:14:43,303.0,197.0,316.0,2425.0,2092.0,,,,,,Linear algebra library for Rust.,160.0,18,True,1,,,,,
11,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2021-12-13 03:19:30,2021-12-11 20:47:23,214.0,302.0,457.0,1426.0,3406.0,,,,,,Apache Arrow DataFusion and Ballista query engines.,263.0,18,True,2,,,,,
12,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-inc/tantivy,https://github.com/quickwit-inc/tantivy,quickwit-inc/tantivy,MIT,2016-01-11 08:32:16,2021-12-13 00:54:22,2021-12-13 00:54:21,329.0,146.0,445.0,5638.0,,2021-09-10 14:07:33,0.16.1,,,36.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,97.0,17,True,2,,,,,
13,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2021-12-13 12:04:17,2021-12-13 10:45:14,263.0,344.0,1019.0,2754.0,,,,997.0,332.0,100.0,"An elastic and reliable Serverless Data Warehouse, offers Blazing Fast Query and combines Elasticity, Simplicity, Low..",86.0,17,True,2,,,,,
14,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2021-03-01 08:58:21,2020-04-04 20:50:54,241.0,69.0,95.0,2706.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,36.0,17,False,1,3.0,3.0,,,
15,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2021-12-13 12:05:01,2021-12-12 21:04:33,155.0,259.0,246.0,658.0,3239.0,,,,,,Official Rust implementation of Apache Arrow.,280.0,17,True,2,,,,1.0,
16,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2021-09-15 13:10:49,2021-09-15 11:37:42,112.0,3.0,33.0,4822.0,,2021-09-15 11:49:24,1.3.0,6807.0,261.0,9.0,A command-line tool and library for generating regular expressions from user-provided test cases.,6.0,16,True,1,,,,,
17,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2021-12-11 17:39:37,2021-11-12 04:04:43,283.0,35.0,105.0,3388.0,682.0,,,,,,Rust language bindings for TensorFlow.,42.0,16,True,1,,,['binding'],,
18,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2021-12-10 15:12:39,2021-12-10 15:06:54,112.0,15.0,73.0,1154.0,,2021-11-18 18:42:43,0.15.8,3134.0,195.0,26.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",29.0,16,False,1,,,,,
19,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2021-12-13 12:17:01,2021-12-13 10:44:51,43.0,23.0,32.0,697.0,252.0,2021-10-27 21:50:11,0.4.2,,,10.0,Qdrant - vector similarity search engine with extended filtering support.,13.0,16,True,2,,,,,
20,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2021-11-05 07:53:08,2021-09-01 09:15:53,38.0,21.0,77.0,294.0,589.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,22.0,16,True,1,,,,,
21,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2021-12-13 12:05:35,2021-12-13 12:05:34,19.0,3.0,27.0,164.0,2615.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,28.0,16,True,1,,,,,
22,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,,2014-10-02 15:38:05,2021-11-29 22:34:40,2021-10-28 22:33:07,308.0,133.0,282.0,5914.0,1785.0,,,,,,Rayon: A data parallelism library for Rust.,120.0,15,False,3,,,,,
23,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2021-06-29 20:02:50,2021-06-29 20:02:50,174.0,32.0,31.0,2002.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,22.0,15,True,1,,,,,True
24,bayard,bayard-search/bayard,apps,https://github.com/bayard-search/bayard,https://github.com/bayard-search/bayard,,MIT,2019-11-01 09:54:55,2021-02-22 14:54:54,2021-02-22 14:53:53,58.0,12.0,28.0,1547.0,222.0,2021-02-22 14:55:12,0.8.7,,,17.0,A full-text search and indexing server written in Rust.,12.0,15,True,3,,,,,
25,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,,2014-12-22 08:15:12,2021-12-06 16:42:10,2021-08-31 14:29:45,197.0,92.0,123.0,1518.0,1244.0,,,,,,Graph data structure library for Rust.,84.0,15,False,1,,,,,
26,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,,2018-04-05 07:03:30,2021-12-05 18:52:52,2021-12-05 18:50:01,92.0,23.0,45.0,1323.0,252.0,2021-10-21 15:07:49,0.5.0,,,6.0,A Rust machine learning framework.,19.0,15,False,2,,,,,
27,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2021-12-13 11:58:15,2021-12-13 10:59:16,133.0,71.0,376.0,1194.0,,2021-12-03 13:21:02,0.9.0,20.0,1.0,11.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,24.0,15,True,1,,,,,
28,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2021-11-26 14:11:33,2021-11-26 14:11:33,142.0,53.0,116.0,885.0,1576.0,,,,,,A linear algebra and mathematics library for computer graphics.,96.0,15,True,1,,,,,
29,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2021-11-25 21:14:28,2021-11-25 21:12:45,64.0,15.0,61.0,540.0,,2021-11-06 12:09:27,0.15.0,,,15.0,PyO3-based Rust binding of NumPy C-API.,32.0,15,True,2,,,,,
30,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,12.0,6.0,23.0,160.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,12.0,15,True,1,,,,,
31,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2021-12-09 07:36:13,2021-12-09 07:31:06,15.0,18.0,91.0,124.0,,2021-12-09 05:41:00,0.6.2,3.0,1.0,4.0,An official Sudachi clone in Rust.,5.0,15,True,1,245.0,245.0,,,True
32,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2021-12-13 04:16:00,2021-11-25 23:06:23,100.0,11.0,105.0,3361.0,440.0,,,,,,A full-text search engine in rust.,17.0,14,True,3,,,,,
33,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,143.0,,251.0,2272.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",37.0,14,True,2,,,,,
34,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2021-12-13 10:30:04,2021-12-08 18:38:38,75.0,18.0,237.0,798.0,975.0,,,,,,Rust bindings for OpenCV 3 & 4.,31.0,14,True,2,,,['binding'],,
35,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2018-12-16 16:29:51,2018-12-16 16:29:10,47.0,11.0,21.0,668.0,738.0,2018-09-05 14:54:26,0.4.0,806.0,17.0,10.0,Framework for large distributed pipelines.,10.0,14,False,2,,,,,
36,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2021-08-18 13:28:15,2021-08-18 13:28:15,35.0,3.0,38.0,652.0,493.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,16.0,14,True,1,,,,,
37,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2021-12-13 07:24:53,2021-10-03 08:10:35,90.0,57.0,97.0,397.0,658.0,,,,,,Image processing operations.,52.0,14,True,2,,,,,
38,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2020-01-28 16:20:20,2020-01-28 16:19:54,53.0,5.0,15.0,318.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,21.0,14,False,1,,,,,
39,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2021-06-06 12:58:39,2021-05-19 16:09:39,22.0,5.0,9.0,260.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,14,True,2,,,,,
40,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/bminixhofer/nnsplit,https://github.com/bminixhofer/nnsplit,,MIT,2020-01-31 10:34:17,2021-12-10 19:01:01,2021-07-23 13:41:28,12.0,10.0,16.0,212.0,,2021-07-23 13:24:47,0.5.8,,,13.0,"Semantic text segmentation. For sentence boundary detection, compound splitting and more.",4.0,14,True,1,3.0,3.0,,,
41,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2021-12-09 15:12:13,2021-12-09 15:03:04,26.0,9.0,117.0,192.0,,2021-12-02 16:20:01,0.21.0,,,36.0,Search through millions of documents in milliseconds.,16.0,14,True,3,,,,,
42,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2021-11-13 12:08:42,2021-11-13 12:01:49,14.0,2.0,32.0,129.0,175.0,2021-11-13 12:15:40,0.8.1,5.0,0.0,18.0,A morphological analysis library.,8.0,14,True,1,,,,,
43,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2021-11-16 04:26:26,2021-03-11 23:07:07,26.0,10.0,28.0,125.0,324.0,,,,,3.0,Dataflow system for building self-driving car and robotics applications.,7.0,14,True,3,5.0,5.0,,,
44,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2021-12-01 16:41:05,2021-08-19 13:16:57,7.0,32.0,162.0,27.0,549.0,2021-08-19 09:58:19,0.1.1,,,4.0,Graph API client writen in Rust.,3.0,14,False,3,,,,,
45,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2021-11-26 10:49:07,2021-11-26 10:49:03,58.0,10.0,12.0,1277.0,,2021-11-11 18:11:02,0.2.3,,,2.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,2.0,13,True,3,,,,,
46,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,143.0,33.0,67.0,1184.0,532.0,,,,,,Machine Learning library for Rust.,20.0,13,False,2,,,,,
