,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels
10,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2022-07-14 17:21:26,2022-07-14 17:21:10,69.0,5.0,42.0,590.0,185.0,,,,,,A fast implementation of Aho-Corasick in Rust.,277911.0,277911.0,26.0,22,True,1,11.0,
11,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2022-07-14 17:19:52,2022-07-14 17:19:37,65.0,5.0,42.0,407.0,181.0,,,,,,Optimized string search routines for Rust.,341638.0,341638.0,34.0,22,True,1,10.0,
12,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-07-07 22:24:02,2022-01-28 10:32:17,51.0,24.0,79.0,357.0,599.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,13696.0,13696.0,24.0,22,True,1,,
13,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,,MIT,2018-04-23 11:45:28,2022-07-18 11:07:53,2022-07-11 14:06:02,962.0,50.0,978.0,27954.0,,2022-07-11 13:14:20,0.28.0,44152.0,1379.0,100.0,"An open-source, lightning-fast, and hyper-relevant search engine that fits effortlessly into your apps, websites, and..",,,91.0,21,True,1,,
14,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2022-07-18 10:29:12,2022-07-16 22:11:02,2453.0,384.0,2094.0,8327.0,,2021-11-24 17:14:48,0.8.0,1191.0,20.0,11.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",23.0,23.0,778.0,21,True,1,,['binding']
15,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2022-07-18 11:55:47,2022-07-12 09:07:48,393.0,155.0,496.0,6707.0,,2022-05-26 09:32:47,0.18,,,38.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,963.0,963.0,106.0,21,True,1,,
16,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2022-07-07 13:24:47,2022-06-15 04:20:57,126.0,30.0,58.0,1794.0,273.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,154.0,154.0,22.0,21,True,1,,
17,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2022-07-14 17:22:18,2022-07-14 17:22:01,84.0,14.0,54.0,1413.0,262.0,,,,,,Represent large sets and maps compactly with finite state transducers.,9590.0,9590.0,25.0,21,True,3,,
18,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2022-07-10 20:09:22,2022-07-10 20:07:19,449.0,50.0,193.0,13359.0,661.0,2022-07-10 20:09:38,1.3.5,,,24.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",,,31.0,20,True,2,,
19,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2022-07-05 19:50:27,2022-07-05 18:40:04,183.0,9.0,586.0,4044.0,1346.0,2022-07-05 19:50:27,3000.1.2,15355.0,199.0,100.0,Making Postgres and Elasticsearch work together like it's 2022.,,,29.0,20,False,2,,
20,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-04-16 17:32:31,2022-04-16 17:32:31,147.0,53.0,120.0,955.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,12479.0,12479.0,98.0,20,True,1,,
21,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-06-27 09:25:22,2022-05-07 12:29:42,48.0,6.0,41.0,750.0,536.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1291.0,1291.0,18.0,20,True,1,,
22,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-07-03 08:25:04,2022-07-03 08:23:17,67.0,4.0,94.0,659.0,,2022-03-18 08:24:11,0.16.2,,,19.0,PyO3-based Rust bindings of the NumPy C-API.,2095.0,2095.0,34.0,20,True,1,,
23,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-07-18 09:55:27,2022-07-07 01:47:27,25.0,5.0,20.0,271.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,5990.0,5990.0,18.0,20,True,1,10.0,
24,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2022-07-11 16:10:32,2022-06-10 12:58:02,476.0,187.0,449.0,5768.0,,2022-03-31 13:07:30,node-v0.12.0,,,58.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,49.0,49.0,56.0,19,True,1,-2.0,
25,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2022-07-14 17:30:19,2022-07-13 21:39:25,138.0,4.0,37.0,5407.0,,2021-09-15 11:49:24,1.3.0,14036.0,425.0,9.0,A command-line tool and library for generating regular expressions from user-provided test cases.,152.0,152.0,9.0,19,True,1,,
26,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-07-02 08:26:54,2022-07-02 08:26:54,104.0,60.0,107.0,464.0,670.0,,,,,,Image processing operations.,2428.0,2428.0,61.0,19,True,2,,
27,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-07-18 07:38:48,2022-07-18 07:38:48,22.0,5.0,27.0,185.0,2743.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,13.0,13.0,28.0,19,True,1,,
28,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2022-07-18 12:44:45,2022-07-18 11:18:00,438.0,367.0,2185.0,4258.0,,,,4074.0,1358.0,100.0,"A modern Elasticity and Performance cloud data warehouse, activate your object storage for real-time analytics. Cloud..",,,145.0,18,True,3,,
29,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,248.0,72.0,95.0,2797.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,4.0,4.0,36.0,18,False,1,,
30,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-07-18 12:43:24,2022-07-15 15:17:14,102.0,40.0,211.0,2019.0,717.0,2022-07-05 13:24:40,0.8.4,,,19.0,Qdrant - Vector Search Engine for the next generation of AI applications.,,,26.0,18,True,2,,
31,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2022-06-07 07:52:09,2022-06-07 07:51:44,62.0,12.0,36.0,1600.0,,2021-03-26 11:26:35,0.8.2,2937.0,83.0,14.0,Example-based texture synthesis written in Rust.,102.0,102.0,18.0,18,True,2,,
32,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-07-10 17:00:35,2022-07-10 13:55:46,87.0,24.0,269.0,1005.0,1018.0,,,,,,Rust bindings for OpenCV 3 & 4.,668.0,668.0,31.0,18,True,2,,['binding']
33,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2022-02-28 14:30:04,2022-02-16 12:56:59,59.0,51.0,54.0,888.0,295.0,2022-02-10 21:21:47,0.6.5-r1,2738.0,161.0,30.0,The Declarative Data Generator.,,,25.0,18,True,3,-1.0,
34,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2022-07-17 08:43:10,2022-06-18 14:44:43,47.0,9.0,54.0,455.0,,2022-02-16 17:06:12,0.5.1,,,15.0,Mathematical optimization in pure Rust.,177.0,177.0,22.0,18,True,1,,
35,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2022-07-06 20:57:31,2022-02-04 11:05:28,34.0,15.0,28.0,424.0,,2021-04-24 09:12:56,0.6.4,22177.0,1167.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",39.0,39.0,7.0,18,True,2,,
36,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-07-14 02:29:35,2022-07-03 00:13:36,22.0,8.0,42.0,179.0,,2022-07-02 13:43:07,0.14.0,171.0,5.0,36.0,A morphological analysis library.,640.0,640.0,12.0,18,True,2,,
37,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-07-14 01:59:16,2022-07-14 01:59:16,11.0,20.0,185.0,36.0,667.0,2022-04-22 21:42:43,0.2.0,,,8.0,Graph API client writen in Rust.,591.0,591.0,7.0,18,False,2,,
38,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,Apache-2.0,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,263.0,26.0,24.0,5474.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,87.0,87.0,15.0,17,False,2,,
39,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,144.0,33.0,67.0,1195.0,532.0,,,,,,Machine Learning library for Rust.,405.0,405.0,20.0,17,False,2,,
40,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,36.0,4.0,6.0,533.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5473.0,5473.0,13.0,17,True,3,,
41,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2022-07-15 00:51:01,2022-07-15 00:49:55,21.0,11.0,15.0,315.0,1290.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",64.0,64.0,10.0,17,True,2,,
42,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2022-06-29 10:07:08,2021-05-19 16:09:39,24.0,6.0,9.0,273.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,15.0,15.0,6.0,17,False,2,,
43,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-07-06 03:42:54,2022-06-21 01:09:14,18.0,26.0,95.0,156.0,,2022-06-21 01:07:38,0.6.5,96.0,10.0,7.0,Sudachi in Rust and new generation of SudachiPy.,346.0,346.0,6.0,17,True,2,,
44,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-07-14 13:19:17,2022-07-08 00:28:23,325.0,44.0,112.0,3734.0,803.0,,,,,,Rust language bindings for TensorFlow.,,,44.0,16,True,2,,['binding']
45,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2022-07-01 21:05:56,2022-07-01 21:05:30,68.0,29.0,14.0,1770.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,,,11.0,16,True,1,,
46,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-07-18 12:44:39,2022-07-16 13:47:28,198.0,165.0,609.0,1765.0,,2022-07-06 09:56:36,0.15.0,33.0,1.0,19.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,,,32.0,16,True,3,,
47,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2022-06-17 01:23:42,2021-02-22 14:53:53,61.0,12.0,28.0,1616.0,222.0,2021-02-22 14:55:12,0.8.7,,,17.0,A full-text search and indexing server written in Rust.,,,12.0,16,False,3,,
48,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-07-18 11:37:55,2022-07-18 11:02:03,135.0,12.0,101.0,1332.0,,2022-07-12 07:21:24,0.17.2,3671.0,159.0,39.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",,,42.0,16,False,2,,
49,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-07-17 08:31:01,2022-07-17 07:53:08,86.0,9.0,92.0,994.0,1037.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",174.0,174.0,20.0,16,True,2,,
50,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-07-14 14:49:24,2022-06-07 21:22:21,71.0,26.0,52.0,918.0,1423.0,,,,,,The Hacker's Machine Learning Engine.,53.0,53.0,46.0,16,False,2,,
51,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-07-14 18:04:59,2022-07-14 18:04:58,21.0,19.0,35.0,560.0,509.0,2022-06-25 15:57:55,0.9.0,,,17.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",,,4.0,16,True,3,,
52,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,48.0,10.0,5.0,526.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,109.0,109.0,9.0,16,False,2,,
53,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,25.0,4.0,17.0,302.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,203.0,203.0,7.0,16,False,3,,
54,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2022-07-04 19:22:04,2022-07-04 18:34:55,33.0,41.0,100.0,288.0,1074.0,,,,,,sparse linear algebra library for rust.,10.0,10.0,25.0,16,True,2,,
55,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-07-17 00:25:37,2022-07-17 00:24:15,141.0,66.0,95.0,3236.0,,,,,,,,143.0,143.0,29.0,15,False,2,,
56,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-07-18 12:31:54,2022-07-15 09:29:33,105.0,180.0,620.0,2091.0,,2022-06-22 18:38:05,0.3.1,997.0,83.0,5.0,Cloud-native search engine for log management & analytics.,,,26.0,15,False,3,,
57,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,181.0,32.0,31.0,2066.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,2.0,2.0,22.0,15,False,1,,
58,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-06-01 14:50:36,2022-06-01 14:50:25,86.0,21.0,22.0,1793.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,,,7.0,15,True,3,,
59,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-06-17 01:10:20,2018-12-16 16:29:10,50.0,11.0,21.0,695.0,738.0,2018-09-05 14:54:26,0.4.0,815.0,15.0,10.0,Framework for large distributed pipelines.,,,10.0,15,False,2,,
60,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-07-11 16:36:04,2022-07-07 13:24:47,17.0,4.0,17.0,528.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",40.0,40.0,6.0,15,True,2,,
61,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-07-18 11:45:44,2022-07-07 08:13:07,40.0,23.0,125.0,315.0,,2022-06-23 08:45:19,0.31.1,,,59.0,Search through millions of documents in milliseconds.,,,23.0,15,True,3,,
62,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lst-codes/rs-natural,https://github.com/lst-codes/rs-natural,lst-codes/rs-natural,MIT,2014-07-27 22:26:18,2020-10-17 18:22:37,2020-02-13 07:12:11,28.0,2.0,7.0,205.0,97.0,,,,,,Natural Language Processing for Rust.,299.0,299.0,14.0,15,False,2,,
63,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,12.0,6.0,23.0,169.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,30.0,30.0,12.0,15,True,3,,
64,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,Unlicense,2016-04-25 11:22:18,2022-05-25 08:01:31,2022-05-25 08:01:31,35.0,2.0,30.0,144.0,132.0,2020-04-20 04:05:53,2.0.1,327.0,6.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,28.0,28.0,4.0,15,True,2,,
65,kdtree-rs,mrhooray/kdtree-rs,ml-frameworks,https://github.com/mrhooray/kdtree-rs,https://github.com/mrhooray/kdtree-rs,,Apache-2.0,2015-07-29 05:20:17,2022-05-17 01:16:45,2021-05-13 02:26:34,30.0,1.0,15.0,136.0,85.0,,,,,,K-dimensional tree in Rust for fast geospatial indexing and lookup.,392.0,392.0,14.0,15,False,2,,
66,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2022-06-19 08:12:11,2022-06-19 08:12:04,13.0,1.0,6.0,126.0,426.0,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",263.0,263.0,4.0,15,True,2,,
67,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2022-06-13 11:25:07,2022-06-13 11:25:07,12.0,6.0,19.0,64.0,242.0,2022-03-28 17:06:25,0.11.0,,,10.0,Rust language bindings for Faiss.,9.0,9.0,7.0,15,False,2,,['binding']
68,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2022-06-06 22:02:05,2022-05-09 08:48:35,7.0,6.0,15.0,53.0,295.0,2022-05-09 09:07:56,1.2.3,,,5.0,The pipeline for the OSCAR corpus.,7.0,7.0,3.0,15,False,2,,
69,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2022-07-15 16:00:38,2022-07-15 16:00:35,3.0,1.0,23.0,42.0,68.0,2021-12-08 19:32:12,2.5.0.post3,,,27.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,487.0,487.0,3.0,15,False,2,,
70,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-07-15 04:12:53,2022-04-26 15:32:03,113.0,13.0,106.0,3603.0,441.0,,,,,,A full-text search engine in rust.,,,18.0,14,True,3,,
71,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,145.0,,251.0,2299.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",,,37.0,14,False,2,,
72,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2022-07-08 09:17:19,2022-07-08 09:17:15,146.0,77.0,246.0,1716.0,,,,128.0,42.0,1.0,Rust bindings for the C++ api of PyTorch.,,,51.0,14,True,2,,['binding']
