,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,new_addition
0,vector,timberio/vector,data-loading,https://github.com/vectordotdev/vector,https://github.com/vectordotdev/vector,vectordotdev/vector,MPL-2.0,2018-08-27 16:57:34,2023-08-01 02:36:51,2023-08-01 00:18:27,1109.0,1536.0,5270.0,14062.0,10116.0,2023-07-06 15:04:40,0.31.0,826418.0,16865.0,63.0,A high-performance observability data pipeline.,1044.0,1044.0,342.0,33,True,1.0,,,
1,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,Apache-2.0,2014-10-02 15:38:05,2023-07-18 00:39:30,2023-07-18 00:32:01,417.0,151.0,358.0,8935.0,2009.0,,,,,,Rayon: A data parallelism library for Rust.,185069.0,185069.0,137.0,26,True,1.0,,,
2,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2023-07-21 14:01:15,2023-07-09 10:35:05,398.0,262.0,368.0,3301.0,2635.0,,,,,,Linear algebra library for Rust.,34335.0,34335.0,200.0,25,True,1.0,,,
3,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,Apache-2.0,2014-12-22 08:15:12,2023-07-30 14:35:48,2023-07-07 08:33:29,260.0,124.0,139.0,2240.0,1269.0,,,,,,Graph data structure library for Rust.,89745.0,89745.0,99.0,25,True,1.0,,,
4,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2023-08-01 09:07:42,2023-08-01 09:02:35,461.0,242.0,1671.0,1726.0,5119.0,,,,,,Official Rust implementation of Apache Arrow.,5871.0,5871.0,440.0,24,True,1.0,,,
5,ChatGPT,lencx/ChatGPT,apps,https://github.com/lencx/ChatGPT,https://github.com/lencx/ChatGPT,,AGPL-3.0,2022-12-07 09:43:02,2023-07-29 15:24:05,2023-07-20 05:34:23,4461.0,446.0,298.0,39697.0,,2023-05-25 05:24:27,1.0.0,3150150.0,393768.0,33.0,"ChatGPT Desktop Application (Mac, Windows and Linux).",,,29.0,23,True,1.0,,,
6,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,,MIT,2018-04-23 11:45:28,2023-07-31 14:14:10,2023-07-31 09:32:08,1358.0,112.0,1450.0,37931.0,,2023-07-31 08:24:28,1.3.0,111349.0,4453.0,100.0,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",,,166.0,23,True,1.0,,,
7,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2023-08-01 09:09:39,2023-08-01 08:09:03,1032.0,914.0,3562.0,18944.0,,2023-08-01 06:03:15,py-0.18.11,,,86.0,"Fast multi-threaded, hybrid-out-of-core query engine focussing on DataFrame front-ends.",2918.0,2918.0,245.0,23,True,2.0,,,
8,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2023-07-28 19:14:55,2023-07-27 10:25:31,495.0,234.0,639.0,8513.0,,2023-06-12 03:26:36,0.20.1,,,44.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,1216.0,1216.0,132.0,23,True,1.0,,,
9,tiktoken,openai/tiktoken,nlp,https://github.com/openai/tiktoken,https://github.com/openai/tiktoken,,MIT,2022-12-01 23:22:11,2023-07-28 12:10:16,2023-06-12 08:48:34,342.0,16.0,113.0,6045.0,,2023-05-07 21:39:10,0.4.0,,,4.0,tiktoken is a fast BPE tokeniser for use with OpenAI's models.,20469.0,20469.0,10.0,23,True,1.0,,,
10,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2023-08-01 08:27:51,2023-08-01 07:52:58,661.0,716.0,2346.0,3882.0,6083.0,,,,,,Apache Arrow DataFusion SQL Query Engine.,2130.0,2130.0,451.0,23,True,2.0,3.0,,
11,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,,MIT,2015-07-15 00:22:17,2023-06-21 15:27:04,2022-04-25 02:35:58,410.0,221.0,687.0,2656.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,302.0,302.0,189.0,23,False,1.0,,,
12,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2023-07-14 18:37:19,2023-07-14 18:37:19,76.0,,57.0,799.0,253.0,,,,,,A fast implementation of Aho-Corasick in Rust.,354098.0,354098.0,29.0,23,True,1.0,,,
13,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2023-07-28 15:24:53,2023-07-14 16:42:44,76.0,2.0,50.0,525.0,187.0,,,,,,Optimized string search routines for Rust.,450140.0,450140.0,38.0,23,True,1.0,,,
14,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2023-07-20 17:29:18,2023-06-21 09:28:33,182.0,39.0,86.0,2784.0,308.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,317.0,317.0,34.0,22,True,1.0,,,
15,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,Unlicense,2014-03-22 06:58:51,2023-05-31 17:00:31,2023-05-31 17:00:08,196.0,50.0,157.0,1466.0,450.0,,,,,,"A CSV parser for Rust, with Serde support.",71131.0,71131.0,52.0,22,True,2.0,-1.0,,
16,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2023-07-17 17:31:26,2023-07-17 17:31:26,88.0,75.0,79.0,1179.0,344.0,2022-11-20 18:01:03,0.6.9,7625.0,254.0,35.0,The Declarative Data Generator.,110.0,110.0,30.0,22,True,2.0,,,
17,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2023-06-08 07:33:37,2022-09-09 23:13:40,64.0,33.0,81.0,441.0,604.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,15903.0,15903.0,26.0,22,True,1.0,,,
18,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,,Apache-2.0,2016-02-17 08:00:23,2023-08-01 09:05:54,2023-08-01 09:05:54,2826.0,3517.0,17913.0,12105.0,,,,,,,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,112.0,112.0,1103.0,21,True,2.0,,,
19,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2023-08-01 07:58:34,2023-07-31 09:44:47,620.0,88.0,514.0,11962.0,1687.0,2023-07-12 15:25:03,1.3.2,573.0,20.0,51.0,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,,,62.0,21,True,2.0,,,
20,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2023-08-01 08:26:56,2023-07-31 20:34:51,2942.0,526.0,2535.0,10082.0,,2023-07-14 02:37:08,0.13.0,2678.0,39.0,15.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,913.0,21,True,1.0,,['binding'],
21,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2023-07-26 10:26:17,2023-07-26 10:24:46,149.0,6.0,41.0,6133.0,,2023-07-26 10:27:55,1.4.2,28086.0,610.0,12.0,A command-line tool and Rust library for generating regular expressions from user-provided test cases.,157.0,157.0,10.0,21,True,1.0,,,
22,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2023-07-31 11:54:18,2023-07-30 09:25:52,117.0,22.0,381.0,1446.0,1265.0,,,,,,Rust bindings for OpenCV 3 & 4.,1074.0,1074.0,37.0,21,True,1.0,,['binding'],
23,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-10-23 17:42:47,2022-04-16 17:32:31,153.0,54.0,123.0,1050.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,13956.0,13956.0,98.0,21,False,1.0,,,
24,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2023-07-31 12:35:25,2023-07-31 12:35:24,595.0,239.0,559.0,7288.0,,2023-04-05 08:02:19,0.13.3,27.0,0.0,73.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,65.0,65.0,75.0,20,True,1.0,,,
25,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2023-07-31 15:39:35,2023-07-31 15:39:35,229.0,53.0,143.0,4443.0,,2023-05-08 19:23:10,0.1.1,570.0,190.0,1.0,An ecosystem of Rust libraries for working with large language models.,68.0,68.0,45.0,20,True,1.0,8.0,,
