,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,new_addition
12,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-10-23 14:13:17,2022-10-23 14:12:30,50.0,6.0,44.0,777.0,551.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1305.0,1305.0,21.0,22,True,1,,,
13,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2022-09-03 17:32:25,2022-09-03 17:30:50,72.0,5.0,43.0,630.0,188.0,,,,,,A fast implementation of Aho-Corasick in Rust.,292942.0,292942.0,26.0,22,True,1,11.0,,
14,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2022-07-14 17:19:52,2022-07-14 17:19:37,67.0,6.0,42.0,426.0,181.0,,,,,,Optimized string search routines for Rust.,363205.0,363205.0,34.0,22,True,1,10.0,,
15,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-10-24 10:09:14,2022-09-09 23:13:40,55.0,23.0,81.0,374.0,604.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,14508.0,14508.0,26.0,22,True,1,,,
16,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,,MIT,2018-04-23 11:45:28,2022-10-24 12:55:04,2022-10-24 11:43:03,1070.0,70.0,1085.0,30353.0,,2022-10-10 12:51:56,0.29.1,58723.0,1779.0,100.0,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",,,112.0,21,True,1,,,
17,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2022-10-24 11:56:08,2022-10-24 11:56:08,2597.0,454.0,2250.0,8683.0,,2022-10-17 17:44:22,0.10.0,1515.0,25.0,12.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,828.0,21,True,1,,['binding'],
18,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2022-10-04 04:26:56,2022-07-14 17:22:01,91.0,17.0,56.0,1463.0,262.0,,,,,,Represent large sets and maps compactly with finite state transducers.,9676.0,9676.0,25.0,21,True,3,,,
19,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2022-10-20 11:13:50,2022-10-20 08:46:54,470.0,52.0,194.0,14045.0,677.0,2022-10-20 08:47:16,1.4.0,,,25.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",,,36.0,20,True,2,,,
20,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2022-10-21 11:34:26,2022-10-21 11:31:21,143.0,5.0,38.0,5662.0,,2022-10-21 11:37:01,1.4.1,17091.0,474.0,11.0,A command-line tool and Rust library for generating regular expressions from user-provided test cases.,153.0,153.0,9.0,20,True,1,,,
21,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2022-10-21 20:40:29,2022-10-21 20:37:12,190.0,10.0,600.0,4148.0,1391.0,2022-10-21 20:40:29,3000.1.5,15799.0,199.0,100.0,Making Postgres and Elasticsearch work together like it's 2022.,,,31.0,20,False,2,,,
22,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-10-17 06:44:25,2022-10-17 06:42:44,73.0,4.0,100.0,713.0,,2022-09-16 18:00:36,0.17.2,,,22.0,PyO3-based Rust bindings of the NumPy C-API.,2217.0,2217.0,36.0,20,True,1,,,
23,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2022-10-06 13:45:59,2022-10-06 13:45:56,488.0,200.0,471.0,5976.0,,2022-10-06 13:10:07,node-v0.13.1,,,64.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,52.0,52.0,60.0,19,True,1,-2.0,,
24,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2022-10-24 12:34:06,2022-10-24 12:17:30,487.0,521.0,2732.0,4685.0,,,,3341.0,1670.0,100.0,A powerful cloud data warehouse. Built for elasticity and efficiency. Free and open. Also available in the cloud:..,,,159.0,19,True,3,,,
25,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-09-26 11:46:32,2022-09-26 11:31:23,155.0,69.0,103.0,3584.0,,2022-09-22 05:07:41,0.14.0,145.0,145.0,1.0,,148.0,148.0,32.0,19,False,1,,,
26,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-10-05 08:27:43,2022-07-02 08:26:54,111.0,64.0,109.0,493.0,670.0,,,,,,Image processing operations.,2581.0,2581.0,61.0,19,True,2,,,
27,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-10-24 11:19:34,2022-10-24 10:19:04,65.0,23.0,141.0,370.0,,2022-10-24 11:19:34,0.34.0,,,67.0,Search engine library for Meilisearch.,488.0,488.0,31.0,19,True,2,,,
28,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-09-30 13:22:50,2022-09-30 13:22:46,25.0,6.0,20.0,284.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,6314.0,6314.0,18.0,19,True,1,,,
29,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,23.0,5.0,27.0,196.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,19,True,1,,,
30,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-10-24 11:33:05,2022-10-24 10:39:38,123.0,33.0,287.0,2759.0,977.0,2022-10-18 10:55:30,0.10.5,,,29.0,Qdrant - Vector Search Engine for the next generation of AI applications.,,,28.0,18,True,3,,,
31,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2022-10-24 06:47:35,2022-10-23 18:46:07,453.0,544.0,1271.0,2623.0,4523.0,,,,,,Apache Arrow DataFusion SQL Query Engine.,2.0,2.0,351.0,18,True,3,,,
32,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-10-24 11:48:21,2022-10-24 09:47:26,133.0,211.0,735.0,2581.0,,2022-06-22 18:38:05,0.3.1,1366.0,91.0,5.0,Cloud-native search engine for log management & analytics.,61.0,61.0,33.0,18,False,3,,,
33,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2022-10-22 10:16:41,2022-10-11 23:57:35,136.0,31.0,60.0,1974.0,284.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,,,29.0,18,True,1,,,
34,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2022-09-29 10:57:17,2022-07-01 21:05:30,72.0,35.0,17.0,1973.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,76.0,76.0,11.0,18,True,1,,,
35,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-09-29 17:16:38,2022-09-23 14:26:36,96.0,23.0,25.0,1894.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,83.0,83.0,8.0,18,True,3,,,
36,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2022-08-26 19:06:48,2022-08-26 19:06:48,64.0,11.0,38.0,1644.0,,2021-03-26 11:26:35,0.8.2,3180.0,83.0,14.0,Example-based texture synthesis written in Rust.,102.0,102.0,18.0,18,True,2,,,
37,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-10-24 12:00:36,2022-10-24 06:29:07,136.0,14.0,113.0,1421.0,,2022-10-18 11:32:02,0.18.2,4030.0,155.0,47.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",21.0,21.0,44.0,18,False,1,,,
38,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-10-23 18:05:58,2022-10-23 13:53:51,96.0,26.0,301.0,1089.0,1050.0,,,,,,Rust bindings for OpenCV 3 & 4.,748.0,748.0,33.0,18,True,2,,['binding'],
39,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2022-10-05 05:01:54,2022-09-27 19:57:51,51.0,9.0,59.0,522.0,,2022-09-09 10:10:24,argmin-math-v0.2.1,,,22.0,Mathematical optimization in pure Rust.,195.0,195.0,23.0,18,True,1,,,
40,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-10-24 08:02:35,2022-10-24 08:02:31,28.0,10.0,58.0,206.0,,2022-09-22 15:33:07,0.17.0,220.0,6.0,42.0,A morphological analysis library.,662.0,662.0,12.0,18,True,2,,,
41,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-10-22 10:49:58,2022-10-22 10:49:58,14.0,21.0,190.0,46.0,741.0,2022-08-23 04:45:09,0.3.0,,,9.0,Microsoft Graph API client writen in Rust.,608.0,608.0,7.0,18,False,2,,,
42,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,249.0,72.0,96.0,2842.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,4.0,4.0,36.0,17,False,2,,,
43,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2022-10-21 14:48:45,2022-10-11 12:50:46,65.0,5.0,40.0,1724.0,,2022-08-03 06:37:23,0.9.0,5.0,0.0,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,17,True,3,,,
44,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,144.0,33.0,67.0,1206.0,532.0,,,,,,Machine Learning library for Rust.,409.0,409.0,20.0,17,False,2,,,
45,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-10-22 15:48:03,2022-10-08 08:31:20,99.0,15.0,98.0,1170.0,1042.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",190.0,190.0,20.0,17,True,2,,,
46,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,35.0,4.0,6.0,552.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5498.0,5498.0,13.0,17,True,3,,,
47,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2022-07-06 20:57:31,2022-02-04 11:05:28,38.0,18.0,29.0,485.0,,2021-04-24 09:12:56,0.6.4,25102.0,1141.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",39.0,39.0,7.0,17,True,2,,,
48,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2022-10-11 07:05:32,2022-10-11 07:03:33,24.0,11.0,17.0,336.0,1303.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",80.0,80.0,11.0,17,True,2,,,
49,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-10-12 14:07:41,2022-10-07 07:35:41,20.0,26.0,96.0,170.0,,2022-07-25 05:50:58,0.6.6,96.0,8.0,8.0,Sudachi in Rust and new generation of SudachiPy.,393.0,393.0,7.0,17,True,2,,,
50,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-10-10 17:22:12,2022-09-14 04:13:59,342.0,50.0,115.0,3989.0,826.0,,,,,,Rust language bindings for TensorFlow.,,,45.0,16,True,2,,['binding'],
51,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,190.0,32.0,31.0,2098.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,3.0,3.0,22.0,16,False,1,,,
52,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-10-24 12:45:58,2022-10-24 11:37:16,228.0,172.0,707.0,1992.0,,2022-09-29 13:33:52,0.17.0,33.0,1.0,21.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,,,42.0,16,True,3,,,
53,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-10-23 18:27:53,2022-09-14 05:56:12,74.0,27.0,53.0,958.0,1427.0,,,,,,The Hacker's Machine Learning Engine.,54.0,54.0,46.0,16,False,2,,,
54,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-10-19 18:13:58,2022-10-17 21:02:20,26.0,29.0,39.0,634.0,510.0,2022-10-05 16:57:07,0.9.0-master,,,18.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",,,5.0,16,True,3,,,
55,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,50.0,10.0,5.0,541.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,113.0,113.0,9.0,16,False,2,,,
56,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,25.0,4.0,17.0,314.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,210.0,210.0,7.0,16,False,3,,,
57,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2022-09-15 18:12:31,2022-09-15 18:12:30,34.0,42.0,101.0,303.0,1085.0,,,,,,sparse linear algebra library for rust.,11.0,11.0,27.0,16,True,2,,,
58,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2022-06-29 10:07:08,2021-05-19 16:09:39,24.0,7.0,9.0,279.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,15.0,15.0,6.0,16,False,2,,,
59,onnxruntime-rs,nbigaouette/onnxruntime-rs,ml-frameworks,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,,Apache-2.0,2020-08-04 03:04:15,2022-09-15 09:10:14,2022-07-19 00:34:22,54.0,29.0,19.0,162.0,447.0,,,,,,Rust wrapper for Microsoft's ONNX Runtime (version 1.8).,43.0,43.0,9.0,16,True,2,,['binding'],
60,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2022-10-23 21:36:33,2022-10-23 21:29:18,162.0,93.0,252.0,1959.0,,,,271.0,45.0,1.0,Rust bindings for the C++ api of PyTorch.,,,53.0,15,True,2,,['binding'],
61,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-10-06 05:41:54,2018-12-16 16:29:10,50.0,11.0,21.0,704.0,738.0,2018-09-05 14:54:26,0.4.0,823.0,14.0,10.0,Framework for large distributed pipelines.,,,10.0,15,False,2,,,
62,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-10-21 16:32:29,2022-08-09 16:57:20,18.0,5.0,18.0,551.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",46.0,46.0,6.0,15,True,2,,,
63,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,,Apache-2.0,2019-05-08 05:14:51,2022-10-23 15:21:39,2022-10-18 14:44:38,46.0,40.0,36.0,354.0,,,,,,,SmartCore is a comprehensive library for machine learning and numerical computing. The library provides a set of tools..,74.0,74.0,23.0,15,True,2,,,
64,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lexi-sh/rs-natural,https://github.com/lexi-sh/rs-natural,lexi-sh/rs-natural,MIT,2014-07-27 22:26:18,2020-10-17 18:22:37,2020-02-13 07:12:11,28.0,2.0,7.0,207.0,97.0,,,,,,Natural Language Processing for Rust.,308.0,308.0,14.0,15,False,2,,,
65,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,12.0,6.0,23.0,176.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,32.0,32.0,12.0,15,True,3,,,
66,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,Unlicense,2016-04-25 11:22:18,2022-05-25 08:01:31,2022-05-25 08:01:31,38.0,2.0,30.0,156.0,132.0,2020-04-20 04:05:53,2.0.1,327.0,6.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,28.0,28.0,4.0,15,True,2,,,
67,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2022-10-20 12:57:22,2022-10-19 18:18:36,15.0,1.0,6.0,139.0,428.0,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",276.0,276.0,5.0,15,True,2,,,
68,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2022-10-22 21:30:04,2022-05-09 08:48:35,9.0,13.0,16.0,66.0,295.0,2022-05-09 09:07:56,1.2.3,,,5.0,The pipeline for the OSCAR corpus.,7.0,7.0,3.0,15,False,2,,,
69,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,Apache-2.0,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,263.0,26.0,24.0,5489.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,,,15.0,14,False,2,,,
70,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-10-21 04:15:35,2022-04-26 15:32:03,120.0,13.0,106.0,3699.0,441.0,,,,,,A full-text search engine in rust.,,,19.0,14,True,3,,,
71,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,143.0,,251.0,2303.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",,,37.0,14,False,2,,,
