,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending,new_addition,labels
10,burn,burn-rs/burn,ml-frameworks,https://github.com/tracel-ai/burn,https://github.com/tracel-ai/burn,Apache-2.0,2022-07-18 23:11:45,2025-08-01 06:34:45,2025-08-01 06:34:43,650.0,249.0,677.0,12412.0,,2025-07-18 16:27:50,0.18.0,,,22.0,"Burn is a next generation Deep Learning Framework that doesn't compromise on flexibility, efficiency and portability.",902.0,902.0,199.0,24,True,1.0,tracel-ai/burn,,,
11,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,Apache-2.0,2014-10-02 15:38:05,2025-07-22 20:03:38,2025-07-22 20:00:26,521.0,189.0,406.0,12025.0,,,,,,,Rayon: A data parallelism library for Rust.,282517.0,282517.0,155.0,24,True,2.0,,,,
12,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,Apache-2.0,2021-04-17 15:40:05,2025-07-30 14:07:08,2025-07-29 18:22:04,959.0,399.0,2548.0,3073.0,,2025-06-22 13:10:21,55.2.0,,,15.0,Official Rust implementation of Apache Arrow.,8451.0,8451.0,714.0,24,True,2.0,,3.0,,
13,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,Unlicense,2015-06-11 23:01:31,2025-06-11 13:30:26,2025-06-11 13:30:16,114.0,9.0,64.0,1167.0,257.0,,,,,,Optimized string search routines for Rust.,767386.0,767386.0,45.0,24,True,1.0,,,,
14,goose,block/goose,apps,https://github.com/block/goose,https://github.com/block/goose,Apache-2.0,2024-08-23 19:03:36,2025-08-01 08:25:37,2025-08-01 03:33:08,1476.0,284.0,521.0,17754.0,,2025-07-24 20:05:20,1.1.4,49071.0,4461.0,65.0,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM.",,,216.0,23,True,2.0,,,True,
15,tiktoken,openai/tiktoken,nlp,https://github.com/openai/tiktoken,https://github.com/openai/tiktoken,MIT,2022-12-01 23:22:11,2025-03-17 23:47:14,2025-03-09 07:26:44,1054.0,47.0,222.0,15281.0,,2025-02-14 20:14:03,0.9.0,,,11.0,tiktoken is a fast BPE tokeniser for use with OpenAI's models.,168896.0,168896.0,18.0,23,True,1.0,,-2.0,,
16,lance,eto-ai/lance,data-loading,https://github.com/lancedb/lance,https://github.com/lancedb/lance,Apache-2.0,2022-07-07 22:29:29,2025-08-01 05:02:00,2025-08-01 05:01:44,386.0,669.0,836.0,5140.0,,2025-07-23 21:45:52,0.32.0,,,100.0,Modern columnar data format for ML and LLMs implemented in Rust. Convert from parquet in 2 lines of code for 100x..,5654.0,5654.0,115.0,23,True,2.0,lancedb/lance,,,
17,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,Unlicense,2014-03-22 06:58:51,2025-04-05 11:27:48,2025-04-05 11:27:48,226.0,59.0,180.0,1837.0,466.0,,,,,,"A CSV parser for Rust, with Serde support.",94067.0,94067.0,56.0,23,True,2.0,,-1.0,,
18,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,Unlicense,2015-06-11 23:02:10,2024-09-25 20:44:36,2024-09-25 20:44:34,96.0,4.0,72.0,1127.0,293.0,,,,,,A fast implementation of Aho-Corasick in Rust.,587839.0,587839.0,32.0,23,True,1.0,,,,
19,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,MIT,2016-03-11 06:38:50,2025-07-25 12:45:08,2025-07-25 12:45:08,97.0,44.0,121.0,716.0,907.0,2024-06-08 05:11:13,0.17.1,,,3.0,Statistical computation library for Rust.,17947.0,17947.0,53.0,23,True,1.0,statrs-dev/statrs,,,
20,candle,huggingface/candle,ml-frameworks,https://github.com/huggingface/candle,https://github.com/huggingface/candle,Apache-2.0,2023-06-19 16:06:31,2025-07-31 23:58:19,2025-07-31 23:58:19,1129.0,442.0,435.0,17752.0,,,,,,,Minimalist ML framework for Rust.,2230.0,2230.0,204.0,22,True,1.0,,,,
21,screenpipe,mediar-ai/screenpipe,apps,https://github.com/mediar-ai/screenpipe,https://github.com/mediar-ai/screenpipe,MIT,2024-06-19 13:23:56,2025-07-25 14:14:24,2025-07-25 14:14:23,1152.0,178.0,801.0,15371.0,,2025-03-28 17:12:29,0.2.74,15547.0,1195.0,100.0,"AI app store powered by 24/7 desktop history. open source | 100% local | dev friendly | 24/7 screen, mic recording.",,,78.0,22,True,2.0,,,,
22,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,Apache-2.0,2013-05-14 19:10:06,2025-07-31 12:35:05,2025-07-31 12:35:03,507.0,348.0,412.0,4396.0,,,,,,,Linear algebra library for Rust.,47799.0,47799.0,228.0,22,True,1.0,,,,
23,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,Apache-2.0,2018-04-05 07:03:30,2025-07-09 07:18:09,2025-07-09 07:17:01,281.0,56.0,114.0,4256.0,347.0,2025-01-17 10:36:13,0.7.1,,,10.0,A Rust machine learning framework.,769.0,769.0,53.0,22,True,1.0,,,,
24,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,Apache-2.0,2020-04-26 03:48:06,2025-07-30 09:53:33,2025-07-30 09:38:59,494.0,136.0,1196.0,2887.0,,2025-07-28 18:12:11,python-v1.1.3,,,95.0,"A native Rust library for Delta Lake, with bindings into Python.",1456.0,1456.0,235.0,22,True,2.0,,,,
25,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,MIT,2015-07-15 00:22:17,2023-12-11 09:58:15,2022-04-25 02:35:58,422.0,224.0,689.0,2732.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,312.0,312.0,189.0,22,False,1.0,,,,
26,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,MIT,2015-04-14 06:32:54,2025-07-25 09:33:12,2025-07-25 08:08:54,167.0,37.0,533.0,2238.0,1619.0,,,,,,Rust bindings for OpenCV.,2092.0,2092.0,52.0,22,True,1.0,,5.0,,['binding']
27,LlamaEdge,LlamaEdge/LlamaEdge,apps,https://github.com/LlamaEdge/LlamaEdge,https://github.com/LlamaEdge/LlamaEdge,Apache-2.0,2023-10-09 03:30:44,2025-07-25 09:19:43,2025-07-23 08:40:59,127.0,,119.0,1466.0,,2025-07-23 08:46:53,0.24.1,2047160.0,113731.0,100.0,The easiest & fastest way to run customized and fine-tuned LLMs locally or on the edge.,25.0,25.0,11.0,22,True,2.0,,,,
28,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,Apache-2.0,2013-08-26 05:16:44,2024-12-07 19:29:05,2024-12-07 19:29:05,155.0,58.0,124.0,1178.0,1587.0,,,,,,A linear algebra and mathematics library for computer graphics.,16259.0,16259.0,99.0,22,True,1.0,,-1.0,,
29,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,Apache-2.0,2018-04-20 18:38:06,2025-07-24 01:24:47,2025-07-24 01:23:41,32.0,11.0,29.0,649.0,1821.0,2025-07-24 03:35:27,0.40.0,,,25.0,Rust numeric library with high performance and friendly syntax.,247.0,247.0,25.0,22,True,1.0,,,,
30,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,Apache-2.0,2016-10-12 22:20:28,2025-08-01 05:11:44,2025-07-31 18:48:10,3451.0,89.0,3479.0,12494.0,,2025-07-17 02:12:22,0.21.0,5783.0,63.0,23.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,1073.0,21,True,1.0,,,,['binding']
31,datafuse,datafuselabs/datafuse,data-loading,https://github.com/databendlabs/databend,https://github.com/databendlabs/databend,,2020-10-10 06:04:42,2025-08-01 09:28:33,2025-08-01 07:27:44,792.0,542.0,5300.0,8713.0,,2025-07-27 22:46:12,1.2.782-nightly,12704.0,1814.0,100.0,- . Open-source Snowflake alternative. Proven at petabyte scale with enterprise performance. Built for multimodal..,6.0,6.0,245.0,21,False,2.0,databendlabs/databend,,,
32,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/datafusion,https://github.com/apache/datafusion,Apache-2.0,2021-04-17 15:40:23,2025-08-01 09:04:13,2025-08-01 06:31:57,1539.0,1388.0,5258.0,7577.0,,,,,,,Apache DataFusion SQL Query Engine.,3290.0,3290.0,903.0,21,True,2.0,apache/datafusion,,,
33,mistral.rs,EricLBuehler/mistral.rs,ml-frameworks,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,MIT,2024-02-26 22:30:06,2025-08-01 00:06:33,2025-07-31 23:43:33,433.0,144.0,337.0,5964.0,2979.0,2025-06-10 23:28:29,0.6.0,2216.0,138.0,39.0,Blazingly fast LLM inference.,,,59.0,21,True,1.0,,,,
34,dora,dora-rs/dora,mlops,https://github.com/dora-rs/dora,https://github.com/dora-rs/dora,Apache-2.0,2022-02-17 21:33:07,2025-08-01 01:07:43,2025-07-30 15:28:05,198.0,72.0,151.0,2380.0,,2025-06-30 14:19:38,0.3.12,4415.0,133.0,62.0,DORA (Dataflow-Oriented Robotic Architecture) is middleware designed to streamline and simplify the creation of AI-..,43.0,43.0,56.0,21,True,1.0,,,,
35,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2024-09-27 15:51:09,2024-09-27 15:51:09,106.0,82.0,79.0,1436.0,350.0,2022-11-20 18:01:03,0.6.9,18324.0,339.0,35.0,The Declarative Data Generator.,112.0,112.0,31.0,21,True,2.0,shuttle-hq/synth,,,
36,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,BSD-2-Clause,2017-04-21 06:36:48,2025-05-18 21:43:38,2025-05-18 21:43:02,119.0,17.0,129.0,1259.0,,2025-05-18 13:56:27,0.25.0,,,31.0,PyO3-based Rust bindings of the NumPy C-API.,4261.0,4261.0,57.0,21,True,1.0,,,,
37,ollama-rs,pepperoni21/ollama-rs,nlp,https://github.com/pepperoni21/ollama-rs,https://github.com/pepperoni21/ollama-rs,MIT,2023-11-02 16:16:33,2025-07-30 11:11:50,2025-07-30 11:11:47,130.0,4.0,66.0,877.0,511.0,2025-06-24 11:38:00,0.3.2,,,20.0,A simple and easy-to-use library for interacting with the Ollama API.,630.0,630.0,51.0,21,True,1.0,,,,
38,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera/lindera,https://github.com/lindera/lindera,MIT,2020-01-22 14:27:57,2025-07-31 14:59:49,2025-07-31 14:57:59,49.0,21.0,84.0,516.0,,2025-07-31 15:12:08,0.45.0,4038.0,61.0,93.0,A multilingual morphological analysis library.,880.0,880.0,26.0,21,True,1.0,lindera/lindera,,,
39,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,MIT,2018-10-02 17:55:03,2025-08-01 02:13:41,2025-08-01 02:06:41,42.0,11.0,41.0,497.0,,2025-08-01 02:13:41,0.16.0,,,8.0,Rust library for regular expressions using fancy features like look-around and backreferences.,14600.0,14600.0,29.0,21,True,1.0,,,,
40,ChatGPT,lencx/ChatGPT,apps,https://github.com/lencx/ChatGPT,https://github.com/lencx/ChatGPT,,2022-12-07 09:43:02,2024-08-29 17:58:11,2024-08-29 17:58:11,6052.0,825.0,361.0,53942.0,,2023-08-03 13:51:20,1.1.0,5992314.0,187259.0,34.0,"ChatGPT Desktop Application (Mac, Windows and Linux).",,,31.0,20,False,2.0,,,,
41,tabby,TabbyML/tabby,apps,https://github.com/TabbyML/tabby,https://github.com/TabbyML/tabby,,2023-03-16 09:18:01,2025-08-01 03:44:03,2025-07-31 18:06:50,1539.0,199.0,731.0,31864.0,,2025-07-12 18:36:10,0.30.1,39990.0,1738.0,100.0,Self-hosted AI coding assistant.,,,113.0,20,False,2.0,,,True,
42,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,MPL-2.0,2019-02-26 13:16:58,2025-01-06 21:19:17,2025-01-06 21:19:14,600.0,64.0,204.0,20900.0,730.0,2024-06-16 20:28:51,1.4.9,620.0,8.0,34.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",21.0,21.0,44.0,20,True,2.0,,,,
43,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,Apache-2.0,2023-03-31 17:41:56,2025-07-31 16:15:22,2025-07-31 16:15:16,291.0,75.0,122.0,4460.0,744.0,2025-06-23 22:52:11,0.14.1,1835.0,67.0,27.0,Distributed stream processing engine in Rust.,,,34.0,20,True,3.0,,,,
44,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,Unlicense,2015-09-05 00:25:46,2024-09-25 20:46:04,2024-09-25 20:46:03,118.0,26.0,63.0,1888.0,271.0,,,,,,Represent large sets and maps compactly with finite state transducers.,12103.0,12103.0,25.0,20,True,3.0,,,,
45,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,MIT,2015-09-27 18:11:32,2025-01-19 19:25:55,2025-01-19 19:25:55,157.0,74.0,177.0,870.0,772.0,,,,,,Image processing operations.,6943.0,6943.0,80.0,20,True,2.0,,,,
46,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,MIT,2020-09-15 18:05:06,2025-07-31 23:08:41,2025-07-31 23:08:40,287.0,145.0,730.0,834.0,,,,,,84.0,This repository is for the active development of the Azure SDK for Rust. For consumers of the SDK we recommend..,1276.0,1276.0,174.0,20,True,2.0,,,,['binding']
47,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,MIT,2020-03-08 07:46:33,2025-07-31 05:39:35,2025-07-31 05:39:31,9.0,8.0,68.0,116.0,167.0,2025-07-29 17:54:38,2.11.0.post1,2131.0,32.0,58.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",7774.0,7774.0,12.0,20,True,2.0,milesgranger/cramjam,,,
48,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,Apache-2.0,2021-04-13 22:45:40,2025-07-24 13:58:52,2025-07-24 13:58:50,480.0,624.0,1774.0,10283.0,,2024-06-17 17:20:56,0.8.2,17493.0,357.0,25.0,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",,,95.0,19,True,2.0,quickwit-oss/quickwit,,,
49,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,Apache-2.0,2022-12-10 14:04:30,2024-12-04 17:39:21,2024-12-04 17:39:21,594.0,43.0,101.0,9479.0,,2024-04-23 16:43:29,0.6.5,55348.0,1729.0,48.0,bloop is a fast code search engine written in Rust.,,,29.0,19,True,2.0,,,,
50,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,Apache-2.0,2019-10-05 17:38:23,2025-02-25 17:09:15,2024-12-04 20:13:39,174.0,10.0,46.0,7528.0,,2024-03-06 10:49:19,1.4.5,57102.0,815.0,15.0,A command-line tool and Rust library with Python bindings for generating regular expressions from user-provided test..,164.0,164.0,10.0,19,True,2.0,,,,
51,lancedb,lancedb/lancedb,mlops,https://github.com/lancedb/lancedb,https://github.com/lancedb/lancedb,Apache-2.0,2023-02-28 01:15:17,2025-07-31 01:28:08,2025-07-31 01:28:06,557.0,415.0,616.0,7210.0,,2025-07-25 20:33:00,0.21.2,,,100.0,"Developer-friendly, embedded retrieval engine for multimodal AI. Search More; Manage Less.",11.0,11.0,142.0,19,True,2.0,,,,
52,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,,2018-09-25 10:19:22,2025-07-22 23:56:50,2025-07-22 23:55:14,230.0,115.0,158.0,6123.0,,2025-07-23 00:01:07,0.21.1,8303.0,237.0,11.0,,172.0,172.0,51.0,19,False,2.0,evcxr/evcxr,,,
53,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2024-06-24 16:29:01,2024-06-24 16:28:50,361.0,81.0,150.0,6121.0,,2023-05-08 19:23:10,0.1.1,1347.0,49.0,1.0,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models.",326.0,326.0,53.0,19,False,2.0,rustformers/llm,,,
54,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,Apache-2.0,2019-02-16 21:08:44,2025-05-16 09:23:10,2025-05-16 09:23:10,384.0,169.0,436.0,4934.0,,,,2482.0,62.0,1.0,Rust bindings for the C++ api of PyTorch.,2664.0,2664.0,81.0,19,True,2.0,,,,['binding']
55,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,Apache-2.0,2019-05-08 05:14:51,2025-07-15 15:14:42,2025-07-12 17:37:11,85.0,51.0,77.0,809.0,,2025-07-15 15:16:26,0.4.2,,,5.0,A comprehensive library for machine learning and numerical computing. Apply Machine Learning with Rust leveraging..,316.0,316.0,30.0,19,True,2.0,,,,
56,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2025-05-20 20:59:21,2025-05-20 20:59:19,45.0,46.0,111.0,519.0,1185.0,,,,,,sparse linear algebra library for rust.,1739.0,1739.0,37.0,19,True,2.0,sparsemat/sprs,,,
57,Raphtory,Pometry/Raphtory,graph,https://github.com/Pometry/Raphtory,https://github.com/Pometry/Raphtory,GPL-3.0,2017-05-30 13:15:18,2025-08-01 09:21:07,2025-07-31 18:50:06,63.0,167.0,483.0,516.0,1674.0,2025-07-30 18:09:29,0.16.0,450.0,8.0,48.0,"Scalable graph analytics database powered by a multithreaded, vectorized temporal engine, written in Rust.",24.0,24.0,35.0,19,True,2.0,,,,
58,TensorZero,tensorzero/tensorzero,mlops,https://github.com/tensorzero/tensorzero,https://github.com/tensorzero/tensorzero,Apache-2.0,2024-07-16 21:00:53,2025-08-01 05:55:12,2025-08-01 04:54:47,593.0,236.0,743.0,9193.0,,2025-07-30 16:08:41,2025.7.5,,,66.0,"TensorZero is an open-source stack for industrial-grade LLM applications. It unifies an LLM gateway, observability,..",,,67.0,18,True,2.0,,5.0,,
59,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,2015-07-17 16:53:20,2025-03-01 19:28:06,2025-03-01 19:27:39,212.0,12.0,677.0,4745.0,1653.0,2025-03-01 19:24:43,3000.2.8,9307.0,92.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,35.0,18,False,3.0,,,,
60,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2025-07-29 02:57:56,2025-07-29 02:57:56,188.0,54.0,69.0,4593.0,,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,111.0,111.0,30.0,18,True,1.0,Rust-GPU/Rust-CUDA,,,
61,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,Apache-2.0,2020-10-28 03:19:33,2025-07-18 08:28:04,2025-06-25 04:09:07,419.0,418.0,1297.0,3468.0,,2025-01-27 09:56:20,0.31.0,311.0,5.0,35.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba |.,10.0,10.0,72.0,18,True,2.0,,,,
62,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,Apache-2.0,2020-01-25 09:40:07,2025-06-10 08:23:35,2025-05-26 16:24:16,230.0,63.0,160.0,2914.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",788.0,788.0,48.0,18,True,2.0,,,,
63,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,2017-08-07 09:31:26,2025-07-31 07:45:30,2025-07-29 17:45:11,219.0,54.0,208.0,2536.0,,2025-05-21 07:01:47,0.21.branching,23466.0,391.0,92.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",41.0,41.0,76.0,18,False,2.0,,,,
64,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,Apache-2.0,2018-07-22 10:09:33,2025-07-14 05:23:33,2025-07-12 09:57:04,92.0,44.0,106.0,1154.0,,2024-02-27 15:15:01,argmin-v0.10.0,,,33.0,Numerical optimization in pure Rust.,773.0,773.0,45.0,18,True,2.0,,,,
65,nnsplit,bminixhofer/nnsplit,nlp,https://github.com/segment-any-text/wtpsplit,https://github.com/segment-any-text/wtpsplit,MIT,2020-01-31 10:34:17,2025-06-23 03:49:37,2025-06-23 03:46:51,64.0,3.0,87.0,1107.0,,2025-06-23 03:49:37,2.1.6,,,32.0,"Toolkit to segment text into sentences or other semantic units in a robust, efficient and adaptable way.",109.0,109.0,15.0,18,True,2.0,segment-any-text/wtpsplit,,,
66,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,Apache-2.0,2020-06-17 10:47:30,2025-07-30 16:52:10,2025-07-08 19:23:39,46.0,13.0,52.0,978.0,,2025-05-27 20:49:38,1.7.2,,,20.0,"The most accurate natural language detection library for Rust, suitable for short text and mixed-language text.",241.0,241.0,7.0,18,True,2.0,,,,
67,swiftide,bosun-ai/swiftide,mlops,https://github.com/bosun-ai/swiftide,https://github.com/bosun-ai/swiftide,MIT,2024-06-09 20:07:06,2025-08-01 06:24:03,2025-07-29 12:35:44,38.0,13.0,58.0,525.0,732.0,2025-07-29 12:04:36,0.29.0,,,86.0,"Fast, streaming indexing, query, and agentic LLM applications in Rust.",37.0,37.0,20.0,18,True,2.0,,,True,
