,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending,labels,new_addition
25,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,Apache-2.0,2013-05-14 19:10:06,2024-10-31 03:54:30,2024-10-31 03:54:30,479.0,324.0,402.0,4096.0,,,,,,,Linear algebra library for Rust.,44160.0,44160.0,220.0,21,True,1.0,,-1.0,,
26,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,Apache-2.0,2018-04-05 07:03:30,2024-08-17 20:08:54,2024-07-03 11:37:43,252.0,63.0,98.0,3838.0,325.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,574.0,574.0,45.0,21,True,1.0,,,,
27,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,Apache-2.0,2021-04-17 15:40:05,2024-12-31 13:25:14,2024-12-30 12:42:37,811.0,362.0,2468.0,2673.0,,,,,,,Official Rust implementation of Apache Arrow.,7321.0,7321.0,633.0,21,True,2.0,,,,
28,delta-rs,delta-io/delta-rs,data-loading,https://github.com/delta-io/delta-rs,https://github.com/delta-io/delta-rs,Apache-2.0,2020-04-26 03:48:06,2025-01-01 00:41:05,2025-01-01 00:17:08,410.0,181.0,978.0,2420.0,,2024-12-05 08:52:41,python-v0.22.3,,,81.0,"A native Rust library for Delta Lake, with bindings into Python.",432.0,432.0,205.0,21,True,2.0,,,,
29,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2024-09-27 15:51:09,2024-09-27 15:51:09,108.0,82.0,79.0,1396.0,350.0,2022-11-20 18:01:03,0.6.9,15340.0,326.0,35.0,The Declarative Data Generator.,112.0,112.0,32.0,21,True,2.0,shuttle-hq/synth,,,
30,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,BSD-2-Clause,2017-04-21 06:36:48,2024-12-05 21:48:11,2024-12-05 21:47:41,111.0,14.0,125.0,1158.0,,2024-11-28 21:50:50,0.23.0,,,29.0,PyO3-based Rust bindings of the NumPy C-API.,3497.0,3497.0,53.0,21,True,1.0,,,,
31,ollama-rs,pepperoni21/ollama-rs,nlp,https://github.com/pepperoni21/ollama-rs,https://github.com/pepperoni21/ollama-rs,MIT,2023-11-02 16:16:33,2024-12-30 19:40:16,2024-12-30 19:40:16,87.0,10.0,37.0,607.0,273.0,2024-12-21 10:41:21,0.2.2,,,13.0,A Rust library allowing to interact with the Ollama API.,326.0,326.0,31.0,21,True,1.0,,,,
32,ChatGPT,lencx/ChatGPT,apps,https://github.com/lencx/ChatGPT,https://github.com/lencx/ChatGPT,,2022-12-07 09:43:02,2024-08-29 17:58:11,2024-08-29 17:58:11,5932.0,748.0,346.0,53356.0,,2023-08-03 13:51:20,1.1.0,5702920.0,228116.0,34.0,"ChatGPT Desktop Application (Mac, Windows and Linux).",,,31.0,20,False,2.0,,,,
33,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,MPL-2.0,2019-02-26 13:16:58,2024-08-03 08:43:05,2024-07-22 20:53:09,579.0,62.0,203.0,20224.0,729.0,2024-06-16 20:28:51,1.4.9,455.0,6.0,34.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",21.0,21.0,44.0,20,True,2.0,,,,
34,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,Apache-2.0,2016-10-12 22:20:28,2024-12-16 05:03:19,2024-12-15 14:56:01,3318.0,449.0,2977.0,11898.0,,2024-10-17 15:36:51,0.18.0.rc0,4708.0,56.0,20.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,1033.0,20,True,2.0,,,['binding'],
35,screenpipe,mediar-ai/screenpipe,apps,https://github.com/mediar-ai/screenpipe,https://github.com/mediar-ai/screenpipe,MIT,2024-06-19 13:23:56,2024-12-31 03:26:10,2024-12-31 03:26:08,724.0,137.0,431.0,11339.0,,2024-12-30 17:33:27,0.2.23,4340.0,620.0,84.0,"build ai agents that have the full context, open source, runs locally, developer friendly. 24/7 screen, mic, keyboard..",,,59.0,20,True,2.0,,,,
36,bloop,BloopAI/bloop,apps,https://github.com/BloopAI/bloop,https://github.com/BloopAI/bloop,Apache-2.0,2022-12-10 14:04:30,2024-12-04 17:39:21,2024-12-04 17:39:21,571.0,43.0,103.0,9473.0,,2024-04-23 16:43:29,0.6.5,53670.0,2146.0,48.0,bloop is a fast code search engine written in Rust.,,,30.0,20,True,2.0,,,,
37,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,Apache-2.0,2019-10-05 17:38:23,2024-12-31 17:21:08,2024-12-04 20:13:39,174.0,8.0,45.0,7350.0,,2024-03-06 10:49:19,1.4.5,48775.0,774.0,15.0,A command-line tool and Rust library with Python bindings for generating regular expressions from user-provided test..,164.0,164.0,10.0,20,True,1.0,,,,
38,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,Apache-2.0,2019-02-16 21:08:44,2024-12-10 10:38:36,2024-12-10 10:38:36,345.0,148.0,426.0,4462.0,,,,2071.0,62.0,1.0,Rust bindings for the C++ api of PyTorch.,2080.0,2080.0,78.0,20,True,2.0,,,['binding'],
39,arroyo,ArroyoSystems/arroyo,data-loading,https://github.com/ArroyoSystems/arroyo,https://github.com/ArroyoSystems/arroyo,Apache-2.0,2023-03-31 17:41:56,2024-12-31 04:04:45,2024-12-28 00:14:00,227.0,53.0,111.0,3882.0,682.0,2024-12-19 16:35:39,0.13.0,742.0,37.0,24.0,Distributed stream processing engine in Rust.,,,26.0,20,True,3.0,,,,
40,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,Unlicense,2015-09-05 00:25:46,2024-09-25 20:46:04,2024-09-25 20:46:03,118.0,26.0,62.0,1814.0,271.0,,,,,,Represent large sets and maps compactly with finite state transducers.,11447.0,11447.0,25.0,20,True,3.0,,,,
41,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,MIT,2015-09-27 18:11:32,2024-12-10 18:31:46,2024-12-10 18:31:46,148.0,62.0,176.0,785.0,771.0,,,,,,Image processing operations.,5615.0,5615.0,80.0,20,True,2.0,,,,
42,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,MIT,2020-09-15 18:05:06,2025-01-01 00:33:20,2024-12-14 00:07:48,244.0,202.0,433.0,726.0,,,,,,24.0,This repository is for the active development of the Azure SDK for Rust. For consumers of the SDK we recommend..,1272.0,1272.0,155.0,20,True,2.0,,,['binding'],
43,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,MIT,2018-10-02 17:55:03,2024-10-24 10:27:21,2024-10-24 10:27:17,37.0,14.0,33.0,445.0,,2024-10-24 08:54:21,0.14.0,,,6.0,Rust library for regular expressions using fancy features like look-around and backreferences.,12002.0,12002.0,26.0,20,True,1.0,,-1.0,,
44,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2024-11-19 21:25:17,2024-11-19 21:25:15,45.0,46.0,109.0,433.0,1165.0,,,,,,sparse linear algebra library for rust.,1481.0,1481.0,37.0,20,True,2.0,sparsemat/sprs,,,
45,tabby,TabbyML/tabby,apps,https://github.com/TabbyML/tabby,https://github.com/TabbyML/tabby,,2023-03-16 09:18:01,2024-12-31 20:03:09,2024-12-31 07:48:45,1048.0,148.0,631.0,22438.0,,2024-12-24 05:39:02,0.22.0,31648.0,1978.0,100.0,Self-hosted AI coding assistant.,,,102.0,19,False,2.0,,,,True
46,llama-rs,rustformers/llama-rs,nlp,https://github.com/rustformers/llm,https://github.com/rustformers/llm,Apache-2.0,2023-03-13 16:59:26,2024-06-24 16:29:01,2024-06-24 16:28:50,354.0,81.0,150.0,6091.0,,2023-05-08 19:23:10,0.1.1,1225.0,61.0,1.0,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models.",325.0,325.0,53.0,19,True,2.0,rustformers/llm,,,
47,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,2015-07-17 16:53:20,2024-11-02 20:13:04,2024-11-02 19:37:33,211.0,9.0,674.0,4691.0,1644.0,2024-11-02 19:38:52,3000.2.7,8420.0,88.0,100.0,Making Postgres and Elasticsearch work together like it's 2023.,,,35.0,19,False,2.0,,,,
48,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,2017-08-07 09:31:26,2024-12-20 09:36:33,2024-12-17 10:45:04,207.0,43.0,203.0,2278.0,,2024-12-05 10:46:36,0.21.8,16036.0,302.0,86.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",35.0,35.0,76.0,19,False,2.0,,,,
49,dora,dora-rs/dora,mlops,https://github.com/dora-rs/dora,https://github.com/dora-rs/dora,Apache-2.0,2022-02-17 21:33:07,2024-12-31 18:22:52,2024-12-11 16:32:10,95.0,46.0,97.0,1643.0,,2024-12-11 16:40:10,0.3.8,2629.0,101.0,48.0,DORA (Dataflow-Oriented Robotic Architecture) is middleware designed to streamline and simplify the creation of AI-..,25.0,25.0,29.0,19,True,1.0,,,,
50,smartcore,smartcorelib/smartcore,ml-frameworks,https://github.com/smartcorelib/smartcore,https://github.com/smartcorelib/smartcore,Apache-2.0,2019-05-08 05:14:51,2024-12-31 15:22:15,2024-11-25 15:47:23,77.0,67.0,51.0,729.0,,2024-11-26 02:50:51,0.4.0,,,3.0,A comprehensive library for machine learning and numerical computing. The library provides a set of tools for linear..,249.0,249.0,29.0,19,True,2.0,,,,
51,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera/lindera,https://github.com/lindera/lindera,MIT,2020-01-22 14:27:57,2024-12-29 13:21:22,2024-12-29 13:21:03,39.0,15.0,74.0,421.0,,2024-11-30 13:33:31,0.38.1,2532.0,42.0,75.0,A multilingual morphological analysis library.,813.0,813.0,19.0,19,True,2.0,lindera/lindera,,,
52,Raphtory,Pometry/Raphtory,graph,https://github.com/Pometry/Raphtory,https://github.com/Pometry/Raphtory,GPL-3.0,2017-05-30 13:15:18,2024-12-28 13:06:34,2024-12-20 16:15:59,55.0,95.0,422.0,356.0,1536.0,2024-12-02 17:33:35,0.14.0,381.0,7.0,44.0,"Scalable graph analytics database powered by a multithreaded, vectorized temporal engine, written in Rust.",17.0,17.0,31.0,19,True,2.0,,,,
53,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,Apache-2.0,2019-11-23 12:04:58,2024-12-05 00:04:13,2024-12-04 07:20:18,33.0,27.0,126.0,330.0,,2024-11-20 07:00:05,0.6.9,381.0,9.0,11.0,Sudachi in Rust and new generation of SudachiPy.,1545.0,1545.0,15.0,19,True,2.0,,,,
54,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/cramjam,https://github.com/milesgranger/cramjam,MIT,2020-03-08 07:46:33,2024-12-30 18:49:35,2024-12-30 18:49:35,8.0,9.0,58.0,95.0,146.0,2024-12-12 12:26:31,2.9.1,600.0,10.0,50.0,"Your go-to for easy access to a plethora of compression algorithms, all neatly bundled in one simple installation.",4764.0,4764.0,10.0,19,False,2.0,milesgranger/cramjam,,,
55,datafuse,datafuselabs/datafuse,data-loading,https://github.com/databendlabs/databend,https://github.com/databendlabs/databend,,2020-10-10 06:04:42,2025-01-01 09:02:13,2025-01-01 05:50:51,745.0,539.0,4970.0,8030.0,,2024-08-19 03:56:17,1.2.615,1500.0,250.0,100.0,", & . Modern alternative to Snowflake. Cost-effective and simple for massive-scale analytics. https://databend.com.",1.0,1.0,237.0,18,False,3.0,databendlabs/databend,,,
56,lancedb,lancedb/lancedb,mlops,https://github.com/lancedb/lancedb,https://github.com/lancedb/lancedb,Apache-2.0,2023-02-28 01:15:17,2024-12-31 23:36:27,2024-12-31 23:36:18,354.0,310.0,502.0,5144.0,,2024-12-31 23:36:44,python-v0.17.2-beta.1,,,100.0,"Developer-friendly, serverless vector database for AI applications. Easily add long-term memory to your LLM apps!.",11.0,11.0,108.0,18,True,2.0,,-1.0,,
57,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,Apache-2.0,2020-10-28 03:19:33,2024-12-25 11:33:52,2024-12-25 11:25:12,410.0,412.0,1225.0,3338.0,,2024-09-29 09:50:56,0.29.0,209.0,4.0,33.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba |.,4.0,4.0,72.0,18,True,2.0,,,,
58,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,Apache-2.0,2020-01-25 09:40:07,2024-12-24 00:29:32,2024-09-29 14:12:54,214.0,60.0,160.0,2705.0,,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",660.0,660.0,48.0,18,True,2.0,,,,
59,chat-ai-desktop,sonnylazuardi/chat-ai-desktop,apps,https://github.com/sonnylazuardi/chat-ai-desktop,https://github.com/sonnylazuardi/chat-ai-desktop,MIT,2022-12-04 07:57:40,2023-12-23 19:38:01,2023-03-20 10:17:05,193.0,39.0,18.0,2009.0,76.0,2023-03-20 02:13:27,0.5.0,26334.0,1197.0,3.0,Unofficial ChatGPT desktop app for Mac & Windows menubar using Tauri & Rust.,,,6.0,18,False,2.0,,,,
60,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,Apache-2.0,2020-07-19 16:24:54,2023-05-23 00:44:59,2022-02-04 11:05:28,39.0,22.0,30.0,606.0,,2021-04-24 09:12:56,0.6.4,56212.0,1147.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",64.0,64.0,7.0,18,False,2.0,,,,
61,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,Apache-2.0,2019-08-29 08:59:32,2022-08-30 07:37:09,2022-08-30 07:37:08,25.0,5.0,27.0,200.0,2776.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,14.0,14.0,28.0,18,False,2.0,,,,
62,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,,2021-04-13 22:45:40,2024-12-31 15:56:29,2024-12-17 10:46:21,351.0,627.0,1715.0,8441.0,,2024-06-17 17:20:56,0.8.2,10494.0,249.0,25.0,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",,,86.0,17,False,3.0,quickwit-oss/quickwit,,,
63,evcxr,google/evcxr,ml-frameworks,https://github.com/evcxr/evcxr,https://github.com/evcxr/evcxr,,2018-09-25 10:19:22,2024-10-12 06:45:19,2024-10-11 06:10:34,216.0,110.0,151.0,5678.0,,2023-12-17 00:16:37,0.17.0,5737.0,204.0,7.0,,166.0,166.0,49.0,17,False,2.0,evcxr/evcxr,-1.0,,
64,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2023-11-09 11:25:37,2022-07-01 21:05:30,119.0,57.0,21.0,3225.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,102.0,102.0,11.0,17,False,1.0,Rust-GPU/Rust-CUDA,,,
65,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,251.0,72.0,96.0,2994.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,5.0,5.0,37.0,17,False,2.0,,,,
66,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,MIT,2015-04-14 06:32:54,2024-12-13 02:22:51,2024-12-01 16:35:52,155.0,26.0,516.0,2050.0,1534.0,,,,,,Rust bindings for OpenCV 3 & 4.,,,51.0,17,True,2.0,,,['binding'],
67,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,Apache-2.0,2019-08-26 08:06:48,2023-01-22 17:30:52,2023-01-22 17:30:50,79.0,11.0,38.0,1768.0,,2021-03-26 11:26:35,0.8.2,5098.0,78.0,14.0,Example-based texture synthesis written in Rust.,117.0,117.0,19.0,17,False,2.0,,,,
