,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels
22,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-04-16 17:32:31,2022-04-16 17:32:31,148.0,54.0,120.0,962.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,12571.0,12571.0,98.0,20,True,1,,
23,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-06-27 09:25:22,2022-05-07 12:29:42,49.0,7.0,41.0,756.0,536.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1297.0,1297.0,18.0,20,True,1,,
24,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-07-30 20:02:59,2022-07-30 19:58:20,68.0,4.0,95.0,670.0,,2022-03-18 08:24:11,0.16.2,,,19.0,PyO3-based Rust bindings of the NumPy C-API.,2138.0,2138.0,35.0,20,True,1,,
25,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-07-27 18:41:29,2022-07-07 01:47:27,25.0,5.0,20.0,275.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,6087.0,6087.0,18.0,20,True,1,10.0,
26,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2022-08-08 12:03:19,2022-08-08 12:03:19,479.0,189.0,454.0,5802.0,,2022-03-31 13:07:30,node-v0.12.0,,,58.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,50.0,50.0,59.0,19,True,1,-2.0,
27,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-08-07 11:23:22,2022-08-07 11:23:22,134.0,9.0,105.0,1349.0,,2022-07-25 14:40:12,0.17.3,3714.0,154.0,40.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",175.0,175.0,43.0,19,False,1,,
28,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-07-02 08:26:54,2022-07-02 08:26:54,108.0,62.0,107.0,467.0,670.0,,,,,,Image processing operations.,2481.0,2481.0,61.0,19,True,2,,
29,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-08 09:09:16,2022-08-08 09:09:15,22.0,5.0,27.0,189.0,2763.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,13.0,13.0,28.0,19,True,1,,
30,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2022-08-08 12:42:49,2022-08-08 10:04:24,451.0,411.0,2290.0,4346.0,,,,5332.0,1777.0,100.0,"A modern Elasticity and Performance cloud data warehouse, activate your object storage for real-time analytics...",,,148.0,18,True,3,,
31,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,250.0,72.0,95.0,2803.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,4.0,4.0,36.0,18,False,1,,
32,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2022-08-04 02:18:14,2022-07-31 07:47:58,342.0,220.0,343.0,2757.0,2473.0,,,,,,Linear algebra library for Rust.,,,176.0,18,True,1,,
33,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-08-08 10:15:57,2022-08-06 22:05:06,110.0,185.0,634.0,2189.0,,2022-06-22 18:38:05,0.3.1,1086.0,83.0,5.0,Cloud-native search engine for log management & analytics.,60.0,60.0,27.0,18,False,3,,
34,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-06-01 14:50:36,2022-06-01 14:50:25,88.0,19.0,25.0,1819.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,82.0,82.0,7.0,18,True,3,,
35,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2022-07-01 21:05:56,2022-07-01 21:05:30,67.0,30.0,14.0,1801.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,72.0,72.0,11.0,18,True,1,,
36,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2022-06-07 07:52:09,2022-06-07 07:51:44,63.0,11.0,37.0,1610.0,,2021-03-26 11:26:35,0.8.2,2975.0,82.0,14.0,Example-based texture synthesis written in Rust.,102.0,102.0,18.0,18,True,2,,
37,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-07-10 17:00:35,2022-07-10 13:55:46,88.0,26.0,274.0,1021.0,1018.0,,,,,,Rust bindings for OpenCV 3 & 4.,690.0,690.0,31.0,18,True,2,,['binding']
38,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2022-07-06 20:57:31,2022-02-04 11:05:28,34.0,18.0,29.0,456.0,,2021-04-24 09:12:56,0.6.4,23026.0,1151.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",39.0,39.0,7.0,18,True,2,,
39,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-08-08 02:33:04,2022-07-03 00:13:36,23.0,8.0,42.0,181.0,,2022-07-02 13:43:07,0.14.0,171.0,5.0,36.0,A morphological analysis library.,645.0,645.0,12.0,18,True,2,,
40,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-08-08 07:34:57,2022-08-08 07:34:57,12.0,21.0,184.0,39.0,681.0,2022-04-22 21:42:43,0.2.0,,,8.0,Graph API client writen in Rust.,592.0,592.0,7.0,18,False,2,,
41,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2022-08-08 11:28:12,2022-08-08 11:20:48,62.0,5.0,40.0,1674.0,,2022-08-03 06:37:23,0.9.0,,,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,17,True,3,,
42,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,144.0,33.0,67.0,1195.0,532.0,,,,,,Machine Learning library for Rust.,406.0,406.0,20.0,17,False,2,,
43,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,36.0,4.0,6.0,540.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5480.0,5480.0,13.0,17,True,3,,
44,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2022-08-07 12:23:24,2022-08-07 08:52:58,48.0,10.0,54.0,468.0,,2022-02-16 17:06:12,0.5.1,,,17.0,Mathematical optimization in pure Rust.,182.0,182.0,22.0,17,True,2,,
45,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2022-07-15 00:51:01,2022-07-15 00:49:55,21.0,11.0,15.0,318.0,1290.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",68.0,68.0,10.0,17,True,2,,
46,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2022-06-29 10:07:08,2021-05-19 16:09:39,24.0,6.0,9.0,273.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,15.0,15.0,6.0,17,False,2,,
47,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-07-25 05:50:03,2022-07-25 05:47:44,18.0,25.0,96.0,158.0,,2022-07-25 05:50:58,0.6.6,96.0,9.0,8.0,Sudachi in Rust and new generation of SudachiPy.,357.0,357.0,6.0,17,True,2,,
48,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-07-31 16:13:45,2022-07-31 16:13:45,328.0,44.0,112.0,3815.0,808.0,,,,,,Rust language bindings for TensorFlow.,,,45.0,16,True,2,,['binding']
49,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-08-08 11:33:14,2022-08-08 10:03:25,202.0,171.0,643.0,1799.0,,2022-07-06 09:56:36,0.15.0,33.0,1.0,19.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,,,36.0,16,True,3,,
50,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-07-25 05:36:02,2022-07-25 05:36:02,86.0,10.0,94.0,1023.0,1038.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",176.0,176.0,20.0,16,True,2,,
51,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-07-28 20:23:22,2022-06-07 21:22:21,72.0,28.0,52.0,927.0,1423.0,,,,,,The Hacker's Machine Learning Engine.,53.0,53.0,46.0,16,False,2,,
52,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-07-14 18:04:59,2022-07-14 18:04:58,21.0,20.0,35.0,585.0,509.0,2022-06-25 15:57:55,0.9.0,,,17.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",,,4.0,16,True,3,,
53,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,49.0,10.0,5.0,529.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,109.0,109.0,9.0,16,False,2,,
54,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,25.0,4.0,17.0,306.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,204.0,204.0,7.0,16,False,3,,
55,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2022-07-04 19:22:04,2022-07-04 18:34:55,33.0,42.0,100.0,291.0,1074.0,,,,,,sparse linear algebra library for rust.,10.0,10.0,25.0,16,True,2,,
56,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-08-06 07:06:14,2022-08-06 06:59:02,145.0,66.0,96.0,3338.0,,,,,,,,145.0,145.0,30.0,15,False,2,,
57,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,183.0,32.0,31.0,2073.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,2.0,2.0,22.0,15,False,1,,
58,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2022-07-28 20:56:29,2022-07-20 11:23:06,149.0,78.0,247.0,1755.0,,,,146.0,36.0,1.0,Rust bindings for the C++ api of PyTorch.,,,51.0,15,True,2,,['binding']
59,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-06-17 01:10:20,2018-12-16 16:29:10,50.0,11.0,21.0,698.0,738.0,2018-09-05 14:54:26,0.4.0,815.0,15.0,10.0,Framework for large distributed pipelines.,,,10.0,15,False,2,,
60,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-08-05 16:37:11,2022-08-05 07:28:02,17.0,4.0,17.0,537.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",42.0,42.0,6.0,15,True,2,,
61,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2022-07-22 00:16:26,2022-02-06 10:08:07,31.0,1.0,33.0,381.0,379.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,20.0,20.0,14.0,15,True,2,,
62,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-08-08 08:37:36,2022-08-04 10:19:42,43.0,27.0,125.0,322.0,,2022-07-21 11:34:45,0.32.0,,,61.0,Search engine library for Meilisearch.,,,23.0,15,True,3,,
63,rs-natural,christophertrml/rs-natural,nlp,https://github.com/lst-codes/rs-natural,https://github.com/lst-codes/rs-natural,lst-codes/rs-natural,MIT,2014-07-27 22:26:18,2020-10-17 18:22:37,2020-02-13 07:12:11,28.0,2.0,7.0,206.0,97.0,,,,,,Natural Language Processing for Rust.,301.0,301.0,14.0,15,False,2,,
64,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,11.0,6.0,23.0,169.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,30.0,30.0,12.0,15,True,3,,
65,rust-tokenizers,guillaume-be/rust-tokenizers,nlp,https://github.com/guillaume-be/rust-tokenizers,https://github.com/guillaume-be/rust-tokenizers,,Apache-2.0,2019-11-09 16:14:11,2022-06-19 08:12:11,2022-06-19 08:12:04,13.0,1.0,6.0,127.0,426.0,,,,,,"Rust-tokenizer offers high-performance tokenizers for modern language models, including WordPiece, Byte-Pair Encoding..",265.0,265.0,4.0,15,True,2,,
66,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2022-06-13 11:25:07,2022-06-13 11:25:07,12.0,6.0,19.0,64.0,242.0,2022-03-28 17:06:25,0.11.0,,,10.0,Rust language bindings for Faiss.,9.0,9.0,7.0,15,False,2,,['binding']
67,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2022-06-06 22:02:05,2022-05-09 08:48:35,7.0,6.0,15.0,56.0,295.0,2022-05-09 09:07:56,1.2.3,,,5.0,The pipeline for the OSCAR corpus.,7.0,7.0,3.0,15,False,2,,
68,pyrus-cramjam,milesgranger/pyrus-cramjam,ml-frameworks,https://github.com/milesgranger/pyrus-cramjam,https://github.com/milesgranger/pyrus-cramjam,,MIT,2020-03-08 07:46:33,2022-07-15 16:00:38,2022-07-15 16:00:35,3.0,1.0,23.0,43.0,68.0,2021-12-08 19:32:12,2.5.0.post3,,,27.0,Thin Python wrapper to de/compression algorithms in Rust - lightweight & no dependencies.,487.0,487.0,3.0,15,False,2,,
69,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,Apache-2.0,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,262.0,26.0,24.0,5482.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,,,15.0,14,False,2,,
70,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-08-01 04:12:34,2022-04-26 15:32:03,115.0,13.0,106.0,3624.0,441.0,,,,,,A full-text search engine in rust.,,,18.0,14,True,3,,
71,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,143.0,,251.0,2298.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",,,37.0,14,False,2,,
72,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2022-08-08 11:21:43,2022-08-08 11:20:55,38.0,6.0,15.0,379.0,88.0,2022-06-29 14:56:24,1.2.3,1151.0,54.0,8.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",,,12.0,14,False,2,,
