,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,trending,labels
13,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-07-11 12:18:20,2022-07-11 12:18:17,100.0,34.0,209.0,1969.0,702.0,2022-07-05 13:24:40,0.8.4,,,19.0,Qdrant - Vector Search Engine for the next generation of AI applications.,26.0,18,True,2,,,,
14,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2022-07-07 13:24:47,2022-06-15 04:20:57,127.0,30.0,58.0,1786.0,273.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,22.0,18,True,1,,,3.0,
15,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2022-02-28 14:30:04,2022-02-16 12:56:59,60.0,50.0,54.0,884.0,295.0,2022-02-10 21:21:47,0.6.5-r1,2699.0,158.0,30.0,The Declarative Data Generator.,25.0,18,True,2,,,,
16,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,Apache-2.0,2014-10-02 15:38:05,2022-07-11 07:14:46,2022-06-25 16:15:37,358.0,142.0,303.0,6891.0,1842.0,,,,,,Rayon: A data parallelism library for Rust.,126.0,17,True,2,,,,
17,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,Apache-2.0,2014-12-22 08:15:12,2022-07-04 22:09:54,2022-07-04 12:26:08,217.0,99.0,126.0,1748.0,1252.0,,,,,,Graph data structure library for Rust.,88.0,17,True,1,,,,
18,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2022-07-11 11:38:54,2022-07-10 15:31:35,233.0,329.0,641.0,930.0,3708.0,,,,,,Official Rust implementation of Apache Arrow.,314.0,17,True,2,,,,
19,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-07-11 08:37:27,2022-07-11 08:37:26,22.0,5.0,27.0,183.0,2741.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,28.0,17,True,1,,,,
20,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-07-06 03:42:54,2022-06-21 01:09:14,18.0,25.0,95.0,154.0,,2022-06-21 01:07:38,0.6.5,96.0,10.0,7.0,Sudachi in Rust and new generation of SudachiPy.,6.0,17,True,1,346.0,346.0,,
21,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2022-07-11 09:01:28,2022-07-06 05:40:35,386.0,154.0,495.0,6594.0,,2022-05-26 09:32:47,0.18,,,38.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,106.0,16,True,2,,,,
22,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2022-07-07 17:39:59,2022-07-05 18:46:38,137.0,5.0,36.0,5391.0,,2021-09-15 11:49:24,1.3.0,13699.0,415.0,9.0,A command-line tool and library for generating regular expressions from user-provided test cases.,9.0,16,True,1,,,,
23,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-07-11 01:05:40,2022-07-08 00:28:23,324.0,44.0,112.0,3724.0,803.0,,,,,,Rust language bindings for TensorFlow.,44.0,16,True,1,,,,['binding']
24,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2022-07-01 21:05:56,2022-07-01 21:05:30,67.0,27.0,13.0,1761.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,11.0,16,True,1,,,4.0,
25,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-07-11 09:44:38,2022-07-11 03:14:38,197.0,160.0,598.0,1756.0,,2022-07-06 09:56:36,0.15.0,33.0,1.0,19.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,32.0,16,True,2,,,,
26,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2022-06-17 01:23:42,2021-02-22 14:53:53,61.0,12.0,28.0,1615.0,222.0,2021-02-22 14:55:12,0.8.7,,,17.0,A full-text search and indexing server written in Rust.,12.0,16,False,2,,,,
27,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-07-11 11:24:39,2022-07-11 11:22:41,134.0,11.0,99.0,1322.0,,2022-07-11 11:22:17,0.17.1,3638.0,158.0,38.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",42.0,16,False,1,,,,
28,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,Unlicense,2014-03-22 06:58:51,2022-06-30 09:57:48,2021-12-16 12:50:09,161.0,45.0,138.0,1210.0,432.0,,,,,,"A CSV parser for Rust, with Serde support.",49.0,16,True,3,,,,
29,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2022-07-06 20:57:31,2022-02-04 11:05:28,34.0,15.0,28.0,423.0,,2021-04-24 09:12:56,0.6.4,21946.0,1155.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",7.0,16,True,1,,,,
30,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-07-07 22:24:02,2022-01-28 10:32:17,51.0,24.0,79.0,356.0,599.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,24.0,16,True,1,,,,
31,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,181.0,32.0,31.0,2064.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,22.0,15,False,1,,,,
32,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-07-11 12:12:55,2022-07-11 08:04:51,104.0,173.0,615.0,2046.0,,2022-06-22 18:38:05,0.3.1,962.0,80.0,5.0,Cloud-native search engine for log management & analytics.,26.0,15,False,3,,,,
33,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-06-01 14:50:36,2022-06-01 14:50:25,85.0,19.0,22.0,1738.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,7.0,15,True,3,,,,
34,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2022-06-07 07:52:09,2022-06-07 07:51:44,62.0,12.0,36.0,1597.0,,2021-03-26 11:26:35,0.8.2,2923.0,83.0,14.0,Example-based texture synthesis written in Rust.,18.0,15,True,1,,,,
35,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2022-06-15 17:19:25,2022-06-15 17:19:17,84.0,14.0,54.0,1409.0,261.0,,,,,,Represent large sets and maps compactly with finite state transducers.,25.0,15,True,3,,,,
36,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-06-27 09:25:22,2022-05-07 12:29:42,48.0,6.0,41.0,748.0,536.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,18.0,15,True,1,,,,
37,rain,substantic/rain,ml-frameworks,https://github.com/substantic/rain,https://github.com/substantic/rain,,MIT,2018-02-13 17:04:46,2022-06-17 01:10:20,2018-12-16 16:29:10,50.0,11.0,21.0,693.0,738.0,2018-09-05 14:54:26,0.4.0,815.0,15.0,10.0,Framework for large distributed pipelines.,10.0,15,False,2,,,,
38,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-07-03 08:25:04,2022-07-03 08:23:17,67.0,4.0,94.0,659.0,,2022-03-18 08:24:11,0.16.2,,,19.0,PyO3-based Rust bindings of the NumPy C-API.,34.0,15,True,2,,,,
39,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-07-10 13:28:18,2022-07-10 13:28:18,20.0,19.0,35.0,552.0,508.0,2022-06-25 15:57:55,0.9.0,,,17.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",3.0,15,True,3,,,,
40,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2022-07-03 15:17:24,2022-06-18 14:44:43,46.0,9.0,54.0,450.0,,2022-02-16 17:06:12,0.5.1,,,15.0,Mathematical optimization in pure Rust.,22.0,15,True,2,,,,
41,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-07-11 07:56:24,2022-07-07 08:13:07,40.0,22.0,125.0,312.0,,2022-06-23 08:45:19,0.31.1,,,59.0,Search through millions of documents in milliseconds.,23.0,15,True,3,,,,
42,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2022-06-29 10:07:08,2021-05-19 16:09:39,24.0,6.0,9.0,273.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,6.0,15,False,2,,,,
43,gap_statistic,milesgranger/gap_statistic,ml-frameworks,https://github.com/milesgranger/gap_statistic,https://github.com/milesgranger/gap_statistic,,Unlicense,2016-04-25 11:22:18,2022-05-25 08:01:31,2022-05-25 08:01:31,35.0,2.0,30.0,143.0,132.0,2020-04-20 04:05:53,2.0.1,327.0,6.0,13.0,Dynamically get the suggested clusters in the data for unsupervised learning.,4.0,15,True,2,28.0,28.0,,
44,leaf,autumnai/leaf,ml-frameworks,https://github.com/autumnai/leaf,https://github.com/autumnai/leaf,,Apache-2.0,2015-10-26 08:20:56,2018-01-14 18:40:05,2018-01-14 18:40:04,263.0,26.0,24.0,5475.0,164.0,,,,,,Open Machine Intelligence Framework for Hackers. (GPU/CPU).,15.0,14,False,2,,,,
45,Toshi,toshi-search/Toshi,apps,https://github.com/toshi-search/Toshi,https://github.com/toshi-search/Toshi,,MIT,2018-06-28 13:23:45,2022-07-08 04:13:27,2022-04-26 15:32:03,113.0,13.0,106.0,3595.0,441.0,,,,,,A full-text search engine in rust.,18.0,14,True,3,,,,
46,ballista,ballista-compute/ballista,ml-frameworks,https://github.com/ballista-compute/ballista,https://github.com/ballista-compute/ballista,,Apache-2.0,2019-07-04 17:09:41,2021-04-20 00:28:06,2021-04-20 00:28:05,144.0,,251.0,2298.0,,2021-02-23 02:39:20,0.4.1,,,17.0,"Distributed compute platform implemented in Rust, and powered by Apache Arrow.",37.0,14,False,2,,,,
47,tch-rs,LaurentMazare/tch-rs,ml-frameworks,https://github.com/LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,,Apache-2.0,2019-02-16 21:08:44,2022-07-08 09:17:19,2022-07-08 09:17:15,145.0,76.0,246.0,1703.0,,,,118.0,39.0,1.0,Rust bindings for the C++ api of PyTorch.,51.0,14,True,2,,,,['binding']
48,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-07-10 17:00:35,2022-07-10 13:55:46,87.0,24.0,268.0,1002.0,1018.0,,,,,,Rust bindings for OpenCV 3 & 4.,31.0,14,True,2,,,,['binding']
49,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-04-16 17:32:31,2022-04-16 17:32:31,147.0,53.0,120.0,954.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,98.0,14,True,2,,,,
50,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2022-06-14 13:15:53,2022-06-14 13:15:27,68.0,5.0,42.0,587.0,184.0,,,,,,A fast implementation of Aho-Corasick in Rust.,26.0,14,True,1,,,,
51,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-07-02 08:26:54,2022-07-02 08:26:54,105.0,60.0,107.0,458.0,670.0,,,,,,Image processing operations.,61.0,14,True,2,,,,
52,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2022-07-09 00:56:06,2022-06-14 13:16:31,65.0,5.0,42.0,404.0,180.0,,,,,,Optimized string search routines for Rust.,34.0,14,True,1,,,,
53,cleora,Synerise/cleora,ml-frameworks,https://github.com/Synerise/cleora,https://github.com/Synerise/cleora,,,2020-11-05 17:16:06,2022-07-11 09:37:07,2022-07-11 09:37:07,37.0,6.0,15.0,377.0,87.0,2022-06-29 14:56:24,1.2.3,1085.0,54.0,8.0,"Cleora AI is a general-purpose model for efficient, scalable learning of stable and inductive entity embeddings for..",12.0,14,False,2,,,,
54,snips-nlu-rs,snipsco/snips-nlu-rs,nlp,https://github.com/snipsco/snips-nlu-rs,https://github.com/snipsco/snips-nlu-rs,,,2018-02-21 09:29:02,2020-01-28 16:20:20,2020-01-28 16:19:54,55.0,5.0,15.0,324.0,1583.0,2020-01-28 16:20:20,0.65.6,,,33.0,Snips NLU rust implementation.,21.0,14,False,1,,,,
55,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2022-07-04 19:22:04,2022-07-04 18:34:55,33.0,41.0,100.0,289.0,1074.0,,,,,,sparse linear algebra library for rust.,25.0,14,True,2,,,,
56,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-07-07 01:47:41,2022-07-07 01:47:27,25.0,4.0,20.0,270.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,18.0,14,True,1,,,4.0,
57,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-07-03 00:13:40,2022-07-03 00:13:36,22.0,8.0,42.0,177.0,,2022-07-02 13:43:07,0.14.0,169.0,5.0,36.0,A morphological analysis library.,12.0,14,True,1,,,,
58,erdos,erdos-project/erdos,apps,https://github.com/erdos-project/erdos,https://github.com/erdos-project/erdos,,Apache-2.0,2018-11-05 20:19:05,2022-07-11 04:53:14,2022-07-09 00:29:55,32.0,12.0,31.0,151.0,533.0,,,,,5.0,Dataflow system for building self-driving car and robotics applications.,10.0,14,True,3,,,,
59,faiss-rs,Enet4/faiss-rs,ml-frameworks,https://github.com/Enet4/faiss-rs,https://github.com/Enet4/faiss-rs,,Apache-2.0,2018-01-27 21:50:14,2022-06-13 11:25:07,2022-06-13 11:25:07,12.0,6.0,19.0,64.0,242.0,2022-03-28 17:06:25,0.11.0,,,10.0,Rust language bindings for Faiss.,7.0,14,False,2,,,,['binding']
60,ungoliant,oscar-corpus/ungoliant,nlp,https://github.com/oscar-corpus/ungoliant,https://github.com/oscar-corpus/ungoliant,,Apache-2.0,2021-02-15 03:19:32,2022-06-06 22:02:05,2022-05-09 08:48:35,7.0,6.0,15.0,51.0,295.0,2022-05-09 09:07:56,1.2.3,,,5.0,The pipeline for the OSCAR corpus.,3.0,14,False,1,,,,
61,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-06-25 19:40:17,2022-06-25 19:40:17,10.0,21.0,184.0,35.0,665.0,2022-04-22 21:42:43,0.2.0,,,8.0,Graph API client writen in Rust.,6.0,14,False,3,,,,
62,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,144.0,33.0,67.0,1194.0,532.0,,,,,,Machine Learning library for Rust.,20.0,13,False,2,,,,
63,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-07-09 08:55:57,2022-07-09 08:55:57,85.0,9.0,90.0,987.0,1036.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",20.0,13,True,2,,,,
64,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-07-09 10:29:26,2022-06-07 21:22:21,72.0,26.0,52.0,911.0,1423.0,,,,,,The Hacker's Machine Learning Engine.,46.0,13,False,2,,,,
65,lingua-rs,pemistahl/lingua-rs,nlp,https://github.com/pemistahl/lingua-rs,https://github.com/pemistahl/lingua-rs,,Apache-2.0,2020-06-17 10:47:30,2022-07-07 13:24:48,2022-07-07 13:24:47,17.0,4.0,17.0,527.0,,2022-04-08 10:11:01,1.4.0,,,13.0,"The most accurate natural language detection library for Rust, suitable for long and short text alike.",6.0,13,True,2,,,,
66,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,48.0,10.0,5.0,526.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,9.0,13,False,2,,,,
67,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2022-07-07 04:28:05,2022-07-07 04:27:53,20.0,11.0,15.0,315.0,1285.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",10.0,13,True,2,,,,
68,graphlib,purpleprotocol/graphlib,graph,https://github.com/purpleprotocol/graphlib,https://github.com/purpleprotocol/graphlib,,MIT,2019-03-14 12:52:32,2021-12-09 19:04:17,2021-11-09 12:03:42,12.0,6.0,23.0,169.0,172.0,2021-11-09 12:06:19,0.6.3,,,19.0,Simple but powerful graph library for Rust.,12.0,13,True,3,,,-2.0,
69,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-07-11 11:46:45,2022-07-11 11:41:36,141.0,64.0,95.0,3215.0,,,,,,,,29.0,12,False,2,,,,
70,Enzyme,wsmoses/Enzyme,ml-frameworks,https://github.com/EnzymeAD/Enzyme,https://github.com/EnzymeAD/Enzyme,EnzymeAD/Enzyme,,2019-02-27 03:27:23,2022-07-09 16:35:15,2022-07-05 18:18:28,52.0,55.0,94.0,754.0,,2022-07-05 18:18:54,0.0.34,,,28.0,High-performance automatic differentiation of LLVM.,20.0,12,False,2,,,,
71,rust-autograd,raskr/rust-autograd,ml-frameworks,https://github.com/raskr/rust-autograd,https://github.com/raskr/rust-autograd,,MIT,2017-09-05 14:42:39,2022-02-06 10:12:56,2022-02-06 10:08:07,30.0,1.0,33.0,379.0,379.0,,,,,,Tensors and differentiable operations (like TensorFlow) in Rust.,14.0,12,True,2,,,,
72,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,25.0,4.0,17.0,302.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,7.0,12,False,3,,,,
73,azure-sdk-for-rust,Azure/azure-sdk-for-rust,ml-frameworks,https://github.com/Azure/azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,,MIT,2020-09-15 18:05:06,2022-07-11 12:42:21,2022-07-11 12:07:20,117.0,103.0,206.0,302.0,,,,,,,This repository is for active development of the *unofficial* Azure SDK for Rust. This repository is *not* supported..,94.0,12,True,2,,,,['binding']
