,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels
0,vector,timberio/vector,data-loading,https://github.com/vectordotdev/vector,https://github.com/vectordotdev/vector,vectordotdev/vector,MPL-2.0,2018-08-27 16:57:34,2022-08-22 04:07:25,2022-08-18 21:13:37,829.0,1705.0,4081.0,10984.0,7936.0,2022-08-10 20:30:01,0.23.3,162723.0,4397.0,48.0,A high-performance observability data pipeline.,945.0,945.0,256.0,30,True,1,,
1,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,Apache-2.0,2014-10-02 15:38:05,2022-08-19 11:20:14,2022-08-11 18:19:28,362.0,148.0,304.0,7081.0,1857.0,,,,,,Rayon: A data parallelism library for Rust.,156600.0,156600.0,127.0,25,True,1,10.0,
2,arrow,apache/arrow,data-loading,https://github.com/apache/arrow,https://github.com/apache/arrow,,Apache-2.0,2016-02-17 08:00:23,2022-08-22 12:28:06,2022-08-21 06:19:13,2365.0,48.0,783.0,10032.0,12123.0,,,,,,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing.,77.0,77.0,923.0,24,True,2,,
3,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2022-08-22 12:23:10,2022-08-22 11:06:26,410.0,201.0,1606.0,7543.0,4166.0,2022-08-04 12:02:04,rust-polars-v0.23.0,,,4.0,Fast multi-threaded DataFrame library in Rust | Python | Node.js.,1505.0,1505.0,113.0,24,True,2,,
4,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,,MIT,2015-07-15 00:22:17,2022-07-11 16:42:18,2022-04-25 02:35:58,395.0,216.0,684.0,2569.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,291.0,291.0,188.0,24,True,1,,
5,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,Apache-2.0,2014-12-22 08:15:12,2022-07-28 14:58:31,2022-07-27 09:20:44,219.0,101.0,129.0,1808.0,1255.0,,,,,,Graph data structure library for Rust.,74351.0,74351.0,91.0,24,True,1,,
6,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,Unlicense,2014-03-22 06:58:51,2022-06-30 09:57:48,2021-12-16 12:50:09,168.0,45.0,138.0,1236.0,432.0,,,,,,"A CSV parser for Rust, with Serde support.",49893.0,49893.0,49.0,23,True,2,10.0,
7,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2022-08-22 12:24:30,2022-08-22 07:48:08,262.0,349.0,830.0,1016.0,3966.0,,,,,,Official Rust implementation of Apache Arrow.,5398.0,5398.0,330.0,23,True,2,,
8,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2022-07-14 17:19:52,2022-07-14 17:19:37,67.0,6.0,42.0,416.0,181.0,,,,,,Optimized string search routines for Rust.,349191.0,349191.0,34.0,23,True,1,11.0,
9,arrow-datafusion,apache/arrow-datafusion,data-loading,https://github.com/apache/arrow-datafusion,https://github.com/apache/arrow-datafusion,,Apache-2.0,2021-04-17 15:40:23,2022-08-22 12:30:40,2022-08-21 10:58:46,411.0,468.0,1028.0,2363.0,4210.0,,,,,,Apache Arrow DataFusion SQL Query Engine.,403.0,403.0,325.0,22,True,2,,
10,qdrant,qdrant/qdrant,apps,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,,Apache-2.0,2020-05-30 21:37:01,2022-08-22 12:02:54,2022-08-22 07:41:22,110.0,21.0,254.0,2268.0,814.0,2022-08-10 19:57:19,0.9.1,,,23.0,Qdrant - Vector Search Engine for the next generation of AI applications.,420.0,420.0,28.0,22,True,1,,
11,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2022-07-14 17:21:26,2022-07-14 17:21:10,72.0,5.0,42.0,604.0,185.0,,,,,,A fast implementation of Aho-Corasick in Rust.,283215.0,283215.0,26.0,22,True,1,11.0,
12,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-08-19 11:49:11,2022-01-28 10:32:17,54.0,25.0,79.0,361.0,599.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,14046.0,14046.0,24.0,22,True,1,,
13,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,,MIT,2018-04-23 11:45:28,2022-08-22 11:31:45,2022-08-22 11:15:42,990.0,60.0,992.0,28744.0,,2022-07-21 11:47:57,0.28.1,48591.0,1472.0,100.0,"An open-source, lightning-fast, and hyper-relevant search engine that fits effortlessly into your apps, websites, and..",,,96.0,21,True,1,,
14,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2022-08-22 12:37:31,2022-08-22 10:31:44,2497.0,409.0,2143.0,8447.0,,2022-07-14 22:33:00,0.9.0,1321.0,22.0,11.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,802.0,21,True,1,,['binding']
15,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2022-08-22 09:27:41,2022-08-22 08:52:12,411.0,161.0,501.0,6843.0,,2022-05-26 09:32:47,0.18,,,38.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,1000.0,1000.0,109.0,21,True,1,,
16,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2022-07-14 17:22:18,2022-07-14 17:22:01,86.0,16.0,54.0,1429.0,262.0,,,,,,Represent large sets and maps compactly with finite state transducers.,9625.0,9625.0,25.0,21,True,3,,
17,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2022-08-08 11:30:31,2022-08-08 11:30:31,61.0,54.0,54.0,905.0,297.0,2022-02-10 21:21:47,0.6.5-r1,3137.0,174.0,30.0,The Declarative Data Generator.,103.0,103.0,25.0,21,True,3,,
18,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2022-07-10 20:09:22,2022-07-10 20:07:19,456.0,53.0,193.0,13585.0,661.0,2022-07-10 20:09:38,1.3.5,,,24.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",,,31.0,20,True,2,,
19,grex,pemistahl/grex,nlp,https://github.com/pemistahl/grex,https://github.com/pemistahl/grex,,Apache-2.0,2019-10-05 17:38:23,2022-08-15 17:21:37,2022-08-15 17:21:36,139.0,3.0,38.0,5499.0,,2022-07-26 18:06:02,1.4.0,15541.0,457.0,10.0,A command-line tool and Rust library for generating regular expressions from user-provided test cases.,153.0,153.0,9.0,20,True,1,,
20,zombodb,zombodb/zombodb,apps,https://github.com/zombodb/zombodb,https://github.com/zombodb/zombodb,,,2015-07-17 16:53:20,2022-08-19 20:53:52,2022-07-20 16:33:26,183.0,14.0,587.0,4105.0,1351.0,2022-07-20 19:05:36,3000.1.3,15471.0,200.0,100.0,Making Postgres and Elasticsearch work together like it's 2022.,,,29.0,20,False,2,,
21,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-04-16 17:32:31,2022-04-16 17:32:31,148.0,54.0,120.0,964.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,12610.0,12610.0,98.0,20,True,1,,
22,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-08-10 23:49:02,2022-08-10 23:48:57,50.0,7.0,41.0,762.0,537.0,2019-03-03 16:17:34,0.7.0,,,3.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1298.0,1298.0,18.0,20,True,1,,
23,rust-numpy,PyO3/rust-numpy,ml-frameworks,https://github.com/PyO3/rust-numpy,https://github.com/PyO3/rust-numpy,,BSD-2-Clause,2017-04-21 06:36:48,2022-08-22 06:27:28,2022-08-18 12:18:03,71.0,4.0,96.0,676.0,,2022-03-18 08:24:11,0.16.2,,,19.0,PyO3-based Rust bindings of the NumPy C-API.,2141.0,2141.0,35.0,20,True,1,,
24,fancy-regex,fancy-regex/fancy-regex,nlp,https://github.com/fancy-regex/fancy-regex,https://github.com/fancy-regex/fancy-regex,,MIT,2018-10-02 17:55:03,2022-08-11 18:55:46,2022-08-11 18:55:39,25.0,5.0,20.0,276.0,,2022-04-28 06:39:51,0.10.0,,,2.0,Rust library for regular expressions using fancy features like look-around and backreferences.,6134.0,6134.0,18.0,20,True,1,10.0,
25,tokenizers,huggingface/tokenizers,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,,Apache-2.0,2019-11-01 17:52:20,2022-08-08 12:03:19,2022-08-08 12:03:19,481.0,194.0,455.0,5825.0,,2022-03-31 13:07:30,node-v0.12.0,,,58.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,51.0,51.0,59.0,19,True,1,-2.0,
26,tract,sonos/tract,ml-frameworks,https://github.com/sonos/tract,https://github.com/sonos/tract,,,2017-08-07 09:31:26,2022-08-18 07:19:22,2022-08-17 09:43:41,136.0,12.0,106.0,1364.0,,2022-08-11 11:54:01,0.17.4,3740.0,155.0,41.0,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference.",182.0,182.0,43.0,19,False,1,,
27,imageproc,image-rs/imageproc,image,https://github.com/image-rs/imageproc,https://github.com/image-rs/imageproc,,MIT,2015-09-27 18:11:32,2022-07-02 08:26:54,2022-07-02 08:26:54,108.0,62.0,107.0,471.0,670.0,,,,,,Image processing operations.,2498.0,2498.0,61.0,19,True,2,,
28,milli,meilisearch/milli,apps,https://github.com/meilisearch/milli,https://github.com/meilisearch/milli,,MIT,2020-05-31 12:21:55,2022-08-22 12:40:21,2022-08-22 08:44:31,46.0,26.0,127.0,334.0,,2022-07-21 11:34:45,0.32.0,,,61.0,Search engine library for Meilisearch.,484.0,484.0,23.0,19,True,3,,
29,xaynet,xaynetwork/xaynet,ml-frameworks,https://github.com/xaynetwork/xaynet,https://github.com/xaynetwork/xaynet,,Apache-2.0,2019-08-29 08:59:32,2022-08-22 08:20:09,2022-08-22 08:20:08,22.0,5.0,27.0,189.0,2773.0,2021-01-18 12:57:57,0.11.0,,,11.0,Xaynet represents an agnostic Federated Machine Learning framework to build privacy-preserving AI applications.,13.0,13.0,28.0,19,True,1,,
30,datafuse,datafuselabs/datafuse,data-loading,https://github.com/datafuselabs/databend,https://github.com/datafuselabs/databend,datafuselabs/databend,Apache-2.0,2020-10-10 06:04:42,2022-08-22 11:20:18,2022-08-22 11:07:49,457.0,423.0,2359.0,4420.0,,,,2159.0,1079.0,100.0,"A modern Elasticity and Performance cloud data warehouse, activate your object storage for real-time analytics...",,,150.0,18,True,3,,
31,weld,weld-project/weld,ml-frameworks,https://github.com/weld-project/weld,https://github.com/weld-project/weld,,BSD-3-Clause,2016-06-13 05:00:24,2022-06-22 01:07:30,2020-04-04 20:50:54,250.0,72.0,95.0,2808.0,615.0,,,,,3.0,High-performance runtime for data analytics applications.,4.0,4.0,36.0,18,False,1,,
32,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2022-08-22 07:09:39,2022-08-22 07:09:39,348.0,220.0,345.0,2772.0,2473.0,,,,,,Linear algebra library for Rust.,,,180.0,18,True,1,,
33,quickwit,quickwit-inc/quickwit,apps,https://github.com/quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,quickwit-oss/quickwit,,2021-04-13 22:45:40,2022-08-22 10:18:55,2022-08-22 09:51:25,117.0,183.0,643.0,2230.0,,2022-06-22 18:38:05,0.3.1,1132.0,87.0,5.0,Cloud-native search engine for log management & analytics.,60.0,60.0,28.0,18,False,3,,
34,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2022-08-17 00:43:10,2022-08-17 00:41:01,130.0,31.0,59.0,1851.0,280.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,,,25.0,18,True,1,,
35,weggli,googleprojectzero/weggli,apps,https://github.com/googleprojectzero/weggli,https://github.com/googleprojectzero/weggli,,Apache-2.0,2021-09-30 16:06:12,2022-08-12 18:26:12,2022-06-01 14:50:25,90.0,20.0,25.0,1826.0,,2022-05-31 12:23:06,0.2.4,,,3.0,weggli is a fast and robust semantic search tool for C and C++ codebases. It is designed to help security researchers..,82.0,82.0,7.0,18,True,3,,
36,Rust-CUDA,RDambrosio016/Rust-CUDA,other,https://github.com/Rust-GPU/Rust-CUDA,https://github.com/Rust-GPU/Rust-CUDA,Rust-GPU/Rust-CUDA,Apache-2.0,2021-10-17 23:37:05,2022-07-01 21:05:56,2022-07-01 21:05:30,67.0,32.0,14.0,1819.0,197.0,2022-02-07 20:44:13,0.3,,,2.0,Ecosystem of libraries and tools for writing and executing fast GPU code fully in Rust.,73.0,73.0,11.0,18,True,1,,
37,texture-synthesis,EmbarkStudios/texture-synthesis,image,https://github.com/EmbarkStudios/texture-synthesis,https://github.com/EmbarkStudios/texture-synthesis,,Apache-2.0,2019-08-26 08:06:48,2022-06-07 07:52:09,2022-06-07 07:51:44,63.0,11.0,37.0,1612.0,,2021-03-26 11:26:35,0.8.2,3008.0,83.0,14.0,Example-based texture synthesis written in Rust.,102.0,102.0,18.0,18,True,2,,
38,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2022-07-10 17:00:35,2022-07-10 13:55:46,88.0,29.0,275.0,1029.0,1018.0,,,,,,Rust bindings for OpenCV 3 & 4.,705.0,705.0,31.0,18,True,2,,['binding']
39,nlprule,bminixhofer/nlprule,nlp,https://github.com/bminixhofer/nlprule,https://github.com/bminixhofer/nlprule,,Apache-2.0,2020-07-19 16:24:54,2022-07-06 20:57:31,2022-02-04 11:05:28,36.0,18.0,29.0,468.0,,2021-04-24 09:12:56,0.6.4,23432.0,1171.0,27.0,"A fast, low-resource Natural Language Processing and Text Correction library written in Rust.",39.0,39.0,7.0,18,True,2,,
40,lindera,lindera-morphology/lindera,nlp,https://github.com/lindera-morphology/lindera,https://github.com/lindera-morphology/lindera,,MIT,2020-01-22 14:27:57,2022-08-12 02:23:50,2022-07-03 00:13:36,23.0,8.0,42.0,192.0,,2022-07-02 13:43:07,0.14.0,183.0,6.0,36.0,A morphological analysis library.,645.0,645.0,12.0,18,True,2,,
41,bayard,bayard-search/bayard,apps,https://github.com/mosuka/bayard,https://github.com/mosuka/bayard,mosuka/bayard,MIT,2019-11-01 09:54:55,2022-08-19 14:36:45,2022-08-10 15:33:43,62.0,5.0,40.0,1688.0,,2022-08-03 06:37:23,0.9.0,,,18.0,A full-text search and indexing server written in Rust.,18.0,18.0,13.0,17,True,3,,
42,rusty-machine,AtheMathmo/rusty-machine,ml-frameworks,https://github.com/AtheMathmo/rusty-machine,https://github.com/AtheMathmo/rusty-machine,,MIT,2015-11-14 05:55:27,2020-07-10 17:17:37,2020-02-14 18:25:14,144.0,33.0,67.0,1197.0,532.0,,,,,,Machine Learning library for Rust.,406.0,406.0,20.0,17,False,2,,
43,datafrog,rust-lang/datafrog,data-loading,https://github.com/rust-lang/datafrog,https://github.com/rust-lang/datafrog,,Apache-2.0,2018-05-16 13:37:32,2022-01-20 20:23:52,2022-01-20 20:23:52,35.0,4.0,6.0,541.0,136.0,,,,,,A lightweight Datalog engine in Rust.,5483.0,5483.0,13.0,17,True,3,,
44,argmin,argmin-rs/argmin,ml-frameworks,https://github.com/argmin-rs/argmin,https://github.com/argmin-rs/argmin,,Apache-2.0,2018-07-22 10:09:33,2022-08-21 13:20:18,2022-08-21 13:17:58,50.0,9.0,57.0,485.0,,2022-08-09 18:58:54,argmin-v0.6.0,,,19.0,Mathematical optimization in pure Rust.,185.0,185.0,23.0,17,True,2,,
45,Peroxide,Axect/Peroxide,ml-frameworks,https://github.com/Axect/Peroxide,https://github.com/Axect/Peroxide,,Apache-2.0,2018-04-20 18:38:06,2022-07-15 00:51:01,2022-07-15 00:49:55,22.0,11.0,15.0,320.0,1290.0,,,,,,"Rust numeric library with R, MATLAB & Python syntax.",68.0,68.0,10.0,17,True,2,,
46,granne,granne/granne,ml-frameworks,https://github.com/granne/granne,https://github.com/granne/granne,,MIT,2019-12-06 09:12:47,2022-06-29 10:07:08,2021-05-19 16:09:39,24.0,6.0,9.0,275.0,203.0,2021-06-06 12:58:39,0.5.2,,,3.0,Graph-based Approximate Nearest Neighbor Search.,15.0,15.0,6.0,17,False,2,,
47,sudachi.rs,WorksApplications/sudachi.rs,nlp,https://github.com/WorksApplications/sudachi.rs,https://github.com/WorksApplications/sudachi.rs,,Apache-2.0,2019-11-23 12:04:58,2022-07-25 05:50:03,2022-07-25 05:47:44,18.0,26.0,96.0,161.0,,2022-07-25 05:50:58,0.6.6,96.0,9.0,8.0,Sudachi in Rust and new generation of SudachiPy.,364.0,364.0,6.0,17,True,2,,
48,rust,tensorflow/rust,ml-frameworks,https://github.com/tensorflow/rust,https://github.com/tensorflow/rust,,Apache-2.0,2016-02-05 00:32:17,2022-08-20 01:01:33,2022-08-19 04:50:03,328.0,45.0,113.0,3839.0,817.0,,,,,,Rust language bindings for TensorFlow.,,,45.0,16,True,2,,['binding']
49,GraphScope,alibaba/GraphScope,graph,https://github.com/alibaba/GraphScope,https://github.com/alibaba/GraphScope,,Apache-2.0,2020-10-28 03:19:33,2022-08-22 11:16:37,2022-08-22 11:11:33,205.0,167.0,660.0,1813.0,,2022-08-12 07:29:57,0.16.0,33.0,1.0,20.0,GraphScope: A One-Stop Large-Scale Graph Computing System from Alibaba.,,,36.0,16,True,2,,
50,rust-bert,guillaume-be/rust-bert,nlp,https://github.com/guillaume-be/rust-bert,https://github.com/guillaume-be/rust-bert,,Apache-2.0,2020-01-25 09:40:07,2022-07-25 05:36:02,2022-07-25 05:36:02,91.0,12.0,96.0,1042.0,1038.0,,,,,,"Rust native ready-to-use NLP pipelines and transformer-based models (BERT, DistilBERT, GPT2,...).",179.0,179.0,20.0,16,True,2,,
51,juice,spearow/juice,ml-frameworks,https://github.com/spearow/juice,https://github.com/spearow/juice,,,2017-01-14 21:27:49,2022-08-15 12:41:53,2022-08-15 12:41:53,71.0,27.0,53.0,930.0,1425.0,,,,,,The Hacker's Machine Learning Engine.,54.0,54.0,46.0,16,False,2,,
52,lnx,lnx-search/lnx,apps,https://github.com/lnx-search/lnx,https://github.com/lnx-search/lnx,,MIT,2021-08-13 15:05:22,2022-07-14 18:04:59,2022-07-14 18:04:58,21.0,20.0,35.0,591.0,509.0,2022-06-25 15:57:55,0.9.0,,,17.0,"Insanely fast, Feature-rich searching. lnx is the adaptable, typo tollerant deployment of the tantivy search engine...",,,4.0,16,True,3,,
53,rustlearn,maciejkula/rustlearn,ml-frameworks,https://github.com/maciejkula/rustlearn,https://github.com/maciejkula/rustlearn,,Apache-2.0,2015-12-03 21:48:17,2021-06-07 09:09:59,2020-06-21 02:01:58,49.0,10.0,5.0,531.0,76.0,2018-07-29 21:02:49,0.5.0,,,4.0,Machine learning crate for Rust.,110.0,110.0,9.0,16,False,2,,
54,rustface,atomashpolskiy/rustface,image,https://github.com/atomashpolskiy/rustface,https://github.com/atomashpolskiy/rustface,,,2017-12-21 20:24:40,2021-11-10 17:08:18,2021-11-10 17:07:53,26.0,4.0,17.0,307.0,176.0,2020-11-02 08:22:28,0.1.6,,,3.0,Face detection library for the Rust programming language.,206.0,206.0,7.0,16,False,3,,
55,sprs,vbarrielle/sprs,ml-frameworks,https://github.com/sparsemat/sprs,https://github.com/sparsemat/sprs,sparsemat/sprs,Apache-2.0,2015-05-17 19:01:01,2022-07-04 19:22:04,2022-07-04 18:34:55,33.0,42.0,100.0,291.0,1074.0,,,,,,sparse linear algebra library for rust.,11.0,11.0,25.0,16,True,2,,
56,graph-rs,sreeise/graph-rs,graph,https://github.com/sreeise/graph-rs,https://github.com/sreeise/graph-rs,,MIT,2018-12-18 13:17:11,2022-08-20 23:06:24,2022-08-20 23:06:24,12.0,21.0,184.0,40.0,684.0,2022-04-22 21:42:43,0.2.0,,,8.0,Graph API client writen in Rust.,15.0,15.0,7.0,16,False,2,,
57,evcxr,google/evcxr,ml-frameworks,https://github.com/google/evcxr,https://github.com/google/evcxr,,Apache-2.0,2018-09-25 10:19:22,2022-08-21 18:20:22,2022-08-18 11:06:14,147.0,68.0,99.0,3389.0,,,,,,,,146.0,146.0,31.0,15,False,2,,
58,vega,rajasekarv/vega,analysis,https://github.com/rajasekarv/vega,https://github.com/rajasekarv/vega,,Apache-2.0,2019-10-22 19:13:09,2022-04-18 16:10:37,2021-06-29 20:02:50,184.0,32.0,31.0,2078.0,416.0,,,,,,A new arguably faster implementation of Apache Spark from scratch in Rust.,2.0,2.0,22.0,15,False,1,,
